,RMSE,MAE,rRMSE_percent,R2
C01,0.0014240232089224982,0.0010256386142720873,0.6212436377702093,0.9999046742043677
C02,0.0011863338465821613,0.000885958930854514,0.5812846412818297,0.99991550284459
C03,0.0020585174731174876,0.0015148961428946698,0.8702931180199093,0.999769704390648
C05,0.002948067841942311,0.002201271121390354,1.6905876500758494,0.999182606465995
C06,0.00177183262265142,0.001168221229676096,2.105573149381128,0.9986678876989828
AVG,0.001877754998643176,0.0013591972078175443,1.1737964393057851,0.9994880751209166
