Timestamp,AOD_550nm,site_name,lat,lon,height
2023-03-05 04:57:58,0.27766,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 05:01:01,0.259293,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 05:03:57,0.28256,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 05:07:14,0.263674,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 05:12:55,0.256764,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 05:15:57,0.271302,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 05:28:12,0.285938,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 05:30:57,0.289708,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 05:33:57,0.287476,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 05:39:15,0.285471,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 05:50:53,0.26813,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 06:03:57,0.267067,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 06:09:20,0.283977,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 06:19:00,0.273385,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 07:00:56,0.248365,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 07:08:12,0.243972,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 07:12:58,0.249414,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 07:16:00,0.25027,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 07:19:01,0.256992,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 07:28:00,0.291204,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 07:30:58,0.28035,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 07:33:58,0.259796,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 07:36:58,0.260129,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 07:38:50,0.258667,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 07:47:27,0.252153,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 07:58:00,0.245914,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 08:00:57,0.258087,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 08:03:58,0.257018,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 08:06:59,0.254398,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 08:08:49,0.265863,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 08:12:58,0.261671,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 08:16:04,0.244605,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 08:18:58,0.261316,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 08:22:01,0.268943,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 08:24:01,0.262876,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 08:58:03,0.276805,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 09:00:58,0.288359,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 09:04:01,0.275598,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 09:06:57,0.281756,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 09:08:51,0.280277,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 09:12:57,0.302371,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 09:16:01,0.287508,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 09:19:03,0.289688,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 09:22:02,0.288963,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 09:23:55,0.263648,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 09:27:56,0.277474,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 09:30:57,0.273451,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 09:34:06,0.280291,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 09:37:03,0.288107,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 09:38:57,0.284369,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 09:47:42,0.297077,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 10:03:00,0.350028,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 10:07:00,0.336163,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 10:19:16,0.295669,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 10:24:09,0.277878,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 10:27:57,0.281151,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 10:30:56,0.279863,Tazhong,39.0,83.66666666666667,1099.3
2023-03-05 11:41:38,0.282732,Tazhong,39.0,83.66666666666667,1099.3
2023-03-06 01:47:57,0.302753,Tazhong,39.0,83.66666666666667,1099.3
2023-03-06 01:52:06,0.300272,Tazhong,39.0,83.66666666666667,1099.3
2023-03-06 01:54:00,0.299117,Tazhong,39.0,83.66666666666667,1099.3
2023-03-06 02:12:56,0.301528,Tazhong,39.0,83.66666666666667,1099.3
