Timestamp,AOD_550nm,site_name,lat,lon,height
2023-01-01 00:42:55,0.20373,Daxing,39.45,116.2,41.3
2023-01-01 00:44:53,0.205162,Daxing,39.45,116.2,41.3
2023-01-01 00:48:08,0.20877,Daxing,39.45,116.2,41.3
2023-01-01 00:51:56,0.211012,Daxing,39.45,116.2,41.3
2023-01-01 00:54:08,0.212526,Daxing,39.45,116.2,41.3
2023-01-01 00:58:08,0.216325,Daxing,39.45,116.2,41.3
2023-01-01 01:00:57,0.215922,Daxing,39.45,116.2,41.3
2023-01-01 01:02:57,0.214755,Daxing,39.45,116.2,41.3
2023-01-01 01:06:55,0.216164,Daxing,39.45,116.2,41.3
2023-01-01 01:09:55,0.213855,Daxing,39.45,116.2,41.3
2023-01-01 01:11:53,0.21654,Daxing,39.45,116.2,41.3
2023-01-01 01:15:57,0.218351,Daxing,39.45,116.2,41.3
2023-01-01 01:19:06,0.217845,Daxing,39.45,116.2,41.3
2023-01-01 01:21:55,0.217188,Daxing,39.45,116.2,41.3
2023-01-01 01:23:53,0.215291,Daxing,39.45,116.2,41.3
2023-01-01 01:35:25,0.226172,Daxing,39.45,116.2,41.3
2023-01-01 01:46:06,0.227769,Daxing,39.45,116.2,41.3
2023-01-01 01:53:46,0.222676,Daxing,39.45,116.2,41.3
2023-01-01 01:55:55,0.223821,Daxing,39.45,116.2,41.3
2023-01-01 02:01:00,0.227902,Daxing,39.45,116.2,41.3
2023-01-01 02:03:56,0.227399,Daxing,39.45,116.2,41.3
2023-01-01 02:06:54,0.230677,Daxing,39.45,116.2,41.3
2023-01-01 02:08:49,0.22937,Daxing,39.45,116.2,41.3
2023-01-01 02:12:57,0.229592,Daxing,39.45,116.2,41.3
2023-01-01 02:15:55,0.230492,Daxing,39.45,116.2,41.3
2023-01-01 02:19:00,0.232004,Daxing,39.45,116.2,41.3
2023-01-01 02:21:56,0.236186,Daxing,39.45,116.2,41.3
2023-01-01 02:23:53,0.234019,Daxing,39.45,116.2,41.3
2023-01-01 02:33:47,0.244952,Daxing,39.45,116.2,41.3
2023-01-01 02:46:02,0.245571,Daxing,39.45,116.2,41.3
2023-01-01 02:53:57,0.22713,Daxing,39.45,116.2,41.3
2023-01-01 03:01:07,0.242894,Daxing,39.45,116.2,41.3
2023-01-01 03:03:55,0.219491,Daxing,39.45,116.2,41.3
2023-01-01 03:06:56,0.209514,Daxing,39.45,116.2,41.3
2023-01-01 03:08:48,0.211241,Daxing,39.45,116.2,41.3
2023-01-01 03:15:55,0.218707,Daxing,39.45,116.2,41.3
2023-01-01 03:18:58,0.23643,Daxing,39.45,116.2,41.3
2023-01-01 03:23:51,0.277869,Daxing,39.45,116.2,41.3
2023-01-01 03:52:00,0.268678,Daxing,39.45,116.2,41.3
2023-01-01 03:53:49,0.261149,Daxing,39.45,116.2,41.3
2023-01-01 04:43:11,0.263706,Daxing,39.45,116.2,41.3
2023-01-01 05:46:15,0.267852,Daxing,39.45,116.2,41.3
2023-01-01 05:48:57,0.284504,Daxing,39.45,116.2,41.3
2023-01-01 05:51:56,0.26818,Daxing,39.45,116.2,41.3
2023-01-01 05:53:49,0.277255,Daxing,39.45,116.2,41.3
