Timestamp,AOD_550nm,site_name,lat,lon,height
2023-02-23 01:13:26,0.221043,Ejina,41.95,101.06666666666666,940.5
2023-02-23 09:06:36,0.25434,Ejina,41.95,101.06666666666666,940.5
2023-02-24 02:00:54,0.101246,Ejina,41.95,101.06666666666666,940.5
2023-02-25 01:33:13,0.128493,Ejina,41.95,101.06666666666666,940.5
2023-02-25 01:58:44,0.130988,Ejina,41.95,101.06666666666666,940.5
2023-02-25 08:15:14,0.113977,Ejina,41.95,101.06666666666666,940.5
2023-02-25 08:30:16,0.109466,Ejina,41.95,101.06666666666666,940.5
2023-02-25 08:40:58,0.110232,Ejina,41.95,101.06666666666666,940.5
2023-02-25 09:09:52,0.110555,Ejina,41.95,101.06666666666666,940.5
2023-02-25 09:30:17,0.107495,Ejina,41.95,101.06666666666666,940.5
2023-02-25 09:43:41,0.106341,Ejina,41.95,101.06666666666666,940.5
2023-02-25 09:50:49,0.103518,Ejina,41.95,101.06666666666666,940.5
2023-02-26 02:07:04,0.285183,Ejina,41.95,101.06666666666666,940.5
2023-02-26 07:30:09,0.22957,Ejina,41.95,101.06666666666666,940.5
2023-02-26 07:45:04,0.235529,Ejina,41.95,101.06666666666666,940.5
2023-02-27 04:29:55,0.196979,Ejina,41.95,101.06666666666666,940.5
2023-02-27 05:44:57,0.289315,Ejina,41.95,101.06666666666666,940.5
2023-02-27 08:40:32,0.14028,Ejina,41.95,101.06666666666666,940.5
2023-03-01 09:57:09,0.173328,Ejina,41.95,101.06666666666666,940.5
2023-03-01 10:21:42,0.148291,Ejina,41.95,101.06666666666666,940.5
2023-03-03 02:28:20,0.263867,Ejina,41.95,101.06666666666666,940.5
2023-03-03 04:18:40,0.236059,Ejina,41.95,101.06666666666666,940.5
2023-03-04 07:03:25,0.242843,Ejina,41.95,101.06666666666666,940.5
2023-03-04 07:19:19,0.24062,Ejina,41.95,101.06666666666666,940.5
2023-03-04 07:47:18,0.240989,Ejina,41.95,101.06666666666666,940.5
2023-03-04 08:30:52,0.264098,Ejina,41.95,101.06666666666666,940.5
2023-03-04 08:59:51,0.232278,Ejina,41.95,101.06666666666666,940.5
2023-03-06 06:33:52,0.262592,Ejina,41.95,101.06666666666666,940.5
2023-03-06 07:58:47,0.243633,Ejina,41.95,101.06666666666666,940.5
2023-03-07 08:55:01,0.094281,Ejina,41.95,101.06666666666666,940.5
2023-03-07 08:57:55,0.097971,Ejina,41.95,101.06666666666666,940.5
2023-03-07 08:59:49,0.096351,Ejina,41.95,101.06666666666666,940.5
2023-03-07 09:03:56,0.110077,Ejina,41.95,101.06666666666666,940.5
2023-03-07 09:52:01,0.128649,Ejina,41.95,101.06666666666666,940.5
2023-03-07 09:54:57,0.121995,Ejina,41.95,101.06666666666666,940.5
2023-03-08 02:08:47,0.078588,Ejina,41.95,101.06666666666666,940.5
2023-03-08 02:18:56,0.083596,Ejina,41.95,101.06666666666666,940.5
2023-03-08 02:21:57,0.084767,Ejina,41.95,101.06666666666666,940.5
2023-03-08 02:27:53,0.085952,Ejina,41.95,101.06666666666666,940.5
2023-03-08 02:33:56,0.084338,Ejina,41.95,101.06666666666666,940.5
2023-03-08 02:39:59,0.08801,Ejina,41.95,101.06666666666666,940.5
