time,invalid,thin_or_unclassified,ice,water,valid,optically_thick
2021-07-03 10:00:00,121,0,0,0,0,0
2021-07-03 11:00:00,121,0,0,0,0,0
2021-07-03 22:00:00,121,0,0,0,0,0
2021-07-03 23:00:00,121,0,0,0,0,0
2021-07-04 11:00:00,121,0,0,0,0,0
2021-07-04 22:00:00,121,0,0,0,0,0
2021-07-04 23:00:00,121,0,0,0,0,0
2021-07-05 02:00:00,0,91,0,30,121,0
2021-07-05 04:00:00,0,21,0,100,121,74
2021-07-05 05:00:00,0,70,22,29,121,117
2021-07-05 06:00:00,0,53,38,30,121,110
2021-07-05 07:00:00,0,76,12,33,121,100
2021-07-05 08:00:00,0,84,5,32,121,46
2021-07-05 09:00:00,0,119,2,0,121,0
2021-07-05 10:00:00,121,0,0,0,0,0
2021-07-05 11:00:00,121,0,0,0,0,0
2021-07-05 22:00:00,121,0,0,0,0,0
2021-07-05 23:00:00,121,0,0,0,0,0
2021-07-06 00:00:00,0,99,0,22,121,0
2021-07-06 01:00:00,0,35,0,86,121,20
2021-07-06 03:00:00,0,10,0,111,121,43
2021-07-06 05:00:00,0,120,0,1,121,0
2021-07-06 07:00:00,0,121,0,0,121,0
2021-07-06 08:00:00,0,121,0,0,121,0
2021-07-06 10:00:00,121,0,0,0,0,0
2021-07-06 11:00:00,121,0,0,0,0,0
2021-07-06 23:00:00,121,0,0,0,0,0
2021-07-07 00:00:00,0,111,5,5,121,0
2021-07-07 03:00:00,0,121,0,0,121,0
2021-07-07 06:00:00,0,83,38,0,121,36
2021-07-07 07:00:00,0,53,68,0,121,82
2021-07-07 08:00:00,0,118,3,0,121,0
2021-07-07 09:00:00,0,121,0,0,121,0
2021-07-07 10:00:00,121,0,0,0,0,0
2021-07-07 11:00:00,121,0,0,0,0,0
2021-07-07 22:00:00,121,0,0,0,0,0
2021-07-07 23:00:00,121,0,0,0,0,0
2021-07-08 07:00:00,0,64,55,2,121,103
2021-07-08 08:00:00,0,87,29,5,121,83
2021-07-08 09:00:00,0,95,26,0,121,0
2021-07-08 11:00:00,121,0,0,0,0,0
2021-07-08 22:00:00,121,0,0,0,0,0
2021-07-08 23:00:00,121,0,0,0,0,0
2021-07-09 04:00:00,0,121,0,0,121,0
2021-07-09 08:00:00,0,88,31,2,121,21
2021-07-09 11:00:00,121,0,0,0,0,0
2021-07-09 22:00:00,121,0,0,0,0,0
2021-07-09 23:00:00,121,0,0,0,0,0
2021-07-10 00:00:00,0,45,0,76,121,0
2021-07-10 01:00:00,0,8,0,113,121,34
2021-07-10 02:00:00,0,0,0,121,121,78
2021-07-10 03:00:00,0,1,0,120,121,87
2021-07-10 04:00:00,0,65,0,56,121,47
2021-07-10 05:00:00,0,44,0,77,121,24
2021-07-10 06:00:00,0,7,0,114,121,117
2021-07-10 07:00:00,0,10,0,111,121,56
2021-07-10 08:00:00,0,83,3,35,121,0
2021-07-10 09:00:00,0,89,0,32,121,0
2021-07-10 10:00:00,121,0,0,0,0,0
2021-07-10 11:00:00,121,0,0,0,0,0
2021-07-10 22:00:00,121,0,0,0,0,0
2021-07-10 23:00:00,121,0,0,0,0,0
2021-07-11 00:00:00,0,69,40,12,121,0
2021-07-11 01:00:00,0,69,0,52,121,0
2021-07-11 02:00:00,0,22,0,99,121,27
2021-07-11 03:00:00,0,0,0,121,121,95
2021-07-11 04:00:00,0,0,0,121,121,121
2021-07-11 05:00:00,0,0,0,121,121,121
2021-07-11 07:00:00,0,19,0,102,121,57
2021-07-11 08:00:00,0,121,0,0,121,0
2021-07-11 09:00:00,0,121,0,0,121,0
2021-07-11 10:00:00,121,0,0,0,0,0
2021-07-11 11:00:00,121,0,0,0,0,0
2021-07-11 22:00:00,121,0,0,0,0,0
2021-07-11 23:00:00,121,0,0,0,0,0
2021-07-12 00:00:00,0,1,120,0,121,51
2021-07-12 01:00:00,0,0,121,0,121,121
2021-07-12 02:00:00,0,0,121,0,121,121
2021-07-12 03:00:00,0,7,114,0,121,121
2021-07-12 04:00:00,0,105,16,0,121,121
2021-07-12 05:00:00,0,101,0,20,121,121
2021-07-12 06:00:00,0,65,10,46,121,116
2021-07-12 07:00:00,0,43,9,69,121,121
2021-07-12 08:00:00,0,58,15,48,121,108
2021-07-12 09:00:00,0,85,28,8,121,2
2021-07-12 10:00:00,121,0,0,0,0,0
2021-07-12 11:00:00,121,0,0,0,0,0
2021-07-12 22:00:00,121,0,0,0,0,0
2021-07-12 23:00:00,121,0,0,0,0,0
2021-07-13 00:00:00,0,116,0,5,121,0
2021-07-13 01:00:00,0,51,0,70,121,26
2021-07-13 04:00:00,0,55,0,66,121,9
2021-07-13 06:00:00,0,88,0,33,121,18
2021-07-13 07:00:00,0,57,4,60,121,84
2021-07-13 08:00:00,0,46,42,33,121,29
2021-07-13 09:00:00,0,62,59,0,121,0
2021-07-13 10:00:00,121,0,0,0,0,0
2021-07-13 11:00:00,121,0,0,0,0,0
2021-07-13 22:00:00,121,0,0,0,0,0
2021-07-13 23:00:00,121,0,0,0,0,0
2021-07-14 00:00:00,0,111,0,10,121,0
2021-07-14 01:00:00,0,55,0,66,121,53
2021-07-14 02:00:00,0,14,0,107,121,74
2021-07-14 04:00:00,0,56,0,65,121,19
2021-07-14 05:00:00,0,102,0,19,121,8
2021-07-14 06:00:00,0,110,0,11,121,0
2021-07-14 07:00:00,0,121,0,0,121,0
2021-07-14 08:00:00,0,121,0,0,121,0
2021-07-14 09:00:00,0,116,5,0,121,0
2021-07-14 10:00:00,121,0,0,0,0,0
2021-07-14 11:00:00,121,0,0,0,0,0
2021-07-14 22:00:00,121,0,0,0,0,0
2021-07-14 23:00:00,121,0,0,0,0,0
2021-07-15 00:00:00,0,96,0,25,121,0
2021-07-15 01:00:00,0,31,0,90,121,13
2021-07-15 02:00:00,0,9,0,112,121,33
2021-07-15 03:00:00,0,0,0,121,121,110
2021-07-15 04:00:00,0,7,0,114,121,101
2021-07-15 05:00:00,0,73,0,48,121,19
2021-07-15 08:00:00,0,116,0,5,121,0
2021-07-15 09:00:00,0,85,36,0,121,0
2021-07-15 10:00:00,121,0,0,0,0,0
2021-07-15 11:00:00,121,0,0,0,0,0
2021-07-15 22:00:00,121,0,0,0,0,0
2021-07-15 23:00:00,121,0,0,0,0,0
2021-07-16 00:00:00,0,81,0,40,121,0
2021-07-16 01:00:00,0,34,0,87,121,60
2021-07-16 02:00:00,0,16,0,105,121,108
2021-07-16 03:00:00,0,16,0,105,121,121
2021-07-16 04:00:00,0,3,0,118,121,119
2021-07-16 05:00:00,0,15,0,106,121,28
2021-07-16 06:00:00,0,68,0,53,121,21
2021-07-16 07:00:00,0,68,0,53,121,9
2021-07-16 08:00:00,0,118,3,0,121,0
2021-07-16 09:00:00,0,105,16,0,121,0
2021-07-16 10:00:00,121,0,0,0,0,0
2021-07-16 11:00:00,121,0,0,0,0,0
2021-07-16 22:00:00,121,0,0,0,0,0
2021-07-16 23:00:00,121,0,0,0,0,0
2021-07-17 00:00:00,0,56,12,53,121,18
2021-07-17 01:00:00,0,75,11,35,121,91
2021-07-17 02:00:00,0,65,17,39,121,104
2021-07-17 03:00:00,0,15,0,106,121,121
2021-07-17 04:00:00,0,11,0,110,121,121
2021-07-17 05:00:00,0,45,31,45,121,118
2021-07-17 06:00:00,0,16,4,101,121,111
2021-07-17 07:00:00,0,14,7,100,121,66
2021-07-17 08:00:00,0,69,4,48,121,26
2021-07-17 09:00:00,0,111,2,8,121,0
2021-07-17 10:00:00,121,0,0,0,0,0
2021-07-17 11:00:00,121,0,0,0,0,0
2021-07-17 22:00:00,121,0,0,0,0,0
2021-07-17 23:00:00,121,0,0,0,0,0
2021-07-18 00:00:00,0,0,121,0,121,61
2021-07-18 01:00:00,0,0,121,0,121,121
2021-07-18 02:00:00,0,0,121,0,121,120
2021-07-18 03:00:00,0,0,121,0,121,121
2021-07-18 04:00:00,0,14,107,0,121,121
2021-07-18 05:00:00,0,18,100,3,121,113
2021-07-18 06:00:00,0,77,25,19,121,53
2021-07-18 07:00:00,0,90,28,3,121,16
2021-07-18 08:00:00,0,33,87,1,121,21
2021-07-18 09:00:00,0,63,56,2,121,5
2021-07-18 10:00:00,121,0,0,0,0,0
2021-07-18 11:00:00,121,0,0,0,0,0
2021-07-18 22:00:00,121,0,0,0,0,0
2021-07-18 23:00:00,121,0,0,0,0,0
2021-07-19 00:00:00,0,92,0,29,121,0
2021-07-19 01:00:00,0,59,0,62,121,61
2021-07-19 02:00:00,0,47,0,74,121,119
2021-07-19 03:00:00,0,15,0,106,121,119
2021-07-19 04:00:00,0,5,0,116,121,113
2021-07-19 05:00:00,0,35,0,86,121,55
2021-07-19 06:00:00,0,96,0,25,121,13
2021-07-19 08:00:00,0,121,0,0,121,0
2021-07-19 09:00:00,0,65,56,0,121,0
2021-07-19 10:00:00,121,0,0,0,0,0
2021-07-19 11:00:00,121,0,0,0,0,0
2021-07-19 22:00:00,121,0,0,0,0,0
2021-07-19 23:00:00,121,0,0,0,0,0
2021-07-20 00:00:00,0,97,0,24,121,0
2021-07-20 01:00:00,0,60,0,61,121,3
2021-07-20 02:00:00,0,83,0,38,121,42
2021-07-20 03:00:00,0,70,0,51,121,38
2021-07-20 04:00:00,0,76,0,45,121,61
2021-07-20 05:00:00,0,113,8,0,121,35
2021-07-20 06:00:00,0,25,96,0,121,103
2021-07-20 07:00:00,0,79,39,3,121,9
2021-07-20 09:00:00,0,69,52,0,121,0
2021-07-20 10:00:00,121,0,0,0,0,0
2021-07-20 11:00:00,121,0,0,0,0,0
2021-07-20 23:00:00,121,0,0,0,0,0
2021-07-21 00:00:00,0,113,1,7,121,0
2021-07-21 01:00:00,0,1,120,0,121,60
2021-07-21 02:00:00,0,28,93,0,121,41
2021-07-21 03:00:00,0,46,75,0,121,110
2021-07-21 04:00:00,0,0,121,0,121,121
2021-07-21 05:00:00,0,0,121,0,121,121
2021-07-21 06:00:00,0,0,121,0,121,121
2021-07-21 07:00:00,0,0,121,0,121,121
2021-07-21 08:00:00,0,0,121,0,121,26
2021-07-21 09:00:00,0,18,103,0,121,0
2021-07-21 10:00:00,121,0,0,0,0,0
2021-07-21 11:00:00,121,0,0,0,0,0
2021-07-21 22:00:00,121,0,0,0,0,0
2021-07-21 23:00:00,121,0,0,0,0,0
2021-07-22 00:00:00,0,92,21,8,121,0
2021-07-22 01:00:00,0,31,0,90,121,78
2021-07-22 02:00:00,0,0,0,121,121,121
2021-07-22 03:00:00,0,2,0,119,121,121
2021-07-22 04:00:00,0,12,0,109,121,121
2021-07-22 05:00:00,0,3,0,118,121,121
2021-07-22 06:00:00,0,0,0,121,121,121
2021-07-22 07:00:00,0,19,18,84,121,121
2021-07-22 08:00:00,0,45,25,51,121,115
2021-07-22 09:00:00,0,88,0,33,121,0
2021-07-22 10:00:00,121,0,0,0,0,0
2021-07-22 11:00:00,121,0,0,0,0,0
2021-07-22 22:00:00,121,0,0,0,0,0
2021-07-22 23:00:00,121,0,0,0,0,0
2021-07-23 00:00:00,0,42,79,0,121,0
2021-07-23 10:00:00,121,0,0,0,0,0
2021-07-23 11:00:00,121,0,0,0,0,0
2021-07-23 23:00:00,121,0,0,0,0,0
2021-07-24 00:00:00,0,26,95,0,121,0
2021-07-24 01:00:00,0,96,25,0,121,0
2021-07-24 03:00:00,0,120,0,1,121,0
2021-07-24 05:00:00,0,112,0,9,121,7
2021-07-24 07:00:00,0,121,0,0,121,0
2021-07-24 09:00:00,0,58,63,0,121,0
2021-07-24 10:00:00,121,0,0,0,0,0
2021-07-24 11:00:00,121,0,0,0,0,0
2021-07-24 23:00:00,121,0,0,0,0,0
2021-07-25 00:00:00,0,82,3,36,121,0
2021-07-25 01:00:00,0,4,0,117,121,8
2021-07-25 02:00:00,0,0,0,121,121,0
2021-07-25 03:00:00,0,22,0,99,121,16
2021-07-25 04:00:00,0,106,0,15,121,20
2021-07-25 05:00:00,0,119,0,2,121,19
2021-07-25 07:00:00,0,120,1,0,121,0
2021-07-25 08:00:00,0,101,0,20,121,0
2021-07-25 09:00:00,0,121,0,0,121,0
2021-07-25 10:00:00,121,0,0,0,0,0
2021-07-25 11:00:00,121,0,0,0,0,0
2021-07-25 22:00:00,121,0,0,0,0,0
2021-07-25 23:00:00,121,0,0,0,0,0
2021-07-26 00:00:00,0,32,0,89,121,0
2021-07-26 01:00:00,0,22,0,99,121,92
2021-07-26 02:00:00,0,8,0,113,121,117
2021-07-26 03:00:00,0,11,0,110,121,121
2021-07-26 04:00:00,0,2,0,119,121,121
2021-07-26 05:00:00,0,0,0,121,121,121
2021-07-26 06:00:00,0,0,0,121,121,121
2021-07-26 07:00:00,0,0,0,121,121,81
2021-07-26 08:00:00,0,99,1,21,121,0
2021-07-26 09:00:00,0,76,45,0,121,0
2021-07-26 10:00:00,121,0,0,0,0,0
2021-07-26 11:00:00,121,0,0,0,0,0
2021-07-26 22:00:00,121,0,0,0,0,0
2021-07-26 23:00:00,121,0,0,0,0,0
2021-07-27 00:00:00,0,32,17,72,121,0
2021-07-27 01:00:00,0,35,0,86,121,67
2021-07-27 04:00:00,0,7,0,114,121,121
2021-07-27 05:00:00,0,17,12,92,121,121
2021-07-27 06:00:00,0,53,0,68,121,116
2021-07-27 07:00:00,0,23,0,98,121,101
2021-07-27 08:00:00,0,41,10,70,121,58
2021-07-27 09:00:00,0,1,120,0,121,12
2021-07-27 10:00:00,121,0,0,0,0,0
2021-07-27 11:00:00,121,0,0,0,0,0
2021-07-27 22:00:00,121,0,0,0,0,0
2021-07-27 23:00:00,121,0,0,0,0,0
2021-07-28 00:00:00,0,105,16,0,121,0
2021-07-28 02:00:00,0,82,23,16,121,16
2021-07-28 03:00:00,0,28,93,0,121,88
2021-07-28 04:00:00,0,36,73,12,121,117
2021-07-28 05:00:00,0,61,54,6,121,121
2021-07-28 06:00:00,0,12,106,3,121,121
2021-07-28 07:00:00,0,9,112,0,121,67
2021-07-28 08:00:00,0,15,106,0,121,1
2021-07-28 09:00:00,0,79,42,0,121,0
2021-07-28 10:00:00,121,0,0,0,0,0
2021-07-28 22:00:00,121,0,0,0,0,0
2021-07-28 23:00:00,121,0,0,0,0,0
2021-07-29 00:00:00,0,46,75,0,121,0
2021-07-29 01:00:00,0,0,121,0,121,53
2021-07-29 02:00:00,0,0,121,0,121,121
2021-07-29 03:00:00,0,0,121,0,121,121
2021-07-29 04:00:00,0,0,121,0,121,121
2021-07-29 05:00:00,0,0,121,0,121,121
2021-07-29 06:00:00,0,19,102,0,121,121
2021-07-29 07:00:00,0,30,88,3,121,121
2021-07-29 08:00:00,0,48,73,0,121,95
2021-07-29 09:00:00,0,43,78,0,121,0
2021-07-29 10:00:00,121,0,0,0,0,0
2021-07-29 22:00:00,121,0,0,0,0,0
2021-07-29 23:00:00,121,0,0,0,0,0
2021-07-30 00:00:00,0,87,34,0,121,3
2021-07-30 01:00:00,0,98,2,21,121,6
2021-07-30 02:00:00,0,67,0,54,121,0
2021-07-30 03:00:00,0,10,0,111,121,13
2021-07-30 06:00:00,0,20,0,101,121,7
2021-07-30 07:00:00,0,24,0,97,121,2
2021-07-30 08:00:00,0,42,0,79,121,0
2021-07-30 09:00:00,0,117,4,0,121,0
2021-07-30 10:00:00,121,0,0,0,0,0
2021-07-30 22:00:00,121,0,0,0,0,0
2021-07-30 23:00:00,121,0,0,0,0,0
2021-07-31 00:00:00,0,61,60,0,121,0
2021-07-31 03:00:00,0,121,0,0,121,0
2021-07-31 08:00:00,0,111,1,9,121,0
2021-07-31 10:00:00,121,0,0,0,0,0
2021-07-31 22:00:00,121,0,0,0,0,0
2021-07-31 23:00:00,121,0,0,0,0,0
2021-08-01 00:00:00,0,95,26,0,121,0
2021-08-01 03:00:00,0,121,0,0,121,0
2021-08-01 04:00:00,0,80,0,41,121,0
2021-08-01 06:00:00,0,113,0,8,121,0
2021-08-01 10:00:00,121,0,0,0,0,0
2021-08-01 22:00:00,121,0,0,0,0,0
2021-08-01 23:00:00,121,0,0,0,0,0
2021-08-02 00:00:00,0,103,18,0,121,0
2021-08-02 10:00:00,121,0,0,0,0,0
2021-08-02 22:00:00,121,0,0,0,0,0
2021-08-02 23:00:00,121,0,0,0,0,0
2021-08-03 00:00:00,0,57,0,64,121,0
2021-08-03 02:00:00,0,89,28,4,121,9
2021-08-03 03:00:00,0,42,79,0,121,5
2021-08-03 04:00:00,0,115,6,0,121,0
2021-08-03 06:00:00,0,0,0,121,121,57
2021-08-03 07:00:00,0,54,0,67,121,27
2021-08-03 08:00:00,0,0,0,121,121,1
2021-08-03 09:00:00,0,87,0,34,121,0
2021-08-03 10:00:00,121,0,0,0,0,0
2021-08-03 22:00:00,121,0,0,0,0,0
2021-08-03 23:00:00,121,0,0,0,0,0
2021-08-04 00:00:00,0,121,0,0,121,0
2021-08-04 02:00:00,0,91,0,30,121,0
2021-08-04 03:00:00,0,95,0,26,121,0
2021-08-04 04:00:00,0,114,0,7,121,0
2021-08-04 06:00:00,0,81,0,40,121,0
2021-08-04 07:00:00,0,98,0,23,121,0
2021-08-04 08:00:00,0,117,0,4,121,0
2021-08-04 09:00:00,0,97,4,20,121,0
2021-08-04 10:00:00,121,0,0,0,0,0
2021-08-04 22:00:00,121,0,0,0,0,0
2021-08-04 23:00:00,121,0,0,0,0,0
2021-08-05 00:00:00,0,113,0,8,121,0
2021-08-05 01:00:00,0,106,1,14,121,0
2021-08-05 06:00:00,0,77,0,44,121,9
2021-08-05 07:00:00,0,42,79,0,121,40
2021-08-05 08:00:00,0,82,39,0,121,15
2021-08-05 10:00:00,121,0,0,0,0,0
2021-08-05 23:00:00,121,0,0,0,0,0
2021-08-06 08:00:00,0,115,6,0,121,0
2021-08-06 09:00:00,0,14,107,0,121,0
2021-08-06 10:00:00,121,0,0,0,0,0
2021-08-06 23:00:00,121,0,0,0,0,0
2021-08-07 00:00:00,0,63,58,0,121,0
2021-08-07 01:00:00,0,97,24,0,121,0
2021-08-07 02:00:00,0,117,4,0,121,0
2021-08-07 07:00:00,0,121,0,0,121,0
2021-08-07 08:00:00,0,109,12,0,121,0
2021-08-07 09:00:00,0,4,117,0,121,0
2021-08-07 10:00:00,121,0,0,0,0,0
2021-08-07 23:00:00,121,0,0,0,0,0
2021-08-08 00:00:00,0,114,7,0,121,0
2021-08-08 01:00:00,0,121,0,0,121,0
2021-08-08 02:00:00,0,121,0,0,121,9
2021-08-08 03:00:00,0,119,2,0,121,38
2021-08-08 04:00:00,0,42,79,0,121,45
2021-08-08 05:00:00,0,55,66,0,121,17
2021-08-08 06:00:00,0,16,105,0,121,49
2021-08-08 07:00:00,0,49,72,0,121,0
2021-08-08 08:00:00,0,106,15,0,121,0
2021-08-08 09:00:00,0,55,66,0,121,0
2021-08-08 10:00:00,121,0,0,0,0,0
2021-08-08 23:00:00,121,0,0,0,0,0
2021-08-09 00:00:00,0,33,88,0,121,0
2021-08-09 04:00:00,0,121,0,0,121,0
2021-08-09 05:00:00,0,121,0,0,121,0
2021-08-09 07:00:00,0,121,0,0,121,0
2021-08-09 08:00:00,0,102,5,14,121,2
2021-08-09 09:00:00,56,58,6,1,65,0
2021-08-09 10:00:00,121,0,0,0,0,0
2021-08-09 23:00:00,121,0,0,0,0,0
2021-08-10 00:00:00,0,19,102,0,121,0
2021-08-10 09:00:00,121,0,0,0,0,0
2021-08-10 10:00:00,121,0,0,0,0,0
2021-08-10 23:00:00,121,0,0,0,0,0
2021-08-11 00:00:00,0,0,121,0,121,0
2021-08-11 01:00:00,0,90,31,0,121,0
2021-08-11 03:00:00,0,121,0,0,121,20
2021-08-11 04:00:00,0,83,38,0,121,42
2021-08-11 06:00:00,0,3,118,0,121,0
2021-08-11 07:00:00,0,67,54,0,121,0
2021-08-11 08:00:00,0,77,44,0,121,0
2021-08-11 09:00:00,121,0,0,0,0,0
2021-08-11 10:00:00,121,0,0,0,0,0
2021-08-11 23:00:00,121,0,0,0,0,0
2021-08-12 00:00:00,0,84,30,7,121,0
2021-08-12 01:00:00,0,39,45,37,121,10
2021-08-12 02:00:00,0,97,0,24,121,9
2021-08-12 03:00:00,0,102,0,19,121,3
2021-08-12 04:00:00,0,113,0,8,121,7
2021-08-12 05:00:00,0,108,4,9,121,24
2021-08-12 06:00:00,0,110,0,11,121,3
2021-08-12 07:00:00,0,121,0,0,121,0
2021-08-12 08:00:00,0,103,18,0,121,0
2021-08-12 09:00:00,121,0,0,0,0,0
2021-08-12 10:00:00,121,0,0,0,0,0
2021-08-12 22:00:00,121,0,0,0,0,0
2021-08-12 23:00:00,121,0,0,0,0,0
2021-08-13 00:00:00,0,64,1,56,121,0
2021-08-13 01:00:00,0,42,0,79,121,0
2021-08-13 02:00:00,0,14,0,107,121,24
2021-08-13 03:00:00,0,36,0,85,121,8
2021-08-13 04:00:00,0,80,0,41,121,21
2021-08-13 05:00:00,0,42,0,79,121,26
2021-08-13 06:00:00,0,94,0,27,121,16
2021-08-13 07:00:00,0,119,0,2,121,0
2021-08-13 08:00:00,0,121,0,0,121,0
2021-08-13 09:00:00,121,0,0,0,0,0
2021-08-13 10:00:00,121,0,0,0,0,0
2021-08-13 22:00:00,121,0,0,0,0,0
2021-08-13 23:00:00,121,0,0,0,0,0
2021-08-14 00:00:00,0,79,26,16,121,0
2021-08-14 01:00:00,0,44,2,75,121,0
2021-08-14 02:00:00,0,19,3,99,121,76
2021-08-14 03:00:00,0,7,0,114,121,81
2021-08-14 04:00:00,0,19,0,102,121,59
2021-08-14 05:00:00,0,10,0,111,121,52
2021-08-14 06:00:00,0,70,3,48,121,8
2021-08-14 07:00:00,0,80,2,39,121,28
2021-08-14 08:00:00,0,82,39,0,121,18
2021-08-14 09:00:00,121,0,0,0,0,0
2021-08-14 10:00:00,121,0,0,0,0,0
2021-08-14 23:00:00,121,0,0,0,0,0
2021-08-15 00:00:00,0,66,8,47,121,0
2021-08-15 01:00:00,0,22,0,99,121,7
2021-08-15 02:00:00,0,11,0,110,121,66
2021-08-15 03:00:00,0,23,0,98,121,101
2021-08-15 04:00:00,0,73,38,10,121,78
2021-08-15 05:00:00,0,79,39,3,121,98
2021-08-15 06:00:00,0,69,52,0,121,112
2021-08-15 07:00:00,0,72,44,5,121,121
2021-08-15 08:00:00,0,66,48,7,121,53
2021-08-15 09:00:00,121,0,0,0,0,0
2021-08-15 10:00:00,121,0,0,0,0,0
2021-08-15 22:00:00,121,0,0,0,0,0
2021-08-15 23:00:00,121,0,0,0,0,0
2021-08-16 00:00:00,0,42,1,78,121,0
2021-08-16 01:00:00,0,19,0,102,121,31
2021-08-16 02:00:00,0,8,0,113,121,121
2021-08-16 03:00:00,0,0,0,121,121,116
2021-08-16 04:00:00,0,2,0,119,121,99
2021-08-16 05:00:00,0,1,0,120,121,67
2021-08-16 06:00:00,0,20,0,101,121,29
2021-08-16 07:00:00,0,26,0,95,121,12
2021-08-16 08:00:00,0,52,8,61,121,3
2021-08-16 09:00:00,121,0,0,0,0,0
2021-08-16 10:00:00,121,0,0,0,0,0
2021-08-16 23:00:00,121,0,0,0,0,0
2021-08-17 00:00:00,0,52,30,39,121,0
2021-08-17 01:00:00,0,69,0,52,121,0
2021-08-17 09:00:00,121,0,0,0,0,0
2021-08-17 10:00:00,121,0,0,0,0,0
2021-08-18 00:00:00,0,81,28,12,121,0
2021-08-18 01:00:00,0,81,0,40,121,0
2021-08-18 02:00:00,0,21,0,100,121,0
2021-08-18 03:00:00,0,36,9,76,121,67
2021-08-18 04:00:00,0,46,39,36,121,106
2021-08-18 05:00:00,0,0,0,121,121,121
2021-08-18 06:00:00,0,0,0,121,121,119
2021-08-18 07:00:00,0,5,0,116,121,78
2021-08-18 08:00:00,0,38,83,0,121,0
2021-08-18 09:00:00,121,0,0,0,0,0
2021-08-18 10:00:00,121,0,0,0,0,0
2021-08-18 23:00:00,121,0,0,0,0,0
2021-08-19 00:00:00,0,12,109,0,121,0
2021-08-19 01:00:00,0,0,121,0,121,121
2021-08-19 02:00:00,0,0,121,0,121,121
2021-08-19 03:00:00,0,0,121,0,121,121
2021-08-19 04:00:00,0,0,121,0,121,121
2021-08-19 05:00:00,0,6,115,0,121,121
2021-08-19 06:00:00,0,3,118,0,121,121
2021-08-19 07:00:00,0,0,121,0,121,121
2021-08-19 08:00:00,0,0,121,0,121,42
2021-08-19 09:00:00,121,0,0,0,0,0
2021-08-19 10:00:00,121,0,0,0,0,0
2021-08-19 23:00:00,121,0,0,0,0,0
2021-08-20 00:00:00,0,120,0,1,121,0
2021-08-20 01:00:00,0,25,0,96,121,0
2021-08-20 02:00:00,0,117,0,4,121,0
2021-08-20 03:00:00,0,86,0,35,121,0
2021-08-20 04:00:00,0,30,0,91,121,0
2021-08-20 07:00:00,0,41,41,39,121,19
2021-08-20 10:00:00,121,0,0,0,0,0
2021-08-21 00:00:00,0,50,71,0,121,0
2021-08-21 01:00:00,0,121,0,0,121,0
2021-08-21 08:00:00,0,116,2,3,121,0
2021-08-21 10:00:00,121,0,0,0,0,0
2021-08-21 23:00:00,121,0,0,0,0,0
2021-08-22 00:00:00,0,119,0,2,121,0
2021-08-22 01:00:00,0,111,0,10,121,0
2021-08-22 02:00:00,0,45,0,76,121,1
2021-08-22 03:00:00,0,31,0,90,121,42
2021-08-22 04:00:00,0,14,0,107,121,33
2021-08-22 05:00:00,0,19,0,102,121,14
2021-08-22 06:00:00,0,28,0,93,121,6
2021-08-22 07:00:00,0,90,0,31,121,1
2021-08-22 08:00:00,0,121,0,0,121,0
2021-08-22 09:00:00,121,0,0,0,0,0
2021-08-22 10:00:00,121,0,0,0,0,0
2021-08-22 23:00:00,121,0,0,0,0,0
2021-08-23 00:00:00,0,117,0,4,121,0
2021-08-23 01:00:00,0,98,0,23,121,0
2021-08-23 06:00:00,0,34,84,3,121,1
2021-08-23 07:00:00,0,47,74,0,121,4
2021-08-23 08:00:00,0,67,54,0,121,0
2021-08-23 09:00:00,121,0,0,0,0,0
2021-08-23 10:00:00,121,0,0,0,0,0
2021-08-23 23:00:00,121,0,0,0,0,0
2021-08-24 00:00:00,0,40,81,0,121,0
2021-08-24 01:00:00,0,116,0,5,121,0
2021-08-24 05:00:00,0,83,0,38,121,11
2021-08-24 10:00:00,121,0,0,0,0,0
2021-08-24 23:00:00,121,0,0,0,0,0
2021-08-25 00:00:00,0,121,0,0,121,0
2021-08-25 01:00:00,0,98,0,23,121,0
2021-08-25 02:00:00,0,29,0,92,121,11
2021-08-25 03:00:00,0,56,0,65,121,32
2021-08-25 04:00:00,0,0,0,121,121,56
2021-08-25 05:00:00,0,29,0,92,121,13
2021-08-25 06:00:00,0,5,0,116,121,62
2021-08-25 07:00:00,0,88,0,33,121,23
2021-08-25 09:00:00,121,0,0,0,0,0
2021-08-25 10:00:00,121,0,0,0,0,0
2021-08-25 23:00:00,121,0,0,0,0,0
2021-08-26 00:00:00,0,94,27,0,121,0
2021-08-26 01:00:00,0,121,0,0,121,0
2021-08-26 09:00:00,121,0,0,0,0,0
2021-08-26 10:00:00,121,0,0,0,0,0
2021-08-26 23:00:00,121,0,0,0,0,0
2021-08-27 00:00:00,0,39,82,0,121,0
2021-08-27 01:00:00,0,121,0,0,121,0
2021-08-27 09:00:00,121,0,0,0,0,0
2021-08-27 10:00:00,121,0,0,0,0,0
2021-08-27 23:00:00,121,0,0,0,0,0
2021-08-28 00:00:00,0,25,96,0,121,0
2021-08-28 01:00:00,0,0,121,0,121,85
2021-08-28 02:00:00,0,0,121,0,121,102
2021-08-28 03:00:00,0,0,121,0,121,95
2021-08-28 04:00:00,0,40,81,0,121,4
2021-08-28 05:00:00,0,1,120,0,121,2
2021-08-28 10:00:00,121,0,0,0,0,0
2021-08-28 23:00:00,121,0,0,0,0,0
2021-08-29 00:00:00,0,6,115,0,121,0
