cluster,n_pixels,mean_R,mean_G,mean_B,mean_rgb_sum,mean_C01,mean_C05,mean_C06,thick_fraction,phase_code,phase_name
0,67345,0.4454823335065706,0.33525869403816166,0.22841568639097184,1.009156713935704,0.22841568639097184,0.17892978394832582,0.1341034776152647,0.1101937783057391,0,thin_or_unclassified
1,37739,0.8310053326797212,0.6836724939717532,0.3764521423461141,1.8911299689975887,0.3764521423461141,0.3560621770582156,0.27470374943692205,0.4350936696785818,2,water
2,30630,0.3986974371531178,0.3827696784198498,0.39266176624224614,1.1741288818152138,0.39266176624224614,0.15948385569702905,0.15310787136793994,0.5381651975187725,1,ice
