,RMSE,MAE,rRMSE_percent,R2
GHI,0.946568677390857,0.7222707058318187,0.23694143574549656,0.9999896278136075
DNI,1.0973559489849527,0.5883661538564698,210.7458537648155,0.9999828061550321
DHI,1.4260210421411872,0.9593673384882291,0.6174478981586478,0.9999378446493903
AVG,1.156648556172332,0.7566680660588393,70.53341436623988,0.9999700928726766
