held_out_AlbSet,target,RMSE,MAE,rRMSE_percent,R2
1,GHI,0.1490381635263907,0.10786639986248087,0.031031436588547807,0.9999997533786418
1,DNI,0.10644616805666737,0.07207260747947142,1.4722798084696924,0.9999998553453087
1,DHI,0.16848679952276754,0.12237613539552968,0.051602924359586876,0.999999113125228
2,GHI,0.2511807508685489,0.18119766852978464,0.06115325486189534,0.9999993002401779
2,DNI,0.10787379184227538,0.07228060010982863,1.4614005781132515,0.9999998514502325
2,DHI,0.25287441037621017,0.18729142169392307,0.07636217392903094,0.9999979917715226
3,GHI,0.3136371043108903,0.2421246494074599,0.08820776783435794,0.9999989106607101
3,DNI,0.1183217454666122,0.07892738784554426,1.4355637284025622,0.9999998213280303
3,DHI,0.3206020669396292,0.24150206351101264,0.10123084835303277,0.9999967507434296
