target,feature,importance
GHI,sqrt_COD,247.43269953593074
GHI,cos_th0,341.9891442558275
GHI,sqrt_tpw,55.27489592855
GHI,alb_PC1_score,0.8289429528283608
DNI,exp_neg_sqrt_COD,339.52691679983013
DNI,cos_th0,220.51713877578607
DNI,sqrt_tpw,31.688263146420677
DNI,alb_PC1_score,-0.09534114106438583
