,RMSE,MAE,rRMSE_percent,R2
C01,0.0013793682535625166,0.0010228514827004874,0.5993916680264338,0.9999294226152641
C02,0.0011345762110887675,0.000844627981908006,0.5468285519082441,0.9999389535702993
C03,0.001882540842656661,0.001465876997567533,0.8305406206874427,0.9998459140472207
C05,0.0031139226825333786,0.0023427863289719234,1.4816994138076836,0.9995237875934796
C06,0.0017705160074545242,0.0013150395080004887,1.6024800430197175,0.9996010749911424
AVG,0.0018561847994591697,0.0013982364598296875,1.0121880594899042,0.9997678305634812
