source_server,AlbSet,AOD,COD,th0,cos_th0,Ts,RH,rh,tpw,re_um,method,escape,alb_C01,alb_C02,alb_C03,alb_C05,alb_C06,C01_rad,C02_rad,C03_rad,C05_rad,C06_rad,C01,C02,C03,C05,C06
0.83,0,0.12,20.0,60.0,0.5000000000000001,270.0,10.0,0.1,0.7002750439845209,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,31.88525426208478,81.71954209709124,47.17113065454795,4.366599365576212,4.146253260472271,0.3170655606643004,0.2780802425638203,0.322954913135295,0.3133276471060869,0.227761242648176
0.83,0,0.12,20.0,60.0,0.5000000000000001,270.0,50.0,0.5,3.5027922523960817,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,31.87257724415748,81.0711013783764,46.116556237381765,4.314878000573082,4.080855291093442,0.3169395009577153,0.275873688932692,0.3157348193074661,0.3096163532032612,0.2241688130890871
0.83,0,0.12,20.0,60.0,0.5000000000000001,270.0,90.0,0.9,6.307579202674778,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,32.08538640301231,81.17780173594505,45.761381097441394,4.344876726820739,4.040994727821064,0.3190556658379508,0.2762367754179184,0.3133031295244229,0.311768927672414,0.2219791997554966
0.83,0,0.12,20.0,60.0,0.5000000000000001,285.0,10.0,0.1,2.102284871618859,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,31.784723208427334,81.17627911800743,46.519085581251176,4.307987660882732,4.090687475911622,0.316065884305126,0.2762315941607238,0.3184907174061525,0.3091219332342668,0.2247089129072733
0.83,0,0.12,20.0,60.0,0.5000000000000001,285.0,50.0,0.5,10.524269951667252,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,31.877167681519985,79.94508141067926,44.701219652029664,4.309065886393212,3.975840975737632,0.3169851480641826,0.2720419995018225,0.3060447843721783,0.309199301876078,0.2184001854972061
0.83,0,0.12,20.0,60.0,0.5000000000000001,285.0,90.0,0.9,18.966876247123928,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,32.33052504914781,79.96093683747078,44.05568310049056,4.366121317270853,3.890580904268049,0.3214933137123749,0.2720959533152555,0.3016251489291626,0.3132933444970814,0.2137166944979195
0.83,0,0.12,20.0,60.0,0.5000000000000001,300.0,10.0,0.1,5.60472200819694,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,31.758900710495325,80.4970626293221,45.51978963659733,4.285547563158419,4.0146448696244885,0.3158091065257404,0.2739203148622843,0.3116490850237193,0.3075117321527985,0.2205317540570706
0.83,0,0.12,20.0,60.0,0.5000000000000001,300.0,50.0,0.5,28.115555280877004,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,31.934764278199538,78.13790978657019,42.65929987740213,4.289081153919481,3.751835323157787,0.3175578860787034,0.2658924456657323,0.2920648772914374,0.3077652868268837,0.2060951470476277
0.83,0,0.12,20.0,60.0,0.5000000000000001,300.0,90.0,0.9,50.77481736061284,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,32.631345843467415,78.1086790667122,41.73863758923609,4.323141345128619,3.52510093122063,0.3244846624100029,0.2657929775891886,0.2857616065159479,0.3102092938625817,0.1936402139756418
0.83,0,0.12,20.0,60.0,0.5000000000000001,320.0,10.0,0.1,17.790732986801878,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,31.77147031722144,79.01948655491991,43.57489918697839,4.253404588505548,3.748316327547645,0.3159340981400831,0.2688923288673544,0.2983334846236727,0.3052052960051705,0.2059018422100578
0.83,0,0.12,20.0,60.0,0.5000000000000001,320.0,50.0,0.5,89.89379743803187,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,31.941527667627025,74.45168185484758,38.84399782520941,4.202603527866621,3.0977115624409453,0.3176251409245701,0.2533487244077121,0.2659435923921106,0.3015600390287755,0.170162937597982
0.83,0,0.12,20.0,60.0,0.5000000000000001,320.0,90.0,0.9,163.54494133649348,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,32.90555421960128,73.96468119674017,37.26676860175887,4.225660735938726,2.453017535362655,0.3272113783961167,0.2516915288623143,0.2551451671734264,0.3032145211896583,0.1347487205902918
0.83,0,0.12,20.0,65.0,0.4226182617406994,270.0,10.0,0.1,0.7002750439845209,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,27.61265324854228,69.82865907226734,40.52930502612251,3.734457440757547,3.616442820947267,0.2745790048188105,0.237617220488728,0.2774819683675166,0.2679679689313505,0.1986577903278403
0.83,0,0.12,20.0,65.0,0.4226182617406994,270.0,50.0,0.5,3.5027922523960817,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,27.68695806068374,69.22647803634658,39.675899202464734,3.725013083136514,3.560054010306078,0.2753178885902252,0.2355680821279522,0.2716391657926333,0.2672902840548411,0.1955602502654595
0.83,0,0.12,20.0,65.0,0.4226182617406994,270.0,90.0,0.9,6.307579202674778,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,27.96532765298104,69.23030112633677,39.43938447892896,3.7793425700089767,3.5300493896332803,0.2780859835261527,0.2355810915717711,0.2700198789335987,0.271188725121917,0.1939120418082547
0.83,0,0.12,20.0,65.0,0.4226182617406994,285.0,10.0,0.1,2.102284871618859,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,27.58974985996589,69.3059546184274,39.98692066732677,3.715583367177077,3.576547005703949,0.27435125453398,0.235838529889357,0.2737685595293095,0.2666136497985039,0.1964662405392861
0.83,0,0.12,20.0,65.0,0.4226182617406994,285.0,50.0,0.5,10.524269951667252,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,27.72167117587265,67.96589858934036,38.488471379438565,3.711365171399611,3.4404700980485416,0.2756630742750973,0.2312785054930516,0.2635094974103285,0.2663109709293579,0.1889912881819893
0.83,0,0.12,20.0,65.0,0.4226182617406994,285.0,90.0,0.9,18.966876247123928,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,28.111978865991748,68.01588842625779,38.05321119433368,3.7400058194780654,3.359687256222039,0.2795442767137542,0.2314486139593865,0.2605295091564694,0.2683660957811501,0.1845537395608133
0.83,0,0.12,20.0,65.0,0.4226182617406994,300.0,10.0,0.1,5.60472200819694,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,27.59152754857326,68.60676652099843,39.14733453668955,3.732728150670922,3.490552476847164,0.2743689317910076,0.2334592899824595,0.2680203728285228,0.2678438828065098,0.1917424044581455
0.83,0,0.12,20.0,65.0,0.4226182617406994,300.0,50.0,0.5,28.115555280877004,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,27.75861735909137,66.20739436915915,36.68754713636547,3.667356747665015,3.233130254340844,0.276030465489869,0.2252945600676539,0.2511795548286184,0.2631531232068684,0.177601732965103
0.83,0,0.12,20.0,65.0,0.4226182617406994,300.0,90.0,0.9,50.77481736061284,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,28.20084666272789,66.40743127588513,35.80502979249627,3.6753520569972222,3.0337687938899283,0.2804279741610301,0.2259752578556809,0.2451374416086295,0.2637268308569668,0.1666504448705393
0.83,0,0.12,20.0,65.0,0.4226182617406994,320.0,10.0,0.1,17.790732986801878,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,27.67289427794877,66.9214252033642,37.47884149012272,3.6476305335251458,3.25176830608996,0.2751780389556177,0.2277243077446278,0.2565971141649343,0.2617376582774587,0.1786255550908252
0.83,0,0.12,20.0,65.0,0.4226182617406994,320.0,50.0,0.5,89.89379743803187,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,27.73898596213275,63.253567425255866,33.332330300174696,3.603943276823194,2.642055011072636,0.2758352517452287,0.2152430975658661,0.2282082215820705,0.2586028560652718,0.1451328934012588
0.83,0,0.12,20.0,65.0,0.4226182617406994,320.0,90.0,0.9,163.54494133649348,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,28.520372594077983,62.70289866068115,31.991297217408466,3.637462210997871,2.08176787671856,0.2836053259154669,0.2133692483041642,0.2190269020600088,0.2610080249161745,0.1143553007305847
0.83,0,0.12,50.0,0.0,1.0,270.0,10.0,0.1,0.7002750439845209,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,70.23588878861466,190.35063164309156,104.63529008315524,8.029512317278387,6.702602816547073,0.69842257723497,0.6477367403331477,0.7163805605417204,0.5761619033831811,0.3681861793218204
0.83,0,0.12,50.0,0.0,1.0,270.0,50.0,0.5,3.5027922523960817,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,70.39390789283027,189.2899717634275,102.99586833012128,8.024917262517281,6.612056481253847,0.6999939122308264,0.6441274621966616,0.7051563371131869,0.5758321827983316,0.3632123042234925
0.83,0,0.12,50.0,0.0,1.0,270.0,90.0,0.9,6.307579202674778,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,70.79931773097798,189.1451027149028,102.45820597362696,8.099619353056298,6.535944796519189,0.7040252897627276,0.6436344929616421,0.701475257240216,0.5811924708171998,0.3590313507683634
0.83,0,0.12,50.0,0.0,1.0,285.0,10.0,0.1,2.102284871618859,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,70.24373191060403,189.6440518250689,103.64352603818756,8.015925437313427,6.617537021123459,0.6985005688937623,0.6453323474285352,0.709590494953959,0.5751869696247752,0.3635133602595494
0.83,0,0.12,50.0,0.0,1.0,285.0,50.0,0.5,10.524269951667252,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,70.52997092785841,187.10936801045528,100.59014973341164,8.041164145212239,6.432246256056845,0.701346917044032,0.6367071707339212,0.6886856986178296,0.576997986459586,0.3533350010876362
0.83,0,0.12,50.0,0.0,1.0,285.0,90.0,0.9,18.966876247123928,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,71.38206790088887,186.82751572877507,99.2347775605129,8.094087517803198,6.331590504643658,0.7098201317241959,0.6357480665974385,0.6794062071939303,0.5807955310526554,0.3478057973508287
0.83,0,0.12,50.0,0.0,1.0,300.0,10.0,0.1,5.60472200819694,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,70.42962089478165,188.19627503807592,101.91907105627288,8.030730856770898,6.490491314435728,0.70034904074552,0.6404057642664935,0.6977840955490235,0.5762493403289893,0.3565345082187994
0.83,0,0.12,50.0,0.0,1.0,300.0,50.0,0.5,28.115555280877004,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,70.68287227062105,183.4608728918458,96.5966565839788,8.044184138472279,6.129410278883186,0.7028673612459465,0.6242918489939828,0.6613444368060962,0.5772146876733277,0.3366996693443478
0.83,0,0.12,50.0,0.0,1.0,300.0,90.0,0.9,50.77481736061284,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,71.91846074438618,182.85684379396483,94.28691493802212,8.10828645477126,5.8199837146346445,0.7151539984784601,0.622236421935241,0.6455308999609072,0.5818143832850546,0.3197023046504275
0.83,0,0.12,50.0,0.0,1.0,320.0,10.0,0.1,17.790732986801878,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,70.40648149289882,185.02620395483808,98.45062489530946,8.05212844780829,6.120267410782899,0.70011894355479,0.6296184530169521,0.6740375430902394,0.5777847357917236,0.3361974349488414
0.83,0,0.12,50.0,0.0,1.0,320.0,50.0,0.5,89.89379743803187,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,70.58352167190712,176.28283719578585,89.16662809609156,8.000842691557487,5.315560191938928,0.7018794232786141,0.599865991282732,0.610475098471357,0.574104699225328,0.2919934019055284
0.83,0,0.12,50.0,0.0,1.0,320.0,90.0,0.9,163.54494133649348,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,72.17596556419576,173.76921609810478,85.55548052343791,8.024936189924665,4.510018144092434,0.7177146150379388,0.5913124880860766,0.5857515475523447,0.5758335409444597,0.2477435101847375
0.83,0,0.12,50.0,15.0,0.9659258262890684,270.0,10.0,0.1,0.7002750439845209,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,68.62724370521853,184.68098914199032,101.72419665360636,7.835715825460195,6.505696453213217,0.6824262815465468,0.6284437349944346,0.6964498971757355,0.5622559336078212,0.3573697541830569
0.83,0,0.12,50.0,15.0,0.9659258262890684,270.0,50.0,0.5,3.5027922523960817,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,68.82553490711514,183.84600715434587,100.09884192273138,7.752248006476283,6.391711262426206,0.6843980805037503,0.6256024073547775,0.6853219829485373,0.5562666561079253,0.3511083400662111
0.83,0,0.12,50.0,15.0,0.9659258262890684,270.0,90.0,0.9,6.307579202674778,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,69.26129384890967,183.816232774476,99.61711418462738,7.790630289439312,6.342679286041001,0.6887312481824179,0.6255010892787831,0.6820238567926564,0.5590207971235114,0.3484149243075899
0.83,0,0.12,50.0,15.0,0.9659258262890684,285.0,10.0,0.1,2.102284871618859,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,68.64463292520927,183.88734543921035,100.7733051012916,7.752641226997586,6.422161461595004,0.6825991991824094,0.6257430757920606,0.6899396631741834,0.5562948718544177,0.3527810249616774
0.83,0,0.12,50.0,15.0,0.9659258262890684,285.0,50.0,0.5,10.524269951667252,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,68.8764197241546,181.2141716582632,97.69205315776398,7.761982062113784,6.202338850436636,0.6849040768778517,0.6166466369924177,0.6688440175968607,0.5569651284188365,0.3407057685954288
0.83,0,0.12,50.0,15.0,0.9659258262890684,285.0,90.0,0.9,18.966876247123928,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,69.55704834382325,180.754331308879,96.28026803264288,7.7899991380171985,6.100091249924148,0.691672217822427,0.6150818642022634,0.6591782975659326,0.5589755085193822,0.3350891216885619
0.83,0,0.12,50.0,15.0,0.9659258262890684,300.0,10.0,0.1,5.60472200819694,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,68.67924456493824,182.4447614284505,99.07710436646389,7.727739762030241,6.2931947386540505,0.6829433757997879,0.6208341629257332,0.6783267051344868,0.5545080540645326,0.3456966479996322
0.83,0,0.12,50.0,15.0,0.9659258262890684,300.0,50.0,0.5,28.115555280877004,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,68.76598000285759,177.59336826895895,93.642070925345,7.716587728982544,5.899116847872004,0.6838058691651321,0.6043255463580948,0.641116005952428,0.5537078340345406,0.3240492317743947
0.83,0,0.12,50.0,15.0,0.9659258262890684,300.0,90.0,0.9,50.77481736061284,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,69.86772803820641,176.725457659366,91.50739124842644,7.792156554852168,5.662661775054472,0.6947616029870215,0.6013721671950963,0.6265010225915312,0.5591303151054997,0.3110603239985943
0.83,0,0.12,50.0,15.0,0.9659258262890684,320.0,10.0,0.1,17.790732986801878,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,68.55570526211146,178.9975234699518,95.5207367402568,7.715811871457056,5.947740911734271,0.6817149064266762,0.6091036913264724,0.6539782025257594,0.5536521619674243,0.326720240155251
0.83,0,0.12,50.0,15.0,0.9659258262890684,320.0,50.0,0.5,89.89379743803187,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,68.7502956770264,170.53511100733112,86.54383987008082,7.699337814854143,5.167506809685712,0.6836499049215219,0.5803072780097559,0.5925183030341904,0.5524700573222453,0.2838605599873246
0.83,0,0.12,50.0,15.0,0.9659258262890684,320.0,90.0,0.9,163.54494133649348,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,70.39973810746127,168.4974009723879,82.83026292198089,7.7556612792151105,4.399440388039946,0.7000518876277161,0.5733732340069333,0.5670934742447787,0.5565115772986851,0.2416692726633921
0.83,0,0.12,50.0,30.0,0.8660254037844387,270.0,10.0,0.1,0.7002750439845209,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,62.629621578797,167.3160811326153,92.383360705555,7.166067470094315,6.107853441753994,0.6227861919133986,0.5693533667981924,0.6324983060149008,0.5142049616708608,0.3355155130220806
0.83,0,0.12,50.0,30.0,0.8660254037844387,270.0,50.0,0.5,3.5027922523960817,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,62.69197406437257,166.40097131899205,91.16460450239914,7.13468332653768,6.011736860082632,0.6234062222771314,0.5662393753046701,0.6241541493609972,0.5119529758499123,0.3302356541458115
0.83,0,0.12,50.0,30.0,0.8660254037844387,270.0,90.0,0.9,6.307579202674778,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,63.08775778908253,166.49651271221487,90.54985891592592,7.157132081571815,5.972232197576482,0.6273418781619956,0.5665644893853475,0.6199453228027848,0.513563798141226,0.3280655910894673
0.83,0,0.12,50.0,30.0,0.8660254037844387,285.0,10.0,0.1,2.102284871618859,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,62.634275446210985,166.51417790080126,91.6402121982482,7.136521839934801,6.049204569297805,0.6228324697654973,0.5666246015666078,0.6274103749372778,0.5120848993511692,0.3322938236482351
0.83,0,0.12,50.0,30.0,0.8660254037844387,285.0,50.0,0.5,10.524269951667252,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,62.74543427471863,164.3790538655392,88.75942247073287,7.119720465632081,5.863941792813139,0.6239378282485714,0.5593590712614563,0.6076871844328106,0.5108793078513122,0.3221170019401003
0.83,0,0.12,50.0,30.0,0.8660254037844387,285.0,90.0,0.9,18.966876247123928,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,63.33843692695427,164.49395886500196,87.67036034112135,7.178316098624546,5.765897910299081,0.629834620441635,0.5597500770025854,0.6002309721142339,0.5150838684897251,0.3167312729185909
0.83,0,0.12,50.0,30.0,0.8660254037844387,300.0,10.0,0.1,5.60472200819694,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,62.53171414402425,165.2474713750036,90.14187694618066,7.1455935327052975,5.961612124982826,0.6218126047045822,0.5623141753342571,0.6171520935591449,0.5127358434642144,0.3274822111608931
0.83,0,0.12,50.0,30.0,0.8660254037844387,300.0,50.0,0.5,28.115555280877004,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,62.71832426054951,161.20480707937807,85.15784418974835,7.110785158209001,5.594419496868723,0.623668247464567,0.5485575506752985,0.5830291492162394,0.5102381501410092,0.3073116513767588
0.83,0,0.12,50.0,30.0,0.8660254037844387,300.0,90.0,0.9,50.77481736061284,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,63.716297748056206,160.56149550551984,83.09580022493911,7.13814018160799,5.338105217601692,0.6335920517643081,0.5463684508111551,0.5689114628200174,0.5122010243139198,0.2932318412236084
0.83,0,0.12,50.0,30.0,0.8660254037844387,320.0,10.0,0.1,17.790732986801878,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,62.472472762170746,162.38705884054718,86.75782128512802,7.121743631926432,5.661741421532146,0.621223511018908,0.5525805890830128,0.5939833166632938,0.5110244812188784,0.3110097673034887
0.83,0,0.12,50.0,30.0,0.8660254037844387,320.0,50.0,0.5,89.89379743803187,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,62.43745889849362,154.31576699672434,78.43619418680831,7.09742938450774,4.834636677288874,0.6208753347043471,0.5251151048654558,0.5370096906469108,0.5092797995347943,0.2655753974001914
0.83,0,0.12,50.0,30.0,0.8660254037844387,320.0,90.0,0.9,163.54494133649348,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,63.94487692944188,152.55068660398564,75.122610449105,7.207671177957864,4.069287207457864,0.6358650330523519,0.519108781638947,0.5143233964384144,0.5171902577340948,0.2235333571874866
0.83,0,0.12,50.0,45.0,0.7071067811865476,270.0,10.0,0.1,0.7002750439845209,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,52.23945841202516,137.94674063049334,77.12410351932856,6.1178182590219645,5.43682266835053,0.5194668681034752,0.4694135834711366,0.5280265240010907,0.4389872850790056,0.2986545705749395
0.83,0,0.12,50.0,45.0,0.7071067811865476,270.0,50.0,0.5,3.5027922523960817,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,52.31086535540851,136.93532010710567,75.9671688443943,6.109039268614305,5.374813980996471,0.5201769355958987,0.4659718600196823,0.5201056255137745,0.438357343978825,0.295248320449945
0.83,0,0.12,50.0,45.0,0.7071067811865476,270.0,90.0,0.9,6.307579202674778,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,52.71377851904384,136.9798759397489,75.53888907019765,6.142734859363863,5.344099134734347,0.5241834863066759,0.4661234773248103,0.5171734283127744,0.4407751889156974,0.2935610980076737
0.83,0,0.12,50.0,45.0,0.7071067811865476,285.0,10.0,0.1,2.102284871618859,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,52.23894369931951,137.38671284379404,76.37713947319361,6.110581051461914,5.398824660727181,0.5194617498230545,0.467507886758069,0.5229124700174931,0.4384679754225517,0.2965672708151889
0.83,0,0.12,50.0,45.0,0.7071067811865476,285.0,50.0,0.5,10.524269951667252,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,52.347007767476406,135.25128820041303,73.90500878267761,6.101097702563139,5.2509170978897695,0.5205363341458327,0.4602413335252739,0.5059871442655712,0.4377874927062842,0.2884424390230579
0.83,0,0.12,50.0,45.0,0.7071067811865476,285.0,90.0,0.9,18.966876247123928,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,53.03332451526307,135.0631299280709,73.00878313933424,6.134935758732208,5.140850875695285,0.5273610375852855,0.4596010570788993,0.4998511778221279,0.440215560324688,0.282396300988125
0.83,0,0.12,50.0,45.0,0.7071067811865476,300.0,10.0,0.1,5.60472200819694,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,52.19915931059786,136.21556489029348,75.10787649343331,6.094746509014719,5.302917164228138,0.5190661356180671,0.4635226330643977,0.5142225211083542,0.4373317594538751,0.2912988973682158
0.83,0,0.12,50.0,45.0,0.7071067811865476,300.0,50.0,0.5,28.115555280877004,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,52.4041913666898,132.48062258302497,70.61888485773244,6.090145487974998,5.006839634637176,0.5211049653317836,0.4508131435577981,0.4834888523652866,0.4370016107555478,0.275034819458957
0.83,0,0.12,50.0,45.0,0.7071067811865476,300.0,90.0,0.9,50.77481736061284,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,53.42834667178306,131.96537777261864,69.2894049902784,6.150531344581202,4.734320537966103,0.5312891204696916,0.4490598370881252,0.4743866313849771,0.4413346298362692,0.2600648491740034
0.83,0,0.12,50.0,45.0,0.7071067811865476,320.0,10.0,0.1,17.790732986801878,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,52.175954800453326,133.45397377847635,72.12766593554872,6.09954846097637,5.078527238737265,0.5188353909936573,0.454125322378004,0.4938186505949449,0.4376763260567839,0.2789727501078067
0.83,0,0.12,50.0,45.0,0.7071067811865476,320.0,50.0,0.5,89.89379743803187,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,52.26407405575173,126.61624951802064,65.05970835157822,6.065293002719433,4.287215255126352,0.519711644977924,0.4308574971780911,0.4454282135648954,0.4352183075307884,0.2355045417309055
0.83,0,0.12,50.0,45.0,0.7071067811865476,320.0,90.0,0.9,163.54494133649348,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,53.59404406314488,125.3698381787467,62.29784732875059,6.116679991759371,3.527916730071768,0.5329368080139374,0.4266161326444059,0.4265192628074673,0.4389056081095135,0.1937948909345957
0.83,0,0.12,50.0,60.0,0.5000000000000001,270.0,10.0,0.1,0.7002750439845209,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,37.67446122931521,97.27878624158984,55.75442343243758,4.609902511629223,4.179640494939359,0.3746331791558764,0.3310261876190593,0.3817200208406556,0.3307859930416634,0.229595264241431
0.83,0,0.12,50.0,60.0,0.5000000000000001,270.0,50.0,0.5,3.5027922523960817,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,37.76762679132601,96.55681069221924,54.74323733096593,4.595733692862955,4.103616944383438,0.3755596133912993,0.3285694051807094,0.3747969830624016,0.3297693019567644,0.2254191521572476
0.83,0,0.12,50.0,60.0,0.5000000000000001,270.0,90.0,0.9,6.307579202674778,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,38.11643126397632,96.86021425404628,54.34709416810906,4.64203913553707,4.077744678560835,0.3790281096677927,0.3296018453278574,0.3720848076497215,0.3330919734882233,0.223997941477703
0.83,0,0.12,50.0,60.0,0.5000000000000001,285.0,10.0,0.1,2.102284871618859,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,37.64231803959291,96.74660292304,55.13863154017339,4.595349999893459,4.127138481668228,0.3743135486963834,0.3292152417606631,0.3775040307993733,0.3297417698647912,0.2267112330371234
0.83,0,0.12,50.0,60.0,0.5000000000000001,285.0,50.0,0.5,10.524269951667252,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,37.79635587241309,95.18427342496422,53.122911459829815,4.595539229051632,4.014301917183054,0.3758452941052547,0.3238988516458806,0.3637034986853595,0.329755348103125,0.2205129150548864
0.83,0,0.12,50.0,60.0,0.5000000000000001,285.0,90.0,0.9,18.966876247123928,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,38.3684457003688,95.37196496438172,52.360247902257,4.670627875287102,3.93255813055222,0.3815341300969693,0.3245375398649896,0.358481958739854,0.3351433736304535,0.2160225799855604
0.83,0,0.12,50.0,60.0,0.5000000000000001,300.0,10.0,0.1,5.60472200819694,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,37.665681936200485,95.73971929834512,54.133433381102,4.590562966455089,4.06153642560616,0.3745458782527449,0.3257889567448215,0.3706219891853176,0.3293982737484112,0.2231075926248468
0.83,0,0.12,50.0,60.0,0.5000000000000001,300.0,50.0,0.5,28.115555280877004,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,37.84487443981563,93.17286517774988,50.69327560218444,4.594582760947439,3.809959678290436,0.3763277605974353,0.3170543089706942,0.3470691117951524,0.3296867162284032,0.2092880237296537
0.83,0,0.12,50.0,60.0,0.5000000000000001,300.0,90.0,0.9,50.77481736061284,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,38.64877214123929,93.152942074195,49.592174758084106,4.652783747616881,3.612675317359783,0.3843216838487148,0.3169865134186513,0.3395304769876923,0.333862958811167,0.1984508344944986
0.83,0,0.12,50.0,60.0,0.5000000000000001,320.0,10.0,0.1,17.790732986801878,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,37.67821712537308,93.94983666486304,51.83528731336634,4.589495524110842,3.880591889861027,0.3746705276204549,0.319698234940628,0.354887840917531,0.3293216788583966,0.2131679797448042
0.83,0,0.12,50.0,60.0,0.5000000000000001,320.0,50.0,0.5,89.89379743803187,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,37.880020934069535,88.75693348623643,46.119101240906055,4.523028689585687,3.2479828120498206,0.3766772557845962,0.3020275072485021,0.3157522435536249,0.324552315990684,0.1784176110091555
