source_server,AlbSet,AOD,COD,th0,cos_th0,Ts,RH,rh,tpw,re_um,method,escape,alb_C01,alb_C02,alb_C03,alb_C05,alb_C06,C01_rad,C02_rad,C03_rad,C05_rad,C06_rad,C01,C02,C03,C05,C06
0.83,0,0.12,0.5,0.0,1.0,320.0,50.0,0.5,89.89379743803187,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,10.689024119448874,24.922615111679814,14.241349893494778,0.892886145913968,0.5133966462428472,0.1062911839287837,0.0848081949277998,0.0975027279177483,0.0640695176750954,0.0282018127629661
0.83,0,0.12,0.5,0.0,1.0,320.0,90.0,0.9,163.54494133649348,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,10.78645717650091,24.548166380598904,13.588918295940262,0.8868938636897727,0.3775691393453213,0.1072600539464889,0.0835339979451126,0.0930358858685717,0.0636395382945953,0.020740560443502
0.83,0,0.12,0.5,15.0,0.9659258262890684,270.0,10.0,0.1,0.7002750439845209,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,10.819125557059904,27.04707693948992,16.76538257175494,0.8893793022764614,0.7557072822160391,0.107584906880475,0.0920374432230621,0.1147833981719299,0.0638178822550083,0.0415123772869088
0.83,0,0.12,0.5,15.0,0.9659258262890684,270.0,50.0,0.5,3.5027922523960817,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,10.828878394725344,26.78892610700736,16.440228434549507,0.9098725675079148,0.7509014890981672,0.1076818886676373,0.0911589918236463,0.1125572457630382,0.0652883873412117,0.0412483863187566
0.83,0,0.12,0.5,15.0,0.9659258262890684,270.0,90.0,0.9,6.307579202674778,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,10.884763638026223,26.91291300782741,16.437169142927424,0.909831718097653,0.7544639610518492,0.108237609059716,0.0915809020126904,0.1125363004677622,0.0652854561701719,0.0414440793910552
0.83,0,0.12,0.5,15.0,0.9659258262890684,285.0,10.0,0.1,2.102284871618859,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,10.793552422989002,26.898414310003147,16.52905582398153,0.9095813989984488,0.7528759057026033,0.1073306087643149,0.0915315649593447,0.1131653982800542,0.065267494390807,0.0413568446185953
0.83,0,0.12,0.5,15.0,0.9659258262890684,285.0,50.0,0.5,10.524269951667252,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,10.795843414523294,26.36898356721131,15.8848103524695,0.895349640858877,0.735821724158319,0.1073533902829858,0.089729985733639,0.1087546021553293,0.0642462870578859,0.0404200273677283
0.83,0,0.12,0.5,15.0,0.9659258262890684,285.0,90.0,0.9,18.966876247123928,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,10.887663431034984,26.350085086254985,15.679085792636696,0.894568760460756,0.7163493134141852,0.1082664444733707,0.0896656768298743,0.1073461186946049,0.064190254571887,0.0393503723828964
0.83,0,0.12,0.5,15.0,0.9659258262890684,300.0,10.0,0.1,5.60472200819694,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,10.783472779640146,26.584496338875603,16.152052980344955,0.8828514870001714,0.7213850582794492,0.107230377235865,0.0904633457388726,0.1105842661568905,0.0633494754170952,0.0396269950193152
0.83,0,0.12,0.5,15.0,0.9659258262890684,300.0,50.0,0.5,28.115555280877004,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,10.66577224645138,25.623930372871374,15.153648105253612,0.8899883077206949,0.6805258995945597,0.106059968330255,0.087194673277301,0.1037487344400375,0.0638615817627811,0.037382527021099
0.83,0,0.12,0.5,15.0,0.9659258262890684,300.0,90.0,0.9,50.77481736061284,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,10.871666570310063,25.521488280615607,14.843011076847366,0.9039126419918072,0.6445333206838609,0.1081073723965754,0.0868460770770263,0.1016219727293581,0.0648607297334149,0.0354053891127698
0.83,0,0.12,0.5,15.0,0.9659258262890684,320.0,10.0,0.1,17.790732986801878,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,10.694732285355716,25.91099503151339,15.44310331179461,0.889629872383295,0.6225430337630768,0.1063479456785487,0.0881715144080531,0.1057304758099784,0.0638358620455584,0.0341974226040628
0.83,0,0.12,0.5,15.0,0.9659258262890684,320.0,50.0,0.5,89.89379743803187,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,10.613699764771184,24.382013303823484,13.77246631762552,0.8646476687971002,0.51492943596151,0.1055421618714009,0.0829686021204818,0.0942925387106168,0.0620432508133726,0.0282860116936897
0.83,0,0.12,0.5,15.0,0.9659258262890684,320.0,90.0,0.9,163.54494133649348,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,10.770328822488192,23.99440868069007,13.21013035675555,0.8777649652438014,0.3725653173016442,0.1070996743062451,0.0816496374658373,0.0904425321732368,0.0629844893580485,0.0204656913858101
0.83,0,0.12,0.5,30.0,0.8660254037844387,270.0,10.0,0.1,0.7002750439845209,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,10.721545228861896,25.4221397750328,15.5938129579081,0.8392675192828913,0.7732664737783594,0.1066145724049962,0.0865080079221845,0.1067623022681076,0.0602220847606361,0.0424769356577778
0.83,0,0.12,0.5,30.0,0.8660254037844387,270.0,50.0,0.5,3.5027922523960817,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,10.68976449453779,25.31016861872772,15.243936948337728,0.8678193058145639,0.7572372444178792,0.1062985461859807,0.0861269856415106,0.1043668927303032,0.0622708333051374,0.0415964208969839
0.83,0,0.12,0.5,30.0,0.8660254037844387,270.0,90.0,0.9,6.307579202674778,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,10.669473202034794,25.30786869641017,15.15593521156264,0.8706182420564804,0.7560165813514393,0.1060967704691812,0.0861191593255581,0.1037643930051198,0.0624716724556198,0.041529367651704
0.83,0,0.12,0.5,30.0,0.8660254037844387,285.0,10.0,0.1,2.102284871618859,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,10.67359178953178,25.33335801484348,15.33056472626045,0.8529588753853043,0.7563228744191081,0.1061377255214176,0.0862058959331164,0.1049599857112415,0.0612045152595456,0.0415461928877242
0.83,0,0.12,0.5,30.0,0.8660254037844387,285.0,50.0,0.5,10.524269951667252,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,10.715917539047958,24.839452158904727,14.647498580000391,0.8570413121107009,0.7321271612742914,0.1065586109059461,0.084525202959336,0.1002834056744683,0.0614974526661032,0.0402170783000652
0.83,0,0.12,0.5,30.0,0.8660254037844387,285.0,90.0,0.9,18.966876247123928,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,10.755174217375991,24.86656858293792,14.429045314934898,0.8673943929070264,0.7208127415401508,0.1069489775820775,0.0846174763810795,0.0987877757358939,0.0622403434547075,0.0395955566185369
0.83,0,0.12,0.5,30.0,0.8660254037844387,300.0,10.0,0.1,5.60472200819694,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,10.672173758490974,25.051790631490448,14.907974330717892,0.8611952940160409,0.7275172821499918,0.1061236246833532,0.0852477612660396,0.1020667405718842,0.0617955238348901,0.0399638492443734
0.83,0,0.12,0.5,30.0,0.8660254037844387,300.0,50.0,0.5,28.115555280877004,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,10.790565716939962,24.18173330142342,13.918972782561482,0.8295583952832268,0.6774418063324368,0.1073009090912248,0.0822870771116666,0.0952955882877757,0.0595254014325849,0.0372131121615388
0.83,0,0.12,0.5,30.0,0.8660254037844387,300.0,90.0,0.9,50.77481736061284,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,10.874475489164114,24.069798795791822,13.396220065948397,0.8616010901988639,0.6341746567585276,0.1081353041616477,0.08190617954814,0.0917165865584894,0.0618246419546267,0.0348363688384174
0.83,0,0.12,0.5,30.0,0.8660254037844387,320.0,10.0,0.1,17.790732986801878,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,10.78587501970596,24.490912828518027,14.2233201385316,0.8225597042926769,0.6180071057170979,0.1072542650050218,0.0833391720657486,0.0973792880538488,0.0590232066587343,0.033948255815781
0.83,0,0.12,0.5,30.0,0.8660254037844387,320.0,50.0,0.5,89.89379743803187,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,10.749590029358004,23.040207458974912,12.632087771195453,0.7979632036292879,0.4928661464103009,0.1068934486629657,0.0784026233443682,0.0864849909734041,0.0572582717437845,0.0270740350175429
0.83,0,0.12,0.5,30.0,0.8660254037844387,320.0,90.0,0.9,163.54494133649348,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,10.78575824314855,22.58451127950705,11.91503156145113,0.8335246717156242,0.3811263218051823,0.1072531037840905,0.0768519525883907,0.0815756995759385,0.0598100036958776,0.020935962954272
0.83,0,0.12,0.5,45.0,0.7071067811865476,270.0,10.0,0.1,0.7002750439845209,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,10.7468667274244,22.5835852331351,13.601837980856743,0.7067611303419559,0.7689937712957672,0.1068663682687704,0.0768488013813094,0.0931243398797866,0.0507140187354608,0.0422422283290725
0.83,0,0.12,0.5,45.0,0.7071067811865476,270.0,50.0,0.5,3.5027922523960817,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,10.806903797669506,22.40807979667616,13.253119088419483,0.7593234924764211,0.7630464294127203,0.1074633742446814,0.0762515807766738,0.0907368524896608,0.0544856588322749,0.0419155300082898
0.83,0,0.12,0.5,45.0,0.7071067811865476,270.0,90.0,0.9,6.307579202674778,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,10.790262290643094,22.44588892343705,13.211754580999315,0.7782608163761306,0.751210374646819,0.1072978918335249,0.0763802399794909,0.0904536523476375,0.0558445165252336,0.0412653539644785
0.83,0,0.12,0.5,45.0,0.7071067811865476,285.0,10.0,0.1,2.102284871618859,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,10.772159647173472,22.423676826056106,13.401584321379694,0.7469067238416744,0.7629527087456042,0.1071178799460855,0.076304655299633,0.0917533126793775,0.0535946870312765,0.0419103817613634
0.83,0,0.12,0.5,45.0,0.7071067811865476,285.0,50.0,0.5,10.524269951667252,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,10.797007291539815,22.080577540486196,12.750065253709847,0.7475679656341092,0.7278236411702077,0.1073649638246535,0.0751371361223792,0.0872927182228608,0.0536421347858438,0.0399806781032871
0.83,0,0.12,0.5,45.0,0.7071067811865476,285.0,90.0,0.9,18.966876247123928,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,10.810686159277132,22.122592502464617,12.616550143371258,0.7751259557425537,0.7082129060441187,0.1075009858815183,0.0752801071978215,0.0863786133399944,0.0556195729423467,0.0389034247082416
0.83,0,0.12,0.5,45.0,0.7071067811865476,300.0,10.0,0.1,5.60472200819694,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,10.787012242255493,22.20223808358934,13.015175076270078,0.7419283319654708,0.7247429280863249,0.1072655734958466,0.0755511300394814,0.0891077800737897,0.0532374598889744,0.0398114489230735
0.83,0,0.12,0.5,45.0,0.7071067811865476,300.0,50.0,0.5,28.115555280877004,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,10.732581822140371,21.48647446967748,12.051441561113798,0.7770079630738193,0.659251568738768,0.1067243198012973,0.0731154859540252,0.0825096241815297,0.0557546173738534,0.0362138892829229
0.83,0,0.12,0.5,45.0,0.7071067811865476,300.0,90.0,0.9,50.77481736061284,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,10.84730644263903,21.40621043461358,11.812661782695256,0.7991529933201356,0.6243718241987508,0.107865136362502,0.0728423585995767,0.0808748297314588,0.0573436457323678,0.0342978813932408
0.83,0,0.12,0.5,45.0,0.7071067811865476,320.0,10.0,0.1,17.790732986801878,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,10.72441344453609,21.77848430668649,12.393168827476122,0.7780520699847413,0.6186088908076954,0.1066430938150301,0.0741091548393698,0.0848492437346889,0.055829537817507,0.0339813129667632
0.83,0,0.12,0.5,45.0,0.7071067811865476,320.0,50.0,0.5,89.89379743803187,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,10.590151631997596,20.44052798651052,10.86561371955802,0.7827638880679731,0.5029506269485436,0.1053080002787385,0.0695562754606248,0.0743909099966253,0.0561676368162953,0.0276279938991067
0.83,0,0.12,0.5,45.0,0.7071067811865476,320.0,90.0,0.9,163.54494133649348,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,10.72643729354946,20.229044490494225,10.354343795312342,0.7924025465809141,0.3804124014743784,0.1066632188802671,0.0688366265203433,0.0708905246617333,0.0568592638560754,0.0208967460103274
0.83,0,0.12,0.5,60.0,0.5000000000000001,270.0,10.0,0.1,0.7002750439845209,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,10.028272062692292,19.05773647187188,11.36186611040348,0.6585147258078358,0.7815219192702846,0.0997206946482658,0.064850828147312,0.0777884784999621,0.0472520724591027,0.0429304223132555
0.83,0,0.12,0.5,60.0,0.5000000000000001,270.0,50.0,0.5,3.5027922523960817,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,9.93740674325947,18.77431724145853,11.178829486033546,0.7170067293026655,0.7545116158947643,0.0988171339234837,0.0638863919020996,0.0765353269154289,0.0514491971081,0.0414466971583643
0.83,0,0.12,0.5,60.0,0.5000000000000001,270.0,90.0,0.9,6.307579202674778,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,10.026425536722446,18.999491772879637,11.172846975453137,0.7270297625147735,0.7354596703307378,0.0997023328755448,0.0646526295327802,0.076494367939928,0.0521684051577264,0.0404001390916161
0.83,0,0.12,0.5,60.0,0.5000000000000001,285.0,10.0,0.1,2.102284871618859,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,9.95095077034539,18.86859430979183,11.226774214621626,0.7041447479749755,0.7568480350575921,0.0989518151308642,0.064207203660922,0.0768635782301971,0.0505262788348327,0.0415750409180052
0.83,0,0.12,0.5,60.0,0.5000000000000001,285.0,50.0,0.5,10.524269951667252,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,9.876225117585369,18.4615324327415,10.714751675907744,0.7239332718225293,0.708469284769205,0.0982087465389183,0.0628220286757985,0.0733580401559743,0.0519462148302749,0.038917508058521
0.83,0,0.12,0.5,60.0,0.5000000000000001,285.0,90.0,0.9,18.966876247123928,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,10.0157046515677,18.585485007284085,10.645922430889158,0.7327573947168105,0.6907857083150956,0.0995957248668877,0.0632438220572918,0.0728868039880534,0.052579394435905,0.0379461169990194
0.83,0,0.12,0.5,60.0,0.5000000000000001,300.0,10.0,0.1,5.60472200819694,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,9.88753167054426,18.599835249010734,10.930797107021167,0.7208572610863518,0.7082470240312753,0.098321178402363,0.063292653935173,0.0748371849733731,0.0517254940529035,0.0389052988714109
0.83,0,0.12,0.5,60.0,0.5000000000000001,300.0,50.0,0.5,28.115555280877004,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,9.836924447508755,18.11657621964586,10.120384459317355,0.6983741255853855,0.6440651659102415,0.0978179424107812,0.0616481906322916,0.069288733142535,0.0501122047730074,0.0353796725184634
0.83,0,0.12,0.5,60.0,0.5000000000000001,300.0,90.0,0.9,50.77481736061284,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,9.955356957105604,18.153809774656665,9.872822557691048,0.7179010094963088,0.5998794051846426,0.0989956300574768,0.0617748912444489,0.0675938123016324,0.0515133666564073,0.0329524682118285
0.83,0,0.12,0.5,60.0,0.5000000000000001,320.0,10.0,0.1,17.790732986801878,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,9.796478077211129,18.26314792487207,10.325769689576424,0.6929021217683697,0.6041872821214264,0.0974157454902285,0.0621469537713933,0.0706948933993953,0.0497195582448058,0.0331891077373614
0.83,0,0.12,0.5,60.0,0.5000000000000001,320.0,50.0,0.5,89.89379743803187,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,9.753159598095095,17.294223135514336,9.033185599936091,0.7022157244985499,0.4711334247511238,0.0969849884463876,0.0588498373958441,0.0618452776153901,0.0503878607349618,0.0258802170377273
0.83,0,0.12,0.5,60.0,0.5000000000000001,320.0,90.0,0.9,163.54494133649348,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,9.930640203777877,17.207578937095718,8.677417047791346,0.7611386222558155,0.3580523884535315,0.0987498477536181,0.058554999232356,0.0594095250637794,0.0546159044296735,0.0196684697736083
0.83,0,0.12,0.5,65.0,0.4226182617406994,270.0,10.0,0.1,0.7002750439845209,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,9.52512303942546,17.77597607440995,10.54875689344614,0.6808964733713206,0.726670942990233,0.0947174029746756,0.0604891756822085,0.0722215647353744,0.0488580865939176,0.0399173582929966
0.83,0,0.12,0.5,65.0,0.4226182617406994,270.0,50.0,0.5,3.5027922523960817,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,9.547968943223776,17.637156999846283,10.222387219956358,0.6862245250805195,0.7153301548091933,0.094944581633411,0.060016793667619,0.0699870902148506,0.0492404037624821,0.0392943881446586
0.83,0,0.12,0.5,65.0,0.4226182617406994,270.0,90.0,0.9,6.307579202674778,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,9.652720834970864,17.748882286505687,10.209104941664677,0.6992776865758881,0.7080032706240141,0.0959862298202009,0.0603969792880652,0.0698961537252561,0.0501770402698023,0.0388919090528326
0.83,0,0.12,0.5,65.0,0.4226182617406994,285.0,10.0,0.1,2.102284871618859,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,9.534591823496754,17.711813204752062,10.3284801391822,0.6915094195445296,0.7191530110436357,0.0948115601454386,0.0602708383555399,0.0707134503643195,0.0496196241600909,0.0395043845997046
0.83,0,0.12,0.5,65.0,0.4226182617406994,285.0,50.0,0.5,10.524269951667252,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,9.560242562587648,17.460608190019755,9.738481805952478,0.6866250015882122,0.689031408903111,0.0950666299624912,0.0594160226084447,0.0666740547040036,0.049269140166116,0.0378497501374338
0.83,0,0.12,0.5,65.0,0.4226182617406994,285.0,90.0,0.9,18.966876247123928,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,9.670716297346996,17.651000799861627,9.71125443782618,0.7047433017598838,0.6677846240848027,0.0961651759035786,0.0600639021947532,0.0664876438169607,0.0505692283782624,0.0366826255532629
0.83,0,0.12,0.5,65.0,0.4226182617406994,300.0,10.0,0.1,5.60472200819694,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,9.535056253176514,17.563007702898513,9.978795988178526,0.6814958572218859,0.6990788541464776,0.0948161784136698,0.059764473917018,0.0683193543771101,0.0489010956991475,0.0384016746028024
0.83,0,0.12,0.5,65.0,0.4226182617406994,300.0,50.0,0.5,28.115555280877004,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,9.497594141557371,17.154632542941584,9.145273017612752,0.6678677342514598,0.6334550262185913,0.0944436568296623,0.0583748300127124,0.0626126788147471,0.0479232025270697,0.0347968382222859
0.83,0,0.12,0.5,65.0,0.4226182617406994,300.0,90.0,0.9,50.77481736061284,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,9.671797193518335,17.1560391491183,8.974085832610761,0.6775735055512866,0.5821151286413736,0.0961759242873854,0.0583796164980105,0.0614406538559418,0.0486196452803708,0.0319766441494604
0.83,0,0.12,0.5,65.0,0.4226182617406994,320.0,10.0,0.1,17.790732986801878,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,9.468262524701316,17.321687472434277,9.371772798852971,0.6632344881395655,0.5992263203207192,0.0941519845266218,0.0589432947167806,0.0641633988454222,0.0475907415016439,0.0329165930708717
0.83,0,0.12,0.5,65.0,0.4226182617406994,320.0,50.0,0.5,89.89379743803187,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,9.508219357458849,16.25207793380505,8.135250126126659,0.6864524031825399,0.469595978267156,0.0945493135074887,0.0553035621348579,0.0556976048985975,0.0492567552762244,0.0257957623024047
0.83,0,0.12,0.5,65.0,0.4226182617406994,320.0,90.0,0.9,163.54494133649348,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,9.661064866559864,16.147922290149282,7.962369995526324,0.7064252961050982,0.3536530753008858,0.0960692025019372,0.0549491349573564,0.0545139892678904,0.050689920772162,0.0194268074902168
0.83,0,0.12,1.0,0.0,1.0,270.0,10.0,0.1,0.7002750439845209,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,12.074382966682643,29.3139961770845,18.65423300124104,1.0841615887071938,0.9883164263439834,0.1200671311427829,0.0997514542819338,0.1277153232268455,0.0777945882442082,0.0542900211956832
0.83,0,0.12,1.0,0.0,1.0,270.0,50.0,0.5,3.5027922523960817,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,12.122197631747776,28.881123449691664,18.16107324978753,1.042963763311977,0.9784828067688668,0.1205425980611973,0.0982784485608585,0.1243389283327126,0.0748384164921731,0.0537498425636854
0.83,0,0.12,1.0,0.0,1.0,270.0,90.0,0.9,6.307579202674778,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,12.122477942321352,28.95066158855291,18.220373993775496,1.0116213579076756,0.966689493086158,0.1205453854571654,0.0985150771814521,0.1247449280693682,0.0725894256144219,0.0531020143654129
0.83,0,0.12,1.0,0.0,1.0,285.0,10.0,0.1,2.102284871618859,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,12.126875570675397,29.07316187439466,18.282908210687797,1.0520543860971507,0.9771633463880152,0.1205891152793649,0.0989319286263677,0.1251730656253406,0.0754907189384342,0.0536773622019978
0.83,0,0.12,1.0,0.0,1.0,285.0,50.0,0.5,10.524269951667252,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,12.05400565553061,28.54211913351692,17.624915531295095,1.016226393155158,0.941798680896496,0.1198645000603351,0.0971248639952469,0.120668149892598,0.0729198623543503,0.051734716721324
0.83,0,0.12,1.0,0.0,1.0,285.0,90.0,0.9,18.966876247123928,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,12.088946854505895,28.584013690476866,17.473126916779318,1.0052543255509303,0.9247951773482664,0.120211953800309,0.0972674253491478,0.1196289363283765,0.0721325558399438,0.0508006833050738
0.83,0,0.12,1.0,0.0,1.0,300.0,10.0,0.1,5.60472200819694,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,12.06471562125922,28.726193769185,17.895016847863076,1.0353272434978764,0.9584664113256012,0.1199709994867008,0.0977512443936541,0.1225173857709738,0.0742904539737213,0.0526503055086392
0.83,0,0.12,1.0,0.0,1.0,300.0,50.0,0.5,28.115555280877004,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,12.03970896686306,27.78515677066337,16.639898699077566,0.9847921889484412,0.9080093785762788,0.1197223344194165,0.0945490262938571,0.1139242787775446,0.0706642844049766,0.0498786088086609
0.83,0,0.12,1.0,0.0,1.0,300.0,90.0,0.9,50.77481736061284,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,12.203803750736814,27.59258718902745,16.19938034852567,1.017047528869914,0.838907547175736,0.1213540857055553,0.0938937387751372,0.110908290742853,0.0729787833818867,0.0460827193633404
0.83,0,0.12,1.0,0.0,1.0,320.0,10.0,0.1,17.790732986801878,5.0,dM,g2,0.013735,0.023839,0.126622,0.081469,0.041332,11.99125534085913,28.15582210762809,17.052032825268235,1.0090341737773998,0.8507964516952168,0.1192405137016366,0.0958103489122669,0.1167459355637418,0.0724037808487125,0.0467357985403644
