Time,ghi,Sun_Zen,ghi_clear,T_s,RH,C01,C02,C03,C04,C05,C06,Sat_Zen,Sun_Gli,ele,aod,Abdo_C01_p0,Abdo_C01_p1,Abdo_C01_p2,Abdo_C02_p0,Abdo_C02_p1,Abdo_C02_p2,Abdo_C03_p0,Abdo_C03_p1,Abdo_C03_p2,Abdo_C04_p0,Abdo_C04_p1,Abdo_C04_p2,Abdo_C05_p0,Abdo_C05_p1,Abdo_C05_p2,Abdo_C06_p0,Abdo_C06_p1,Abdo_C06_p2,BSA_C01,WSA_C01,BSA_C02,WSA_C02,BSA_C03,WSA_C03,BSA_C04,WSA_C04,BSA_C05,WSA_C05,BSA_C06,WSA_C06,RAZ
2021-02-16 03:00:00,611.5,60.629465464730856,515.9831783823229,251.71999999999997,64.76,0.3038,0.3013,0.3238,0.0315,0.0883,0.061,58.68,107.5,4.6000000000000005,0.14229,0.753,0.009,0.002,0.781,0.046,0.0,0.782,0.032,0.0,0.434,0.118,0.0,0.114,0.011,0.0,0.045,0.034,0.0,0.7526534779335645,0.7519474119999999,0.7937604220515597,0.789702464,0.7908768153402155,0.788053888,0.46673325656704445,0.456323712,0.11705140527319907,0.116081024,0.05443161629897892,0.051432255999999996,42.02816880148953
2021-02-16 04:00:00,562.8,59.80115838083557,531.2371159853457,253.45,62.17,0.3145,0.2988,0.3168,0.0373,0.093,0.0658,58.68,114.18,4.6000000000000005,0.14229,0.753,0.009,0.002,0.781,0.046,0.0,0.782,0.032,0.0,0.434,0.118,0.0,0.114,0.011,0.0,0.045,0.034,0.0,0.7525463800338897,0.7519474119999999,0.7931818605932006,0.789702464,0.7904743378039657,0.788053888,0.4652491206521233,0.456323712,0.1169130536201132,0.116081024,0.0540039839167135,0.051432255999999996,25.153084048621395
2021-02-16 05:00:00,520.4,61.92735019456501,491.85411124224737,254.61999999999998,61.58,0.3043,0.2975,0.32,0.0368,0.0943,0.0703,58.68,120.2,4.6000000000000005,0.14229,0.753,0.009,0.002,0.781,0.046,0.0,0.782,0.032,0.0,0.434,0.118,0.0,0.114,0.011,0.0,0.045,0.034,0.0,0.7528281045962474,0.7519474119999999,0.7947020872626717,0.789702464,0.7915318867914238,0.788053888,0.4691488325433752,0.456323712,0.11727658608455192,0.116081024,0.05512762971588776,0.051432255999999996,8.534968940255169
2021-02-18 03:00:00,512.0,59.93146018602545,528.1205537216291,257.95,58.14,0.3235,0.3293,0.3455,0.0333,0.1018,0.0763,58.68,106.9,4.6000000000000005,0.14229,0.758,0.01,0.002,0.786,0.046,0.0,0.785,0.028,0.0,0.435,0.137,0.0,0.11,0.011,0.0,0.043,0.04,0.0,0.7578297826581785,0.7571365959999999,0.7982717311407349,0.794702464,0.7924697493900126,0.7902971520000001,0.4715484166582757,0.460918208,0.11293454440321922,0.112081024,0.05367107055716078,0.05056736,42.11429976261809
2021-02-18 04:00:00,561.0,59.102210293403004,543.2784174360918,259.95,55.21,0.3395,0.3415,0.3563,0.0485,0.1203,0.0958,58.68,113.56,4.6000000000000005,0.14229,0.758,0.01,0.002,0.786,0.046,0.0,0.785,0.028,0.0,0.435,0.137,0.0,0.11,0.011,0.0,0.043,0.04,0.0,0.7577130980850771,0.7571365959999999,0.7977070093536914,0.794702464,0.7921260056935513,0.7902971520000001,0.46986652785773325,0.460918208,0.11279950223675231,0.112081024,0.053180008133644735,0.05056736,25.07378577134287
2021-02-18 05:00:00,465.7,61.255408786501874,503.6781074778896,261.02,54.29,0.3213,0.3263,0.3353,0.0615,0.148,0.118,58.68,119.56,4.6000000000000005,0.14229,0.758,0.01,0.002,0.786,0.046,0.0,0.785,0.028,0.0,0.435,0.137,0.0,0.11,0.011,0.0,0.043,0.04,0.0,0.7580238049204312,0.7571365959999999,0.7992091706605023,0.794702464,0.7930403647498709,0.7902971520000001,0.47434035609758285,0.460918208,0.11315871472316358,0.112081024,0.054486235356958485,0.05056736,8.301774722840918
2021-02-20 03:00:00,570.6,59.219716113062184,540.3866106836946,258.8075,86.12166666666666,0.346,0.3438,0.368,0.031,0.098,0.0778,58.68,106.3,4.6000000000000005,0.14229,0.759,0.007,0.0,0.792,0.037,0.0,0.786,0.084,0.0,0.438,0.159,0.0,0.178,0.018,0.0,0.052,0.046,0.0,0.7607935206626975,0.760324288,0.8014800377885434,0.798999808,0.8075222479523687,0.801891456,0.4787385407669837,0.46808025600000003,0.18261191027550758,0.18140531199999999,0.06378599292629716,0.060702464,42.19050892857376
2021-02-22 06:00:00,554.2,64.81122611235472,435.3735895794665,260.82,67.48,0.3015,0.293,0.3148,0.029,0.0883,0.0625,58.68,123.1,4.6000000000000005,0.14229,0.766,0.01,0.002,0.796,0.047,0.0,0.783,0.156,0.0,0.455,0.096,0.0,0.123,0.09,0.0,0.05,0.042,0.0,0.7665936065510454,0.765136596,0.8122992233937749,0.804891648,0.8370995499878486,0.812512704,0.48829203076175304,0.47316166400000004,0.15421127883914346,0.14002656,0.06456526345826695,0.057945728,7.959394347007532
2021-02-23 02:00:00,494.5,61.87680599957379,490.3232786355804,250.04999999999998,69.51,0.3008,0.3043,0.3268,0.0343,0.084,0.0605,58.68,98.5,4.6000000000000005,0.14229,0.759,0.01,0.002,0.791,0.047,0.0,0.779,0.155,0.0,0.443,0.116,0.0,0.115,0.012,0.0,0.047,0.04,0.0,0.7591182029674038,0.7581365959999999,0.8049616601250836,0.799891648,0.8250437727529354,0.8083235200000001,0.4774585654151,0.464945344,0.11856467918087242,0.117270208,0.05888226393624137,0.05456736,58.81743094224231
2021-02-23 03:00:00,587.5,58.1284913315529,558.9697339030563,252.64999999999998,60.24,0.3565,0.3603,0.3798,0.0343,0.087,0.0635,58.68,105.36,4.6000000000000005,0.14229,0.759,0.01,0.002,0.791,0.047,0.0,0.779,0.155,0.0,0.443,0.116,0.0,0.115,0.012,0.0,0.047,0.04,0.0,0.7585807521991421,0.7581365959999999,0.8023061094867658,0.799891648,0.8162861057542274,0.8083235200000001,0.47090444043542184,0.464945344,0.11788666625194019,0.117270208,0.05662222083980063,0.05456736,42.286476451886074
