source_server,AlbSet,AOD,COD,th0,cos_th0,Ts,RH,rh,tpw,escape,GHI,DNI,DHI,alb_C01,alb_C02,alb_C03,alb_C05,alb_C06
83,0,0.12,50.0,60.0,0.5000000000000001,285.0,50.0,0.5,10.524269951667252,none,75.63270862428611,0.0023656625015627,75.63034296178454,0.0145,0.0288,0.4156,0.2031,0.0641
83,0,0.12,50.0,60.0,0.5000000000000001,285.0,90.0,0.9,18.966876247123928,none,75.35436364487997,0.0020738591650216,75.35228978571494,0.0145,0.0288,0.4156,0.2031,0.0641
83,0,0.12,50.0,60.0,0.5000000000000001,300.0,10.0,0.1,5.60472200819694,none,77.11869535706782,0.0026673117247462,77.11602804534306,0.0145,0.0288,0.4156,0.2031,0.0641
83,0,0.12,50.0,60.0,0.5000000000000001,300.0,50.0,0.5,28.115555280877004,none,71.90282818495797,0.002241385377031,71.90058679958094,0.0145,0.0288,0.4156,0.2031,0.0641
83,0,0.12,50.0,60.0,0.5000000000000001,300.0,90.0,0.9,50.77481736061284,none,71.36193464479892,0.0022460717008527,71.35968857309808,0.0145,0.0288,0.4156,0.2031,0.0641
83,0,0.12,50.0,60.0,0.5000000000000001,320.0,10.0,0.1,17.790732986801878,none,72.89457298858393,0.0031725919672064,72.89140039661672,0.0145,0.0288,0.4156,0.2031,0.0641
83,0,0.12,50.0,60.0,0.5000000000000001,320.0,50.0,0.5,89.89379743803187,none,66.5777396786613,0.0016135320520104,66.5761261466093,0.0145,0.0288,0.4156,0.2031,0.0641
83,0,0.12,50.0,60.0,0.5000000000000001,320.0,90.0,0.9,163.54494133649348,none,65.40912950267172,0.0019851197500378,65.40714438292169,0.0145,0.0288,0.4156,0.2031,0.0641
85,0,0.12,50.0,65.0,0.4226182617406994,270.0,10.0,0.1,0.7002750439845209,none,62.13034868820653,0.0018251505162396,62.12852353769029,0.0145,0.0288,0.4156,0.2031,0.0641
83,0,0.12,50.0,65.0,0.4226182617406994,270.0,50.0,0.5,3.5027922523960817,none,60.36827241973945,0.0021096519585411,60.3661627677809,0.0145,0.0288,0.4156,0.2031,0.0641
85,0,0.12,50.0,65.0,0.4226182617406994,270.0,90.0,0.9,6.307579202674779,none,59.80157077211592,0.0029008024766956,59.79866996963922,0.0145,0.0288,0.4156,0.2031,0.0641
83,0,0.12,50.0,65.0,0.4226182617406994,285.0,10.0,0.1,2.102284871618859,none,60.99854155339073,0.0014879109816399,60.997053642409085,0.0145,0.0288,0.4156,0.2031,0.0641
85,0,0.12,50.0,65.0,0.4226182617406994,285.0,50.0,0.5,10.524269951667252,none,57.96205960405528,0.0037345577434624,57.95832504631182,0.0145,0.0288,0.4156,0.2031,0.0641
83,0,0.12,50.0,65.0,0.4226182617406994,285.0,90.0,0.9,18.966876247123928,none,57.45186405880066,0.0030863697282588,57.44877768907241,0.0145,0.0288,0.4156,0.2031,0.0641
85,0,0.12,50.0,65.0,0.4226182617406994,300.0,10.0,0.1,5.60472200819694,none,58.45023613968544,0.0039689696070425,58.4462671700784,0.0145,0.0288,0.4156,0.2031,0.0641
83,0,0.12,50.0,65.0,0.4226182617406994,300.0,50.0,0.5,28.115555280877004,none,54.90814883057703,0.0014911845252837,54.90665764605174,0.0145,0.0288,0.4156,0.2031,0.0641
85,0,0.12,50.0,65.0,0.4226182617406994,300.0,90.0,0.9,50.77481736061284,none,54.43700478972274,0.0025734902116117,54.434431299511125,0.0145,0.0288,0.4156,0.2031,0.0641
83,0,0.12,50.0,65.0,0.4226182617406994,320.0,10.0,0.1,17.790732986801878,none,55.84914856851207,0.0020281030213605,55.84712046549071,0.0145,0.0288,0.4156,0.2031,0.0641
85,0,0.12,50.0,65.0,0.4226182617406994,320.0,50.0,0.5,89.89379743803187,none,50.78080646193103,0.0030019084388509,50.77780455349217,0.0145,0.0288,0.4156,0.2031,0.0641
83,0,0.12,50.0,65.0,0.4226182617406994,320.0,90.0,0.9,163.54494133649348,none,50.05749316580315,0.001321999030813,50.05617116677234,0.0145,0.0288,0.4156,0.2031,0.0641
83,1,0.12,0.5,0.0,1.0,270.0,10.0,0.1,0.7002750439845209,none,1137.213516558316,605.5272823703988,531.6862341879174,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,0.0,1.0,270.0,50.0,0.5,3.5027922523960817,none,1097.5159464763874,582.4872795968815,515.0286668795059,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,0.0,1.0,270.0,90.0,0.9,6.307579202674779,none,1083.5387530622293,570.1639793279377,513.3747737342914,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,0.0,1.0,285.0,10.0,0.1,2.102284871618859,none,1109.542636316232,590.2130834371865,519.3295528790452,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,0.0,1.0,285.0,50.0,0.5,10.524269951667252,none,1056.7897848614527,559.5670026462129,497.2227822152395,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,0.0,1.0,285.0,90.0,0.9,18.966876247123928,none,1037.997901001653,543.3877694091896,494.61013159246346,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,0.0,1.0,300.0,10.0,0.1,5.60472200819694,none,1077.02494901171,572.0935548791559,504.9313941325538,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,0.0,1.0,300.0,50.0,0.5,28.115555280877004,none,1010.415770866896,533.9039485102029,476.511822356693,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,0.0,1.0,300.0,90.0,0.9,50.77481736061284,none,987.923170027948,515.2420497864596,472.6811202414886,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,0.0,1.0,320.0,10.0,0.1,17.790732986801878,none,1024.731687093982,543.0160346234468,481.715652470535,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,0.0,1.0,320.0,50.0,0.5,89.89379743803187,none,942.5829467055202,498.57812348293817,444.0048232225821,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,0.0,1.0,320.0,90.0,0.9,163.54494133649348,none,914.2580250821512,475.1522343003231,439.1057907818282,0.0251,0.0472,0.3922,0.2218,0.0897
85,1,0.12,0.5,15.0,0.9659258262890684,270.0,10.0,0.1,0.7002750439845209,none,1089.200669079421,566.7177635221648,522.4829055572562,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,15.0,0.9659258262890684,270.0,50.0,0.5,3.5027922523960817,none,1053.6241790610206,547.1226384700692,506.5015405909515,0.0251,0.0472,0.3922,0.2218,0.0897
85,1,0.12,0.5,15.0,0.9659258262890684,270.0,90.0,0.9,6.307579202674779,none,1038.3494183209932,534.3113761799863,504.0380421410069,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,15.0,0.9659258262890684,285.0,10.0,0.1,2.102284871618859,none,1065.1615694650652,554.7703811456458,510.39118831941937,0.0251,0.0472,0.3922,0.2218,0.0897
85,1,0.12,0.5,15.0,0.9659258262890684,285.0,50.0,0.5,10.524269951667252,none,1012.9886725155052,524.7164106948625,488.27226182064265,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,15.0,0.9659258262890684,285.0,90.0,0.9,18.966876247123928,none,995.8265121264802,511.1798719839933,484.64664014248706,0.0251,0.0472,0.3922,0.2218,0.0897
85,1,0.12,0.5,15.0,0.9659258262890684,300.0,10.0,0.1,5.60472200819694,none,1031.972886240501,536.2808381567136,495.69204808378754,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,15.0,0.9659258262890684,300.0,50.0,0.5,28.115555280877004,none,968.19918377582,502.3272987464354,465.8718850293846,0.0251,0.0472,0.3922,0.2218,0.0897
85,1,0.12,0.5,15.0,0.9659258262890684,300.0,90.0,0.9,50.77481736061284,none,947.7341606122594,483.0365517767815,464.69760883547787,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,15.0,0.9659258262890684,320.0,10.0,0.1,17.790732986801878,none,981.508081413096,510.6107036094202,470.8973778036757,0.0251,0.0472,0.3922,0.2218,0.0897
85,1,0.12,0.5,15.0,0.9659258262890684,320.0,50.0,0.5,89.89379743803187,none,903.6710357638248,466.7641012439884,436.90693451983634,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,15.0,0.9659258262890684,320.0,90.0,0.9,163.54494133649348,none,875.8828458701325,445.9987776742647,429.88406819586777,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,30.0,0.8660254037844387,270.0,10.0,0.1,0.7002750439845209,none,956.7567443947984,467.17649149126606,489.5802529035323,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,30.0,0.8660254037844387,270.0,50.0,0.5,3.5027922523960817,none,922.369676730561,448.1965506538374,474.1731260767237,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,30.0,0.8660254037844387,270.0,90.0,0.9,6.307579202674779,none,910.9410723046818,438.1001211984858,472.840951106196,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,30.0,0.8660254037844387,285.0,10.0,0.1,2.102284871618859,none,932.3495994567731,454.3335867774743,478.0160126792991,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,30.0,0.8660254037844387,285.0,50.0,0.5,10.524269951667252,none,888.0008032172537,431.15348623415656,456.8473169830971,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,30.0,0.8660254037844387,285.0,90.0,0.9,18.966876247123928,none,872.2363603851467,417.9096610743897,454.3266993107571,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,30.0,0.8660254037844387,300.0,10.0,0.1,5.60472200819694,none,904.9173044067044,440.3626726843375,464.5546317223668,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,30.0,0.8660254037844387,300.0,50.0,0.5,28.115555280877004,none,847.3767028455263,410.6365737017063,436.74012914382,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,30.0,0.8660254037844387,300.0,90.0,0.9,50.77481736061284,none,829.4742638839656,395.1365648652687,434.3376990186967,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,30.0,0.8660254037844387,320.0,10.0,0.1,17.790732986801878,none,859.3409512873989,417.96501885084064,441.3759324365582,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,30.0,0.8660254037844387,320.0,50.0,0.5,89.89379743803187,none,789.3969770804578,382.0006682207947,407.3963088596629,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,30.0,0.8660254037844387,320.0,90.0,0.9,163.54494133649348,none,765.0379118974198,362.702705160233,402.3352067371867,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,45.0,0.7071067811865476,270.0,10.0,0.1,0.7002750439845209,none,744.394171170969,314.206924669346,430.18724650162295,0.0251,0.0472,0.3922,0.2218,0.0897
85,1,0.12,0.5,45.0,0.7071067811865476,270.0,50.0,0.5,3.5027922523960817,none,715.1404782776548,301.90152262185103,413.2389556558038,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,45.0,0.7071067811865476,270.0,90.0,0.9,6.307579202674779,none,706.7651390038554,293.20078121712606,413.56435778672943,0.0251,0.0472,0.3922,0.2218,0.0897
85,1,0.12,0.5,45.0,0.7071067811865476,285.0,10.0,0.1,2.102284871618859,none,723.3787385275962,306.2468827776507,417.1318557499455,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,45.0,0.7071067811865476,285.0,50.0,0.5,10.524269951667252,none,686.4892361793904,288.30910360286595,398.1801325765245,0.0251,0.0472,0.3922,0.2218,0.0897
85,1,0.12,0.5,45.0,0.7071067811865476,285.0,90.0,0.9,18.966876247123928,none,674.8790258724549,279.1555732251777,395.7234526472772,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,45.0,0.7071067811865476,300.0,10.0,0.1,5.60472200819694,none,700.5935603719466,294.9152812721055,405.6782790998412,0.0251,0.0472,0.3922,0.2218,0.0897
85,1,0.12,0.5,45.0,0.7071067811865476,300.0,50.0,0.5,28.115555280877004,none,653.3216381395678,274.26002950010286,379.061608639465,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,45.0,0.7071067811865476,300.0,90.0,0.9,50.77481736061284,none,639.5702365500788,263.09269218616856,376.47754436391017,0.0251,0.0472,0.3922,0.2218,0.0897
85,1,0.12,0.5,45.0,0.7071067811865476,320.0,10.0,0.1,17.790732986801878,none,662.0992934804572,279.54580678975674,382.5534866907004,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,45.0,0.7071067811865476,320.0,50.0,0.5,89.89379743803187,none,606.374294034544,253.01850101332892,353.35579302121516,0.0251,0.0472,0.3922,0.2218,0.0897
85,1,0.12,0.5,45.0,0.7071067811865476,320.0,90.0,0.9,163.54494133649348,none,588.0045170707634,239.83105790400515,348.1734591667581,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,60.0,0.5000000000000001,270.0,10.0,0.1,0.7002750439845209,none,470.33336935126766,143.4568374624533,326.8765318888144,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,60.0,0.5000000000000001,270.0,50.0,0.5,3.5027922523960817,none,450.6839494280693,137.04889479766254,313.6350546304067,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,60.0,0.5000000000000001,270.0,90.0,0.9,6.307579202674779,none,445.4769440689656,133.1867466792858,312.29019738967975,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,60.0,0.5000000000000001,285.0,10.0,0.1,2.102284871618859,none,456.07466031819934,139.29942997951025,316.77523033868914,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,60.0,0.5000000000000001,285.0,50.0,0.5,10.524269951667252,none,430.65319013482224,130.4917912356042,300.16139889921806,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,60.0,0.5000000000000001,285.0,90.0,0.9,18.966876247123928,none,424.4584406298824,125.87214569755108,298.5862949323314,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,60.0,0.5000000000000001,300.0,10.0,0.1,5.60472200819694,none,439.75311524433147,133.9634102255218,305.78970501880957,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,60.0,0.5000000000000001,300.0,50.0,0.5,28.115555280877004,none,408.44449422614514,123.31591159324896,285.1285826328962,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,60.0,0.5000000000000001,300.0,90.0,0.9,50.77481736061284,none,400.6880134012829,117.61555609868456,283.07245730259837,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,60.0,0.5000000000000001,320.0,10.0,0.1,17.790732986801878,none,413.7510976764278,125.64224151108436,288.1088561653434,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,60.0,0.5000000000000001,320.0,50.0,0.5,89.89379743803187,none,376.5238038025764,112.67263877965044,263.85116502292595,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,60.0,0.5000000000000001,320.0,90.0,0.9,163.54494133649348,none,365.4276170878099,105.61298641130266,259.8146306765073,0.0251,0.0472,0.3922,0.2218,0.0897
85,1,0.12,0.5,65.0,0.4226182617406994,270.0,10.0,0.1,0.7002750439845209,none,372.2756524195013,94.09654918338336,278.1791032361179,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,65.0,0.4226182617406994,270.0,50.0,0.5,3.5027922523960817,none,355.66358496793845,88.48339014818667,267.18019481975176,0.0251,0.0472,0.3922,0.2218,0.0897
85,1,0.12,0.5,65.0,0.4226182617406994,270.0,90.0,0.9,6.307579202674779,none,351.720859735697,86.58108243643055,265.13977729926637,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,65.0,0.4226182617406994,285.0,10.0,0.1,2.102284871618859,none,360.46462326182086,90.24855775534049,270.21606550648045,0.0251,0.0472,0.3922,0.2218,0.0897
85,1,0.12,0.5,65.0,0.4226182617406994,285.0,50.0,0.5,10.524269951667252,none,338.96809746847157,84.37801163253948,254.59008583593217,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,65.0,0.4226182617406994,285.0,90.0,0.9,18.966876247123928,none,333.42288181262313,80.4560079224793,252.96687389014377,0.0251,0.0472,0.3922,0.2218,0.0897
85,1,0.12,0.5,65.0,0.4226182617406994,300.0,10.0,0.1,5.60472200819694,none,346.48822629337536,87.16191823566288,259.32630805771254,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,65.0,0.4226182617406994,300.0,50.0,0.5,28.115555280877004,none,320.2181105077968,78.83372652249689,241.38438398529985,0.0251,0.0472,0.3922,0.2218,0.0897
85,1,0.12,0.5,65.0,0.4226182617406994,300.0,90.0,0.9,50.77481736061284,none,313.85677501886164,75.50831187007076,238.34846314879096,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,65.0,0.4226182617406994,320.0,10.0,0.1,17.790732986801878,none,324.4562623615832,80.2821878259126,244.17407453567057,0.0251,0.0472,0.3922,0.2218,0.0897
85,1,0.12,0.5,65.0,0.4226182617406994,320.0,50.0,0.5,89.89379743803187,none,293.40255743981766,71.97937921086199,221.42317822895563,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,0.5,65.0,0.4226182617406994,320.0,90.0,0.9,163.54494133649348,none,285.9739778577434,66.98878478547749,218.98519307226593,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,1.0,0.0,1.0,270.0,10.0,0.1,0.7002750439845209,none,1119.5161483779827,363.34030029755974,756.1758480804231,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,1.0,0.0,1.0,270.0,50.0,0.5,3.5027922523960817,none,1081.1201929900174,350.95594173015127,730.1642512598658,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,1.0,0.0,1.0,270.0,90.0,0.9,6.307579202674779,none,1068.5688687605402,344.0441751778709,724.5246935826697,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,1.0,0.0,1.0,285.0,10.0,0.1,2.102284871618859,none,1092.4650363821722,354.81999790251075,737.6450384796614,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,1.0,0.0,1.0,285.0,50.0,0.5,10.524269951667252,none,1041.839682665748,338.50573664885235,703.3339460168957,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,1.0,0.0,1.0,285.0,90.0,0.9,18.966876247123928,none,1024.3351784197828,329.2445758323619,695.0906025874209,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,1.0,0.0,1.0,300.0,10.0,0.1,5.60472200819694,none,1061.51616340945,345.49023542885226,716.0259279805978,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,1.0,0.0,1.0,300.0,50.0,0.5,28.115555280877004,none,995.7372448689922,323.37978495764366,672.3574599113485,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,1.0,0.0,1.0,300.0,90.0,0.9,50.77481736061284,none,974.2418022241492,311.16031757635886,663.0814846477906,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,1.0,0.0,1.0,320.0,10.0,0.1,17.790732986801878,none,1008.9719402336398,328.98527741427256,679.9866628193672,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,1.0,0.0,1.0,320.0,50.0,0.5,89.89379743803187,none,929.438466445382,301.0778839587447,628.3605824866374,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,1.0,0.0,1.0,320.0,90.0,0.9,163.54494133649348,none,900.4122206154655,286.5230730907428,613.8891475247227,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,1.0,15.0,0.9659258262890684,270.0,10.0,0.1,0.7002750439845209,none,1072.7849717397485,334.5854472790339,738.1995244607148,0.0251,0.0472,0.3922,0.2218,0.0897
85,1,0.12,1.0,15.0,0.9659258262890684,270.0,50.0,0.5,3.5027922523960817,none,1033.7440156401176,323.87990728141096,709.8641083587067,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,1.0,15.0,0.9659258262890684,270.0,90.0,0.9,6.307579202674779,none,1023.0940023516632,318.02621474759303,705.0677876040702,0.0251,0.0472,0.3922,0.2218,0.0897
85,1,0.12,1.0,15.0,0.9659258262890684,285.0,10.0,0.1,2.102284871618859,none,1044.5422348697412,327.95488561860503,716.587349251136,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,1.0,15.0,0.9659258262890684,285.0,50.0,0.5,10.524269951667252,none,997.1643858592636,312.53557465715255,684.628811202111,0.0251,0.0472,0.3922,0.2218,0.0897
85,1,0.12,1.0,15.0,0.9659258262890684,285.0,90.0,0.9,18.966876247123928,none,977.5994147272684,302.65735403289375,674.9420606943748,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,1.0,15.0,0.9659258262890684,300.0,10.0,0.1,5.60472200819694,none,1016.1723325733002,319.0220035058801,697.15032906742,0.0251,0.0472,0.3922,0.2218,0.0897
85,1,0.12,1.0,15.0,0.9659258262890684,300.0,50.0,0.5,28.115555280877004,none,950.475815281752,298.10582795540756,652.3699873263445,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,1.0,15.0,0.9659258262890684,300.0,90.0,0.9,50.77481736061284,none,932.703470089591,287.67834300189753,645.0251270876934,0.0251,0.0472,0.3922,0.2218,0.0897
85,1,0.12,1.0,15.0,0.9659258262890684,320.0,10.0,0.1,17.790732986801878,none,963.5354007526062,303.1533980075496,660.3820027450564,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,1.0,15.0,0.9659258262890684,320.0,50.0,0.5,89.89379743803187,none,888.3957277881304,278.21933476822227,610.1763930199081,0.0251,0.0472,0.3922,0.2218,0.0897
85,1,0.12,1.0,15.0,0.9659258262890684,320.0,90.0,0.9,163.54494133649348,none,858.0831866951195,262.93594908818466,595.1472376069348,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,1.0,30.0,0.8660254037844387,270.0,10.0,0.1,0.7002750439845209,none,936.6992037075491,260.0340076910328,676.6651960165163,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,1.0,30.0,0.8660254037844387,270.0,50.0,0.5,3.5027922523960817,none,902.2306671634162,249.2486249536119,652.9820422098043,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,1.0,30.0,0.8660254037844387,270.0,90.0,0.9,6.307579202674779,none,890.6034311981914,243.6447308159801,646.9587003822113,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,1.0,30.0,0.8660254037844387,285.0,10.0,0.1,2.102284871618859,none,912.5987324324036,252.7867618995564,659.8119705328473,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,1.0,30.0,0.8660254037844387,285.0,50.0,0.5,10.524269951667252,none,867.79035545877,239.50626067348827,628.2840947852818,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,1.0,30.0,0.8660254037844387,285.0,90.0,0.9,18.966876247123928,none,853.2737156144998,231.93294163013775,621.340773984362,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,1.0,30.0,0.8660254037844387,300.0,10.0,0.1,5.60472200819694,none,884.4835985479747,245.0740345255533,639.4095640224215,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,1.0,30.0,0.8660254037844387,300.0,50.0,0.5,28.115555280877004,none,827.9801325751016,228.35003687154884,599.6300957035527,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,1.0,30.0,0.8660254037844387,300.0,90.0,0.9,50.77481736061284,none,809.7896434336686,219.57769995365473,590.2119434800138,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,1.0,30.0,0.8660254037844387,320.0,10.0,0.1,17.790732986801878,none,839.4214172079302,232.19467373676343,607.2267434711669,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,1.0,30.0,0.8660254037844387,320.0,50.0,0.5,89.89379743803187,none,769.2268641816459,211.98631086211225,557.2405533195338,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,1.0,30.0,0.8660254037844387,320.0,90.0,0.9,163.54494133649348,none,746.769275342806,201.69376430046896,545.0755110423372,0.0251,0.0472,0.3922,0.2218,0.0897
85,1,0.12,1.0,45.0,0.7071067811865476,270.0,10.0,0.1,0.7002750439845209,none,717.9956211482316,152.63796839507194,565.3576527531598,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,1.0,45.0,0.7071067811865476,270.0,50.0,0.5,3.5027922523960817,none,689.284104148685,146.37545168927127,542.9086524594137,0.0251,0.0472,0.3922,0.2218,0.0897
85,1,0.12,1.0,45.0,0.7071067811865476,270.0,90.0,0.9,6.307579202674779,none,681.3742919344232,142.2714425674787,539.1028493669446,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,1.0,45.0,0.7071067811865476,285.0,10.0,0.1,2.102284871618859,none,697.403484154559,148.6873482524485,548.7161359021103,0.0251,0.0472,0.3922,0.2218,0.0897
85,1,0.12,1.0,45.0,0.7071067811865476,285.0,50.0,0.5,10.524269951667252,none,661.2493877683321,140.20406346663816,521.0453243016939,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,1.0,45.0,0.7071067811865476,285.0,90.0,0.9,18.966876247123928,none,650.1164619505314,136.04328868334517,514.0731732671863,0.0251,0.0472,0.3922,0.2218,0.0897
85,1,0.12,1.0,45.0,0.7071067811865476,300.0,10.0,0.1,5.60472200819694,none,674.7938823742344,143.36880167472316,531.4250806995115,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,1.0,45.0,0.7071067811865476,300.0,50.0,0.5,28.115555280877004,none,629.2168743715708,133.0997622011693,496.1171121704016,0.0251,0.0472,0.3922,0.2218,0.0897
85,1,0.12,1.0,45.0,0.7071067811865476,300.0,90.0,0.9,50.77481736061284,none,615.426653748766,127.50863426483951,487.9180194839265,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,1.0,45.0,0.7071067811865476,320.0,10.0,0.1,17.790732986801878,none,637.7148152352293,135.49989463847643,502.2149205967529,0.0251,0.0472,0.3922,0.2218,0.0897
85,1,0.12,1.0,45.0,0.7071067811865476,320.0,50.0,0.5,89.89379743803187,none,583.9179654269726,123.2148844023192,460.70308102465344,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,1.0,45.0,0.7071067811865476,320.0,90.0,0.9,163.54494133649348,none,565.7434609021165,116.97218281023662,448.77127809187976,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,1.0,60.0,0.5000000000000001,270.0,10.0,0.1,0.7002750439845209,none,438.93312772200613,52.040000962203486,386.8931267598026,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,1.0,60.0,0.5000000000000001,270.0,50.0,0.5,3.5027922523960817,none,421.3757172709868,49.744471846388066,371.6312454245987,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,1.0,60.0,0.5000000000000001,270.0,90.0,0.9,6.307579202674779,none,415.9223694471238,48.26898330714731,367.65338613997653,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,1.0,60.0,0.5000000000000001,285.0,10.0,0.1,2.102284871618859,none,426.5614814715424,50.58064994142429,375.98083153011805,0.0251,0.0472,0.3922,0.2218,0.0897
83,1,0.12,1.0,60.0,0.5000000000000001,285.0,50.0,0.5,10.524269951667252,none,402.4491540751017,47.32260812609222,355.1265459490095,0.0251,0.0472,0.3922,0.2218,0.0897
