,RMSE,MAE,rRMSE_percent,R2
GHI,1.2687892153145666,0.9125199621767304,0.3754566850483356,0.9999817669587387
DNI,0.6069974109738211,0.2554590248454803,8067373.724004041,0.9999833807457655
DHI,1.331288629844335,0.9607301632898027,0.39839501113861275,0.9999626838480592
AVG,1.0690250853775742,0.709569716770671,2689124.8326185793,0.9999759438508544
