target,feature,importance
GHI,sqrt_COD,310.3270849633313
GHI,cos_th0,303.54354441611184
GHI,sqrt_tpw,48.81937773155676
GHI,alb_PC1_score,5.185411340592265
DNI,exp_neg_sqrt_COD,192.8290388357908
DNI,cos_th0,110.1717101964527
DNI,sqrt_tpw,15.741537430466183
DNI,alb_PC1_score,-0.07543871504902196
