held_out_AlbSet,target,RMSE,MAE,rRMSE_percent,R2
1,GHI,0.3645287316064861,0.26569257368182586,0.10418480975030006,0.9999985344157286
1,DNI,0.18058289817257697,0.08473465359874158,12.834287511746966,0.9999984710805337
1,DHI,0.383617018895232,0.2797027604475886,0.10977525449150252,0.9999972833140026
2,GHI,0.5050260316695395,0.3540062033613006,0.15628900074564406,0.9999971875936634
2,DNI,0.2067722514269277,0.09889671329345058,17.328457275328066,0.999997994245197
2,DHI,0.5221785380895814,0.3765757601183105,0.1601360640539984,0.9999949469396687
3,GHI,0.665917557148555,0.49096360713486437,0.20431401975547375,0.9999951100993449
3,DNI,0.231909680906368,0.11616819703035684,28.7736362353616,0.999997476099716
3,DHI,0.6920610364184032,0.5115889901030589,0.20979062782129093,0.9999910660034278
