Ta,rh,COD,th0,dsw,dni,dhi,C01,C02,C03,C04,C05,C06
273.0,0.1,0.0,0.0,1079.5817766537498,870.8487246888238,208.73305196492583,8.29028433456751,11.319306652718364,8.63289565397879,0.1782569555003568,2.8355721687983952,0.6383909796773668
273.0,0.1,0.0,15.0,1035.624271838108,863.9084601433626,201.1527786360139,8.342095494774867,11.032558453348027,8.333674275976417,0.16574262850469332,2.737765407772347,0.6212017075932789
273.0,0.1,0.0,30.0,907.5627940083244,827.3526695860883,191.05436425789907,8.01066528140227,10.317580155619122,7.467858672822505,0.1403946787330738,2.4444871808867177,0.5533547057675419
273.0,0.1,0.0,45.0,705.0565949267664,753.5027860372602,172.24966527686354,7.554476605231187,9.033406497948521,6.135940542955841,0.1112864508000313,1.9847087389813964,0.448528919199541
273.0,0.1,0.0,60.0,446.8537833030112,610.2150185384631,141.74627403377954,6.8431664963544705,7.30528301034291,4.411551162844763,0.06596053411315575,1.418723851038435,0.31927328670296795
273.0,0.1,0.16,0.0,1081.400981523245,744.4887235420086,336.91225798123634,8.73220695131212,12.063148388480615,8.782509562319385,0.10843264958392823,2.906957155201227,0.6458248941485368
273.0,0.1,0.16,15.0,1036.8414939246152,749.9869839239682,312.4096967718099,8.714680246611707,11.815189087141999,8.449688020310532,0.10431977571926075,2.7853334693120786,0.624757640567712
273.0,0.1,0.16,30.0,907.376410330497,706.9466436045822,295.142657848785,8.405040358151068,11.02884798150776,7.611504983553129,0.08890809504443999,2.516372955864757,0.5649972288886337
273.0,0.1,0.16,45.0,702.5794866036906,618.7762719882858,265.03858864344215,8.01988446189494,9.818980363633578,6.331669399012695,0.06621739040927008,2.049231498494237,0.4662062191641589
273.0,0.1,0.16,60.0,441.2570122750214,464.8365335272497,208.83874551139644,7.348863829993393,8.385157977898169,4.717850793798435,0.04393074104588705,1.5070036918344445,0.3431400974807543
273.0,0.1,0.1,0.0,1084.36219030154,787.3661852781834,296.99600502335676,8.66453226297743,11.804261228734276,8.863600294057834,0.10721300912430838,2.894933748007524,0.6556278127775891
273.0,0.1,0.1,15.0,1039.8062183593458,788.6934129264738,277.9868817895963,8.683138824760128,11.624090743294648,8.504081164482976,0.10488202830116782,2.8038367048579347,0.6289209047302484
273.0,0.1,0.1,30.0,910.4472659591299,747.3833821403124,263.19427065928636,8.362589695600914,10.80908709183967,7.658016073486006,0.08949298305396595,2.523856240894415,0.5603319309021412
273.0,0.1,0.1,45.0,706.2118994657508,664.3939564204287,236.41442750150597,7.941456121262907,9.543446711925153,6.29512320115301,0.06784928641818898,2.0641398751008095,0.45637859648382184
273.0,0.1,0.1,60.0,445.93140823229436,512.5743199393546,189.644248262617,7.123776162633845,8.030621364871653,4.658208052462054,0.045952087573480044,1.4857470478708585,0.33835746546246653
273.0,0.1,0.25,0.0,1078.228895980931,684.5160704592305,393.71282552170044,8.813241121633641,12.422549887520791,8.802886849355911,0.10985479055318412,2.8716778678194474,0.6566662391265822
273.0,0.1,0.25,15.0,1033.6934703954978,696.2334403826017,361.1836092038524,8.75487793907337,12.159537227092578,8.481074604948368,0.1049934209799724,2.7888836620012687,0.6368838567638442
273.0,0.1,0.25,30.0,903.9108768901926,649.9511184594251,341.03669708622135,8.565729935397492,11.434998348876682,7.742436504225174,0.08774156844922326,2.502999871064738,0.5735470525227298
273.0,0.1,0.25,45.0,697.6404673416051,559.4135540056949,302.07534981651133,8.199873327568913,10.208292597541448,6.440451705106781,0.07072420139896825,2.091987961390349,0.478060474849411
273.0,0.1,0.25,60.0,435.3869773928356,404.150809439659,233.31157267300603,7.648392232374413,8.863918345109928,4.748153074808645,0.044469304395655704,1.5107559119288472,0.35076291315972075
273.0,0.1,0.4,0.0,1070.2760504724984,593.3269253864423,476.94912508605574,9.089472643196757,13.070897624237062,8.916660075950848,0.12034144954761182,2.8758510572685303,0.6654295315753903
273.0,0.1,0.4,15.0,1025.4298841488405,613.5678892613058,432.768813729674,8.88504320640487,12.810685678429856,8.703295726336439,0.11376419729033427,2.802952846784295,0.6242656025340778
273.0,0.1,0.4,30.0,895.3033912798152,563.4851646203023,407.310924062977,8.803362970665878,11.99761223589507,7.817402700521622,0.09410716423951938,2.505169850591642,0.5693018197119306
273.0,0.1,0.4,45.0,688.2972937353719,472.7732232501946,353.99614161173776,8.62768796974839,10.926697856949119,6.53163770393154,0.0763534532328055,2.092400336566124,0.47349318273730145
273.0,0.1,0.4,60.0,424.9496852871417,319.73444281435155,265.08246387996587,8.044608400864423,9.58193314338298,4.947244681933654,0.049844225658325615,1.5759264491651346,0.3658516343409848
273.0,0.1,0.63,0.0,1060.3204444410364,478.59317748153995,581.7272669594965,9.564265912818442,13.844285572915924,9.008427479588702,0.12074402832339227,2.8633384870358847,0.6501382380703215
273.0,0.1,0.63,15.0,1014.5900120544595,508.571523786293,523.3476427140939,9.602825679212682,13.645653158717614,8.786186021141285,0.11482844105010584,2.7946204710293596,0.6306429038180588
273.0,0.1,0.63,30.0,882.9991993389832,458.7519036337732,485.7083967576648,9.373450462877788,13.029209261761753,7.982454049589775,0.09845244582523939,2.542814042680975,0.5671177905784938
273.0,0.1,0.63,45.0,674.6962816618644,367.60602469528345,414.75956879480003,9.219340839001223,12.002150779942857,6.690370359997342,0.07537130451335618,2.164430708981924,0.4959994225270718
273.0,0.1,0.63,60.0,410.6344504111841,223.84587366760246,298.71151357738285,8.575560050949937,10.68784110260378,5.2352812249250045,0.05565765326084683,1.6614387639500285,0.39359049643105165
273.0,0.1,1.0,0.0,1045.318336994274,341.8867232674461,703.4316137268278,10.635088157425391,15.321515442161044,9.17951925860832,0.12289463331040727,2.9231382553970198,0.6606542876393231
273.0,0.1,1.0,15.0,998.7222248214707,379.14875372822576,632.4926515900638,10.515099203325505,15.073080164416812,8.97859394273576,0.11716641926609696,2.8492956579855306,0.6467284063089341
273.0,0.1,1.0,30.0,864.7659828770803,330.2443433508664,578.7659920791193,10.348275590783807,14.59652954607865,8.21573016394986,0.11003142275971908,2.6283878351539816,0.5978411382505951
273.0,0.1,1.0,45.0,653.6607332747201,246.7248276625742,479.1999345474315,10.109062119934354,13.617128189836809,7.070046231292477,0.08541476743551098,2.2530998744521034,0.5189870248287453
273.0,0.1,1.0,60.0,390.3801369715046,130.50007830989736,325.13009781655586,9.534800057095861,12.233370323971705,5.601987934635858,0.059773644712985824,1.8041910456827561,0.4329599362977442
273.0,0.1,1.58,0.0,1015.9248441528409,198.5630081231199,817.3618360297211,11.668565063145522,17.33734871723614,9.523195956250396,0.12951394599970137,3.0275454377530853,0.680929233256029
273.0,0.1,1.58,15.0,970.2300656846053,240.3764754697041,738.0442199960773,11.695408536906964,17.00388322495356,9.24215258196014,0.12779530142687792,2.929839595047347,0.6695773087264678
273.0,0.1,1.58,30.0,833.5847954080339,200.77167095136082,659.7114280039052,11.672436396278952,16.68615538399909,8.600591908627674,0.11563257800565678,2.717730705832965,0.6346942032152263
273.0,0.1,1.58,45.0,621.7798284715993,136.5823464373379,525.2015251153875,11.277921872384567,15.774117867544108,7.565156750077794,0.09232891738683875,2.394021041407407,0.5684390160819417
273.0,0.1,1.58,60.0,362.4341434886665,61.77510648344178,331.54659024694564,10.678388468721856,14.386801337866729,6.238255106188306,0.0738529206948827,1.9575272836284807,0.47803524300836947
273.0,0.1,10.0,0.0,656.1292916959532,0.21687755816481372,655.9124141377883,28.042819507558534,44.64409114824018,15.113300029297411,0.2760764463816641,4.369237204007758,0.9596904611871924
273.0,0.1,10.0,15.0,619.2448837824583,7.968553419327521,611.5478522365656,27.730044505362287,44.07536344531685,14.961268543776649,0.2780461744587862,4.2942997571881705,0.9574417839005227
