,RMSE,MAE,rRMSE_percent,R2
C01,0.000637177561832484,0.0004886235642503528,0.2816667682079562,0.9999827585430379
C02,0.0009961510470458657,0.0007398397248042452,0.45124938080544735,0.9999475476876482
C03,0.0018182164485430446,0.001347570410962435,0.7666749868810103,0.999843280991383
C05,0.0017247808039454078,0.0012985540960632899,0.8486019270364359,0.9998554080571201
C06,0.0017510697036268938,0.0012481690926196734,1.5430917163258662,0.9996773011197342
AVG,0.0013854791129987393,0.0010245513777399993,0.7782569558513431,0.9998612592797848
