The row below gives BB SW fluxes in Wm-2 :
                SFC_DN_TOT     SFC_DN_DIR     TOA_UP        SFC_UP
                  706.96        633.47        172.21        138.75
Spectral values follow (Wm-2/cm-1)
   wvn(cm-1) SFC_DN_TOT    SFC_DN_DIR     TOA_UP        SFC_UP   
     978.0  0.0012857070  0.0012850000  0.0002062575  0.0002523860
     979.0  0.0013017080  0.0013009900  0.0002103545  0.0002555273
     980.0  0.0013172750  0.0013165449  0.0002143138  0.0002585827
     981.0  0.0013314800  0.0013307401  0.0002178995  0.0002613713
     982.0  0.0013436390  0.0013428890  0.0002209424  0.0002637586
     983.0  0.0013534790  0.0013527210  0.0002233807  0.0002656896
     984.0  0.0013612880  0.0013605230  0.0002252868  0.0002672227
     985.0  0.0013669790  0.0013662090  0.0002266384  0.0002683398
     986.0  0.0013709450  0.0013701720  0.0002275171  0.0002691184
     987.0  0.0013729570  0.0013721799  0.0002278597  0.0002695134
     988.0  0.0013731871  0.0013724080  0.0002276884  0.0002695582
     989.0  0.0013713990  0.0013706200  0.0002269490  0.0002692075
     990.0  0.0013676690  0.0013668910  0.0002256495  0.0002684752
     991.0  0.0013618320  0.0013610550  0.0002237626  0.0002673293
     992.0  0.0013538130  0.0013530400  0.0002212702  0.0002657553
     993.0  0.0013434860  0.0013427190  0.0002181392  0.0002637284
     994.0  0.0013306270  0.0013298660  0.0002143251  0.0002612039
     995.0  0.0013153490  0.0013145960  0.0002098447  0.0002582047
     996.0  0.0012975530  0.0012968100  0.0002047105  0.0002547114
     997.0  0.0012779729  0.0012772410  0.0001991095  0.0002508678
     998.0  0.0012567100  0.0012559911  0.0001931383  0.0002466938
     999.0  0.0012349270  0.0012342210  0.0001871067  0.0002424180
    1000.0  0.0012124620  0.0012117689  0.0001810562  0.0002380082
    1001.0  0.0011900850  0.0011894041  0.0001751844  0.0002336154
    1002.0  0.0011670780  0.0011664100  0.0001693767  0.0002290993
    1003.0  0.0011433950  0.0011427390  0.0001636106  0.0002244501
    1004.0  0.0011182050  0.0011175630  0.0001577238  0.0002195054
    1005.0  0.0010910369  0.0010904110  0.0001515899  0.0002141720
    1006.0  0.0010616260  0.0010610160  0.0001451514  0.0002083985
    1007.0  0.0010298040  0.0010292130  0.0001383483  0.0002021521
    1008.0  0.0009962905  0.0009957186  0.0001313069  0.0001955729
    1009.0  0.0009615520  0.0009610005  0.0001241108  0.0001887537
    1010.0  0.0009269405  0.0009264094  0.0001170141  0.0001819599
    1011.0  0.0008930159  0.0008925047  0.0001101332  0.0001753004
    1012.0  0.0008608213  0.0008603290  0.0001036677  0.0001689805
    1013.0  0.0008304178  0.0008299431  0.0000976272  0.0001630120
    1014.0  0.0008022884  0.0008018300  0.0000920920  0.0001574903
    1015.0  0.0007761887  0.0007757453  0.0000870062  0.0001523669
    1016.0  0.0007525155  0.0007520855  0.0000824225  0.0001477199
    1017.0  0.0007310288  0.0007306109  0.0000783126  0.0001435017
    1018.0  0.0007120176  0.0007116100  0.0000747200  0.0001397700
    1019.0  0.0006952490  0.0006948504  0.0000716338  0.0001364784
    1020.0  0.0006804055  0.0006800147  0.0000690048  0.0001335647
    1021.0  0.0006672579  0.0006668740  0.0000667936  0.0001309836
    1022.0  0.0006548911  0.0006545138  0.0000648421  0.0001285560
    1023.0  0.0006432500  0.0006428789  0.0000630915  0.0001262709
    1024.0  0.0006315653  0.0006312008  0.0000613852  0.0001239772
    1025.0  0.0006202091  0.0006198513  0.0000597103  0.0001217479
    1026.0  0.0006091850  0.0006088337  0.0000580379  0.0001195837
    1027.0  0.0005992058  0.0005988606  0.0000564373  0.0001176250
    1028.0  0.0005905898  0.0005902497  0.0000549753  0.0001159335
    1029.0  0.0005834628  0.0005831267  0.0000536877  0.0001145345
    1030.0  0.0005772493  0.0005769166  0.0000525488  0.0001133148
    1031.0  0.0005708680  0.0005705383  0.0000514381  0.0001120622
    1032.0  0.0005629610  0.0005626350  0.0000502146  0.0001105101
    1033.0  0.0005527401  0.0005524192  0.0000487940  0.0001085036
    1034.0  0.0005403068  0.0005399921  0.0000472376  0.0001060628
    1035.0  0.0005277458  0.0005274375  0.0000458888  0.0001035972
    1036.0  0.0005184643  0.0005181604  0.0000452876  0.0001017754
    1037.0  0.0005175233  0.0005172189  0.0000462177  0.0001015905
    1038.0  0.0005292932  0.0005289806  0.0000493055  0.0001039010
    1039.0  0.0005567541  0.0005564237  0.0000549544  0.0001092917
    1040.0  0.0005985440  0.0005981872  0.0000628014  0.0001174950
    1041.0  0.0006491106  0.0006487219  0.0000718568  0.0001274214
    1042.0  0.0006988402  0.0006984204  0.0000804328  0.0001371834
    1043.0  0.0007362999  0.0007358566  0.0000866728  0.0001445366
    1044.0  0.0007527077  0.0007522540  0.0000891506  0.0001477575
    1045.0  0.0007425871  0.0007421396  0.0000871275  0.0001457709
    1046.0  0.0007080474  0.0007076213  0.0000810712  0.0001389907
    1047.0  0.0006545986  0.0006542056  0.0000720609  0.0001284985
    1048.0  0.0005920617  0.0005917075  0.0000617776  0.0001162224
    1049.0  0.0005293197  0.0005290044  0.0000516932  0.0001039063
    1050.0  0.0004739357  0.0004736547  0.0000429784  0.0000930342
    1051.0  0.0004304755  0.0004302212  0.0000362447  0.0000845028
    1052.0  0.0004007338  0.0004004978  0.0000316750  0.0000786646
    1053.0  0.0003848674  0.0003846410  0.0000291567  0.0000755501
    1054.0  0.0003816547  0.0003814301  0.0000284546  0.0000749194
    1055.0  0.0003899774  0.0003897474  0.0000293329  0.0000765532
    1056.0  0.0004083511  0.0004081095  0.0000316143  0.0000801598
    1057.0  0.0004362808  0.0004360217  0.0000352458  0.0000856424
    1058.0  0.0004729313  0.0004726491  0.0000402362  0.0000928371
    1059.0  0.0005184694  0.0005181585  0.0000467066  0.0001017764
    1060.0  0.0005724319  0.0005720871  0.0000547652  0.0001123692
    1061.0  0.0006345693  0.0006341850  0.0000645092  0.0001245666
    1062.0  0.0007041126  0.0007036841  0.0000759683  0.0001382182
    1063.0  0.0007799559  0.0007794789  0.0000890914  0.0001531064
    1064.0  0.0008609219  0.0008603928  0.0001037346  0.0001690002
    1065.0  0.0009452355  0.0009446518  0.0001196388  0.0001855513
    1066.0  0.0010307441  0.0010301050  0.0001363086  0.0002023364
    1067.0  0.0011140270  0.0011133320  0.0001530296  0.0002186849
    1068.0  0.0011912700  0.0011905240  0.0001688479  0.0002338477
    1069.0  0.0012579840  0.0012571950  0.0001827656  0.0002469438
    1070.0  0.0013115200  0.0013106950  0.0001940741  0.0002574535
    1071.0  0.0013506300  0.0013497790  0.0002024733  0.0002651305
    1072.0  0.0013776340  0.0013767660  0.0002083996  0.0002704317
    1073.0  0.0013961910  0.0013953100  0.0002126197  0.0002740740
    1074.0  0.0014113300  0.0014104380  0.0002162219  0.0002770463
    1075.0  0.0014269060  0.0014260010  0.0002199854  0.0002801034
    1076.0  0.0014448690  0.0014439500  0.0002243286  0.0002836297
    1077.0  0.0014654450  0.0014645110  0.0002292091  0.0002876687
    1078.0  0.0014868280  0.0014858770  0.0002342151  0.0002918663
    1079.0  0.0015076260  0.0015066590  0.0002389821  0.0002959488
    1080.0  0.0015261400  0.0015251579  0.0002431519  0.0002995830
    1081.0  0.0015420590  0.0015410651  0.0002466710  0.0003027080
    1082.0  0.0015554210  0.0015544160  0.0002495993  0.0003053312
    1083.0  0.0015664740  0.0015654600  0.0002520509  0.0003075009
    1084.0  0.0015757040  0.0015746830  0.0002541932  0.0003093127
    1085.0  0.0015828080  0.0015817800  0.0002560090  0.0003107075
    1086.0  0.0015881220  0.0015870890  0.0002576063  0.0003117505
    1087.0  0.0015915040  0.0015904680  0.0002589606  0.0003124147
    1088.0  0.0015941421  0.0015931020  0.0002603291  0.0003129324
    1089.0  0.0015972680  0.0015962240  0.0002619622  0.0003135462
    1090.0  0.0016028410  0.0016017910  0.0002642521  0.0003146399
    1091.0  0.0016120080  0.0016109491  0.0002674190  0.0003164390
    1092.0  0.0016245450  0.0016234750  0.0002713185  0.0003189004
    1093.0  0.0016385370  0.0016374540  0.0002754476  0.0003216472
    1094.0  0.0016502730  0.0016491800  0.0002788327  0.0003239504
    1095.0  0.0016561730  0.0016550750  0.0002805892  0.0003251088
    1096.0  0.0016533760  0.0016522791  0.0002799956  0.0003245600
    1097.0  0.0016420319  0.0016409430  0.0002771106  0.0003223337
    1098.0  0.0016243519  0.0016232760  0.0002725256  0.0003188624
    1099.0  0.0016050970  0.0016040350  0.0002674726  0.0003150830
    1100.0  0.0015883960  0.0015873460  0.0002630520  0.0003118044
    1101.0  0.0015775680  0.0015765250  0.0002601353  0.0003096786
    1102.0  0.0015728400  0.0015718010  0.0002588161  0.0003087505
