wavelength/nm,wavenumber/cm-1,RSRF/1
620,16129.032258064517,0.010263
621,16103.05958132045,0.010343
622,16077.170418006432,0.010424
623,16051.364365971107,0.010505
624,16025.641025641025,0.010587
625,16000.0,0.010665000000000001
626,15974.44089456869,0.010737000000000002
627,15948.96331738437,0.010799000000000001
628,15923.566878980891,0.010846
629,15898.25119236884,0.010875999999999999
630,15873.015873015873,0.010885
631,15847.860538827259,0.010872
632,15822.784810126583,0.010832999999999999
633,15797.788309636651,0.010771
634,15772.870662460567,0.010685
635,15748.031496062993,0.010577000000000001
636,15723.270440251572,0.01045
637,15698.587127158557,0.010308999999999999
638,15673.98119122257,0.010162
639,15649.452269170579,0.010016
640,15625.0,0.009876000000000001
641,15600.624024960998,0.009749
642,15576.32398753894,0.009639
643,15552.099533437015,0.009550999999999999
644,15527.950310559007,0.009489
645,15503.875968992248,0.009452
646,15479.876160990712,0.009437
647,15455.950540958269,0.009441
648,15432.098765432098,0.009461
649,15408.320493066256,0.009487
650,15384.615384615385,0.00951
651,15360.983102918586,0.009519999999999999
652,15337.423312883435,0.009507999999999999
653,15313.935681470139,0.009474
654,15290.51987767584,0.009418
655,15267.175572519083,0.009343
656,15243.90243902439,0.009250000000000001
657,15220.700152207002,0.009144
658,15197.568389057751,0.00903
659,15174.506828528072,0.008915
660,15151.515151515152,0.008805
661,15128.593040847201,0.008704
662,15105.740181268882,0.008617
663,15082.956259426848,0.008549
664,15060.240963855422,0.008504000000000001
665,15037.593984962406,0.008484
666,15015.015015015015,0.008489
667,14992.503748125937,0.008519
668,14970.059880239522,0.008576
669,14947.683109118087,0.008653
670,14925.373134328358,0.00875
671,14903.129657228017,0.008864
672,14880.952380952382,0.008987
673,14858.84101040119,0.009127
674,14836.79525222552,0.009282
675,14814.814814814816,0.009455
676,14792.899408284024,0.009648
677,14771.048744460857,0.00986
678,14749.262536873157,0.010092
679,14727.540500736377,0.010343999999999999
680,14705.882352941177,0.010616
681,14684.287812041115,0.010909
682,14662.756598240469,0.011225
683,14641.288433382138,0.011567000000000001
684,14619.883040935672,0.011935
685,14598.540145985402,0.012327
686,14577.25947521866,0.012738000000000001
687,14556.040756914119,0.013164
688,14534.883720930233,0.013600000000000001
689,14513.78809869376,0.014043000000000002
690,14492.753623188406,0.014492
691,14471.78002894356,0.014943
692,14450.86705202312,0.015394000000000001
693,14430.01443001443,0.01584
694,14409.22190201729,0.016279
695,14388.489208633093,0.016706000000000002
696,14367.816091954022,0.017117
697,14347.202295552368,0.017519
698,14326.647564469915,0.017920000000000002
699,14306.15164520744,0.018331
700,14285.714285714286,0.018758999999999998
701,14265.335235378032,0.019204000000000002
702,14245.014245014245,0.019664
703,14224.75106685633,0.020134
704,14204.545454545454,0.020613000000000003
705,14184.397163120568,0.021099999999999997
706,14164.305949008498,0.021594000000000002
707,14144.271570014143,0.022097000000000002
708,14124.293785310734,0.022609
709,14104.372355430183,0.02313
710,14084.507042253521,0.023665
711,14064.697609001407,0.024216
712,14044.943820224718,0.024784
713,14025.245441795232,0.025373
714,14005.602240896358,0.025985
715,13986.013986013986,0.026622
716,13966.480446927375,0.027291
717,13947.001394700139,0.028024
718,13927.57660167131,0.028858
719,13908.205841446454,0.029830000000000002
720,13888.888888888889,0.030979999999999997
721,13869.625520110956,0.032347
722,13850.415512465373,0.033972
723,13831.258644536652,0.035898
724,13812.154696132597,0.038168
725,13793.103448275862,0.040802
726,13774.104683195592,0.043815
727,13755.15818431912,0.047212
728,13736.263736263736,0.051001000000000005
729,13717.421124828532,0.055210999999999996
730,13698.630136986301,0.059883
731,13679.890560875512,0.065057
732,13661.20218579235,0.070769
733,13642.564802182811,0.077024
734,13623.978201634878,0.08380900000000001
735,13605.442176870749,0.09109600000000001
736,13586.95652173913,0.09885899999999999
737,13568.521031207598,0.10715
738,13550.135501355013,0.11605
739,13531.799729364006,0.125652
740,13513.513513513513,0.136057
741,13495.27665317139,0.14734
742,13477.088948787063,0.15956599999999999
743,13458.950201884252,0.172808
744,13440.860215053763,0.187147
745,13422.818791946309,0.202699
