wavelength/nm,wavenumber/cm-1,RSRF/1
1450,6896.551724137931,0.0033889999999999997
1451,6891.7987594762235,0.002688
1452,6887.052341597796,0.002019
1453,6882.312456985547,0.001645
1454,6877.57909215956,0.001722
1455,6872.852233676976,0.001872
1456,6868.131868131868,0.0017100000000000001
1457,6863.417982155113,0.0013750000000000001
1458,6858.710562414266,0.001103
1459,6854.009595613434,0.000945
1460,6849.315068493151,0.0009289999999999999
1461,6844.626967830253,0.001067
1462,6839.945280437756,0.0013880000000000001
1463,6835.26999316473,0.0018599999999999999
1464,6830.601092896175,0.0024129999999999998
1465,6825.938566552901,0.002832
1466,6821.2824010914055,0.002928
1467,6816.632583503749,0.002772
1468,6811.989100817439,0.002526
1469,6807.351940095303,0.002414
1470,6802.721088435374,0.002607
1471,6798.096532970768,0.002999
1472,6793.478260869565,0.003422
1473,6788.866259334691,0.00377
1474,6784.260515603799,0.003944
1475,6779.661016949152,0.003814
1476,6775.067750677506,0.003311
1477,6770.480704129994,0.002614
1478,6765.899864682003,0.00197
1479,6761.325219743069,0.001588
1480,6756.756756756757,0.0015970000000000001
1481,6752.19446320054,0.001832
1482,6747.638326585695,0.00208
1483,6743.088334457181,0.0022589999999999997
1484,6738.544474393531,0.002352
1485,6734.006734006734,0.002483
1486,6729.475100942126,0.0027700000000000003
1487,6724.949562878279,0.003144
1488,6720.430107526881,0.003457
1489,6715.916722632639,0.003475
1490,6711.4093959731545,0.0030559999999999997
1491,6706.9081153588195,0.002499
1492,6702.412868632708,0.002141
1493,6697.923643670462,0.001984
1494,6693.440428380188,0.001964
1495,6688.963210702341,0.002087
1496,6684.491978609625,0.002362
1497,6680.02672010688,0.0027029999999999997
1498,6675.567423230975,0.003019
1499,6671.1140760507005,0.0032790000000000002
1500,6666.666666666667,0.0034260000000000002
1501,6662.225183211192,0.003328
1502,6657.789613848202,0.002906
1503,6653.35994677312,0.002365
1504,6648.936170212766,0.001976
1505,6644.518272425249,0.001843
1506,6640.1062416998675,0.001996
1507,6635.700066357001,0.002299
1508,6631.29973474801,0.0026079999999999996
1509,6626.905235255136,0.002949
1510,6622.516556291391,0.003353
1511,6618.1336863004635,0.0036580000000000002
1512,6613.756613756614,0.003687
1513,6609.385327164574,0.003378
1514,6605.019815059445,0.002777
1515,6600.660066006601,0.002211
1516,6596.306068601583,0.001981
1517,6591.957811470006,0.001997
1518,6587.615283267457,0.002115
1519,6583.278472679394,0.002344
1520,6578.9473684210525,0.002692
1521,6574.621959237344,0.003035
1522,6570.302233902759,0.0032640000000000004
1523,6565.988181221273,0.003443
1524,6561.679790026246,0.003647
1525,6557.377049180328,0.003733
1526,6553.07994757536,0.0035709999999999995
1527,6548.788474132286,0.003305
1528,6544.502617801048,0.003124
1529,6540.222367560497,0.003073
1530,6535.9477124183,0.003156
1531,6531.678641410843,0.003327
1532,6527.415143603133,0.003553
1533,6523.157208088715,0.003947
1534,6518.90482398957,0.004601
1535,6514.657980456026,0.00527
1536,6510.416666666667,0.005685
1537,6506.180871828236,0.005706
1538,6501.950585175553,0.005302
1539,6497.72579597141,0.004841
1540,6493.506493506494,0.0047339999999999995
1541,6489.2926670992865,0.004975
1542,6485.08430609598,0.005469000000000001
1543,6480.881399870383,0.00613
1544,6476.683937823835,0.006939
1545,6472.491909385113,0.007873
1546,6468.30530401035,0.008994
1547,6464.124111182935,0.010135
1548,6459.948320413437,0.011115
1549,6455.777921239509,0.011717
1550,6451.612903225807,0.011878
1551,6447.453255963895,0.012156
1552,6443.298969072165,0.013173999999999998
1553,6439.15003219575,0.014699
1554,6435.006435006435,0.016386
1555,6430.868167202572,0.018361000000000002
1556,6426.735218508998,0.020567000000000002
1557,6422.6075786769425,0.022971
1558,6418.485237483954,0.025558
1559,6414.368184733804,0.028734000000000003
1560,6410.25641025641,0.032677
1561,6406.149903907752,0.036637
1562,6402.048655569783,0.040182999999999996
1563,6397.952655150352,0.043968
1564,6393.861892583121,0.04899200000000001
1565,6389.776357827476,0.055718
1566,6385.6960408684545,0.06395100000000001
1567,6381.620931716656,0.073384
1568,6377.551020408163,0.084261
1569,6373.486297004461,0.096497
1570,6369.426751592357,0.11132199999999999
1571,6365.372374283896,0.128268
1572,6361.323155216285,0.147782
1573,6357.279084551812,0.169677
1574,6353.240152477763,0.194546
1575,6349.206349206349,0.22355599999999998
1576,6345.177664974619,0.257853
1577,6341.154090044388,0.297572
1578,6337.135614702154,0.343653
1579,6333.122229259025,0.395154
1580,6329.113924050633,0.45002899999999996
1581,6325.110689437065,0.507547
1582,6321.112515802782,0.56854
1583,6317.119393556538,0.6297820000000001
1584,6313.131313131313,0.692339
1585,6309.148264984227,0.750046
1586,6305.170239596469,0.8051269999999999
1587,6301.19722747322,0.853239
1588,6297.229219143577,0.892898
1589,6293.266205160478,0.926292
1590,6289.308176100629,0.9501120000000001
1591,6285.355122564425,0.9663240000000001
1592,6281.407035175879,0.9774689999999999
1593,6277.463904582549,0.98387
1594,6273.525721455458,0.986336
1595,6269.592476489028,0.986807
1596,6265.664160401003,0.98529
1597,6261.740763932373,0.982457
1598,6257.822277847309,0.9796330000000001
1599,6253.908692933083,0.979047
1600,6250.0,0.9775490000000001
1601,6246.096189881324,0.9760639999999999
1602,6242.197253433208,0.977259
1603,6238.303181534623,0.975767
1604,6234.413965087282,0.9759350000000001
1605,6230.529595015576,0.976639
1606,6226.650062266501,0.981215
1607,6222.7753578095835,0.9828600000000001
1608,6218.905472636816,0.984479
1609,6215.040397762586,0.988848
1610,6211.180124223602,0.992962
1611,6207.324643078833,0.994289
1612,6203.47394540943,0.9976999999999999
1613,6199.62802231866,0.9994679999999999
1614,6195.786864931846,0.998784
1615,6191.950464396285,1.0
1616,6188.118811881188,0.9990439999999999
1617,6184.291898577613,0.997681
1618,6180.469715698393,0.995311
1619,6176.652254478073,0.988719
1620,6172.83950617284,0.981578
1621,6169.031462060457,0.976989
1622,6165.228113440197,0.968596
1623,6161.429451632779,0.9549639999999999
1624,6157.635467980295,0.9368529999999999
1625,6153.846153846154,0.9152079999999999
1626,6150.0615006150065,0.89078
1627,6146.281499692686,0.860372
1628,6142.506142506142,0.826581
1629,6138.735420503376,0.786438
1630,6134.9693251533745,0.744737
1631,6131.207847946045,0.698982
1632,6127.450980392156,0.651324
1633,6123.69871402327,0.6010690000000001
1634,6119.9510403916765,0.551142
1635,6116.207951070336,0.502247
1636,6112.469437652811,0.45230200000000004
1637,6108.7354917532075,0.40754399999999996
1638,6105.006105006105,0.36314799999999997
1639,6101.281269066504,0.323102
1640,6097.5609756097565,0.285679
1641,6093.845216331505,0.252343
1642,6090.133982947625,0.22255299999999997
1643,6086.427267194157,0.19531600000000002
1644,6082.725060827251,0.17197099999999998
1645,6079.0273556231,0.151265
1646,6075.334143377886,0.13270400000000002
1647,6071.645415907711,0.116165
1648,6067.961165048544,0.100922
1649,6064.281382656155,0.087491
1650,6060.606060606061,0.076152
1651,6056.935190793459,0.066387
1652,6053.268765133172,0.057775999999999994
1653,6049.606775559589,0.050232
1654,6045.949214026602,0.043853
1655,6042.296072507553,0.03818
1656,6038.647342995169,0.033258
1657,6035.003017501509,0.029182
1658,6031.363088057901,0.026042
1659,6027.727546714888,0.023788
1660,6024.096385542169,0.021878
1661,6020.469596628537,0.019948999999999998
1662,6016.847172081829,0.017845
1663,6013.229104028864,0.015944
1664,6009.615384615385,0.014486
1665,6006.006006006006,0.01337
1666,6002.400960384153,0.012513000000000002
1667,5998.800239952009,0.011748000000000001
1668,5995.2038369304555,0.010875
1669,5991.611743559018,0.009961
1670,5988.023952095808,0.009092
1671,5984.440454817474,0.008076
1672,5980.861244019139,0.006885
1673,5977.286312014346,0.0058850000000000005
1674,5973.715651135006,0.005348
1675,5970.149253731343,0.005175
1676,5966.587112171837,0.005143
1677,5963.029218843172,0.005077000000000001
1678,5959.475566150179,0.004883
1679,5955.926146515783,0.004652
1680,5952.380952380952,0.004462
1681,5948.83997620464,0.004214
1682,5945.303210463734,0.0038469999999999997
1683,5941.770647653,0.003519
1684,5938.242280285036,0.003338
1685,5934.718100890208,0.003275
1686,5931.198102016608,0.003237
1687,5927.682276229994,0.003105
1688,5924.1706161137445,0.0028260000000000004
1689,5920.663114268798,0.002609
1690,5917.15976331361,0.00261
1691,5913.660555884092,0.00269
1692,5910.16548463357,0.002698
1693,5906.674542232723,0.00261
1694,5903.18772136954,0.002448
1695,5899.705014749263,0.002334
1696,5896.226415094339,0.002342
1697,5892.751915144372,0.002386
1698,5889.2815076560655,0.002375
1699,5885.8151854031785,0.002314
1700,5882.35294117647,0.002236
1701,5878.894767783657,0.002187
1702,5875.440658049353,0.002198
1703,5871.990604815032,0.002242
1704,5868.544600938967,0.002278
1705,5865.102639296188,0.002254
1706,5861.664712778429,0.002157
1707,5858.230814294083,0.002084
1708,5854.80093676815,0.0021060000000000002
1709,5851.375073142189,0.002162
1710,5847.953216374269,0.002187
1711,5844.535359438924,0.002177
1712,5841.121495327103,0.002141
1713,5837.711617046118,0.002114
1714,5834.3057176196035,0.00212
1715,5830.903790087464,0.002143
1716,5827.505827505827,0.002162
1717,5824.111822947,0.002159
1718,5820.721769499418,0.0021290000000000002
1719,5817.335660267598,0.002099
1720,5813.953488372093,0.002092
1721,5810.575246949448,0.002109
1722,5807.200929152149,0.0021360000000000003
1723,5803.830528148578,0.0021390000000000003
1724,5800.46403712297,0.002098
1725,5797.101449275362,0.002061
1726,5793.742757821553,0.002068
1727,5790.387955993052,0.002091
1728,5787.037037037037,0.002101
1729,5783.68999421631,0.002105
1730,5780.346820809248,0.002108
1731,5777.007510109763,0.002102
1732,5773.6720554272515,0.002083
1733,5770.340450086555,0.002067
1734,5767.012687427912,0.002071
1735,5763.688760806916,0.002083
1736,5760.3686635944705,0.0020930000000000002
1737,5757.052389176742,0.002104
1738,5753.739930955121,0.002114
1739,5750.431282346176,0.002111
1740,5747.126436781609,0.002085
1741,5743.825387708213,0.002062
1742,5740.52812858783,0.002063
1743,5737.234652897304,0.002072
1744,5733.94495412844,0.002075
1745,5730.659025787965,0.002076
1746,5727.37686139748,0.002083
1747,5724.098454493417,0.002091
1748,5720.823798627002,0.002094
1749,5717.552887364208,0.002096
1750,5714.285714285715,0.002099
