wavelength/nm,wavenumber/cm-1,RSRF/1
395,25316.45569620253,0.000169
396,25252.52525252525,0.000143
397,25188.91687657431,0.000139
398,25125.628140703517,0.00015900000000000002
399,25062.65664160401,0.000199
400,25000.0,0.000265
401,24937.65586034913,0.000364
402,24875.621890547263,0.000497
403,24813.89578163772,0.000669
404,24752.47524752475,0.000879
405,24691.35802469136,0.001221
406,24630.54187192118,0.0016589999999999999
407,24570.02457002457,0.002165
408,24509.803921568626,0.0027429999999999998
409,24449.877750611246,0.0033929999999999997
410,24390.243902439026,0.004113
411,24330.900243309003,0.004901
412,24271.844660194176,0.005752
413,24213.075060532687,0.006649
414,24154.589371980677,0.007567000000000001
415,24096.385542168675,0.008473000000000001
416,24038.46153846154,0.009352000000000001
417,23980.815347721822,0.010279
418,23923.444976076556,0.011366000000000001
419,23866.34844868735,0.012754000000000001
420,23809.52380952381,0.014588
421,23752.969121140144,0.016939
422,23696.682464454978,0.019849000000000002
423,23640.66193853428,0.023342
424,23584.905660377357,0.02743
425,23529.41176470588,0.032226
426,23474.17840375587,0.037896
427,23419.2037470726,0.044664999999999996
428,23364.48598130841,0.052786
429,23310.02331002331,0.062434
430,23255.81395348837,0.073735
431,23201.85614849188,0.086773
432,23148.14814814815,0.101609
433,23094.688221709006,0.11840999999999999
434,23041.474654377882,0.137405
435,22988.505747126437,0.158875
436,22935.77981651376,0.182995
437,22883.29519450801,0.209233
438,22831.0502283105,0.236645
439,22779.04328018223,0.263994
440,22727.272727272728,0.290139
441,22675.736961451246,0.31569400000000003
442,22624.43438914027,0.342553
443,22573.363431151243,0.37343200000000004
444,22522.522522522522,0.410877
445,22471.91011235955,0.45373399999999997
446,22421.52466367713,0.49890700000000004
447,22371.364653243847,0.541814
448,22321.428571428572,0.578025
449,22271.714922049,0.608445
450,22222.222222222223,0.636331
451,22172.949002217294,0.666032
452,22123.893805309734,0.701402
453,22075.05518763797,0.7405419999999999
454,22026.431718061674,0.779359
455,21978.021978021978,0.8130459999999999
456,21929.824561403508,0.8376690000000001
457,21881.83807439825,0.8549500000000001
458,21834.06113537118,0.8684080000000001
459,21786.49237472767,0.881876
460,21739.130434782608,0.8984310000000001
461,21691.973969631235,0.9172199999999999
462,21645.021645021647,0.9360680000000001
463,21598.272138228942,0.952619
464,21551.724137931036,0.9650329999999999
465,21505.37634408602,0.973934
466,21459.227467811157,0.980522
467,21413.276231263382,0.985677
468,21367.521367521367,0.99007
469,21321.961620469083,0.9937609999999999
470,21276.59574468085,0.996641
471,21231.422505307855,0.9986839999999999
472,21186.4406779661,1.0
473,21141.649048625794,0.999777
474,21097.04641350211,0.996968
475,21052.63157894737,0.9905729999999999
476,21008.40336134454,0.9798
477,20964.360587002095,0.96446
478,20920.50209205021,0.944551
479,20876.826722338206,0.9201260000000001
480,20833.333333333332,0.891933
481,20790.02079002079,0.863196
482,20746.887966804978,0.8374349999999999
483,20703.933747412008,0.8178019999999999
484,20661.15702479339,0.805899
