wavelength/nm,wavenumber/cm-1,RSRF/1
1280,7812.5,4.9e-05
1281,7806.4012490242,5.2e-05
1282,7800.312012480499,3.6e-05
1283,7794.23226812159,7.3e-05
1284,7788.16199376947,5.4999999999999995e-05
1285,7782.101167315175,4.9e-05
1286,7776.049766718507,5.7999999999999994e-05
1287,7770.00777000777,5.4000000000000005e-05
1288,7763.975155279503,4.4999999999999996e-05
1289,7757.9519006982155,3.2e-05
1290,7751.937984496124,4.7999999999999994e-05
1291,7745.933384972889,4.3e-05
1292,7739.938080495356,5.6e-05
1293,7733.952049497293,5.6e-05
1294,7727.975270479134,6.3e-05
1295,7722.007722007722,6.2e-05
1296,7716.049382716049,3.1e-05
1297,7710.100231303007,5.7999999999999994e-05
1298,7704.160246533128,5.1000000000000006e-05
1299,7698.229407236336,6.1000000000000005e-05
1300,7692.307692307692,6e-05
1301,7686.395080707149,5.1000000000000006e-05
1302,7680.491551459293,5.3e-05
1303,7674.597083653108,3.6e-05
1304,7668.711656441717,5.2e-05
1305,7662.835249042146,4.3e-05
1306,7656.967840735069,4.3e-05
1307,7651.109410864576,5.7e-05
1308,7645.25993883792,4.4000000000000006e-05
1309,7639.419404125287,5.7e-05
1310,7633.587786259542,5.2e-05
1311,7627.765064836003,5.7999999999999994e-05
1312,7621.951219512195,5.9e-05
1313,7616.146230007616,5.7e-05
1314,7610.350076103501,6.5e-05
1315,7604.5627376425855,4.2e-05
1316,7598.784194528876,3.8e-05
1317,7593.014426727411,5.1000000000000006e-05
1318,7587.253414264036,7.7e-05
1319,7581.50113722517,5.2e-05
1320,7575.757575757576,4.3e-05
1321,7570.02271006813,4e-05
1322,7564.296520423601,6.4e-05
1323,7558.578987150416,4.9e-05
1324,7552.870090634441,3.8e-05
1325,7547.169811320755,4.7000000000000004e-05
1326,7541.478129713424,5.7999999999999994e-05
1327,7535.795026375283,3e-05
1328,7530.120481927711,0.0011279999999999999
1329,7524.4544770504135,0.002154
1330,7518.796992481203,0.002198
1331,7513.1480090157775,0.0022689999999999997
1332,7507.507507507507,0.003639
1333,7501.875468867217,0.004
1334,7496.251874062968,0.004911
1335,7490.63670411985,0.005423
1336,7485.029940119761,0.006592
1337,7479.431563201197,0.008097
1338,7473.841554559043,0.007784999999999999
1339,7468.259895444361,0.007332
1340,7462.686567164179,0.009081
1341,7457.121551081283,0.010276
1342,7451.564828614009,0.011378999999999998
1343,7446.016381236039,0.014352
1344,7440.476190476191,0.021958000000000002
1345,7434.944237918216,0.022917999999999997
1346,7429.420505200595,0.026044
1347,7423.904974016333,0.034386
1348,7418.39762611276,0.046253
1349,7412.898443291327,0.062844
1350,7407.407407407408,0.075447
1351,7401.924500370096,0.089332
1352,7396.449704142012,0.107653
1353,7390.983000739098,0.133914
1354,7385.5243722304285,0.173707
1355,7380.073800738008,0.22754100000000002
1356,7374.6312684365785,0.29084499999999996
1357,7369.196757553426,0.35765300000000005
1358,7363.7702503681885,0.437295
1359,7358.351729212656,0.5168889999999999
1360,7352.941176470588,0.607595
1361,7347.538574577517,0.691788
1362,7342.143906020558,0.7719750000000001
1363,7336.757153338224,0.834743
1364,7331.378299120234,0.8955649999999999
1365,7326.007326007326,0.935022
1366,7320.644216691069,0.963669
1367,7315.2889539136795,0.981926
1368,7309.941520467836,0.99592
1369,7304.601899196494,0.999203
1370,7299.270072992701,1.0
1371,7293.946024799417,0.998342
1372,7288.62973760933,0.994857
1373,7283.3211944646755,0.991429
1374,7278.020378457059,0.985131
1375,7272.727272727273,0.981043
1376,7267.441860465116,0.9797150000000001
1377,7262.164124909223,0.9755410000000001
1378,7256.89404934688,0.977042
1379,7251.631617113851,0.9767560000000001
1380,7246.376811594203,0.9794339999999999
1381,7241.129616220131,0.981528
1382,7235.89001447178,0.9782460000000001
1383,7230.657989877079,0.977534
