time,AOD_500nm
2021-01-01 03:51:48.000,0.246897
2021-01-01 03:54:48.000,0.24517
2021-01-01 03:57:48.000,0.24545
2021-01-01 04:00:48.000,0.249261
2021-01-01 04:03:48.000,0.252185
2021-01-01 04:06:48.000,0.253566
2021-01-01 04:09:48.000,0.250595
2021-01-01 04:12:48.000,0.253067
2021-01-01 04:15:48.000,0.253021
2021-01-01 04:18:48.000,0.250537
2021-01-01 04:27:55.000,0.255514
2021-01-01 04:37:17.000,0.248912
2021-01-01 04:39:48.000,0.253588
2021-01-01 04:42:48.000,0.263435
2021-01-01 04:45:48.000,0.256831
2021-01-01 04:48:48.000,0.258053
2021-01-01 04:51:48.000,0.263225
2021-01-01 04:54:48.000,0.260514
2021-01-01 04:57:48.000,0.262743
2021-01-01 05:00:48.000,0.269536
2021-01-01 05:03:48.000,0.26755
2021-01-01 05:06:48.000,0.269101
2021-01-01 05:09:48.000,0.271349
2021-01-01 05:12:48.000,0.272751
2021-01-01 05:15:48.000,0.27161
2021-01-01 05:18:48.000,0.272021
2021-01-01 05:27:51.000,0.279285
2021-01-01 05:37:12.000,0.27278
2021-01-01 05:39:47.000,0.273546
2021-01-01 05:42:47.000,0.27505
2021-01-01 05:45:47.000,0.279513
2021-01-01 05:48:47.000,0.272236
2021-01-01 05:51:47.000,0.270774
2021-01-01 05:54:47.000,0.27082
2021-01-01 05:57:47.000,0.278475
2021-01-01 06:00:47.000,0.278838
2021-01-01 06:03:47.000,0.278692
2021-01-01 06:06:47.000,0.279276
2021-01-01 06:09:47.000,0.284674
2021-01-01 06:12:47.000,0.290692
2021-01-01 06:15:47.000,0.290574
2021-01-01 06:18:47.000,0.288126
2021-01-01 06:27:54.000,0.30885
2021-01-01 06:37:16.000,0.32249
2021-01-01 06:39:47.000,0.322777
2021-01-01 06:42:47.000,0.319151
2021-01-01 06:45:47.000,0.321894
2021-01-01 06:48:47.000,0.32607
2021-01-01 06:51:47.000,0.330142
2021-01-01 06:54:47.000,0.321981
2021-01-01 06:57:47.000,0.317331
2021-01-01 07:00:47.000,0.324618
2021-01-01 07:03:47.000,0.335924
2021-01-01 07:06:47.000,0.343122
2021-01-01 07:09:47.000,0.346132
2021-01-01 07:12:47.000,0.351531
2021-01-01 07:15:47.000,0.349209
2021-01-01 07:18:47.000,0.350938
2021-01-01 07:20:27.000,0.347414
2021-01-01 07:29:43.000,0.352781
2021-01-01 07:33:47.000,0.350409
2021-01-01 07:36:47.000,0.352552
2021-01-01 07:39:08.000,0.358434
2021-01-01 07:42:47.000,0.360419
2021-01-01 07:45:47.000,0.361722
2021-01-01 07:47:40.000,0.364056
2021-01-01 07:51:47.000,0.363367
2021-01-01 07:53:40.000,0.370352
2021-01-01 07:57:47.000,0.382624
2021-01-01 07:59:40.000,0.384283
2021-01-01 08:02:24.000,0.386768
2021-01-02 01:40:15.000,0.639818
2021-01-02 01:55:15.000,0.607451
2021-01-02 02:04:15.000,0.61643
2021-01-02 02:13:15.000,0.584532
2021-01-02 02:16:15.000,0.576367
2021-01-02 02:37:41.000,0.546453
2021-01-02 02:49:15.000,0.502761
2021-01-02 02:55:15.000,0.482897
2021-01-02 02:58:15.000,0.502412
2021-01-02 03:01:15.000,0.494237
2021-01-02 03:04:15.000,0.481847
2021-01-02 03:07:15.000,0.480068
2021-01-02 03:10:15.000,0.458766
2021-01-02 03:13:15.000,0.452564
2021-01-02 03:16:15.000,0.478287
2021-01-02 03:19:16.000,0.457329
2021-01-02 03:28:22.000,0.469081
2021-01-02 03:37:43.000,0.457641
2021-01-02 03:40:16.000,0.460446
2021-01-02 03:43:16.000,0.458243
2021-01-02 03:46:16.000,0.475457
2021-01-02 03:49:16.000,0.453937
2021-01-02 03:52:16.000,0.43964
2021-01-02 03:55:16.000,0.44316
2021-01-02 03:58:16.000,0.454033
2021-01-02 04:01:16.000,0.438926
2021-01-02 04:04:16.000,0.430752
2021-01-02 04:07:16.000,0.429381
2021-01-02 04:10:16.000,0.425174
2021-01-02 04:13:16.000,0.447793
2021-01-02 04:16:16.000,0.437341
2021-01-02 04:19:16.000,0.429295
2021-01-02 04:28:25.000,0.415321
2021-01-02 04:37:51.000,0.394622
2021-01-02 04:40:16.000,0.391332
2021-01-02 04:43:16.000,0.392448
2021-01-02 04:46:16.000,0.387515
2021-01-02 04:49:16.000,0.392298
2021-01-02 04:52:16.000,0.394287
2021-01-02 04:55:16.000,0.395285
2021-01-02 04:58:16.000,0.398902
2021-01-02 05:01:16.000,0.403629
2021-01-02 05:04:16.000,0.399349
2021-01-02 05:07:16.000,0.383754
2021-01-02 05:10:16.000,0.383328
2021-01-02 05:13:16.000,0.365497
2021-01-02 05:16:16.000,0.377531
2021-01-02 05:19:16.000,0.374576
2021-01-02 05:28:21.000,0.372317
2021-01-02 05:37:43.000,0.388089
2021-01-02 05:40:15.000,0.410911
2021-01-02 05:43:15.000,0.428423
2021-01-02 05:46:15.000,0.410054
2021-01-02 05:49:15.000,0.407707
2021-01-02 05:52:15.000,0.431117
2021-01-02 05:55:15.000,0.415528
2021-01-02 05:58:15.000,0.412333
2021-01-02 06:01:15.000,0.400231
2021-01-02 06:04:15.000,0.40962
2021-01-02 06:07:15.000,0.397148
2021-01-02 06:10:15.000,0.392854
2021-01-02 06:13:15.000,0.417432
2021-01-02 06:16:15.000,0.413989
2021-01-02 06:19:15.000,0.410224
2021-01-02 06:28:23.000,0.417866
2021-01-02 06:37:39.000,0.451021
2021-01-02 06:40:15.000,0.460661
2021-01-02 06:43:15.000,0.447263
2021-01-02 06:46:15.000,0.41848
2021-01-02 06:55:15.000,0.482318
2021-01-02 06:58:15.000,0.478087
2021-01-02 07:01:15.000,0.486844
2021-01-02 07:04:15.000,0.486999
2021-01-02 07:07:15.000,0.485301
2021-01-02 07:10:15.000,0.489153
2021-01-02 07:13:15.000,0.484912
2021-01-02 07:16:15.000,0.479753
2021-01-02 07:19:15.000,0.482052
2021-01-02 07:20:55.000,0.481018
2021-01-02 07:30:27.000,0.49666
2021-01-02 07:40:01.000,0.491566
2021-01-02 07:43:15.000,0.509043
2021-01-02 08:03:15.000,0.492822
2021-01-03 00:35:17.000,0.188058
2021-01-03 00:37:42.000,0.189463
2021-01-03 00:39:37.000,0.189826
2021-01-03 00:43:42.000,0.193295
2021-01-03 00:45:35.000,0.191791
2021-01-03 00:49:42.000,0.20124
2021-01-03 00:51:35.000,0.199437
2021-01-03 00:55:42.000,0.214251
2021-01-03 00:58:28.000,0.223782
2021-01-03 01:01:42.000,0.237487
2021-01-03 01:04:42.000,0.246438
2021-01-03 01:07:42.000,0.262404
2021-01-03 01:09:36.000,0.253815
2021-01-03 01:13:42.000,0.260714
2021-01-03 01:19:42.000,0.271285
2021-01-03 01:21:21.000,0.265676
2021-01-03 01:31:42.000,0.281597
2021-01-03 01:34:42.000,0.280287
2021-01-03 01:37:42.000,0.273833
2021-01-03 01:40:42.000,0.274701
2021-01-03 01:52:42.000,0.318908
2021-01-03 02:28:51.000,0.294132
2021-01-03 02:38:09.000,0.283058
2021-01-03 02:40:42.000,0.281417
2021-01-03 02:43:42.000,0.280608
2021-01-03 02:46:42.000,0.27225
2021-01-03 02:49:42.000,0.275668
2021-01-03 02:52:42.000,0.27476
2021-01-03 02:55:42.000,0.269835
2021-01-03 02:58:42.000,0.267669
2021-01-03 03:01:42.000,0.263901
2021-01-03 03:04:42.000,0.285276
2021-01-03 03:07:42.000,0.288472
2021-01-03 03:10:42.000,0.312216
2021-01-03 03:13:42.000,0.294062
2021-01-03 03:16:42.000,0.287246
2021-01-03 03:38:11.000,0.290612
2021-01-03 03:40:43.000,0.300284
2021-01-03 03:43:43.000,0.310068
2021-01-03 03:52:43.000,0.323577
2021-01-03 03:55:43.000,0.319611
2021-01-03 03:58:43.000,0.313888
2021-01-03 04:01:43.000,0.29244
2021-01-03 04:04:43.000,0.322385
2021-01-03 04:07:43.000,0.33057
2021-01-03 04:13:43.000,0.314198
2021-01-03 04:19:43.000,0.337049
2021-01-03 06:55:42.000,0.310387
2021-01-03 08:00:35.000,0.297293
2021-01-04 00:44:09.000,0.082141
2021-01-04 00:46:02.000,0.078287
2021-01-04 00:50:09.000,0.072576
2021-01-04 00:52:02.000,0.071327
2021-01-04 00:56:09.000,0.072315
2021-01-04 00:58:24.000,0.072199
2021-01-04 01:02:09.000,0.071843
2021-01-04 01:05:09.000,0.075974
2021-01-04 01:07:55.000,0.073414
2021-01-04 01:11:09.000,0.073569
2021-01-04 01:14:09.000,0.071086
2021-01-04 01:17:09.000,0.074787
2021-01-04 01:20:09.000,0.07745
2021-01-04 01:21:48.000,0.075371
2021-01-04 01:32:09.000,0.076542
2021-01-04 01:35:09.000,0.076548
2021-01-04 01:38:09.000,0.067199
2021-01-04 01:41:09.000,0.081733
2021-01-04 01:44:09.000,0.083109
2021-01-04 01:47:09.000,0.088573
2021-01-04 01:50:09.000,0.080724
2021-01-04 01:53:09.000,0.073858
2021-01-04 01:56:09.000,0.077272
2021-01-04 01:59:09.000,0.072256
2021-01-04 02:02:09.000,0.066682
2021-01-04 02:05:09.000,0.065683
2021-01-04 02:08:09.000,0.06794
2021-01-04 02:11:09.000,0.064602
2021-01-04 02:14:09.000,0.068386
2021-01-04 02:17:09.000,0.065689
2021-01-04 02:20:09.000,0.074992
2021-01-04 02:29:14.000,0.073385
2021-01-04 02:38:33.000,0.062368
2021-01-04 02:41:09.000,0.060206
2021-01-04 02:44:09.000,0.059098
2021-01-04 02:47:09.000,0.057753
2021-01-04 02:50:09.000,0.059119
2021-01-04 02:53:09.000,0.060528
2021-01-04 02:56:09.000,0.06241
2021-01-04 02:59:09.000,0.060109
2021-01-04 03:02:09.000,0.059872
2021-01-04 03:05:09.000,0.060422
2021-01-04 03:08:09.000,0.057623
2021-01-04 03:11:09.000,0.059819
2021-01-04 03:14:09.000,0.059192
2021-01-04 03:17:09.000,0.061659
2021-01-04 03:20:09.000,0.062054
2021-01-04 03:29:15.000,0.063017
2021-01-04 03:38:36.000,0.060551
2021-01-04 03:41:10.000,0.060759
2021-01-04 03:44:10.000,0.058376
2021-01-04 03:47:10.000,0.058171
2021-01-04 03:50:10.000,0.05346
2021-01-04 03:53:10.000,0.053383
2021-01-04 03:56:10.000,0.052189
2021-01-04 03:59:10.000,0.053102
2021-01-04 04:02:10.000,0.050479
2021-01-04 04:05:10.000,0.054125
2021-01-04 04:08:10.000,0.05331
2021-01-04 04:11:10.000,0.050798
2021-01-04 04:14:10.000,0.05031
2021-01-04 04:17:10.000,0.049106
2021-01-04 04:20:10.000,0.049248
2021-01-04 04:29:17.000,0.047374
2021-01-04 04:38:42.000,0.043742
2021-01-04 04:41:10.000,0.045927
2021-01-04 04:44:10.000,0.046882
2021-01-04 04:47:10.000,0.047917
2021-01-04 04:50:10.000,0.049057
2021-01-04 04:53:10.000,0.043685
2021-01-04 04:56:10.000,0.050296
2021-01-04 04:59:10.000,0.046147
2021-01-04 05:02:10.000,0.048328
2021-01-04 05:05:10.000,0.047032
2021-01-04 05:08:10.000,0.047548
2021-01-04 05:11:10.000,0.04642
2021-01-04 05:14:10.000,0.045257
2021-01-04 05:17:10.000,0.044192
2021-01-04 05:20:09.000,0.044937
2021-01-04 05:29:15.000,0.042537
2021-01-04 05:38:35.000,0.042061
2021-01-04 05:41:09.000,0.042919
2021-01-04 05:44:09.000,0.045218
2021-01-04 05:47:09.000,0.043152
2021-01-04 05:50:09.000,0.046805
2021-01-04 05:53:09.000,0.045151
2021-01-04 05:56:09.000,0.050938
2021-01-04 05:59:09.000,0.047746
2021-01-04 06:02:09.000,0.0494
2021-01-04 06:05:09.000,0.048072
2021-01-04 06:08:09.000,0.045664
2021-01-04 06:11:09.000,0.049
2021-01-04 06:14:09.000,0.048127
2021-01-04 06:17:09.000,0.048859
2021-01-04 06:20:09.000,0.047716
2021-01-04 06:29:13.000,0.048759
2021-01-04 06:38:34.000,0.050393
2021-01-04 06:41:09.000,0.05129
2021-01-04 06:59:09.000,0.057409
2021-01-04 07:02:09.000,0.057801
2021-01-04 07:08:09.000,0.056379
2021-01-05 00:35:13.000,0.091807
2021-01-05 00:38:36.000,0.092525
2021-01-05 00:40:30.000,0.09258
2021-01-05 00:44:36.000,0.093505
2021-01-05 00:46:29.000,0.092426
2021-01-05 00:50:36.000,0.093203
2021-01-05 00:52:30.000,0.093275
2021-01-05 00:56:36.000,0.093826
2021-01-05 00:58:31.000,0.094487
2021-01-05 01:02:36.000,0.092296
2021-01-05 01:05:36.000,0.092513
2021-01-05 01:07:48.000,0.092601
2021-01-05 01:11:36.000,0.09158
2021-01-05 01:14:36.000,0.090834
2021-01-05 01:17:36.000,0.091607
2021-01-05 01:20:11.000,0.092454
2021-01-05 01:29:31.000,0.094448
2021-01-05 01:31:11.000,0.093502
2021-01-05 01:40:29.000,0.093573
2021-01-05 01:44:36.000,0.093451
2021-01-05 01:47:36.000,0.090895
2021-01-05 01:50:36.000,0.090041
2021-01-05 01:53:36.000,0.093343
2021-01-05 01:56:36.000,0.093034
2021-01-05 01:59:36.000,0.093201
2021-01-05 02:02:36.000,0.092641
2021-01-05 02:05:36.000,0.094204
2021-01-05 02:08:36.000,0.094951
2021-01-05 02:11:36.000,0.093283
2021-01-05 02:14:36.000,0.092196
2021-01-05 02:17:36.000,0.092017
2021-01-05 02:20:36.000,0.090228
2021-01-05 02:29:40.000,0.092089
2021-01-05 02:38:58.000,0.093978
2021-01-05 02:41:36.000,0.092662
2021-01-05 02:44:36.000,0.092828
2021-01-05 02:47:36.000,0.09085
2021-01-05 02:50:36.000,0.092355
2021-01-05 02:53:36.000,0.090948
2021-01-05 02:56:36.000,0.092531
2021-01-05 02:59:36.000,0.093071
2021-01-05 03:02:36.000,0.089282
2021-01-05 03:05:36.000,0.090758
2021-01-05 03:08:36.000,0.090729
2021-01-05 03:11:36.000,0.09517
2021-01-05 03:14:36.000,0.09539
2021-01-05 03:17:36.000,0.097934
2021-01-05 03:20:37.000,0.094528
2021-01-05 03:29:46.000,0.097703
2021-01-05 03:39:06.000,0.100513
2021-01-05 03:41:37.000,0.098544
2021-01-05 03:44:37.000,0.098918
2021-01-05 03:47:37.000,0.100152
2021-01-05 03:50:37.000,0.101673
2021-01-05 03:53:37.000,0.101797
2021-01-05 03:56:37.000,0.103829
2021-01-05 03:59:37.000,0.102363
2021-01-05 04:02:37.000,0.103571
2021-01-05 04:05:37.000,0.103827
2021-01-05 04:08:37.000,0.100752
2021-01-05 04:11:37.000,0.100441
2021-01-05 04:14:37.000,0.10331
2021-01-05 04:17:37.000,0.104082
2021-01-05 04:20:37.000,0.105064
2021-01-05 04:29:43.000,0.10648
2021-01-05 04:39:05.000,0.115668
2021-01-05 04:41:37.000,0.114714
2021-01-05 04:44:37.000,0.119137
2021-01-05 04:47:37.000,0.113334
2021-01-05 04:50:37.000,0.115016
2021-01-05 04:53:37.000,0.118853
2021-01-05 04:56:37.000,0.118914
2021-01-05 04:59:37.000,0.116997
2021-01-05 05:02:37.000,0.117029
2021-01-05 05:05:37.000,0.121253
2021-01-05 05:08:37.000,0.121821
2021-01-05 05:11:37.000,0.121117
2021-01-05 05:14:37.000,0.117468
2021-01-05 05:17:37.000,0.117101
2021-01-05 05:20:36.000,0.116921
2021-01-05 05:29:41.000,0.114213
2021-01-05 05:39:01.000,0.111685
2021-01-05 05:41:36.000,0.11301
2021-01-05 05:44:36.000,0.113983
2021-01-05 05:47:36.000,0.113676
2021-01-05 05:50:36.000,0.116543
2021-01-05 05:53:36.000,0.115568
2021-01-05 05:56:36.000,0.114474
2021-01-05 05:59:36.000,0.118828
2021-01-05 06:02:36.000,0.115551
2021-01-05 06:05:36.000,0.116426
2021-01-05 06:08:36.000,0.116369
2021-01-05 06:11:36.000,0.116564
2021-01-05 06:14:36.000,0.117371
2021-01-05 06:17:36.000,0.119705
2021-01-05 06:20:36.000,0.123263
2021-01-05 06:29:41.000,0.12397
