AlbSet,AOD,COD,th0,cos_th0,Ts,RH,rh,tpw,alb_C01,alb_C02,alb_C03,alb_C05,alb_C06,C01_rad,C02_rad,C03_rad,C05_rad,C06_rad,C01,C02,C03,C05,C06,C01_srf,C02_srf,C03_srf,C05_srf,C06_srf
1,0.12,0.5,0.0,1.0,285.0,90.0,0.9,18.966876247123928,0.0251,0.0472,0.3922,0.2218,0.0897,13.825227792035726,44.56342079309537,29.06137313882712,1.7477118545415464,1.3450411742079125,0.1374774547871793,0.15164312654731152,0.19896731554679012,0.1254079885413662,0.07388556125383956,14.53068876177671,107.26703616088648,92.33986036471958,7.805025048104218,5.380074129551524
2,0.12,0.5,0.0,1.0,285.0,90.0,0.9,18.966876247123928,0.0407,0.0745,0.3575,0.2494,0.1275,15.45302217602327,53.65846040457334,35.911507375926,2.117693790908928,1.7514791275797499,0.1536641702752516,0.18259228211505144,0.24586643534336183,0.15195623808027214,0.09621193822696422,21.575918967334935,139.98669294827886,116.79177757897479,10.059870689411792,7.558570664538701
3,0.12,0.5,0.0,1.0,285.0,90.0,0.9,18.966876247123928,0.0673,0.1207,0.2988,0.2961,0.1916,17.739402144506705,62.04706028480059,41.50781335296879,2.7959602552213,2.509073469277846,0.1763998317393301,0.21113752147399126,0.2841812793086322,0.20062560698307194,0.13782797512788694,30.963583834107247,170.91433090612531,136.6864299138894,13.447385755776267,11.873763728892369
4,0.12,0.5,0.0,1.0,285.0,90.0,0.9,18.966876247123928,0.0938,0.1669,0.2401,0.3428,0.2555,23.48530362286948,82.00025068883157,53.22652792088077,4.131969478145358,3.8669424375676154,0.23353682236152148,0.27903545488241316,0.3644129038811596,0.29649165543049744,0.21241819047229354,56.89289588846001,244.30887565628728,177.87171313019087,20.352723795769606,19.148097935896388
0,0.12,0.5,0.0,1.0,300.0,10.0,0.1,5.60472200819694,0.0145,0.0288,0.4156,0.2031,0.0641,11.729101883445022,29.005979589997565,17.721004302941328,0.9645699384075378,0.8806225931938351,0.11663367129505346,0.09870331665104681,0.12132601711921909,0.06921322612124173,0.04837420281148995,6.397846001997795,56.69379358560662,50.078987903118545,3.9425424316056468,2.8495773065606214
1,0.12,0.5,0.0,1.0,300.0,10.0,0.1,5.60472200819694,0.0251,0.0472,0.3922,0.2218,0.0897,13.547946807162322,44.55973508582757,29.72801875799326,1.698801026440356,1.360369291736148,0.1347201849154136,0.15163058459780046,0.20353147322209633,0.1218983662005188,0.0747275626648413,14.379640251089434,110.18029886990335,95.53078308431225,8.556804474175454,5.702364691162995
2,0.12,0.5,0.0,1.0,300.0,10.0,0.1,5.60472200819694,0.0407,0.0745,0.3575,0.2494,0.1275,15.127543511768515,53.97799369560912,36.94008413293498,2.0474140009550212,1.75879399365857,0.15042762480762092,0.18367960948862969,0.25290853742154873,0.14691327457897968,0.09661375714232089,21.423720013764928,144.12262851315882,121.05820468330182,10.96902491691964,7.986090031704805
3,0.12,0.5,0.0,1.0,300.0,10.0,0.1,5.60472200819694,0.0673,0.1207,0.2988,0.2961,0.1916,17.36191381752111,62.75057609434189,42.93508176047796,2.7520799035006513,2.5676458726703593,0.1726461044817043,0.21353148798364563,0.293953004899514,0.19747694913568453,0.1410454639168013,30.434705890175685,176.09832755854683,142.3391676054572,14.679387831222943,12.686286084450352
4,0.12,0.5,0.0,1.0,300.0,10.0,0.1,5.60472200819694,0.0938,0.1669,0.2401,0.3428,0.2555,22.993689270365387,82.62955243072616,54.730147421119774,4.057237710505239,3.997931432487448,0.22864823094474612,0.2811768812357812,0.3747073636142634,0.29112923791554246,0.21961365451704862,55.801172928822794,250.78770569421354,185.48030113774914,21.88555004843174,20.463763672605594
0,0.12,0.5,0.0,1.0,300.0,50.0,0.5,28.115555280876997,0.0145,0.0288,0.4156,0.2031,0.0641,11.782723209248054,27.96546437441122,16.361291034201102,0.9775003317345679,0.8152091390864472,0.11716687939148436,0.09516258800626533,0.11201680458813108,0.07014105333370686,0.044780922648060884,6.3739073209868975,53.69628691659736,47.050400127119154,3.4564803164255125,2.5481448534509736
1,0.12,0.5,0.0,1.0,300.0,50.0,0.5,28.115555280876997,0.0251,0.0472,0.3922,0.2218,0.0897,13.530109627116438,43.377515547684,27.717187308867707,1.6940624797568837,1.2467412530777948,0.13454281278453983,0.14760765584056315,0.18976441089030865,0.12155834927688268,0.068485767564859,14.25421455517806,104.50857683827668,89.61248361364417,7.427631811348233,5.065759944853589
2,0.12,0.5,0.0,1.0,300.0,50.0,0.5,28.115555280876997,0.0407,0.0745,0.3575,0.2494,0.1275,15.090482783299937,52.07502932442605,34.54497610626127,2.123731702172706,1.636355469235112,0.15005909455994182,0.17720408624964504,0.23651054369168084,0.15238949159664214,0.08988798601382995,21.350671716944976,136.56678057420007,113.63184317764618,9.576443131877422,7.121730611908642
3,0.12,0.5,0.0,1.0,300.0,50.0,0.5,28.115555280876997,0.0673,0.1207,0.2988,0.2961,0.1916,17.369048957105203,60.465746816337386,39.83360752287076,2.771703617477285,2.389996168356771,0.1727170559947157,0.20575653154679321,0.2727189083430173,0.19888505911166582,0.13128684212775624,30.659316674424893,166.94072495713547,132.92591211230388,12.938857459879216,11.2266481955503
4,0.12,0.5,0.0,1.0,300.0,50.0,0.5,28.115555280876997,0.0938,0.1669,0.2401,0.3428,0.2555,23.139756441804543,79.21221970898465,50.91701782155672,3.9972746681201023,3.674726703026469,0.23010071644874527,0.2695481730003127,0.3486009523090305,0.2868265580928933,0.20185943011556687,56.47030679612656,239.10572723355082,173.2517624870044,19.496308996340787,18.126120148507837
0,0.12,0.5,0.0,1.0,300.0,90.0,0.9,50.77481736061284,0.0145,0.0288,0.4156,0.2031,0.0641,11.90900660324385,27.8658269789941,16.106322541715556,0.9819933567776852,0.7482134638568011,0.1184226358860305,0.09482353579947371,0.11027117487350885,0.07046345272217536,0.04110072819688552,6.422638045481985,52.43959566867899,45.75707964748009,3.3436842920108782,2.4460720910930323
1,0.12,0.5,0.0,1.0,300.0,90.0,0.9,50.77481736061284,0.0251,0.0472,0.3922,0.2218,0.0897,13.8103822632905,43.0432866893714,27.264257464995957,1.7214172844766984,1.1558147028020342,0.13732983150475936,0.14647032149425745,0.18666344815411268,0.12352120775835342,0.06349100656510274,14.451307053176965,102.2027153936895,87.09744030949703,7.079452329520894,4.777598403647881
2,0.12,0.5,0.0,1.0,300.0,90.0,0.9,50.77481736061284,0.0407,0.0745,0.3575,0.2494,0.1275,15.47630902149289,52.02655958268687,33.86467838940381,2.20356633165129,1.5202340623000452,0.153895733638499,0.17703915045590526,0.23185291757576626,0.1581180676618773,0.0835092256535492,21.605419560608873,133.71033499267466,110.58772061118133,9.245616715125415,6.719222242419572
3,0.12,0.5,0.0,1.0,300.0,90.0,0.9,50.77481736061284,0.0673,0.1207,0.2988,0.2961,0.1916,17.89040040423669,60.40861019094546,38.97131008661417,2.8322052001010336,2.203530904880413,0.17790135176758817,0.20556210355269866,0.2668152297633693,0.20322638217398714,0.12104396561922924,31.155760799605588,164.0286662135723,129.48994947935282,12.303495668968381,10.476555367686469
4,0.12,0.5,0.0,1.0,300.0,90.0,0.9,50.77481736061284,0.0938,0.1669,0.2401,0.3428,0.2555,23.752875927163238,79.08572650685034,49.745102730659795,4.0740869720071675,3.412412250084276,0.23619754954223654,0.2691177342162775,0.3405774911129384,0.2923382655867077,0.18745001949507686,57.44860596797626,234.4638247869872,167.64993283194113,18.643236478124322,17.114032541025303
0,0.12,0.5,0.0,1.0,320.0,10.0,0.1,17.790732986801878,0.0145,0.0288,0.4156,0.2031,0.0641,11.75004509791275,28.33244926058745,16.766819442075047,0.9629897710656246,0.7423767704058397,0.1168419296950882,0.09641138656223246,0.11479323563656085,0.06909984037782348,0.040780107995987316,6.3627976079265,54.50857309944435,47.900063245255595,3.563317646640522,2.494911645103315
