8920,0,0,0
8925,0,0,0
8930,0,0,0
8935,0,0,0
8940,0,0,0
8945,0,0,0
8950,0,0,0
8955,0,0,0
8960,0,0,0
8965,0,0,0
8970,0,0,0
8975,0,0,0
8980,0,0,0
8985,0,0,0
8990,0,0,0
8995,0,0,0
9000,0,0,0
9005,0,0,0
9010,0,0,0
9015,0,0,0
9020,0,0,0
9025,0,0,0
9030,0,0,0
9035,0,0,0
9040,0,0,0
9045,0,0,0
9050,0,0,0
9055,0,0,0
9060,0,0,0
9065,0,0,0
9070,0,0,0
9075,8.2645e-11,0,0
9080,1.652e-10,0,0
9085,2.4766e-10,0,0
9090,3.3003e-10,0,0
9095,4.398e-10,0,0
9100,5.4945e-10,0,0
9105,6.5898e-10,0,0
9110,7.6839e-10,0,0
9115,9.3253e-10,0,0
9120,1.0965e-09,0,0
9125,1.3151e-09,0,0
9130,1.5663e-09,0,0
9135,1.8391e-09,0,0
9140,2.1663e-09,0,0
9145,2.4932e-09,0,0
9150,2.8743e-09,0,0
9155,3.2551e-09,0,0
9160,3.6856e-09,0,0
9165,4.1746e-09,0,0
9170,4.663e-09,0,0
9175,5.2044e-09,0,0
9180,6.3453e-09,0,0
9185,7.521e-09,0,0
9190,7.9423e-09,0,0
9195,7.739e-09,0,0
9200,8.0304e-09,0,0
9205,8.6529e-09,0,0
9210,8.3485e-09,0,0
9215,7.4878e-09,0,0
9220,7.6009e-09,0,0
9225,7.5285e-09,0,0
9230,7.6739e-09,0,0
9235,7.6372e-09,0,0
9240,7.4762e-09,0,0
9245,7.4884e-09,0,0
9250,7.3189e-09,0,0
9255,7.7212e-09,0,0
9260,8.3683e-09,0,0
9265,9.1355e-09,0,0
9270,9.1057e-09,0,0
9275,9.4383e-09,0,0
9280,9.4774e-09,0,0
9285,1.0739e-08,0,0
9290,1.0368e-08,0,0
9295,1.0263e-08,0,0
9300,1.1151e-08,0,0
9305,1.166e-08,0,0
9310,1.1364e-08,0,0
9315,1.1562e-08,0,0
9320,1.2028e-08,0,0
9325,1.2794e-08,0,0
9330,1.3848e-08,0,0
9335,1.4612e-08,0,0
9340,1.6338e-08,0,0
9345,1.7742e-08,0,0
9350,1.9337e-08,0,0
9355,1.9893e-08,0,0
9360,1.9081e-08,0,0
9365,1.9263e-08,0,0
9370,2.0117e-08,0,0
9375,2.1035e-08,0,0
9380,2.3646e-08,0,0
9385,2.5658e-08,0,0
9390,2.4675e-08,0,0
9395,2.2331e-08,0,0
9400,2.0617e-08,0,0
9405,1.9681e-08,0,0
9410,2.0149e-08,0,0
9415,1.9915e-08,0,0
9420,1.8132e-08,0,0
9425,1.8143e-08,0,0
9430,1.9046e-08,0,0
9435,1.9767e-08,0,0
9440,2.0583e-08,0,0
9445,1.9915e-08,0,0
9450,1.9947e-08,0,0
9455,2.2591e-08,0,0
9460,2.3837e-08,0,0
9465,2.3951e-08,0,0
9470,2.359e-08,0,0
9475,2.552e-08,0,0
9480,2.8428e-08,0,0
9485,2.8571e-08,0,0
9490,2.8851e-08,0,0
9495,3.2291e-08,0,0
9500,3.4411e-08,0,0
9505,3.6454e-08,0,0
9510,4.1914e-08,0,0
9515,4.6348e-08,0,0
9520,4.9569e-08,0,0
9525,5.3029e-08,0,0
9530,5.468e-08,0,0
9535,5.3823e-08,0,0
9540,5.3721e-08,0,0
9545,5.4049e-08,0,0
9550,5.8105e-08,0,0
9555,6.8676e-08,0,0
9560,7.4979e-08,0,0
9565,6.7977e-08,0,0
9570,5.371e-08,0,0
9575,4.3457e-08,0,0
9580,3.7787e-08,0,0
9585,3.4053e-08,0,0
9590,3.1324e-08,0,0
9595,2.9338e-08,0,0
9600,2.7604e-08,0,0
9605,2.6309e-08,0,0
9610,2.5224e-08,0,0
9615,2.3838e-08,0,0
9620,2.2401e-08,0,0
9625,2.1527e-08,0,0
9630,2.0685e-08,0,0
9635,2.0166e-08,0,0
9640,1.9855e-08,0,0
9645,1.9233e-08,0,0
9650,1.8788e-08,0,0
9655,1.7856e-08,0,0
9660,1.7464e-08,0,0
9665,1.7341e-08,0,0
9670,1.6556e-08,0,0
9675,1.5535e-08,0,0
9680,1.5682e-08,0,0
9685,1.4827e-08,0,0
9690,1.5015e-08,0,0
9695,1.4936e-08,0,0
9700,1.4536e-08,0,0
9705,1.4487e-08,0,0
9710,1.4676e-08,0,0
9715,1.4483e-08,0,0
9720,1.4455e-08,0,0
9725,1.4766e-08,0,0
9730,1.407e-08,0,0
9735,1.3919e-08,0,0
9740,1.3665e-08,0,0
9745,1.3628e-08,0,0
9750,1.3846e-08,0,0
9755,1.429e-08,0,0
9760,1.4057e-08,0,0
9765,1.4788e-08,0,0
9770,1.5251e-08,0,0
9775,1.4885e-08,0,0
9780,1.4928e-08,0,0
9785,1.5565e-08,0,0
9790,1.5924e-08,0,0
9795,1.6886e-08,0,0
9800,1.802e-08,0,0
9805,1.8797e-08,0,0
9810,1.948e-08,0,0
9815,1.9165e-08,0,0
9820,1.9287e-08,0,0
