0.2,1.08
0.205,1.077
0.21,1.074
0.215,1.072
0.22,1.07
0.225,1.068
0.23,1.066
0.24,1.064
0.25,1.062
0.26,1.06
0.27,1.059
0.28,1.057
0.29,1.056
0.3,1.055
0.31,1.055
0.32,1.054
0.33,1.053
0.34,1.053
0.35,1.052
0.36,1.052
0.37,1.052
0.38,1.051
0.39,1.051
0.4,1.051
0.45,1.05
0.5,1.049
0.55,1.049
0.6,1.048
0.65,1.048
0.7,1.048
0.75,1.048
0.8,1.047
0.85,1.047
0.9,1.047
0.95,1.047
1,1.047
