297.5	19.0
318.9	22.0
338.1	20.2
358.5	17.5
377.8	12.8
398.4	7.7
420.1	4.4
440.5	2.5
459.7	1.1
478.8	0.4
496.6	0.2
519.4	0.3
541.0	0.7
558.8	0.9
579.1	1.2
603.3	1.9
621.1	2.2
638.8	2.8
657.9	3.3
679.5	3.9
696.0	3.9
718.8	4.4
740.4	4.5
756.9	5.1
778.5	5.4
802.7	5.7
818.0	5.4
840.8	5.8
862.4	5.8
879.0	5.8
898.0	6.3
920.9	6.6
943.7	6.7
961.5	6.6
979.4	6.1
999.7	6.4
1020.0	6.0
1040.4	5.7
1059.5	5.8
1081.1	6.2
1096.4	5.0
