0,1,1,1,1,1
10,1.006495288,1.005141637,1.012703654,1.005462185,1.002673675
20,1.012990575,1.010283275,1.025407307,1.010924369,1.00534735
30,1.019485863,1.015424912,1.038110961,1.016386554,1.008021024
40,1.025981151,1.02056655,1.050814614,1.021848739,1.010694699
50,1.032476438,1.025708187,1.063518268,1.027310923,1.013368374
60,1.038971726,1.030849825,1.076221922,1.032773108,1.016042049
70,1.045467013,1.035991462,1.088925575,1.038235293,1.018715724
80,1.051962301,1.0411331,1.101629229,1.043697477,1.021389398
90,1.058457589,1.046274737,1.114332882,1.049159662,1.024063073
100,1.064952876,1.051416375,1.127036536,1.054621847,1.026736748
110,1.071448164,1.056558012,1.13974019,1.060084031,1.029410423
120,1.077943452,1.061699649,1.152443843,1.065546216,1.032084098
130,1.084438739,1.066841287,1.165147497,1.0710084,1.034757772
140,1.090934027,1.071982924,1.17785115,1.076470585,1.037431447
150,1.097429314,1.077124562,1.190554804,1.08193277,1.040105122
160,1.103924602,1.082266199,1.203258458,1.087394954,1.042778797
170,1.11041989,1.087407837,1.215962111,1.092857139,1.045452472
180,1.116915177,1.092549474,1.228665765,1.098319324,1.048126146
190,1.123410465,1.097691112,1.241369419,1.103781508,1.050799821
200,1.129905753,1.102832749,1.254073072,1.109243693,1.053473496
210,1.13640104,1.107974386,1.266776726,1.114705878,1.056147171
220,1.141760302,1.113116024,1.279480379,1.115623958,1.058820846
230,1.146957706,1.118257661,1.292184033,1.115894609,1.061494521
240,1.149923177,1.123399299,1.295959954,1.11616526,1.064168195
250,1.152702654,1.128540936,1.298991897,1.116435911,1.06684187
260,1.15548213,1.133682574,1.30202384,1.116706563,1.069515545
270,1.158261607,1.138824211,1.305055783,1.116977214,1.07218922
280,1.161041083,1.143965849,1.308087726,1.117247865,1.074862895
290,1.162962357,1.145674672,1.311119668,1.117518516,1.077536569
300,1.163261577,1.145899035,1.314151611,1.117789167,1.075206494
310,1.162206211,1.146123399,1.317183554,1.118059819,1.067458072
320,1.161150845,1.146347762,1.320215497,1.11833047,1.059709649
330,1.160095478,1.146572125,1.32324744,1.118601121,1.051961227
340,1.159040112,1.146796488,1.326279383,1.118871772,1.044212804
350,1.157984746,1.147020852,1.329311326,1.119142424,1.036464382
360,1.15692938,1.147245215,1.332343269,1.119413075,1.02871596
370,1.155571917,1.147469578,1.335375212,1.118475341,1.020967537
380,1.153909884,1.147693941,1.338407155,1.116319323,1.013219115
390,1.15224785,1.147918305,1.341439098,1.114163305,1.005470692
400,1.150585816,1.148142668,1.344471041,1.112007288,0.99772227
410,1.148923783,1.148367031,1.347502983,1.10985127,0.989973847
420,1.147261749,1.148591394,1.350534926,1.107695252,0.982225425
430,1.145599716,1.148815758,1.353566869,1.105539234,0.974477003
440,1.143937682,1.149040121,1.356598812,1.103383216,0.96672858
450,1.142275649,1.149264484,1.359630755,1.101227199,0.958980158
460,1.140613615,1.149488848,1.362662698,1.099071181,0.951231735
470,1.138951582,1.149713211,1.365694641,1.096915163,0.943483313
480,1.137289548,1.149937574,1.368726584,1.094759145,0.93573489
490,1.135627515,1.150161937,1.371758527,1.092603127,0.927986468
500,1.133446908,1.148312006,1.37479047,1.09044711,0.920238046
510,1.130489019,1.146337617,1.377013065,1.088291092,0.910314302
520,1.127379149,1.144363228,1.37923566,1.086135074,0.899782632
530,1.124269278,1.14238884,1.381458256,1.083979056,0.889250962
540,1.121159408,1.140414451,1.383680851,1.081823038,0.878719291
