7536,0
7538,5.7774e-15
7540,1.155e-14
7542,2.3097e-14
7544,4.6182e-14
7546,9.234e-14
7548,1.8468e-13
7550,3.6914e-13
7552,4.7153e-13
7554,4.3871e-13
7556,4.4574e-13
7558,4.5449e-13
7560,3.7765e-13
7562,4.2899e-13
7564,4.5571e-13
7566,5.1427e-13
7568,5.7545e-13
7570,4.8996e-13
7572,5.6326e-13
7574,6.3005e-13
7576,5.9939e-13
7578,6.0135e-13
7580,6.4842e-13
7582,6.1831e-13
7584,6.9647e-13
7586,7.5863e-13
7588,6.7159e-13
7590,6.6232e-13
7592,6.4015e-13
7594,6.2207e-13
7596,6.6456e-13
7598,6.9071e-13
7600,7.2013e-13
7602,6.3825e-13
7604,7.0516e-13
7606,8.0949e-13
7608,8.0836e-13
7610,8.3403e-13
7612,8.392e-13
7614,8.16e-13
7616,8.5622e-13
7618,1.1118e-12
7620,1.0808e-12
7622,1.0849e-12
7624,1.1511e-12
7626,1.1962e-12
7628,1.2046e-12
7630,1.2815e-12
7632,1.105e-12
7634,1.3052e-12
7636,1.2869e-12
7638,1.393e-12
7640,1.3914e-12
7642,1.3491e-12
7644,1.4364e-12
7646,1.5119e-12
7648,1.6933e-12
7650,1.7333e-12
7652,1.9171e-12
7654,1.8644e-12
7656,1.8966e-12
7658,1.9013e-12
7660,2.0287e-12
7662,2.0948e-12
7664,2.1647e-12
7666,2.288e-12
7668,2.2913e-12
7670,2.4459e-12
7672,2.4804e-12
7674,2.4446e-12
7676,2.4349e-12
7678,2.6517e-12
7680,2.8685e-12
7682,2.8912e-12
7684,2.9724e-12
7686,2.9768e-12
7688,3.1139e-12
7690,3.2627e-12
7692,3.462e-12
7694,3.5352e-12
7696,3.6889e-12
7698,3.7971e-12
7700,3.7571e-12
7702,3.8289e-12
7704,3.8448e-12
7706,3.967e-12
7708,3.9647e-12
7710,4.3632e-12
7712,4.6201e-12
7714,4.8522e-12
7716,4.9417e-12
7718,5.1127e-12
7720,5.2876e-12
7722,5.4403e-12
7724,5.5632e-12
7726,5.8607e-12
7728,5.9356e-12
7730,6.0854e-12
7732,6.4175e-12
7734,6.6137e-12
7736,6.9041e-12
7738,6.9333e-12
7740,7.1796e-12
7742,7.6091e-12
7744,7.8564e-12
7746,8.0945e-12
7748,8.3221e-12
7750,8.5445e-12
7752,8.9512e-12
7754,9.3281e-12
7756,9.6674e-12
7758,9.9884e-12
7760,1.0344e-11
7762,1.0805e-11
7764,1.1083e-11
7766,1.1445e-11
7768,1.1943e-11
7770,1.2256e-11
7772,1.2712e-11
7774,1.3339e-11
7776,1.3837e-11
7778,1.4322e-11
7780,1.4794e-11
7782,1.5459e-11
7784,1.6007e-11
7786,1.6504e-11
7788,1.727e-11
7790,1.8074e-11
7792,1.8801e-11
7794,1.9489e-11
7796,2.0241e-11
7798,2.0877e-11
7800,2.1603e-11
7802,2.2558e-11
7804,2.3667e-11
7806,2.4712e-11
7808,2.564e-11
7810,2.6504e-11
7812,2.7867e-11
7814,2.8948e-11
7816,3.0258e-11
7818,3.1747e-11
7820,3.3082e-11
7822,3.3943e-11
7824,3.5647e-11
7826,3.7375e-11
7828,3.8618e-11
7830,4.0268e-11
7832,4.2084e-11
7834,4.3515e-11
7836,4.5074e-11
7838,4.6951e-11
7840,4.9222e-11
7842,5.0383e-11
7844,5.1938e-11
7846,5.3658e-11
7848,5.5823e-11
7850,5.8446e-11
7852,6.1029e-11
7854,6.3127e-11
7856,6.4969e-11
7858,6.7078e-11
7860,6.9987e-11
7862,7.217e-11
7864,7.5191e-11
7866,7.9367e-11
7868,8.2245e-11
7870,8.4142e-11
7872,8.6776e-11
7874,8.8735e-11
7876,9.0896e-11
7878,9.4085e-11
7880,9.769e-11
7882,9.641e-11
7884,9.6398e-11
7886,1.0041e-10
7888,1.0175e-10
7890,1.0204e-10
7892,1.0199e-10
7894,1.0025e-10
7896,1.0091e-10
7898,1.006e-10
7900,9.9506e-11
7902,9.9519e-11
7904,9.7938e-11
7906,9.7078e-11
7908,9.6004e-11
7910,9.3552e-11
7912,9.3049e-11
7914,9.2052e-11
7916,9.0614e-11
7918,8.7977e-11
7920,8.5152e-11
7922,8.3274e-11
7924,8.0931e-11
7926,7.9044e-11
7928,7.7069e-11
7930,7.4767e-11
7932,7.2075e-11
7934,7.0481e-11
7936,6.8183e-11
