dni,dhi,Ta,rh,AOD,COD,th0,dsw
0.00040132462306785826,0.755272177816798,294.0,0.2,2.0,0.0,88.0,0.7556735024398659
1053.1216937085098,124.07439204230243,296.0,0.2,0.05,0.0,0.0,1177.1960857508122
1011.9661946512275,120.4823062052817,296.0,0.2,0.05,0.0,15.0,1132.448500856509
885.6586151534871,115.99813839916183,296.0,0.2,0.05,0.0,30.0,1001.6567535526488
686.2080595051697,108.2858469306261,296.0,0.2,0.05,0.0,45.0,794.4939064357958
433.2284998633554,93.87182869234245,296.0,0.2,0.05,0.0,60.0,527.100328555698
162.59574193516815,65.8863858055934,296.0,0.2,0.05,0.0,75.0,228.4821277407615
2.6939872412975276,11.66343437870252,296.0,0.2,0.05,0.0,88.0,14.357421620000046
950.0317492471912,180.76831644404191,296.0,0.2,0.1,0.0,0.0,1130.800065691233
911.228899643516,174.71985127320036,296.0,0.2,0.1,0.0,15.0,1085.9487509167163
787.6622760131343,167.23256351867818,296.0,0.2,0.1,0.0,30.0,954.8948395318123
594.945127485357,153.00690584790283,296.0,0.2,0.1,0.0,45.0,747.9520333332599
353.7732539123529,128.71417438176115,296.0,0.2,0.1,0.0,60.0,482.487428294114
110.88940525240044,82.15116400473985,296.0,0.2,0.1,0.0,75.0,193.0405692571403
0.46166743199018806,10.986510010616671,296.0,0.2,0.1,0.0,88.0,11.448177442606859
772.6047493028078,266.7898694344369,296.0,0.2,0.2,0.0,0.0,1039.3946187372446
738.3603259172194,256.46003405313826,296.0,0.2,0.2,0.0,15.0,994.8203599703577
623.3230721040233,241.2652036964881,296.0,0.2,0.2,0.0,30.0,864.5882758005114
446.7927190154715,213.74208021114447,296.0,0.2,0.2,0.0,45.0,660.5347992266159
236.9699061519793,166.52902926266913,296.0,0.2,0.2,0.0,60.0,403.49893541464843
52.552554888100346,89.73974806705743,296.0,0.2,0.2,0.0,75.0,142.29230295515777
0.030885698418776416,8.890355162901091,296.0,0.2,0.2,0.0,88.0,8.92124086131987
627.80972559853,324.5742115084643,296.0,0.2,0.3,0.0,0.0,952.3839371069944
598.4649490197492,310.17181890934285,296.0,0.2,0.3,0.0,15.0,908.6367679290922
493.49626747079526,287.779382136183,296.0,0.2,0.3,0.0,30.0,781.2756496069783
336.657143424133,245.29580354145457,296.0,0.2,0.3,0.0,45.0,581.9529469655876
159.8622165356143,178.11129314151864,296.0,0.2,0.3,0.0,60.0,337.9735096771329
25.3785002657221,83.66804084157553,296.0,0.2,0.3,0.0,75.0,109.04654110729763
0.008887097128923027,7.353324743440658,296.0,0.2,0.3,0.0,88.0,7.3622118405695804
511.2216897366993,359.73673175980383,296.0,0.2,0.4,0.0,0.0,870.9584214965031
486.20559046133195,342.43554140735694,296.0,0.2,0.4,0.0,15.0,828.6411318686888
392.3995481897168,311.3919873775598,296.0,0.2,0.4,0.0,30.0,703.7915355672767
254.74658257970614,257.40308568093985,296.0,0.2,0.4,0.0,45.0,512.149668260646
108.22332102391958,175.52172906919952,296.0,0.2,0.4,0.0,60.0,283.7450500931191
12.511632477233075,74.0512949546678,296.0,0.2,0.4,0.0,75.0,86.56292743190087
0.005441792274801465,6.194840808843576,296.0,0.2,0.4,0.0,88.0,6.200282601118379
340.7474641815352,383.68154897718546,296.0,0.2,0.6,0.0,0.0,724.4290131587206
322.5191676523564,361.44794620886705,296.0,0.2,0.6,0.0,15.0,683.9671138612234
248.43237115915568,319.2609114769106,296.0,0.2,0.6,0.0,30.0,567.6932826360662
146.04617980230066,248.19607072935037,296.0,0.2,0.6,0.0,45.0,394.2422505316511
50.2954629361464,151.97092718071227,296.0,0.2,0.6,0.0,60.0,202.2663901168587
3.2738694895935283,55.449091843490976,296.0,0.2,0.6,0.0,75.0,58.722961333084505
0.002818043061117505,4.535535154511071,296.0,0.2,0.6,0.0,88.0,4.538353197572189
227.6520300361185,370.76250198226904,296.0,0.2,0.8,0.0,0.0,598.4145320183876
214.21565788281524,346.2612634367773,296.0,0.2,0.8,0.0,15.0,560.4769213195925
158.20576014335523,297.4650857980844,296.0,0.2,0.8,0.0,30.0,455.67084594143967
85.13292667072584,219.34775515795326,296.0,0.2,0.8,0.0,45.0,304.48068182867905
23.982922299077053,123.34981241805936,296.0,0.2,0.8,0.0,60.0,147.3327347171364
1.0283312729743221,41.304868247588885,296.0,0.2,0.8,0.0,75.0,42.33319952056321
0.0018890219228464929,3.401214023228147,296.0,0.2,0.8,0.0,88.0,3.4031030451509934
152.46876017593547,339.8622563475645,296.0,0.2,1.0,0.0,0.0,492.33101652349995
143.89428343334427,315.08874775435163,296.0,0.2,1.0,0.0,15.0,458.9830311876958
102.1538535128431,264.3348460987456,296.0,0.2,1.0,0.0,30.0,366.48869961158863
49.76750877373315,185.34480237317305,296.0,0.2,1.0,0.0,45.0,235.11231114690622
11.793542630963394,97.31598545587279,296.0,0.2,1.0,0.0,60.0,109.10952808683619
0.3948054895600316,31.23910101420355,296.0,0.2,1.0,0.0,75.0,31.633906503763576
0.0013278078036011612,2.5837392025579393,296.0,0.2,1.0,0.0,88.0,2.5850670103615405
21.438886813474525,156.50785145220618,296.0,0.2,2.0,0.0,0.0,177.9467382656807
20.93668079865489,140.64710618752886,296.0,0.2,2.0,0.0,15.0,161.58378698618375
12.7085103024555,106.50941048231266,296.0,0.2,2.0,0.0,30.0,119.21792078476815
4.649597623923917,63.72927880198087,296.0,0.2,2.0,0.0,45.0,68.37887642590479
0.6719846887851064,28.52139668100564,296.0,0.2,2.0,0.0,60.0,29.19338136979075
0.032306298029528766,8.853979301713458,296.0,0.2,2.0,0.0,75.0,8.886285599742987
0.00043450017423954894,0.7539322262126229,296.0,0.2,2.0,0.0,88.0,0.7543667263868623
1052.1188925942954,123.97405455620805,298.0,0.2,0.05,0.0,0.0,1176.0929471505037
1010.7324710736165,120.50680656292049,298.0,0.2,0.05,0.0,15.0,1131.2392776365368
884.6709049837319,115.96059023065683,298.0,0.2,0.05,0.0,30.0,1000.6314952143889
685.4047239828906,108.14856136364048,298.0,0.2,0.05,0.0,45.0,793.5532853465311
432.6116746661417,93.78855403655056,298.0,0.2,0.05,0.0,60.0,526.4002287026922
162.2591578236424,65.78660873437414,298.0,0.2,0.05,0.0,75.0,228.0457665580166
2.6743799891981426,11.640583789694924,298.0,0.2,0.05,0.0,88.0,14.314963778893066
949.0848407251337,180.5814073322672,298.0,0.2,0.1,0.0,0.0,1129.666248057401
910.3710160479241,174.48706815880237,298.0,0.2,0.1,0.0,15.0,1084.8580842067263
786.8630587756363,166.9600938650267,298.0,0.2,0.1,0.0,30.0,953.8231526406631
594.2367208586156,152.81495141922673,298.0,0.2,0.1,0.0,45.0,747.0516722778422
353.26556233708783,128.57000635985133,298.0,0.2,0.1,0.0,60.0,481.8355686969392
110.64979378325259,82.03922267441747,298.0,0.2,0.1,0.0,75.0,192.68901645767005
0.457945409401714,10.956524067464866,298.0,0.2,0.1,0.0,88.0,11.414469476866579
771.835619747187,266.5127400238299,298.0,0.2,0.2,0.0,0.0,1038.348359771017
737.6307945799506,256.18290763169955,298.0,0.2,0.2,0.0,15.0,993.81370221165
622.6603766848792,241.0504733315537,298.0,0.2,0.2,0.0,30.0,863.710850016433
446.2918692374405,213.38265662728293,298.0,0.2,0.2,0.0,45.0,659.6745258647234
236.61521217457954,166.31979874824407,298.0,0.2,0.2,0.0,60.0,402.93501092282355
52.372851038403255,89.61376312082979,298.0,0.2,0.2,0.0,75.0,141.98661415923303
0.030816751403758787,8.86897408417837,298.0,0.2,0.2,0.0,88.0,8.89979083558213
627.1615154015147,324.26497522392935,298.0,0.2,0.3,0.0,0.0,951.426490625444
597.7515357068484,309.89004328526255,298.0,0.2,0.3,0.0,15.0,907.6415789921109
492.8400568936495,287.46710515460546,298.0,0.2,0.3,0.0,30.0,780.3071620482549
336.1946779604411,245.02759008858638,298.0,0.2,0.3,0.0,45.0,581.2222680490274
159.53906746988878,177.9225510585356,298.0,0.2,0.3,0.0,60.0,337.4616185284244
25.309593381625366,83.54401749038949,298.0,0.2,0.3,0.0,75.0,108.85361087201485
0.008880399771251596,7.336193186606374,298.0,0.2,0.3,0.0,88.0,7.345073586377627
510.6934547195024,359.39655987401136,298.0,0.2,0.4,0.0,0.0,870.0900145935138
485.59094826789766,342.0737908769903,298.0,0.2,0.4,0.0,15.0,827.664739144888
391.92598969712986,311.14584924785765,298.0,0.2,0.4,0.0,30.0,703.0718389449875
254.39226352602523,257.1824491249775,298.0,0.2,0.4,0.0,45.0,511.57471265100276
107.9968632997727,175.34209684234204,298.0,0.2,0.4,0.0,60.0,283.33896014211473
12.468514846095385,73.95059667280354,298.0,0.2,0.4,0.0,75.0,86.41911151889893
0.005390217729321781,6.1853353530800295,298.0,0.2,0.4,0.0,88.0,6.190725570809351
340.3414812386584,383.134419447964,298.0,0.2,0.6,0.0,0.0,723.4759006866224
322.0156852474503,361.1076893521395,298.0,0.2,0.6,0.0,15.0,683.1233745995897
248.17443988871787,318.85907745731515,298.0,0.2,0.6,0.0,30.0,567.033517346033
145.87635228957552,247.91708379197584,298.0,0.2,0.6,0.0,45.0,393.79343608155136
50.16540764437978,151.7710397820925,298.0,0.2,0.6,0.0,60.0,201.93644742647228
3.2550894442757183,55.350478537670455,298.0,0.2,0.6,0.0,75.0,58.605567981946166
0.002881176372966019,4.52372493179367,298.0,0.2,0.6,0.0,88.0,4.526606108166637
227.19985678170127,370.4138763181784,298.0,0.2,0.8,0.0,0.0,597.6137330998798
213.87560632137317,345.8532732826286,298.0,0.2,0.8,0.0,15.0,559.7288796040017
158.08578461930227,296.97384660521516,298.0,0.2,0.8,0.0,30.0,455.05963122451743
84.95314947708592,219.10832468628604,298.0,0.2,0.8,0.0,45.0,304.061474163372
23.926637049607958,123.13924533655911,298.0,0.2,0.8,0.0,60.0,147.0658823861671
1.0257303112442024,41.252858848721544,298.0,0.2,0.8,0.0,75.0,42.27858915996575
0.0019219688505364644,3.3964412811339626,298.0,0.2,0.8,0.0,88.0,3.398363249984499
152.23314316018528,339.45044889352636,298.0,0.2,1.0,0.0,0.0,491.6835920537116
143.5386994367522,314.73415982169234,298.0,0.2,1.0,0.0,15.0,458.27285925844456
102.02853827126037,264.01930992597715,298.0,0.2,1.0,0.0,30.0,366.0478481972375
49.6740324893708,185.07361144948382,298.0,0.2,1.0,0.0,45.0,234.74764393885465
11.762600810881086,97.10594740673193,298.0,0.2,1.0,0.0,60.0,108.86854821761303
0.3941695742384473,31.169844370499113,298.0,0.2,1.0,0.0,75.0,31.56401394473756
0.0013204505228237913,2.577287565992379,298.0,0.2,1.0,0.0,88.0,2.578608016515203
21.385598451713637,156.23523629317373,298.0,0.2,2.0,0.0,0.0,177.62083474488736
20.92491936812252,140.45117885266137,298.0,0.2,2.0,0.0,15.0,161.3760982207839
12.69437683667036,106.30579043809516,298.0,0.2,2.0,0.0,30.0,119.0001672747655
4.6329099530462745,63.632534282792925,298.0,0.2,2.0,0.0,45.0,68.26544423583918
0.6700204198812915,28.48592086390398,298.0,0.2,2.0,0.0,60.0,29.155941283785275
0.03205262857685764,8.821892872098719,298.0,0.2,2.0,0.0,75.0,8.853945500675575
0.00039181306404712256,0.7524859680637558,298.0,0.2,2.0,0.0,88.0,0.7528777811278027
1050.9497262748393,123.83476643929848,300.0,0.2,0.05,0.0,0.0,1174.7844927141377
1009.6592248004941,120.38300993807621,300.0,0.2,0.05,0.0,15.0,1130.0422347385704
883.7155758419112,115.78959572527631,300.0,0.2,0.05,0.0,30.0,999.5051715671874
684.5198670883451,108.11994129130238,300.0,0.2,0.05,0.0,45.0,792.6398083796475
431.85356226115533,93.69168849010055,300.0,0.2,0.05,0.0,60.0,525.5452507512559
161.88886090415645,65.72652198435043,300.0,0.2,0.05,0.0,75.0,227.61538288850687
2.6569846561398585,11.614803554253534,300.0,0.2,0.05,0.0,88.0,14.271788210393392
948.1108441752642,180.4818991835083,300.0,0.2,0.1,0.0,0.0,1128.5927433587724
909.3478569138347,174.45263582506553,300.0,0.2,0.1,0.0,15.0,1083.8004927389
785.8792334853214,166.8826531281199,300.0,0.2,0.1,0.0,30.0,952.7618866134412
593.5192466223156,152.67103304503098,300.0,0.2,0.1,0.0,45.0,746.1902796673465
352.6652916341636,128.45316013611293,300.0,0.2,0.1,0.0,60.0,481.1184517702765
110.37021203649316,81.93495622909975,300.0,0.2,0.1,0.0,75.0,192.30516826559293
0.4548414945806696,10.933900103988963,300.0,0.2,0.1,0.0,88.0,11.388741598569633
770.8397522805103,266.35044539764385,300.0,0.2,0.2,0.0,0.0,1037.1901976781542
736.766203676448,255.91860159880972,300.0,0.2,0.2,0.0,15.0,992.6848052752578
621.9646355580916,240.75864181694436,300.0,0.2,0.2,0.0,30.0,862.723277375036
445.64703050119266,213.24778852997278,300.0,0.2,0.2,0.0,45.0,658.8948190311655
236.1570244141528,166.16815740357134,300.0,0.2,0.2,0.0,60.0,402.3251818177241
52.21951291777742,89.4749595032699,300.0,0.2,0.2,0.0,75.0,141.69447242104732
0.030263347870031668,8.853563993900089,300.0,0.2,0.2,0.0,88.0,8.883827341770122
626.6467113391642,323.7156950764843,300.0,0.2,0.3,0.0,0.0,950.3624064156484
597.0632620190446,309.6444767996659,300.0,0.2,0.3,0.0,15.0,906.7077388187104
492.1953496101751,287.2975931115463,300.0,0.2,0.3,0.0,30.0,779.4929427217214
335.7371844109281,244.76533157811548,300.0,0.2,0.3,0.0,45.0,580.5025159890437
159.27608867365404,177.72145190077907,300.0,0.2,0.3,0.0,60.0,336.99754057443306
25.22319380178436,83.37671420497253,300.0,0.2,0.3,0.0,75.0,108.59990800675689
0.008765484404730255,7.322794060313882,300.0,0.2,0.3,0.0,88.0,7.331559544718612
510.0323037818457,358.9778690223358,300.0,0.2,0.4,0.0,0.0,869.0101728041816
484.9706747810183,341.7957867222981,300.0,0.2,0.4,0.0,15.0,826.7664615033163
391.384125924254,310.66366946768886,300.0,0.2,0.4,0.0,30.0,702.047795391943
253.96729078530316,256.82223502111196,300.0,0.2,0.4,0.0,45.0,510.78952580641516
107.8363469753925,175.1551129158551,300.0,0.2,0.4,0.0,60.0,282.99145989124764
12.416562761224844,73.84031893278829,300.0,0.2,0.4,0.0,75.0,86.25688169401315
0.0052948249635013074,6.172621942607896,300.0,0.2,0.4,0.0,88.0,6.177916767571397
339.70198020297187,382.9180306892722,300.0,0.2,0.6,0.0,0.0,722.6200108922441
321.52974157128114,360.66094260794756,300.0,0.2,0.6,0.0,15.0,682.1906841792287
247.74838916882203,318.5012350084093,300.0,0.2,0.6,0.0,30.0,566.2496241772315
145.5673404485101,247.64333681771612,300.0,0.2,0.6,0.0,45.0,393.2106772662262
50.132269478094415,151.47810645655974,300.0,0.2,0.6,0.0,60.0,201.61037593465414
3.247780802106289,55.2295273089486,300.0,0.2,0.6,0.0,75.0,58.47730811105488
0.0029168294089144476,4.515349891723432,300.0,0.2,0.6,0.0,88.0,4.5182667211323455
226.83853137810902,369.89804532938746,300.0,0.2,0.8,0.0,0.0,596.7365767074965
213.56947611520647,345.5544980612294,300.0,0.2,0.8,0.0,15.0,559.1239741764358
157.78393472045798,296.71540881520235,300.0,0.2,0.8,0.0,30.0,454.49934353566033
84.75653027382857,218.80950589533902,300.0,0.2,0.8,0.0,45.0,303.5660361691676
23.86324583863762,122.89326469490835,300.0,0.2,0.8,0.0,60.0,146.75651053354596
1.0227843175471631,41.1713630890991,300.0,0.2,0.8,0.0,75.0,42.194147406646266
0.0018922600637505047,3.3882055933651962,300.0,0.2,0.8,0.0,88.0,3.390097853428947
152.0607474233581,338.9665300665835,300.0,0.2,1.0,0.0,0.0,491.0272774899415
143.31803846258822,314.3483731147275,300.0,0.2,1.0,0.0,15.0,457.6664115773157
101.79250416023329,263.6722635978081,300.0,0.2,1.0,0.0,30.0,365.4647677580414
49.619772936260695,184.72544938808562,300.0,0.2,1.0,0.0,45.0,234.34522232434634
11.734780567134974,96.89898775207898,300.0,0.2,1.0,0.0,60.0,108.63376831921397
0.39185423991088847,31.098812315157566,300.0,0.2,1.0,0.0,75.0,31.49066655506845
0.0013814212478016638,2.5744243011422143,300.0,0.2,1.0,0.0,88.0,2.5758057223900157
21.358826198997452,156.05824285747704,300.0,0.2,2.0,0.0,0.0,177.4170690564745
20.89592981046545,140.147315876508,300.0,0.2,2.0,0.0,15.0,161.04324568697345
12.65749583280005,106.18151075305249,300.0,0.2,2.0,0.0,30.0,118.83900658585253
4.616534046249567,63.499506111308506,300.0,0.2,2.0,0.0,45.0,68.11604015755807
0.6658123304900992,28.42635205418733,300.0,0.2,2.0,0.0,60.0,29.09216438467743
0.03186263960176376,8.818227810594793,300.0,0.2,2.0,0.0,75.0,8.850090450196555
0.0004117039427270639,0.7513015779483811,300.0,0.2,2.0,0.0,88.0,0.7517132818911083
1049.7945672913775,123.76556526716254,302.0,0.2,0.05,0.0,0.0,1173.56013255854
1008.5197660150299,120.34218844845061,302.0,0.2,0.05,0.0,15.0,1128.8619544634805
882.5936367316964,115.78492059008163,302.0,0.2,0.05,0.0,30.0,998.3785573217781
683.5733201716137,108.0100445601814,302.0,0.2,0.05,0.0,45.0,791.5833647317951
431.22079149236663,93.58390428988073,302.0,0.2,0.05,0.0,60.0,524.8046957822473
161.47913241330613,65.64458908130484,302.0,0.2,0.05,0.0,75.0,227.12372149461095
2.6407493190785383,11.586884121967195,302.0,0.2,0.05,0.0,88.0,14.227633441045732
946.98148557483,180.30192125086126,302.0,0.2,0.1,0.0,0.0,1127.2834068256911
908.2153879285697,174.3153187866786,302.0,0.2,0.1,0.0,15.0,1082.5307067152482
784.9081420637666,166.72913568177813,302.0,0.2,0.1,0.0,30.0,951.6372777455448
592.7242216658451,152.56742395975184,302.0,0.2,0.1,0.0,45.0,745.291645625597
352.1027529139105,128.2555587478453,302.0,0.2,0.1,0.0,60.0,480.35831166175575
110.08371280023385,81.81474803756792,302.0,0.2,0.1,0.0,75.0,191.8984608378018
0.4503192454640713,10.910631899198567,302.0,0.2,0.1,0.0,88.0,11.360951144662641
769.9816612133994,266.0585020669417,302.0,0.2,0.2,0.0,0.0,1036.0401632803412
735.8166155510852,255.7903539546509,302.0,0.2,0.2,0.0,15.0,991.6069695057361
621.1507443591598,240.54024340753006,302.0,0.2,0.2,0.0,30.0,861.6909877666898
445.0307083776985,212.91526503718697,302.0,0.2,0.2,0.0,45.0,657.9459734148854
235.78082453625865,165.90966680035962,302.0,0.2,0.2,0.0,60.0,401.6904913366183
52.097284283616176,89.30937024601273,302.0,0.2,0.2,0.0,75.0,141.4066545296289
0.03007547222948519,8.831987414402175,302.0,0.2,0.2,0.0,88.0,8.86206288663166
625.6839060309986,323.535724035572,302.0,0.2,0.3,0.0,0.0,949.2196300665706
596.2508115280039,309.29633007553446,302.0,0.2,0.3,0.0,15.0,905.5471416035383
491.5824668318631,286.8743986662769,302.0,0.2,0.3,0.0,30.0,778.4568654981401
335.28574224950086,244.5115026168758,302.0,0.2,0.3,0.0,45.0,579.7972448663766
158.96863433922715,177.37051623944438,302.0,0.2,0.3,0.0,60.0,336.3391505786715
25.133916651300154,83.26455614149569,302.0,0.2,0.3,0.0,75.0,108.39847279279584
0.008817968742374472,7.307390700121398,302.0,0.2,0.3,0.0,88.0,7.316208668863773
509.26611881611325,358.64139253763494,302.0,0.2,0.4,0.0,0.0,867.9075113537483
484.3181145713663,341.4118577699157,302.0,0.2,0.4,0.0,15.0,825.7299723412821
390.915308249671,310.2282098269577,302.0,0.2,0.4,0.0,30.0,701.1435180766287
253.57657721859815,256.49360096560844,302.0,0.2,0.4,0.0,45.0,510.0701781842066
107.57084431605317,174.85952277028983,302.0,0.2,0.4,0.0,60.0,282.43036708634304
12.385891915838563,73.67411874724601,302.0,0.2,0.4,0.0,75.0,86.06001066308455
0.005247460103382457,6.1590171199636705,302.0,0.2,0.4,0.0,88.0,6.164264580067053
339.42676200810007,382.3681823613486,302.0,0.2,0.6,0.0,0.0,721.7949443694488
321.18995099446323,360.3213672911673,302.0,0.2,0.6,0.0,15.0,681.5113182856305
247.4097843033571,318.1512220076206,302.0,0.2,0.6,0.0,30.0,565.5610063109777
145.30770383773483,247.30792145897175,302.0,0.2,0.6,0.0,45.0,392.6156252967066
49.9675055597506,151.2904922729602,302.0,0.2,0.6,0.0,60.0,201.25799783271077
3.2348647024757917,55.09788550198066,302.0,0.2,0.6,0.0,75.0,58.33275020445645
0.0028352383586783777,4.510169306470427,302.0,0.2,0.6,0.0,88.0,4.513004544829106
226.6063117881352,369.51818162215807,302.0,0.2,0.8,0.0,0.0,596.1244934102933
213.32156915084735,344.90915071479435,302.0,0.2,0.8,0.0,15.0,558.2307198656417
157.626604725281,296.1994022177409,302.0,0.2,0.8,0.0,30.0,453.826006943022
84.66397360419188,218.60012590098955,302.0,0.2,0.8,0.0,45.0,303.26409950518143
23.81800954427992,122.65074893906113,302.0,0.2,0.8,0.0,60.0,146.46875848334105
1.0195271878138106,41.07547878494785,302.0,0.2,0.8,0.0,75.0,42.09500597276166
0.0018940268283353268,3.3806565523597376,302.0,0.2,0.8,0.0,88.0,3.3825505791880732
151.73818727046967,338.5509431314197,302.0,0.2,1.0,0.0,0.0,490.2891304018894
143.16969238372187,313.92211091091394,302.0,0.2,1.0,0.0,15.0,457.09180329463584
101.69399366342924,263.3321141534524,302.0,0.2,1.0,0.0,30.0,365.0261078168816
49.492376210264815,184.54154208905967,302.0,0.2,1.0,0.0,45.0,234.03391829932448
11.687380222775452,96.74479859990532,302.0,0.2,1.0,0.0,60.0,108.43217882268078
0.3887701579564306,31.0496335782971,302.0,0.2,1.0,0.0,75.0,31.43840373625353
0.0013615759031079398,2.566882061204699,302.0,0.2,1.0,0.0,88.0,2.5682436371078072
21.329650251438085,155.8320559046697,302.0,0.2,2.0,0.0,0.0,177.16170615610775
20.838680344398174,139.96417069720414,302.0,0.2,2.0,0.0,15.0,160.8028510416023
12.607311336183638,105.96247172230849,302.0,0.2,2.0,0.0,30.0,118.56978305849215
4.6118542345937374,63.44024652291941,302.0,0.2,2.0,0.0,45.0,68.05210075751314
0.6608038559361895,28.361927366049624,302.0,0.2,2.0,0.0,60.0,29.022731221985815
0.031946709773175035,8.790082501809524,302.0,0.2,2.0,0.0,75.0,8.822029211582699
