AlbSet,AOD,COD,th0,cos_th0,Ts,RH,rh,tpw,theta_trunc_cld,re_um,escape,GHI,DNI,DHI,alb_C01,alb_C02,alb_C03,alb_C05,alb_C06
0,0.12,20.0,45.0,0.7071067811865476,300.0,10.0,0.1,5.60472200819694,3.0,5.0,f,270.5091184308643,0.0285913649816738,270.4805270658826,0.0145,0.0288,0.4156,0.2031,0.0641
0,0.12,20.0,45.0,0.7071067811865476,320.0,10.0,0.1,17.790732986801878,3.0,5.0,f,255.55860622441477,0.0225090476896848,255.53609717672504,0.0145,0.0288,0.4156,0.2031,0.0641
0,0.12,20.0,60.0,0.5000000000000001,270.0,10.0,0.1,0.7002750439845209,3.0,5.0,f,162.89032632274132,0.0087946646891658,162.88153165805215,0.0145,0.0288,0.4156,0.2031,0.0641
0,0.12,20.0,60.0,0.5000000000000001,285.0,10.0,0.1,2.102284871618859,3.0,5.0,f,158.94673185173087,0.0096702337136575,158.9370616180172,0.0145,0.0288,0.4156,0.2031,0.0641
0,0.12,20.0,60.0,0.5000000000000001,300.0,10.0,0.1,5.60472200819694,3.0,5.0,f,153.6859777293439,0.0076914865166522,153.67828624282723,0.0145,0.0288,0.4156,0.2031,0.0641
0,0.12,20.0,60.0,0.5000000000000001,320.0,10.0,0.1,17.790732986801878,3.0,5.0,f,144.87630877952918,0.007277516169532,144.86903126335966,0.0145,0.0288,0.4156,0.2031,0.0641
0,0.12,20.0,65.0,0.4226182617406994,270.0,10.0,0.1,0.7002750439845209,3.0,5.0,f,125.53014755290567,0.0057027948963599,125.52444475800932,0.0145,0.0288,0.4156,0.2031,0.0641
0,0.12,20.0,65.0,0.4226182617406994,285.0,10.0,0.1,2.102284871618859,3.0,5.0,f,122.2792294458254,0.0065889870052763,122.27264045882008,0.0145,0.0288,0.4156,0.2031,0.0641
0,0.12,20.0,65.0,0.4226182617406994,300.0,10.0,0.1,5.60472200819694,3.0,5.0,f,118.01950302070836,0.0073739555637727,118.0121290651446,0.0145,0.0288,0.4156,0.2031,0.0641
0,0.12,20.0,65.0,0.4226182617406994,320.0,10.0,0.1,17.790732986801878,3.0,5.0,f,111.04480080734284,0.0062000904584413,111.03860071688442,0.0145,0.0288,0.4156,0.2031,0.0641
0,0.12,50.0,0.0,1.0,270.0,10.0,0.1,0.7002750439845209,3.0,5.0,f,247.82545974143463,0.0417151131484245,247.7837446282862,0.0145,0.0288,0.4156,0.2031,0.0641
0,0.12,50.0,0.0,1.0,285.0,10.0,0.1,2.102284871618859,3.0,5.0,f,242.64412358774567,0.0427908179312208,242.6013327698145,0.0145,0.0288,0.4156,0.2031,0.0641
0,0.12,50.0,0.0,1.0,300.0,10.0,0.1,5.60472200819694,3.0,5.0,f,235.3837831245393,0.0414734931074309,235.34230963143196,0.0145,0.0288,0.4156,0.2031,0.0641
0,0.12,50.0,0.0,1.0,320.0,10.0,0.1,17.790732986801878,3.0,5.0,f,222.4373680509897,0.036995914597538,222.40037213639212,0.0145,0.0288,0.4156,0.2031,0.0641
0,0.12,50.0,15.0,0.9659258262890684,270.0,10.0,0.1,0.7002750439845209,3.0,5.0,f,234.0368583976417,0.0291161909391162,234.00774220670252,0.0145,0.0288,0.4156,0.2031,0.0641
0,0.12,50.0,15.0,0.9659258262890684,285.0,10.0,0.1,2.102284871618859,3.0,5.0,f,228.18905231236104,0.0400799334051112,228.14897237895596,0.0145,0.0288,0.4156,0.2031,0.0641
0,0.12,50.0,15.0,0.9659258262890684,300.0,10.0,0.1,5.60472200819694,3.0,5.0,f,220.6149942363692,0.0301539122051096,220.58484032416408,0.0145,0.0288,0.4156,0.2031,0.0641
0,0.12,50.0,15.0,0.9659258262890684,320.0,10.0,0.1,17.790732986801878,3.0,5.0,f,208.80901296226392,0.0297300988957685,208.77928286336817,0.0145,0.0288,0.4156,0.2031,0.0641
0,0.12,50.0,30.0,0.8660254037844387,270.0,10.0,0.1,0.7002750439845209,3.0,5.0,f,194.3134816808292,0.0194243082741825,194.29405737255496,0.0145,0.0288,0.4156,0.2031,0.0641
0,0.12,50.0,30.0,0.8660254037844387,285.0,10.0,0.1,2.102284871618859,3.0,5.0,f,190.3144206771773,0.0219713496470482,190.2924493275303,0.0145,0.0288,0.4156,0.2031,0.0641
0,0.12,50.0,30.0,0.8660254037844387,300.0,10.0,0.1,5.60472200819694,3.0,5.0,f,183.78521476256327,0.0225334892866192,183.76268127327663,0.0145,0.0288,0.4156,0.2031,0.0641
0,0.12,50.0,30.0,0.8660254037844387,320.0,10.0,0.1,17.790732986801878,3.0,5.0,f,173.89091263958375,0.0221143216214375,173.86879831796236,0.0145,0.0288,0.4156,0.2031,0.0641
0,0.12,50.0,45.0,0.7071067811865476,270.0,10.0,0.1,0.7002750439845209,3.0,5.0,f,138.71157289911594,0.012144484457075,138.69942841465885,0.0145,0.0288,0.4156,0.2031,0.0641
0,0.12,50.0,45.0,0.7071067811865476,285.0,10.0,0.1,2.102284871618859,3.0,5.0,f,135.12596253953902,0.011768526579661,135.1141940129594,0.0145,0.0288,0.4156,0.2031,0.0641
0,0.12,50.0,45.0,0.7071067811865476,300.0,10.0,0.1,5.60472200819694,3.0,5.0,f,131.17350198092663,0.0127348392848128,131.16076714164183,0.0145,0.0288,0.4156,0.2031,0.0641
0,0.12,50.0,45.0,0.7071067811865476,320.0,10.0,0.1,17.790732986801878,3.0,5.0,f,124.19439158254642,0.0084808845293253,124.18591069801712,0.0145,0.0288,0.4156,0.2031,0.0641
0,0.12,50.0,60.0,0.5000000000000001,270.0,10.0,0.1,0.7002750439845209,3.0,5.0,f,79.19921311939403,0.0044764102328802,79.19473670916116,0.0145,0.0288,0.4156,0.2031,0.0641
0,0.12,50.0,60.0,0.5000000000000001,285.0,10.0,0.1,2.102284871618859,3.0,5.0,f,77.45816471164892,0.005026326131684,77.45313838551722,0.0145,0.0288,0.4156,0.2031,0.0641
0,0.12,50.0,60.0,0.5000000000000001,300.0,10.0,0.1,5.60472200819694,3.0,5.0,f,74.81933534124342,0.0047388281565264,74.8145965130869,0.0145,0.0288,0.4156,0.2031,0.0641
0,0.12,50.0,60.0,0.5000000000000001,320.0,10.0,0.1,17.790732986801878,3.0,5.0,f,70.42095397076986,0.0038546365186599,70.41709933425119,0.0145,0.0288,0.4156,0.2031,0.0641
0,0.12,50.0,65.0,0.4226182617406994,270.0,10.0,0.1,0.7002750439845209,3.0,5.0,f,61.00002740600012,0.0037339293407357,60.996293476659375,0.0145,0.0288,0.4156,0.2031,0.0641
0,0.12,50.0,65.0,0.4226182617406994,285.0,10.0,0.1,2.102284871618859,3.0,5.0,f,59.444228873753566,0.0036705751861965,59.440558298567375,0.0145,0.0288,0.4156,0.2031,0.0641
0,0.12,50.0,65.0,0.4226182617406994,300.0,10.0,0.1,5.60472200819694,3.0,5.0,f,57.48651699101872,0.0040481836394693,57.48246880737925,0.0145,0.0288,0.4156,0.2031,0.0641
0,0.12,50.0,65.0,0.4226182617406994,320.0,10.0,0.1,17.790732986801878,3.0,5.0,f,54.22867091726516,0.0021790384104526,54.226491878854695,0.0145,0.0288,0.4156,0.2031,0.0641
1,0.12,0.5,0.0,1.0,270.0,10.0,0.1,0.7002750439845209,3.0,5.0,f,1141.3473467882784,796.8143162525299,344.5330305357483,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,0.5,0.0,1.0,285.0,10.0,0.1,2.102284871618859,3.0,5.0,f,1113.4269741794446,778.6661357936953,334.76083838574954,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,0.5,0.0,1.0,300.0,10.0,0.1,5.60472200819694,3.0,5.0,f,1080.8024856408776,757.8226864774228,322.9797991634549,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,0.5,0.0,1.0,320.0,10.0,0.1,17.790732986801878,3.0,5.0,f,1028.6822106462698,724.5260316812628,304.156178965007,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,0.5,15.0,0.9659258262890684,270.0,10.0,0.1,0.7002750439845209,3.0,5.0,f,1096.8378313593992,757.8899030756862,338.9479282837129,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,0.5,15.0,0.9659258262890684,285.0,10.0,0.1,2.102284871618859,3.0,5.0,f,1069.7455423724384,740.7301125266795,329.01542984575894,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,0.5,15.0,0.9659258262890684,300.0,10.0,0.1,5.60472200819694,3.0,5.0,f,1038.2791329098532,720.6642531645573,317.6148797452957,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,0.5,15.0,0.9659258262890684,320.0,10.0,0.1,17.790732986801878,3.0,5.0,f,987.6167509512036,688.201090072594,299.4156608786095,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,0.5,30.0,0.8660254037844387,270.0,10.0,0.1,0.7002750439845209,3.0,5.0,f,961.9840119681016,640.3205332954697,321.663478672632,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,0.5,30.0,0.8660254037844387,285.0,10.0,0.1,2.102284871618859,3.0,5.0,f,937.3538892462014,625.2786739307275,312.07521531547394,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,0.5,30.0,0.8660254037844387,300.0,10.0,0.1,5.60472200819694,3.0,5.0,f,909.2776909832156,608.0779394710681,301.19975151214766,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,0.5,30.0,0.8660254037844387,320.0,10.0,0.1,17.790732986801878,3.0,5.0,f,863.2531644500491,579.818842958697,283.434321491352,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,0.5,45.0,0.7071067811865476,270.0,10.0,0.1,0.7002750439845209,3.0,5.0,f,751.2902986833981,463.7660021186204,287.5242965647776,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,0.5,45.0,0.7071067811865476,285.0,10.0,0.1,2.102284871618859,3.0,5.0,f,730.8451056117216,452.29093400371033,278.5541716080112,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,0.5,45.0,0.7071067811865476,300.0,10.0,0.1,5.60472200819694,3.0,5.0,f,707.1087508257563,438.7965565091533,268.3121943166029,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,0.5,45.0,0.7071067811865476,320.0,10.0,0.1,17.790732986801878,3.0,5.0,f,669.1345464662171,416.83733851977007,252.29720794644692,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,0.5,60.0,0.5000000000000001,270.0,10.0,0.1,0.7002750439845209,3.0,5.0,f,480.62200990014384,251.138263155844,229.48374674429988,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,0.5,60.0,0.5000000000000001,285.0,10.0,0.1,2.102284871618859,3.0,5.0,f,466.294967974216,244.4580851642088,221.83688281000715,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,0.5,60.0,0.5000000000000001,300.0,10.0,0.1,5.60472200819694,3.0,5.0,f,449.1760229178636,236.34040890882625,212.83561400903736,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,0.5,60.0,0.5000000000000001,320.0,10.0,0.1,17.790732986801878,3.0,5.0,f,422.2922321698245,223.42662845627487,198.86560371354955,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,0.5,65.0,0.4226182617406994,270.0,10.0,0.1,0.7002750439845209,3.0,5.0,f,381.68545366226977,179.59136566392107,202.09408799834867,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,0.5,65.0,0.4226182617406994,285.0,10.0,0.1,2.102284871618859,3.0,5.0,f,369.465804934228,174.5142912008926,194.9515137333354,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,0.5,65.0,0.4226182617406994,300.0,10.0,0.1,5.60472200819694,3.0,5.0,f,355.374424065421,168.16962092661277,187.20480313880824,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,0.5,65.0,0.4226182617406994,320.0,10.0,0.1,17.790732986801878,3.0,5.0,f,333.17351728368993,158.69106026217307,174.48245702151684,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,1.0,0.0,1.0,270.0,10.0,0.1,0.7002750439845209,3.0,5.0,f,1128.16234531788,621.485471641792,506.676873676088,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,1.0,0.0,1.0,285.0,10.0,0.1,2.102284871618859,3.0,5.0,f,1100.644313361693,608.9347932691962,491.7095200924969,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,1.0,0.0,1.0,300.0,10.0,0.1,5.60472200819694,3.0,5.0,f,1069.0503774756037,594.434187879547,474.6161895960568,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,1.0,0.0,1.0,320.0,10.0,0.1,17.790732986801878,3.0,5.0,f,1016.7370784793231,570.146227441474,446.5908510378491,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,1.0,15.0,0.9659258262890684,270.0,10.0,0.1,0.7002750439845209,3.0,5.0,f,1080.6636859618436,584.4736846762737,496.19000128557,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,1.0,15.0,0.9659258262890684,285.0,10.0,0.1,2.102284871618859,3.0,5.0,f,1053.9896342624618,572.5560097329466,481.4336245295151,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,1.0,15.0,0.9659258262890684,300.0,10.0,0.1,5.60472200819694,3.0,5.0,f,1023.0734048639006,558.5530566698932,464.5203481940074,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,1.0,15.0,0.9659258262890684,320.0,10.0,0.1,17.790732986801878,3.0,5.0,f,972.9510466238904,536.0139365149452,436.9371101089452,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,1.0,30.0,0.8660254037844387,270.0,10.0,0.1,0.7002750439845209,3.0,5.0,f,942.8953883271296,481.2062651270724,461.6891232000574,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,1.0,30.0,0.8660254037844387,285.0,10.0,0.1,2.102284871618859,3.0,5.0,f,919.1705713889204,471.3255372452094,447.845034143711,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,1.0,30.0,0.8660254037844387,300.0,10.0,0.1,5.60472200819694,3.0,5.0,f,891.0088689834588,459.6009808613264,431.4078881221325,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,1.0,30.0,0.8660254037844387,320.0,10.0,0.1,17.790732986801878,3.0,5.0,f,846.0509829475282,440.6405965655983,405.4103863819299,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,1.0,45.0,0.7071067811865476,270.0,10.0,0.1,0.7002750439845209,3.0,5.0,f,726.1943281731508,327.78534774872696,398.4089804244239,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,1.0,45.0,0.7071067811865476,285.0,10.0,0.1,2.102284871618859,3.0,5.0,f,707.167357676491,320.89441587490546,386.2729418015855,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,1.0,45.0,0.7071067811865476,300.0,10.0,0.1,5.60472200819694,3.0,5.0,f,684.5835064981038,312.6694475784615,371.9140589196423,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,1.0,45.0,0.7071067811865476,320.0,10.0,0.1,17.790732986801878,3.0,5.0,f,648.0813270910968,298.9744372164419,349.1068898746548,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,1.0,60.0,0.5000000000000001,270.0,10.0,0.1,0.7002750439845209,3.0,5.0,f,450.0750911419966,153.50303396736948,296.5720571746271,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,1.0,60.0,0.5000000000000001,285.0,10.0,0.1,2.102284871618859,3.0,5.0,f,437.18188922498734,150.0298229211929,287.1520663037944,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,1.0,60.0,0.5000000000000001,300.0,10.0,0.1,5.60472200819694,3.0,5.0,f,421.5669525682907,145.8957212749747,275.67123129331594,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,1.0,60.0,0.5000000000000001,320.0,10.0,0.1,17.790732986801878,3.0,5.0,f,397.1394394963885,139.05843209640477,258.0810073999837,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,1.0,65.0,0.4226182617406994,270.0,10.0,0.1,0.7002750439845209,3.0,5.0,f,352.1689056262231,100.7932021112037,251.37570351501944,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,1.0,65.0,0.4226182617406994,285.0,10.0,0.1,2.102284871618859,3.0,5.0,f,341.9398106697412,98.65982765456424,243.27998301517687,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,1.0,65.0,0.4226182617406994,300.0,10.0,0.1,5.60472200819694,3.0,5.0,f,329.47116892880933,96.05257331749594,233.41859561131344,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,1.0,65.0,0.4226182617406994,320.0,10.0,0.1,17.790732986801878,3.0,5.0,f,309.6651366128564,91.51986329162544,218.14527332123092,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,3.0,0.0,1.0,270.0,10.0,0.1,0.7002750439845209,3.0,5.0,f,1046.405622844511,242.4914647235963,803.9141581209149,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,3.0,0.0,1.0,285.0,10.0,0.1,2.102284871618859,3.0,5.0,f,1021.9550775991008,239.59091616500064,782.3641614341001,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,3.0,0.0,1.0,300.0,10.0,0.1,5.60472200819694,3.0,5.0,f,992.1450140516909,236.18025778950656,755.9647562621842,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,3.0,0.0,1.0,320.0,10.0,0.1,17.790732986801878,3.0,5.0,f,942.4698728173016,229.03633188910413,713.4335409281974,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,3.0,15.0,0.9659258262890684,270.0,10.0,0.1,0.7002750439845209,3.0,5.0,f,996.5211964419448,222.16662325427697,774.3545731876678,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,3.0,15.0,0.9659258262890684,285.0,10.0,0.1,2.102284871618859,3.0,5.0,f,972.3505503406842,219.57868064484896,752.7718696958353,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,3.0,15.0,0.9659258262890684,300.0,10.0,0.1,5.60472200819694,3.0,5.0,f,943.3980484431204,216.07327815088232,727.3247702922381,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,3.0,15.0,0.9659258262890684,320.0,10.0,0.1,17.790732986801878,3.0,5.0,f,896.0844919346553,210.34145726217403,685.7430346724813,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,3.0,30.0,0.8660254037844387,270.0,10.0,0.1,0.7002750439845209,3.0,5.0,f,852.4238461248272,164.21513997680506,688.2087061480222,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,3.0,30.0,0.8660254037844387,285.0,10.0,0.1,2.102284871618859,3.0,5.0,f,831.261408745064,162.3701735572365,668.8912351878276,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,3.0,30.0,0.8660254037844387,300.0,10.0,0.1,5.60472200819694,3.0,5.0,f,806.4060383670449,159.69198848706725,646.7140498799777,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,3.0,30.0,0.8660254037844387,320.0,10.0,0.1,17.790732986801878,3.0,5.0,f,764.1410002368069,155.1064356050451,609.0345646317619,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,3.0,45.0,0.7071067811865476,270.0,10.0,0.1,0.7002750439845209,3.0,5.0,f,629.2849014708951,89.34167125042683,539.9432302204683,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,3.0,45.0,0.7071067811865476,285.0,10.0,0.1,2.102284871618859,3.0,5.0,f,613.2140441241713,88.30751942997296,524.9065246941984,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,3.0,45.0,0.7071067811865476,300.0,10.0,0.1,5.60472200819694,3.0,5.0,f,593.8441988855675,87.02000985886667,506.8241890267007,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,3.0,45.0,0.7071067811865476,320.0,10.0,0.1,17.790732986801878,3.0,5.0,f,562.4405993120096,85.05987228556792,477.38072702644166,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,3.0,60.0,0.5000000000000001,270.0,10.0,0.1,0.7002750439845209,3.0,5.0,f,366.79112957509295,25.648276165701667,341.14285340939125,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,3.0,60.0,0.5000000000000001,285.0,10.0,0.1,2.102284871618859,3.0,5.0,f,356.72423624022457,25.32699444043229,331.39724179979225,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,3.0,60.0,0.5000000000000001,300.0,10.0,0.1,5.60472200819694,3.0,5.0,f,344.3347617109364,25.05257544465917,319.2821862662773,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,3.0,60.0,0.5000000000000001,320.0,10.0,0.1,17.790732986801878,3.0,5.0,f,325.2655698828285,24.442040260050177,300.8235296227783,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,3.0,65.0,0.4226182617406994,270.0,10.0,0.1,0.7002750439845209,3.0,5.0,f,280.9753778777392,12.519617299704889,268.4557605780343,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,3.0,65.0,0.4226182617406994,285.0,10.0,0.1,2.102284871618859,3.0,5.0,f,273.18954728707763,12.340760919445588,260.848786367632,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,3.0,65.0,0.4226182617406994,300.0,10.0,0.1,5.60472200819694,3.0,5.0,f,263.5142709788836,12.214516267770447,251.2997547111131,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,3.0,65.0,0.4226182617406994,320.0,10.0,0.1,17.790732986801878,3.0,5.0,f,248.19450575301445,11.93688762172874,236.2576181312857,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,5.0,0.0,1.0,270.0,10.0,0.1,0.7002750439845209,3.0,5.0,f,950.51452757649,100.32480562692076,850.189721949569,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,5.0,0.0,1.0,285.0,10.0,0.1,2.102284871618859,3.0,5.0,f,927.7199700798524,99.57356360205226,828.1464064778,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,5.0,0.0,1.0,300.0,10.0,0.1,5.60472200819694,3.0,5.0,f,899.8006090741277,98.4548190162447,801.3457900578829,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,5.0,0.0,1.0,320.0,10.0,0.1,17.790732986801878,3.0,5.0,f,855.1104885253528,96.22788205130482,758.8826064740479,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,5.0,15.0,0.9659258262890684,270.0,10.0,0.1,0.7002750439845209,3.0,5.0,f,901.0625512189948,88.6631170655877,812.3994341534072,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,5.0,15.0,0.9659258262890684,285.0,10.0,0.1,2.102284871618859,3.0,5.0,f,878.624361875684,88.36696889030162,790.2573929853824,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,5.0,15.0,0.9659258262890684,300.0,10.0,0.1,5.60472200819694,3.0,5.0,f,852.2291345642798,87.3798514552716,764.8492831090084,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,5.0,15.0,0.9659258262890684,320.0,10.0,0.1,17.790732986801878,3.0,5.0,f,809.6090531583314,85.68422736325755,723.9248257950741,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,5.0,30.0,0.8660254037844387,270.0,10.0,0.1,0.7002750439845209,3.0,5.0,f,760.5759484691879,60.34885345351131,700.2270950156767,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,5.0,30.0,0.8660254037844387,285.0,10.0,0.1,2.102284871618859,3.0,5.0,f,741.8993761838213,60.03828976059451,681.8610864232269,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,5.0,30.0,0.8660254037844387,300.0,10.0,0.1,5.60472200819694,3.0,5.0,f,718.9807351779771,59.40671921807671,659.5740159599003,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,5.0,30.0,0.8660254037844387,320.0,10.0,0.1,17.790732986801878,3.0,5.0,f,682.9800732796781,58.52372150520445,624.4563517744735,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,5.0,45.0,0.7071067811865476,270.0,10.0,0.1,0.7002750439845209,3.0,5.0,f,550.3099592496551,26.82908169984232,523.4808775498128,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,5.0,45.0,0.7071067811865476,285.0,10.0,0.1,2.102284871618859,3.0,5.0,f,536.857573913324,26.76122899107025,510.0963449222538,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,5.0,45.0,0.7071067811865476,300.0,10.0,0.1,5.60472200819694,3.0,5.0,f,519.892268619711,26.447136043645976,493.4451325760649,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,5.0,45.0,0.7071067811865476,320.0,10.0,0.1,17.790732986801878,3.0,5.0,f,491.8688752169373,25.99345650692914,465.8754187100082,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,5.0,60.0,0.5000000000000001,270.0,10.0,0.1,0.7002750439845209,3.0,5.0,f,316.0809530490157,4.963978971766575,311.11697407724915,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,5.0,60.0,0.5000000000000001,285.0,10.0,0.1,2.102284871618859,3.0,5.0,f,307.3688499872345,4.922909418322384,302.4459405689122,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,5.0,60.0,0.5000000000000001,300.0,10.0,0.1,5.60472200819694,3.0,5.0,f,297.103252348235,4.857859997861008,292.245392350374,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,5.0,60.0,0.5000000000000001,320.0,10.0,0.1,17.790732986801878,3.0,5.0,f,280.0692927008338,4.808552326923018,275.2607403739107,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,5.0,65.0,0.4226182617406994,270.0,10.0,0.1,0.7002750439845209,3.0,5.0,f,241.74231871755225,1.864540793617652,239.87777792393456,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,5.0,65.0,0.4226182617406994,285.0,10.0,0.1,2.102284871618859,3.0,5.0,f,234.92025306258483,1.83755380414163,233.08269925844323,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,5.0,65.0,0.4226182617406994,300.0,10.0,0.1,5.60472200819694,3.0,5.0,f,226.4379402154792,1.8379839085978225,224.59995630688127,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,5.0,65.0,0.4226182617406994,320.0,10.0,0.1,17.790732986801878,3.0,5.0,f,212.9728884842588,1.8027015366566617,211.1701869476021,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,10.0,0.0,1.0,270.0,10.0,0.1,0.7002750439845209,3.0,5.0,f,746.7959764574505,13.194424469922804,733.6015519875276,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,10.0,0.0,1.0,285.0,10.0,0.1,2.102284871618859,3.0,5.0,f,728.7938905791584,13.130481266189854,715.6634093129686,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,10.0,0.0,1.0,300.0,10.0,0.1,5.60472200819694,3.0,5.0,f,706.6333486576757,13.187475070122064,693.4458735875536,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,10.0,0.0,1.0,320.0,10.0,0.1,17.790732986801878,3.0,5.0,f,669.8251837162234,13.041926655811366,656.783257060412,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,10.0,15.0,0.9659258262890684,270.0,10.0,0.1,0.7002750439845209,3.0,5.0,f,706.3765965508835,11.093124938277215,695.2834716126064,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,10.0,15.0,0.9659258262890684,285.0,10.0,0.1,2.102284871618859,3.0,5.0,f,688.4072979735315,11.085872264420178,677.3214257091114,0.0251,0.0472,0.3922,0.2218,0.0897
1,0.12,10.0,15.0,0.9659258262890684,300.0,10.0,0.1,5.60472200819694,3.0,5.0,f,667.2718957029714,11.008172974408977,656.2637227285624,0.0251,0.0472,0.3922,0.2218,0.0897
