,RMSE,MAE,rRMSE_percent,R2
GHI,2.5308961007417627,1.9550083631870012,0.8914201834193879,0.9999375589012857
DNI,1.077979799836255,0.5754595288079328,1136.3471099649453,0.999974108757184
DHI,2.5683473787895874,1.9593225686293072,0.9249232587071875,0.999837992988652
AVG,2.0590744264558682,1.4965968202080804,379.38781780235723,0.9999165535490405
