Time,index,ghi,Sun_Zen,Sun_Azi,ghi_clear,T_a,rh,C01,C02,C03,C04,C05,C06,Sat_Azi,Sat_Zen,Sun_Azi_sat,Sun_Gli,ele,Abdo_C01_p0,Abdo_C01_p1,Abdo_C01_p2,Abdo_C02_p0,Abdo_C02_p1,Abdo_C02_p2,Abdo_C03_p0,Abdo_C03_p1,Abdo_C03_p2,Abdo_C05_p0,Abdo_C05_p1,Abdo_C05_p2,Abdo_C06_p0,Abdo_C06_p1,Abdo_C06_p2,BSA_C01,WSA_C01,BSA_C02,WSA_C02,BSA_C03,WSA_C03,BSA_C05,WSA_C05,BSA_C06,WSA_C06,site
2021-06-11 01:00:00,410,590.9,45.23828210627973,91.16130899663976,635.5982343451398,299.87,60.01,0.162,0.1585,0.1933,0.0273,0.1893,0.1043,196.72,41.88,91.46,49.28,1.4,0.09,0.112,0.015,0.185,0.149,0.032,0.318,0.398,0.064,0.364,0.204,0.061,0.255,0.122,0.058,0.0806319774258603,0.090524278,0.1560601716406199,0.1691045119999999,0.2700774005842963,0.305127424,0.3008646947670793,0.318558594,0.1878038931292855,0.198178372,FQA
2021-06-12 00:00:00,414,393.1,57.509232054936,82.93253475255204,449.6354903186138,301.41999999999996,59.37,0.139,0.132,0.159,0.0353,0.1488,0.095,196.8,41.9,83.22,50.98,1.4,0.09,0.112,0.015,0.185,0.149,0.032,0.318,0.398,0.064,0.364,0.204,0.061,0.255,0.122,0.058,0.0948258077146849,0.090524278,0.1744352327957648,0.1691045119999999,0.3200652287444909,0.305127424,0.3252978536310725,0.318558594,0.2015086132489706,0.198178372,FQA
2021-06-10 04:00:00,407,857.6,12.88807025019416,156.8817591626947,941.6618669736712,299.9,63.08,0.196,0.202,0.271,0.0318,0.3035,0.1835,196.64,41.88,158.9,52.38,1.52,0.092,0.092,0.013,0.18,0.201,0.036,0.322,0.325,0.053,0.346,0.193,0.058,0.235,0.221,0.052,0.0744877978128422,0.091495842,0.1319168116967086,0.168431592,0.250987938089561,0.310470834,0.2695354777798405,0.302610436,0.166077945367033,0.2051733199999999,FQA
2021-06-30 01:00:00,455,674.9,46.02505727861335,90.474185973762,615.790478591313,302.53999999999996,63.14,0.1253,0.1048,0.163,0.0268,0.1665,0.0855,196.72,41.88,90.76,49.28,1.4,0.092,0.113,0.015,0.171,0.138,0.03,0.338,0.423,0.068,0.421,0.236,0.071,0.293,0.14,0.067,0.0834261581520168,0.092713462,0.1445194479778587,0.155778732,0.2896647118885761,0.324346536,0.3487207480511808,0.3678362619999999,0.2160215953422635,0.227185086,FQA
2021-06-30 00:00:00,454,491.3,58.27499521217541,82.42844775252694,429.4105638022517,301.44,66.75,0.12,0.099,0.1433,0.0273,0.1355,0.069,196.8,41.9,82.72,51.120000000000005,1.4,0.092,0.113,0.015,0.171,0.138,0.03,0.338,0.423,0.068,0.421,0.236,0.071,0.293,0.14,0.067,0.0982222093547405,0.092713462,0.1620937311797771,0.155778732,0.3445493410427983,0.324346536,0.3779403271611788,0.3678362619999999,0.2323004052125302,0.227185086,FQA
2021-06-27 02:00:00,448,935.0,33.61173860145436,100.40386752528208,772.7937870275772,301.0,79.2,0.1753,0.1855,0.2418,0.0278,0.2408,0.148,196.64,41.88,100.76,48.64,1.48,0.096,0.118,0.015,0.178,0.143,0.031,0.343,0.429,0.069,0.428,0.24,0.072,0.299,0.143,0.068,0.0795456267554491,0.097659382,0.1409588147017838,0.16234703,0.2638851868609692,0.329104018,0.3391963296539134,0.374215376,0.2126120029535399,0.232375016,FQA
2021-06-27 01:00:00,447,729.3,45.832320932343634,90.3732994410082,620.1234226426669,300.01,85.05,0.1765,0.1818,0.2203,0.0258,0.235,0.1468,196.72,41.88,90.66,49.120000000000005,1.4,0.096,0.118,0.015,0.178,0.143,0.031,0.343,0.429,0.069,0.428,0.24,0.072,0.299,0.143,0.068,0.0877756311073614,0.097659382,0.1504680972246633,0.16234703,0.2932822259900627,0.329104018,0.3544326514007452,0.374215376,0.220781281820718,0.232375016,FQA
2021-06-04 05:00:00,382,983.8,15.196544994190276,216.96632990844188,931.2471809161726,305.45,17.18,0.1333,0.1418,0.2378,0.028,0.229,0.149,196.64,41.88,218.64,56.42,1.52,0.085,0.108,0.008,0.162,0.218,0.025,0.334,0.299,0.051,0.307,0.246,0.063,0.201,0.188,0.043,0.0738958750944108,0.094410896,0.1281156407022591,0.168801562,0.2658709868821137,0.320307294,0.2236829725105786,0.266749078,0.143995597922403,0.177328846,FQA
2021-06-05 06:00:00,391,844.1,24.913881857815554,246.721780969469,865.0741049339322,308.41999999999996,17.28,0.135,0.141,0.2248,0.027,0.2233,0.143,196.56,41.86,247.42,60.42,1.68,0.088,0.1,0.011,0.169,0.196,0.031,0.335,0.319,0.059,0.301,0.258,0.049,0.201,0.177,0.038,0.073987201323812,0.091764558,0.1291409955731028,0.163373782,0.2589073709723557,0.314069998,0.2377746690102711,0.282305994,0.1518690286027162,0.182135932,FQA
2021-06-22 07:00:00,440,699.9,35.603717882256156,261.7183121386072,753.558179622504,307.90999999999997,28.71,0.1323,0.1268,0.1898,0.029,0.2193,0.1373,196.56,41.86,262.12,63.88,1.68,0.096,0.118,0.015,0.179,0.144,0.031,0.341,0.426,0.068,0.428,0.24,0.072,0.3,0.143,0.068,0.0804944478711453,0.097659382,0.1430783344964799,0.163536214,0.2664793348460204,0.327914088,0.3409023914072445,0.374215376,0.2144931791477554,0.233375016,FQA
2021-06-04 07:00:00,384,721.1,36.81242459384829,260.96288543342587,744.6528107258331,307.5,14.94,0.1218,0.1173,0.193,0.0278,0.1848,0.1148,196.56,41.86,261.38,65.08,1.68,0.085,0.108,0.008,0.162,0.218,0.025,0.334,0.299,0.051,0.307,0.246,0.063,0.201,0.188,0.043,0.0790881342914969,0.094410896,0.1381834706141521,0.168801562,0.2789002313909778,0.320307294,0.233421394794275,0.266749078,0.1516779895920303,0.177328846,FQA
2021-06-21 08:00:00,433,527.9,47.897260373043046,271.2417017156006,594.1544572940555,309.03,26.35,0.1143,0.1028,0.1533,0.027,0.184,0.108,196.5,41.84,271.52,68.44,1.68,0.096,0.118,0.016,0.179,0.144,0.031,0.341,0.427,0.068,0.429,0.24,0.072,0.3,0.144,0.068,0.0884292921865835,0.09628176,0.1539642086927873,0.163536214,0.2996973769162356,0.328103272,0.3592809365962342,0.375215376,0.2240265915455142,0.2335642,FQA
2021-06-22 04:00:00,437,943.4,12.725850855960845,153.72721523889237,937.138641358468,305.77,30.63,0.1453,0.147,0.228,0.0273,0.2678,0.1728,196.64,41.88,155.72,51.84,1.52,0.096,0.118,0.015,0.179,0.144,0.031,0.341,0.426,0.068,0.428,0.24,0.072,0.3,0.143,0.068,0.0757009025529483,0.097659382,0.1378180724295487,0.163536214,0.2498168302173886,0.327914088,0.3330794659145782,0.374215376,0.2109975374045843,0.233375016,FQA
2021-06-19 06:00:00,424,802.2,23.88422207489168,247.50080136522897,869.9429694755877,305.95,33.03,0.1958,0.1925,0.278,0.0368,0.2848,0.2278,196.56,41.86,248.2,59.4,1.68,0.096,0.119,0.016,0.182,0.146,0.032,0.336,0.42,0.067,0.429,0.24,0.072,0.302,0.145,0.069,0.0753097529357919,0.096470944,0.1404013247235917,0.1655369599999999,0.2491738696452359,0.323156606,0.3351930998498499,0.375215376,0.2119001402809687,0.234375762,FQA
2021-06-30 05:00:00,459,806.7,13.959395943928255,214.2108887472731,926.5027428713864,308.07,45.42,0.2183,0.2113,0.2578,0.0635,0.2028,0.1408,196.64,41.88,216.04,55.42,1.52,0.092,0.113,0.015,0.171,0.138,0.03,0.338,0.423,0.068,0.421,0.236,0.071,0.293,0.14,0.067,0.0717580101979233,0.092713462,0.1311618837464866,0.155778732,0.2468914727658184,0.324346536,0.3273814038769269,0.3678362619999999,0.2052626867562929,0.227185086,FQA
2021-06-30 03:00:00,457,900.4,22.142070063207623,116.54439049623316,876.4929070603708,305.85999999999996,52.5,0.1538,0.1565,0.238,0.0315,0.2213,0.1303,196.64,41.88,117.24,49.74,1.48,0.092,0.113,0.015,0.171,0.138,0.03,0.338,0.423,0.068,0.421,0.236,0.071,0.293,0.14,0.067,0.0723421919324703,0.092713462,0.1317216257417351,0.155778732,0.2489223813613109,0.324346536,0.3280795231270786,0.3678362619999999,0.2053494802589296,0.227185086,FQA
2021-06-27 07:00:00,450,673.6,35.44895764457798,261.33202502649334,752.3128377053888,306.34999999999997,50.23,0.1458,0.1313,0.19,0.0268,0.211,0.1188,196.56,41.86,261.74,63.92,1.68,0.096,0.118,0.015,0.178,0.143,0.031,0.343,0.429,0.069,0.428,0.24,0.072,0.299,0.143,0.068,0.0804158321012045,0.097659382,0.141949714166282,0.16234703,0.266977064013997,0.329104018,0.3407602009762568,0.374215376,0.2134191684970909,0.232375016,FQA
2021-06-27 08:00:00,451,514.3,47.69656056585384,270.90550299781626,593.6526633364637,306.35999999999996,49.75,0.1253,0.1048,0.152,0.027,0.173,0.092,196.5,41.84,271.18,68.48,1.68,0.096,0.118,0.015,0.178,0.143,0.031,0.343,0.429,0.069,0.428,0.24,0.072,0.299,0.143,0.068,0.0895994979029073,0.097659382,0.1526000028427296,0.16234703,0.2998246408825626,0.329104018,0.357888597427165,0.374215376,0.2226870279630698,0.232375016,FQA
2021-07-03 02:00:00,460,965.8,34.02549027585986,100.74561770105828,764.8844817503232,298.90999999999997,79.71,0.254,0.2448,0.2923,0.03,0.2805,0.181,196.64,41.88,101.1,49.0,1.48,0.06,0.074,0.01,0.098,0.079,0.017,0.416,0.521,0.083,0.323,0.181,0.054,0.179,0.086,0.041,0.0490059739260989,0.0602233959999999,0.0778214287280387,0.089525962,0.3217848538558968,0.400222238,0.2566785047037628,0.282850716,0.1270089110856375,0.138787322,FQA
2021-07-30 02:00:00,502,817.1,36.81800063812398,106.8315855467244,731.3005934151381,299.59,78.34,0.1193,0.0848,0.24,0.026,0.1363,0.0533,196.72,41.88,107.3,53.44,1.4,0.033,0.041,0.005,0.054,0.043,0.009,0.449,0.562,0.09,0.229,0.128,0.038,0.109,0.052,0.025,0.0281215449864936,0.033868434,0.0438410753738504,0.049736314,0.353315206317811,0.4313354279999999,0.183711185127953,0.200865916,0.0777639276246359,0.084397018,FQA
2021-07-30 01:00:00,501,644.4,48.85938982684775,95.59704320320392,571.5282648182492,298.25,83.53,0.1113,0.0755,0.1998,0.0265,0.1128,0.042,196.72,41.88,95.92,53.98,1.4,0.033,0.041,0.005,0.054,0.043,0.009,0.449,0.562,0.09,0.229,0.128,0.038,0.109,0.052,0.025,0.0314938690600542,0.033868434,0.0472373382983676,0.049736314,0.3987374944539482,0.4313354279999999,0.1934015043568532,0.200865916,0.0813427615506386,0.084397018,FQA
2021-07-05 04:00:00,464,955.9,13.576731766223531,152.51439445093598,925.4798426358448,304.09999999999997,55.1,0.152,0.1465,0.2578,0.031,0.2418,0.1395,196.64,41.88,154.38,52.38,1.52,0.06,0.074,0.01,0.098,0.079,0.017,0.417,0.522,0.083,0.323,0.181,0.054,0.179,0.086,0.041,0.0465105054887332,0.0602233959999999,0.0754173332892557,0.089525962,0.3057256891241214,0.401411422,0.2517891015901905,0.282850716,0.1253164835841088,0.138787322,FQA
2021-07-04 03:00:00,461,906.8,22.461312141867765,116.89445137312902,871.8508520396235,304.21,55.23,0.1603,0.152,0.2675,0.0375,0.2215,0.136,196.64,41.88,117.6,50.02,1.48,0.06,0.074,0.01,0.098,0.079,0.017,0.417,0.521,0.083,0.323,0.181,0.054,0.179,0.086,0.041,0.0469240638304813,0.0602233959999999,0.0757686683017973,0.089525962,0.3084652685200472,0.401222238,0.2523794807976211,0.282850716,0.125378255259278,0.138787322,FQA
2021-07-09 02:00:00,473,842.6,34.525632922535024,101.480660704155,756.253863181838,304.08,57.4,0.113,0.088,0.217,0.0273,0.1695,0.0835,196.64,41.88,101.84,49.620000000000005,1.48,0.057,0.07,0.009,0.092,0.074,0.016,0.426,0.534,0.085,0.306,0.171,0.051,0.166,0.079,0.038,0.047351317742529,0.057844282,0.0731341132921937,0.0839576639999999,0.3305579202597576,0.409926386,0.2436623706601328,0.268091742,0.1179086937027546,0.1285959,FQA
2021-07-15 05:00:00,490,968.7,15.1872450433099,209.22706020759892,912.6195942962886,304.72999999999996,61.61,0.1528,0.1285,0.305,0.0288,0.22,0.1025,196.64,41.88,211.0,56.88,1.52,0.056,0.069,0.009,0.09,0.073,0.015,0.425,0.532,0.085,0.303,0.169,0.051,0.163,0.078,0.037,0.0438661778229691,0.056655098,0.0700639545541764,0.083146102,0.3112204885995194,0.408548018,0.2357586294856011,0.264713374,0.1145218561714679,0.126784338,FQA
2021-07-26 03:00:00,499,953.1,25.081034623374677,122.64497978171804,848.5605986030954,304.03999999999996,66.62,0.1323,0.1028,0.2925,0.027,0.1635,0.0728,196.64,41.88,123.38,53.4,1.48,0.034,0.041,0.005,0.054,0.044,0.009,0.452,0.565,0.09,0.23,0.128,0.038,0.109,0.052,0.024,0.0276232562097906,0.034868434,0.0423840541220189,0.049925498,0.3364185909500732,0.43490298,0.180687707751156,0.201865916,0.077722016999898,0.08577464,FQA
2021-07-26 02:00:00,498,850.8,36.32081476129336,105.51770802494664,735.7875353156202,302.87,73.04,0.1093,0.079,0.2543,0.028,0.1355,0.0523,196.64,41.88,105.92,52.54,1.48,0.034,0.041,0.005,0.054,0.044,0.009,0.452,0.565,0.09,0.23,0.128,0.038,0.109,0.052,0.024,0.0290270348402782,0.034868434,0.0437894630509105,0.049925498,0.3551765082842327,0.43490298,0.1844474427100079,0.201865916,0.0790112400186283,0.08577464,FQA
2021-07-09 01:00:00,472,690.8,46.72412699113076,91.24597616680244,601.3954920120003,302.35999999999996,64.15,0.1013,0.0753,0.1708,0.0258,0.1415,0.0653,196.72,41.88,91.54,50.120000000000005,1.4,0.057,0.07,0.009,0.092,0.074,0.016,0.426,0.534,0.085,0.306,0.171,0.051,0.166,0.079,0.038,0.0524866481739158,0.057844282,0.0783250170640088,0.0839576639999999,0.3691337544168117,0.409926386,0.2551431031992894,0.268091742,0.122683098864607,0.1285959,FQA
2021-07-08 00:00:00,466,490.4,58.89482587903754,82.96733144735374,415.61244512377937,300.47999999999996,73.55,0.1015,0.0755,0.137,0.0265,0.114,0.0458,196.8,41.9,83.26,51.88,1.4,0.057,0.07,0.009,0.092,0.074,0.016,0.425,0.532,0.085,0.306,0.171,0.051,0.166,0.079,0.038,0.0618674074990991,0.057844282,0.0879670013619004,0.0839576639999999,0.4385000771927898,0.408548018,0.2768295391673017,0.268091742,0.1320901736690276,0.1285959,FQA
2021-07-25 02:00:00,495,936.0,36.20109482611124,105.2085309805064,736.860901608347,301.9,80.36,0.1275,0.0933,0.2575,0.0258,0.1393,0.056,196.64,41.88,105.62,52.32,1.48,0.033,0.041,0.005,0.054,0.044,0.009,0.453,0.567,0.091,0.23,0.128,0.038,0.109,0.052,0.024,0.0280047434907482,0.033868434,0.0437667573981461,0.049925498,0.3546189780206124,0.434903726,0.1843853468208662,0.201865916,0.0789888804275022,0.08577464,FQA
2021-07-31 02:00:00,510,809.1,36.94696928323281,107.1784039040173,730.1280362784431,303.90999999999997,83.57,0.1133,0.0815,0.2425,0.0268,0.1368,0.0553,196.72,41.88,107.64,53.68,1.4,0.033,0.041,0.005,0.054,0.044,0.009,0.448,0.561,0.09,0.229,0.128,0.038,0.109,0.052,0.025,0.0281465745437384,0.033868434,0.0439113409960129,0.049925498,0.3526050769100851,0.430146244,0.1837811561852072,0.200865916,0.0777888640960213,0.084397018,FQA
2021-07-31 01:00:00,509,655.1,48.97516383925251,95.882975978964,570.1334178842443,302.33,93.41,0.0963,0.065,0.2013,0.0275,0.1143,0.0425,196.72,41.88,96.22,54.22,1.4,0.033,0.041,0.005,0.054,0.044,0.009,0.448,0.561,0.09,0.229,0.128,0.038,0.109,0.052,0.025,0.0315376062733472,0.033868434,0.0474144085618167,0.049925498,0.3981960054287445,0.430146244,0.1935293409235381,0.200865916,0.0813909757384854,0.084397018,FQA
2021-07-08 05:00:00,471,796.4,14.422282096988909,211.64427177208697,919.8543530402256,307.42999999999995,44.93,0.2913,0.2518,0.355,0.027,0.311,0.2095,196.64,41.88,213.46,56.0,1.52,0.057,0.07,0.009,0.092,0.074,0.016,0.425,0.532,0.085,0.306,0.171,0.051,0.166,0.079,0.038,0.0448453581620438,0.057844282,0.0707532370996485,0.0839576639999999,0.3111313818190597,0.408548018,0.2387408431215523,0.268091742,0.1162322569876018,0.1285959,FQA
2021-07-09 06:00:00,477,864.3,23.805257713816214,243.99691965980625,858.8192532016475,310.05999999999995,37.75,0.1385,0.1155,0.249,0.0283,0.2103,0.1103,196.56,41.86,244.74,60.16,1.68,0.057,0.07,0.009,0.092,0.074,0.016,0.426,0.534,0.085,0.306,0.171,0.051,0.166,0.079,0.038,0.0453607280368427,0.057844282,0.0711953335012637,0.0839576639999999,0.3157897412345579,0.409926386,0.2395402789401408,0.268091742,0.1163729030681288,0.1285959,FQA
2021-07-09 09:00:00,480,435.0,59.96296065197431,277.49177945811556,397.7055454551464,310.41999999999996,39.43,0.097,0.0695,0.1513,0.032,0.1263,0.057,196.42,41.84,277.72,73.64,1.76,0.057,0.07,0.009,0.092,0.074,0.016,0.426,0.534,0.085,0.306,0.171,0.051,0.166,0.079,0.038,0.0629355576696026,0.057844282,0.0890708015244169,0.0839576639999999,0.4480875416987164,0.409926386,0.2793253062445888,0.268091742,0.1331866715826955,0.1285959,FQA
2021-07-13 04:00:00,481,920.3,14.572672294937988,153.09652524188658,916.6568064882528,306.32,59.73,0.1395,0.1128,0.2838,0.0268,0.2098,0.0995,196.64,41.88,154.86,53.26,1.52,0.056,0.07,0.009,0.091,0.073,0.016,0.425,0.532,0.085,0.304,0.17,0.051,0.165,0.079,0.037,0.0438478143003196,0.056844282,0.0697616429115685,0.0827684799999999,0.3111467314342983,0.408548018,0.2367481507481192,0.265902558,0.1165244446679868,0.128973522,FQA
2021-07-13 06:00:00,483,856.7,24.037025688066574,242.76261895376535,855.0303085280435,308.21999999999997,54.19,0.147,0.126,0.2715,0.0278,0.2045,0.0965,196.56,41.86,243.52,60.64,1.68,0.056,0.07,0.009,0.091,0.073,0.016,0.425,0.532,0.085,0.304,0.17,0.051,0.165,0.079,0.037,0.0443852297788014,0.056844282,0.0702155223850186,0.0827684799999999,0.3149636330693016,0.408548018,0.2375837585254863,0.265902558,0.1166984694801562,0.128973522,FQA
2021-07-13 07:00:00,484,706.7,35.64845829361477,258.5139678513325,741.6702889628532,309.16999999999996,51.42,0.1348,0.1015,0.2433,0.0258,0.1755,0.0778,196.56,41.86,258.96,65.14,1.68,0.056,0.07,0.009,0.091,0.073,0.016,0.425,0.532,0.085,0.304,0.17,0.051,0.165,0.079,0.037,0.0466791756257007,0.056844282,0.0724217693895338,0.0827684799999999,0.3319307866071918,0.408548018,0.2423351974126807,0.265902558,0.1185324607101558,0.128973522,FQA
2021-07-31 07:00:00,515,668.3,37.445985885148154,253.2838323919793,724.1878784652379,308.96,56.17,0.1248,0.0885,0.2633,0.028,0.1485,0.0625,196.56,41.86,253.76,68.5,1.68,0.033,0.041,0.005,0.054,0.044,0.009,0.448,0.561,0.09,0.229,0.128,0.038,0.109,0.052,0.025,0.0282454392836234,0.033868434,0.0440122792834135,0.049925498,0.3539271848703822,0.430146244,0.1840580131187208,0.200865916,0.0778877585541027,0.084397018,FQA
2021-07-25 08:00:00,496,503.5,48.76387204497743,265.9931085276779,571.4785809225409,305.80999999999995,55.12,0.1555,0.1233,0.2433,0.0268,0.1555,0.0843,196.5,41.84,266.3,71.74,1.68,0.033,0.041,0.005,0.054,0.044,0.009,0.453,0.567,0.091,0.23,0.128,0.038,0.109,0.052,0.024,0.0314579629220742,0.033868434,0.0473315160730694,0.049925498,0.4015257694820792,0.434903726,0.1942965841315377,0.201865916,0.0826827881793463,0.08577464,FQA
2021-07-31 04:00:00,512,946.7,17.959526128709243,157.28576740302924,902.0102959606128,307.08,63.9,0.134,0.099,0.3075,0.0275,0.1785,0.0758,196.64,41.88,158.8,56.74,1.52,0.033,0.041,0.005,0.054,0.044,0.009,0.448,0.561,0.09,0.229,0.128,0.038,0.109,0.052,0.025,0.0262920903514725,0.033868434,0.0420770183535866,0.049925498,0.3281560244005216,0.430146244,0.1789517843344081,0.200865916,0.0762370331433767,0.084397018,FQA
2021-07-31 03:00:00,511,908.0,25.871119326539684,124.66169884200262,843.6816523818051,305.49,73.73,0.125,0.0903,0.2835,0.028,0.1585,0.0653,196.64,41.88,125.42,54.58,1.48,0.033,0.041,0.005,0.054,0.044,0.009,0.448,0.561,0.09,0.229,0.128,0.038,0.109,0.052,0.025,0.0266822319714129,0.033868434,0.0424411771248561,0.049925498,0.3331704186064859,0.430146244,0.1798338253388135,0.200865916,0.0764518784871273,0.084397018,FQA
2021-08-25 02:00:00,564,712.6,40.82303839600842,117.5855094648686,695.986475198525,299.67999999999995,48.28,0.1008,0.0778,0.262,0.028,0.1398,0.0648,196.72,41.94,118.18,61.3,1.4,0.046,0.057,0.007,0.07,0.057,0.012,0.467,0.584,0.093,0.237,0.132,0.04,0.136,0.065,0.031,0.040376263795429,0.047140134,0.057605238882352,0.064252024,0.3805629370634755,0.44936461,0.191760787097722,0.206867408,0.0984164949037102,0.105590678,FQA
2021-08-21 01:00:00,558,648.7,51.69458207001425,103.1305184950674,538.4818260558158,297.54999999999995,91.24,0.1418,0.1138,0.2073,0.027,0.1485,0.0863,196.8,41.9,103.54,60.26,1.4,0.046,0.057,0.007,0.07,0.056,0.012,0.469,0.587,0.094,0.237,0.133,0.04,0.137,0.065,0.031,0.0454244193061074,0.047140134,0.0623160427890309,0.06406284,0.4326239856451056,0.4505545399999999,0.2027706016755807,0.207056592,0.1043592578170202,0.106590678,FQA
2021-08-25 04:00:00,566,987.9,24.9381068618854,165.59085485438328,866.985347408543,302.73999999999995,37.53,0.14,0.1143,0.3265,0.0305,0.1773,0.0928,196.56,41.92,166.72,64.42,1.48,0.046,0.057,0.007,0.07,0.057,0.012,0.467,0.584,0.093,0.237,0.132,0.04,0.136,0.065,0.031,0.037056639082753,0.047140134,0.0544918076362548,0.064252024,0.347428931849251,0.44936461,0.1850542819409311,0.206867408,0.0955801713827685,0.105590678,FQA
2021-08-25 03:00:00,565,949.5,30.981099496840365,136.5122641025479,810.5192004840545,301.21,42.91,0.1203,0.093,0.2938,0.0305,0.1663,0.08,196.64,41.94,137.36,62.26,1.44,0.046,0.057,0.007,0.07,0.057,0.012,0.467,0.584,0.093,0.237,0.132,0.04,0.136,0.065,0.031,0.03786861787349,0.047140134,0.0552340118429077,0.064252024,0.3554511827210339,0.44936461,0.1866026737509957,0.206867408,0.0961849041991586,0.105590678,FQA
2021-08-24 07:00:00,561,658.9,42.610474303763354,245.33819118926715,671.6064654498302,305.07,35.38,0.1205,0.0878,0.263,0.029,0.151,0.0733,196.56,41.92,245.78,75.7,1.52,0.046,0.057,0.007,0.07,0.057,0.012,0.47,0.588,0.094,0.237,0.133,0.04,0.137,0.065,0.031,0.0410240878377148,0.047140134,0.0582256670303125,0.064252024,0.3890427354389053,0.4517437239999999,0.1932103464662973,0.207056592,0.1000291243787564,0.106590678,FQA
2021-08-03 05:00:00,525,895.9,18.899160437044955,203.7240282806602,897.3627188500872,304.71,52.73,0.154,0.125,0.318,0.0293,0.195,0.0878,196.64,41.88,205.24,60.76,1.52,0.043,0.053,0.007,0.072,0.058,0.012,0.427,0.534,0.085,0.227,0.127,0.038,0.11,0.052,0.025,0.0336637745894131,0.043383398,0.0561349674755088,0.066441208,0.3140981691168172,0.410926386,0.1770020508223758,0.198676732,0.0772409823178638,0.085397018,FQA
2021-08-24 05:00:00,559,904.3,25.27867515769809,200.6009456102503,863.1733952868215,303.28999999999996,45.82,0.143,0.12,0.327,0.0313,0.1938,0.0985,196.56,41.92,201.66,67.28,1.48,0.046,0.057,0.007,0.07,0.057,0.012,0.47,0.588,0.094,0.237,0.133,0.04,0.137,0.065,0.031,0.0370905382174608,0.047140134,0.0545220910028267,0.064252024,0.3494672663816121,0.4517437239999999,0.1851206056914739,0.207056592,0.096602183070438,0.106590678,FQA
2021-08-01 03:00:00,519,845.4,26.03821392669429,125.08713006472884,842.6248687010503,303.98999999999995,73.71,0.1708,0.141,0.303,0.0268,0.1943,0.0968,196.64,41.88,125.84,54.82,1.48,0.033,0.041,0.005,0.054,0.044,0.009,0.448,0.561,0.09,0.229,0.128,0.038,0.109,0.052,0.025,0.0266953617215122,0.033868434,0.0424539436163647,0.049925498,0.333342208155769,0.430146244,0.1798666586888353,0.200865916,0.0764617332786797,0.084397018,FQA
2021-08-19 06:00:00,557,784.1,30.81000163160568,229.40005262415713,806.9788228262945,304.01,63.04,0.1955,0.1693,0.3205,0.0345,0.1908,0.1083,196.56,41.92,230.1,69.56,1.52,0.046,0.057,0.007,0.07,0.056,0.012,0.469,0.587,0.094,0.237,0.132,0.04,0.137,0.065,0.031,0.0378389648646375,0.047140134,0.0551867651844176,0.06406284,0.3558891341588784,0.4505545399999999,0.1865441528728357,0.206867408,0.0971609092854876,0.106590678,FQA
2021-08-03 02:00:00,522,779.0,37.34534524730374,108.2598154478816,726.4808444134418,301.78,67.73,0.1233,0.0913,0.2465,0.027,0.1385,0.0578,196.72,41.88,108.74,54.44,1.4,0.043,0.053,0.007,0.072,0.058,0.012,0.427,0.534,0.085,0.227,0.127,0.038,0.11,0.052,0.025,0.0361065901807134,0.043383398,0.0586239015029315,0.066441208,0.3380959684340997,0.410926386,0.181953947251795,0.198676732,0.0788675037175996,0.085397018,FQA
2021-08-03 01:00:00,521,652.4,49.32999945071804,96.7778580434526,565.8462283838112,300.53,74.29,0.1095,0.0758,0.1998,0.026,0.1133,0.0443,196.72,41.88,97.12,54.98,1.4,0.043,0.053,0.007,0.072,0.058,0.012,0.427,0.534,0.085,0.227,0.127,0.038,0.11,0.052,0.025,0.040543504853366,0.043383398,0.0633166151314964,0.066441208,0.3822571477353602,0.410926386,0.1917896031419329,0.198676732,0.0825405744890769,0.085397018,FQA
2021-08-01 02:00:00,518,714.3,37.07783985079326,107.53217851641898,728.934201848135,302.81,78.51,0.1485,0.1165,0.2485,0.0268,0.1655,0.0748,196.72,41.88,108.0,53.94,1.4,0.033,0.041,0.005,0.054,0.044,0.009,0.448,0.561,0.09,0.229,0.128,0.038,0.109,0.052,0.025,0.0281721913660294,0.033868434,0.0439374833829502,0.049925498,0.3529475784665572,0.430146244,0.1838528203705571,0.200865916,0.077814428487425,0.084397018,FQA
2021-08-01 01:00:00,517,639.2,49.09219079910658,96.17517383889472,568.7215659183718,301.63,83.32,0.1225,0.0833,0.1965,0.0265,0.1165,0.0445,196.72,41.88,96.52,54.48,1.4,0.033,0.041,0.005,0.054,0.044,0.009,0.448,0.561,0.09,0.229,0.128,0.038,0.109,0.052,0.025,0.0315820586074287,0.033868434,0.047460682895125,0.049925498,0.3987957462125878,0.430146244,0.1936593048447102,0.200865916,0.0814400092273534,0.084397018,FQA
2021-08-03 06:00:00,526,802.4,26.87260005878275,235.057435992208,836.0681252599987,305.13,50.85,0.1508,0.1165,0.3043,0.0275,0.178,0.0863,196.56,41.86,235.84,64.76,1.68,0.043,0.053,0.007,0.072,0.058,0.012,0.427,0.534,0.085,0.227,0.127,0.038,0.11,0.052,0.025,0.0342326454168457,0.043383398,0.0566894841525691,0.066441208,0.3196029750918197,0.410926386,0.1780324816877617,0.198676732,0.0775149093752364,0.085397018,FQA
