AKA,ALF,ASA,BJC,BJF,BNF,CBF,CLD,CSA,CWA,DHF,DHL,DYB,ESD,FKD,FQA,GGF,GGS,HBG,HJA,HLA,HSF,HTF,JZB,LCA,LSA,LZD,MXF,NMD,NMG,PDF,QYA,QYF,SJM,SNF,SPD,SYA,SYB,THL,TYA,YCA,YGA,YTA
238.8,NaN,663.5,547.8,649.4,650.8,NaN,191.1,773.1,544.8,181,340.1,NaN,578.2,NaN,381.2,NaN,698.2,NaN,89.9,618.1,62,68.7,490.8,386.2,NaN,386,571.2,635,665.6,199.8,82.9,NaN,711.1,503.1,NaN,NaN,720,801.7,NaN,703.5,90.3,255.8
316.5,NaN,780.9,675.5,417.5,787.5,NaN,363.2,840.6,817.5,254.8,1075,NaN,707.4,NaN,446.9,NaN,823.7,NaN,119,652.8,108.2,73.4,622.8,608.2,NaN,497.3,761.5,713.7,756.8,249.3,207.4,NaN,691.1,538.8,NaN,NaN,862.5,855.4,NaN,453.2,94.3,199.4
394.5,NaN,839.5,663.7,332.8,860.2,NaN,696,837.9,853.5,301.3,729.1,NaN,770.6,NaN,378.8,NaN,892.5,NaN,111.8,641.4,372.2,71.4,628.3,292.7,NaN,478.3,882.1,688.4,771.9,297.2,95.2,NaN,617.6,695.7,NaN,NaN,908.9,643.2,NaN,555.1,38.7,262.5
619.9,NaN,795.8,493.6,234.3,845.5,NaN,658.2,528.4,803.5,176.4,701.5,NaN,748.1,NaN,411.6,NaN,879.4,NaN,288.7,517.3,673.5,130,576.8,174.1,NaN,220.9,929.1,607.1,719.9,237.9,108.6,NaN,487.7,573.9,NaN,NaN,869.7,556.6,NaN,627.5,107.8,271.3
720.9,NaN,695.4,262.8,270.3,763.9,NaN,601,291.5,696.5,138.1,475.6,NaN,698.7,NaN,410.6,NaN,738,NaN,196.7,454.2,286.5,47.4,391.9,215.4,NaN,178.9,901.7,473.2,615,356.9,195,NaN,318.7,553.9,NaN,NaN,775.6,425.2,NaN,382.8,117.9,374.2
443,NaN,551.4,281.2,93,611.1,NaN,517.2,197.3,542,328.1,198.4,NaN,551.2,NaN,297.8,NaN,154,NaN,114.8,308.9,313.1,94.8,260.4,70,NaN,260.9,796.5,327.5,473.3,692.1,33.3,NaN,134.4,641.3,NaN,NaN,449.1,158.3,NaN,215.3,35.7,358.2
400.1,NaN,334.9,65.5,16.5,373,NaN,465.5,60.9,326.3,118.2,83,NaN,376.8,NaN,109.1,NaN,117.4,NaN,55.9,141.1,66,55.8,99.5,6.7,NaN,174.9,633.5,134,269.1,193.1,45.4,NaN,0,424,NaN,NaN,373.9,112,NaN,81.8,33.2,138.9
555.1,NaN,133.5,6.4,-2,154.1,NaN,367.9,11.8,120.9,6.6,6.4,NaN,186,NaN,2.7,NaN,33.6,NaN,33.6,0,5.5,31.4,1.5,-1.1,NaN,72.3,412.7,0,0,174.4,2,NaN,0,104.9,NaN,NaN,154.3,6.1,NaN,4.9,8.7,6.4
270.9,NaN,6.2,0,0,6.1,NaN,321.6,0,1.6,0,0,NaN,23.2,NaN,0,NaN,0.6,NaN,3.2,0,0,7.8,0,0,NaN,11.3,NaN,0,0,7.7,0,NaN,0,9.9,NaN,NaN,10.9,0,NaN,0,0,0
84.8,NaN,0,0,0,0,NaN,93.6,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,NaN,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,NaN,0,0,0
6,NaN,0,0,0,0,NaN,5.9,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,NaN,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,NaN,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,NaN,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,NaN,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,NaN,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,NaN,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,NaN,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,NaN,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,NaN,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,NaN,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,NaN,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,NaN,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,NaN,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,NaN,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,NaN,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,57.6,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,12.6,22.3,0,NaN,0,50.9,0,31.9,80.1,NaN,0,NaN,37.6,NaN,0,NaN,0,60.5,39.8,0,58.2,50.1,0,0,0,70.9,10.4,0,34.5,NaN,249.4,0,NaN,NaN,0,76.5,NaN,40.4,0,39.4
0,NaN,17.4,32.3,37.6,45.4,NaN,0,198.8,65,143,265.5,NaN,18.6,NaN,111.2,NaN,34.4,NaN,29.1,209.6,93.8,14.3,212.3,127.6,0,22.3,0,225.5,84.5,12,142.2,NaN,411.3,43.7,NaN,NaN,42,233.3,NaN,59.1,17.3,136.1
0,NaN,37,81.8,28.6,249.4,NaN,0,451.7,72.8,188.3,467.9,NaN,135.5,NaN,243.4,NaN,264.1,NaN,53.6,376.6,187.7,56.9,408.4,193.3,4,168.6,9.3,304.2,372.9,51.8,443,NaN,552,109.4,NaN,NaN,267.3,372.5,NaN,219.9,6,259.4
29.9,NaN,148,56.7,39,442.1,NaN,54.3,629.9,136.1,52.7,632.1,NaN,127.3,NaN,247.3,NaN,494.5,NaN,75.3,514.4,262.2,236.2,568.6,137.1,33.3,360.1,70.4,454,509.9,173.3,460.5,NaN,662.3,330.2,NaN,NaN,500.8,382.1,NaN,597.8,6.3,720.8
184.4,NaN,214.6,32.9,96.4,608.6,NaN,239.5,773.1,176.1,82.7,715.9,NaN,246.4,NaN,464.1,NaN,683.1,NaN,231.1,603.7,232.7,253.3,687.8,178.9,115.4,467.2,186.3,470.1,640.2,253.1,929.8,NaN,701.4,735.5,NaN,NaN,578.9,663.3,NaN,715.2,9.9,803.6
273.6,NaN,352.1,38.5,42.1,711.2,NaN,272.4,842,481.2,273.7,800.1,NaN,517.7,NaN,378.6,NaN,810.7,NaN,329.6,635.7,337.2,484,747.3,147.2,517.6,550,519,612.2,718.8,296.5,840.3,NaN,683.5,872.1,NaN,NaN,835.2,826.1,NaN,767.9,22.5,872
374.3,NaN,459.3,84.2,73,764.4,NaN,483.2,819.6,869.8,173.4,684.9,NaN,367.8,NaN,375.8,NaN,930.3,NaN,285.4,621.9,489.5,712.8,746.8,192.4,281.4,518.5,299.3,648,644.6,425.2,872.7,NaN,604.1,942.5,NaN,NaN,890.7,787.8,NaN,699.3,23.6,820.3
480.5,NaN,221.5,56.4,22,745.5,NaN,558,735.9,364.5,304.9,395.9,NaN,411.8,NaN,81.9,NaN,282.2,NaN,224.5,545,227,475.7,660.6,50,408.9,519.5,164.7,507.8,571,515.5,914.3,NaN,477,1004.2,NaN,NaN,852.2,715.9,NaN,716.2,13.7,736.9
520.9,NaN,169.5,32.6,19.3,653.8,NaN,447.6,589,485.4,287.5,432.1,NaN,447.5,NaN,102.3,NaN,825.3,NaN,229.8,437.7,224.2,347,514.5,37.5,521.1,500.6,156.1,380.7,653.1,448.7,235.2,NaN,312.8,348.5,NaN,NaN,767.9,546.1,NaN,310.2,16.1,572.8
480.1,NaN,75,48.1,9.5,465.3,NaN,554.8,365.4,128.8,367.3,341.8,NaN,352,NaN,55.3,NaN,216.3,NaN,154.8,291.2,181.1,560,332,20.1,810.7,415.8,158.6,238.7,260.6,472.9,319.3,NaN,135.4,94,NaN,NaN,592.1,375,NaN,164.2,7.7,375
246.2,NaN,50.1,8.4,2.8,272.5,NaN,447.6,172.2,166.1,140.9,163.7,NaN,345.5,NaN,24.5,NaN,165.6,NaN,167.2,98.2,108.5,379.4,134.6,5.5,777.1,198.1,61.6,62.3,110.8,232.5,72.3,NaN,0,121.7,NaN,NaN,380.2,143.4,NaN,110,13.2,161.8
284.3,NaN,48,-0.5,0,106.2,NaN,308.3,14.9,39.9,7.2,3.5,NaN,197.2,NaN,0.7,NaN,109.1,NaN,68,0,6,156.3,0.4,-1.4,547.3,96.3,15.3,4.5,59.4,69.6,6.8,NaN,0,12.6,NaN,NaN,168.1,5.3,NaN,5.3,4.5,7.4
170.2,NaN,12.2,0,0,5.6,NaN,252.9,0,3.5,0,0,NaN,51.5,NaN,0,NaN,6.2,NaN,4.9,0,0,12.2,0,0,88.2,9.8,6.2,0,0,7.7,0,NaN,0,1.1,NaN,NaN,14.9,0,NaN,0,-0.2,0
51.1,NaN,0,0,0,0,NaN,112.6,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,-0.4,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,NaN,0,0,0
4.1,NaN,0,0,0,0,NaN,12.5,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,NaN,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,NaN,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,NaN,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,NaN,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,NaN,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,NaN,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,NaN,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,NaN,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,NaN,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,73,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,16.3,34,0,NaN,0,57.3,0,55.5,NaN,NaN,0,NaN,33.1,NaN,0,NaN,0,3.8,23.7,0,8,150.7,0,0,0,7.6,18.1,0,71.7,NaN,262.5,0,NaN,NaN,0,49.9,NaN,4.5,0,76.1
0,NaN,63.5,31.7,140.5,44.9,NaN,0,247.3,17.4,244.1,21.4,NaN,8.1,NaN,229.1,NaN,42.4,NaN,11.8,9.5,93.2,57.2,25.2,253.8,0,11.4,-2.2,116.4,197.8,53.5,202.1,NaN,439.3,46.8,NaN,NaN,55.1,268.1,NaN,52.3,61,119.8
0,NaN,121.7,59.2,275.4,193.4,NaN,0,448.9,331.9,516.4,49.2,NaN,60.6,NaN,418.3,NaN,289.5,NaN,54,9.1,418,164.5,20.5,258.4,88.8,36.9,43.9,411.8,408.7,132.9,236,NaN,552.2,148.2,NaN,NaN,277.1,465.6,NaN,26,30.8,180.3
58.2,NaN,283.9,125.9,387.2,370.3,NaN,84,616.4,503.3,729.9,134.8,NaN,134.4,NaN,516.2,NaN,524.8,NaN,50.4,10.6,507.2,241,33.5,291.3,192.1,111.6,317.1,548.6,564.3,547.2,633.1,NaN,533.6,407.3,NaN,NaN,508.8,612,NaN,61.5,63.2,402.5
220.6,NaN,337.3,271.7,417.6,544.1,NaN,313.8,707.6,696.2,282.5,45.9,NaN,244.2,NaN,603.2,NaN,722,NaN,99.9,10.9,652.1,303.8,46.7,307.6,445.3,83,555.1,667.1,691.3,254.7,747.8,NaN,611.7,557.5,NaN,NaN,730.7,438.4,NaN,146.5,71.7,284.5
403.7,NaN,382.4,264.7,472.1,655.2,NaN,509.2,572.5,782.7,535.5,61,NaN,311.8,NaN,673.8,NaN,756,NaN,66.4,16.8,904.4,583,104.4,307.3,816.3,139.7,747.1,744.6,763.7,325.3,813.2,NaN,660.1,804.6,NaN,NaN,834.5,215.3,NaN,170.9,155.8,571.9
562.1,NaN,398.3,271.8,296.7,732,NaN,674.9,366.1,821.1,306.9,27.7,NaN,328.8,NaN,575.7,NaN,574.5,NaN,194.7,78.2,848,259.2,257.2,267.7,960.4,114.5,871,690.2,777.6,838.1,777.4,NaN,486.1,875.3,NaN,NaN,896.8,132.6,NaN,180.2,247.1,813.1
687,NaN,490.1,233.8,250.5,706.3,NaN,734.3,50.4,782.7,376.6,26.8,NaN,385.4,NaN,465.7,NaN,448.5,NaN,78.8,340.7,602,138.8,304.5,209.4,1098.4,101.6,916.1,632.6,733.1,780.2,325.1,NaN,312.2,166.8,NaN,NaN,858.7,67.8,NaN,146.9,249.7,680.5
746.5,NaN,321.4,166,318.6,626.8,NaN,841.5,73.2,695,246.5,34.4,NaN,465.9,NaN,263.5,NaN,722,NaN,168.8,328.3,500.4,163.4,301.3,134.1,513.3,72.3,888.1,493.3,645.9,729.5,513.1,NaN,157.8,629.4,NaN,NaN,769.3,59.1,NaN,90.3,NaN,271.6
730.3,NaN,289.9,68.6,97.9,469.5,NaN,837.6,43,525.5,341.7,49.6,NaN,381.8,NaN,190.4,NaN,98,NaN,246.3,120.6,310,315.3,51.4,57.4,497.7,59.4,792.2,279.9,492.1,599,141.6,NaN,52.7,635.6,NaN,NaN,612.8,166.1,NaN,43.4,532.4,206.9
701.4,NaN,150.2,70.4,28.8,273.3,NaN,756,59.3,332.8,128.9,12.9,NaN,216.3,NaN,86.9,NaN,198.9,NaN,181.5,35.5,71.6,223.2,19.6,8.2,276.6,32.3,619,111.9,286.1,363.1,54,NaN,1.7,70.2,NaN,NaN,391.2,60.2,NaN,46.3,284.6,76.9
544.9,NaN,66.1,3.3,-3,106.1,NaN,600.6,3.2,132.5,6.8,0.4,NaN,123.2,NaN,1.7,NaN,12.5,NaN,30.4,4.3,6.3,87.5,0,-1.4,602.6,17.8,406.6,9.6,66.5,145,7.3,NaN,0,103.5,NaN,NaN,175.1,0.4,NaN,3.6,100.2,4.7
405.2,NaN,2.6,0,0,5.6,NaN,412.2,0,-0.3,0,0,NaN,25.4,NaN,0,NaN,6.7,NaN,2,0,0,11.7,0,0,161.4,2.3,NaN,0,0,7.2,0,NaN,0,2.9,NaN,NaN,15,0,NaN,0,NaN,0
81.4,NaN,0,0,0,0,NaN,156.7,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,1.5,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,NaN,0,0,0
9.3,NaN,0,0,0,0,NaN,17.3,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,NaN,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,NaN,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,NaN,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,NaN,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,NaN,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,NaN,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,NaN,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,NaN,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,NaN,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,65.7,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,47.9,45.5,0,NaN,0,7,0,67.5,6.5,NaN,0,NaN,69.9,NaN,0,NaN,0,26.9,39.8,0,79.1,137.4,0,0,0,94.3,24.8,0,33.1,NaN,197.9,0,NaN,NaN,0,3.6,NaN,78,0,6.4
0,NaN,28.1,231.6,98.2,45.4,NaN,0,26.3,9.4,188.3,25.4,NaN,32.6,NaN,224.8,NaN,36.5,NaN,5.5,138.9,133.7,20.3,219.6,295.2,0,6.1,-0.2,270.8,187.1,37.1,126,NaN,323.4,14.9,NaN,NaN,56.5,35.4,NaN,260.4,48.8,47.3
0,NaN,70.1,391.4,336.7,189.4,NaN,0,30.7,37,300,45.6,NaN,60.2,NaN,408.8,NaN,292.5,NaN,15.9,217,269.8,19.6,417.6,403.4,137.3,44.7,42.1,464.3,402,136.2,318.6,NaN,329,21.2,NaN,NaN,246.6,148.5,NaN,464.5,161.3,72.4
23,NaN,92.2,619.3,682.8,369.6,NaN,27.2,114.2,61.5,661.4,71.9,NaN,90.5,NaN,564.8,NaN,542.7,NaN,81.5,428,424.9,83.8,620,529.3,389.3,92.3,109.9,606,567.2,508,747.9,NaN,343.5,28.3,NaN,NaN,468.4,135.4,NaN,608.6,166.6,78.5
90.1,NaN,157.2,730.8,613.8,557.7,NaN,119.4,356.1,124.1,585.6,57.1,NaN,146.5,NaN,661.4,NaN,731.7,NaN,168.5,477.8,379.8,52.5,772.3,483.5,619.7,140.1,546.2,709.9,724.9,392,383.8,NaN,344.1,19.2,NaN,NaN,669,168,NaN,703.3,536.5,155.1
215.3,NaN,168.4,717.8,512,704.5,NaN,372.3,146.5,148.8,800,165.5,NaN,93.7,NaN,689.3,NaN,860,NaN,140.8,267.2,801.4,207.1,809.8,469.8,818.4,207.3,692.3,787.8,752.5,900.7,369.9,NaN,326,24.8,NaN,NaN,789.1,265.8,NaN,721.5,773.8,585.3
322.2,NaN,187,517.7,301.1,776.8,NaN,598.4,141.7,224.6,909.8,78,NaN,84.8,NaN,663.5,NaN,931.4,NaN,152.2,637.4,760.3,583,805.6,366.5,952.4,231.5,851.8,752.3,626.1,549.6,722,NaN,244.1,26.8,NaN,NaN,848.6,245.3,NaN,702.9,460.4,349.5
351.1,NaN,147.2,585.6,249.8,761.7,NaN,721.6,90.4,579.2,582.3,79.2,NaN,312.9,NaN,471,NaN,901,NaN,108.3,345.1,299.9,124.1,724,449.5,1023.2,262.3,861.7,671.6,672.2,806.1,665.9,NaN,182.5,42.5,NaN,NaN,826.3,101.6,NaN,581.6,299,397.8
363.9,NaN,185,413.2,180.9,676.1,NaN,753.8,279.6,185.6,295.5,76.4,NaN,212.7,NaN,280.8,NaN,796.7,NaN,83.8,369.4,442.8,342.1,592.3,205.4,541.7,144.4,847.2,549.7,328.8,749.2,518.6,NaN,178.6,28.5,NaN,NaN,725.4,46.2,NaN,464.5,278.9,193.6
346.7,NaN,135.4,287.6,96.1,498.1,NaN,643.8,247.7,86.5,184.8,57.1,NaN,282,NaN,299.4,NaN,650,NaN,152.8,150.4,227.1,57.7,405.5,110.2,332,180.2,794.7,396.5,242.9,584.5,313.1,NaN,68.5,25.3,NaN,NaN,561.6,85,NaN,273.4,208.1,306.6
322.3,NaN,52.2,70.6,37.2,290.9,NaN,598.8,118.8,65.7,90.9,14.5,NaN,170.5,NaN,108.6,NaN,86.6,NaN,77.9,125.6,91.9,69.1,162.5,14.6,391.5,75.7,794.5,127.1,169.9,289.5,79.4,NaN,3.7,9.9,NaN,NaN,362.6,86.5,NaN,97.4,250.1,110.4
224.9,NaN,41.5,5,-2.3,114.9,NaN,309.9,20.8,37.7,7.9,2.8,NaN,45.6,NaN,3,NaN,36.5,NaN,22.3,6.4,6.1,73.6,5.4,-1.7,514.8,34.7,57.8,6.2,86.4,128.6,5.7,NaN,0,9.7,NaN,NaN,154.9,7.4,NaN,6.9,31.7,12.1
97.1,NaN,4.2,0,0,5,NaN,200.2,0,0.3,0,0,NaN,17.2,NaN,0,NaN,7.3,NaN,4.6,0,0,11,0,0,72.1,9.8,9.5,0,0,8.5,0,NaN,0,0.8,NaN,NaN,13.4,0,NaN,0,-1.8,0
63.3,NaN,0,0,0,0,NaN,81.9,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,3.4,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,NaN,0,0,0
7,NaN,0,0,0,0,NaN,9.6,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,NaN,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,NaN,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,NaN,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,NaN,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,NaN,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,NaN,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,NaN,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,NaN,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,NaN,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,36,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,39.9,75,0,NaN,0,14.2,0,93.9,23.9,NaN,0,NaN,83.1,NaN,0,NaN,0,78.6,50.3,0,59,147.1,0,0,0,80.8,28.6,0,16.3,NaN,160.7,0,NaN,NaN,0,18,NaN,59.2,0,2.5
0,NaN,18.3,132.4,134.4,46.7,NaN,0,49.6,28,168.6,35.7,NaN,16.6,NaN,281.1,NaN,71.8,NaN,8.1,277.4,120.5,4.3,257.4,205.1,0,9,-0.2,255.2,247.8,33.2,51.6,NaN,92.7,10.3,NaN,NaN,58.1,92,NaN,192.8,20.5,18
0,NaN,31.6,158.3,301.8,152.9,NaN,0,124.4,53.7,515.8,157.2,NaN,46.4,NaN,348,NaN,321.1,NaN,24,428.4,285.5,43,382.6,276.7,77.7,29.1,23,450.6,391.1,184.8,184.8,NaN,379.6,15.7,NaN,NaN,274.2,101,NaN,356.4,119,39.4
23.9,NaN,45.2,243.2,180.7,363.2,NaN,32.5,118.6,111,717.2,154,NaN,37.8,NaN,688.6,NaN,534.2,NaN,68.5,557.5,606.1,63.9,634.2,492,390.8,75.5,109.6,601.9,555.8,534.6,297.7,NaN,370.2,77.7,NaN,NaN,509.5,246.9,NaN,519.4,180.6,70.5
53.1,NaN,104.6,452.7,301.2,537.6,NaN,61.9,148.4,123.3,862.6,237.6,NaN,87,NaN,853.9,NaN,707.9,NaN,136.5,612.1,772.9,51.8,761.6,489,520.1,213.2,179.8,722.8,710.9,653.7,512.2,NaN,290.4,43.8,NaN,NaN,729.5,98.1,NaN,623.8,282.6,73.8
132.1,NaN,59.4,487.7,246.7,632.3,NaN,150.3,169.8,189.2,934.9,308.4,NaN,50.3,NaN,879.7,NaN,831.9,NaN,148.7,619.7,324.7,197.3,812.4,568.2,839,227.2,762.5,789.4,766,879.8,443.5,NaN,174.5,60.8,NaN,NaN,846.7,126.1,NaN,671,371.1,208.1
298.5,NaN,339.3,336.6,67.4,718.3,NaN,311.6,135.8,206.1,941,160.2,NaN,42.6,NaN,515,NaN,900.3,NaN,321.2,604.4,813.8,209,805.9,430.3,1028.9,261.8,676.6,749.1,780.3,903.6,700.2,NaN,153.2,26.7,NaN,NaN,905.5,139.3,NaN,476.2,334,161.8
382.3,NaN,233.6,123.3,50.1,717.4,NaN,386.2,173.7,233,345,470.8,NaN,51.1,NaN,595.2,NaN,891.5,NaN,327.1,536.1,244.4,223.5,717.4,385.3,655.1,279.1,915.8,670.9,641.2,819.8,610.2,NaN,129.7,40.1,NaN,NaN,885.3,251.3,NaN,557.7,257.8,57.1
