AKA,ALF,ASA,BJC,BJF,BNF,CBF,CLD,CSA,CWA,DHF,DHL,DYB,ESD,FKD,FQA,GGF,GGS,HBG,HJA,HLA,HSF,HTF,JZB,LCA,LSA,LZD,MXF,NMD,NMG,PDF,QYA,QYF,SJM,SNF,SPD,SYA,SYB,THL,TYA,YCA,YGA,YTA
199.9,NaN,7.6,0,0,0,0,70.3,0,10.2,0,0,NaN,88.6,NaN,0,NaN,0,NaN,NaN,0,0,0,0,0,2.2,24.6,17,0,0,0,0,NaN,NaN,10.6,NaN,NaN,0,0,NaN,0,-1.7,0
159.9,NaN,0,0,0,0,0,65.1,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,0,0,NaN,0,0,0
10,NaN,0,0,0,0,0,5,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,2.6,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,7,13.8,0,70.3,0,0,0,0,0,NaN,0,NaN,6.9,NaN,0,NaN,0,41.7,0,0,5.1,128.3,0,0,0,16.6,3.6,0,0,NaN,NaN,0,NaN,NaN,0,0,NaN,4.7,0,0
0,NaN,8.2,42.9,29,0,151.2,0,10.1,12.7,49.7,46.1,NaN,3,NaN,116.9,NaN,0,NaN,0,85.8,15.1,0,41.3,237.2,0,1.9,0,141,122.2,0,51.6,NaN,NaN,0,NaN,NaN,0,24.9,NaN,88.4,0,57.7
0,NaN,115.3,70.7,191.1,27.7,213.8,0,57.1,142.2,305.4,109,NaN,114.3,NaN,290.9,NaN,20.4,NaN,19.7,240.6,76.2,42.1,115.7,511.6,0,110.3,0,236.6,286.3,29.1,304.9,NaN,NaN,14.4,NaN,NaN,20.4,43.1,NaN,239.7,69.1,114.4
10.5,NaN,285.7,494.5,688.3,104.1,271.1,0.4,83,335.1,544.2,228.4,NaN,299.7,NaN,490.4,NaN,67.4,NaN,88.3,382,105.6,80.2,330.4,506.9,19.4,296.3,33.6,370.2,470.8,193.6,470.5,NaN,NaN,48.6,NaN,NaN,45.1,75.5,NaN,441.5,276.8,366.8
143.3,NaN,451.8,655.9,664.3,234.6,696,26.9,205.3,216.6,766.8,374.7,NaN,495.7,NaN,672.8,NaN,101.7,NaN,124.5,595.7,171.6,574.4,594.4,742.4,151.8,496.2,319.4,688.7,640.3,636.9,699.9,NaN,NaN,67.3,NaN,NaN,112.4,116.9,NaN,589.7,309.6,686.5
132.4,NaN,600.1,786.4,930.2,328,249.6,52.1,158.3,773.4,1038,189.9,NaN,681.9,NaN,811.2,NaN,95.7,NaN,115.5,467.4,858.2,741.2,754.1,871.2,277.6,681.5,530.4,804.9,357.9,27.5,853.3,NaN,NaN,29.7,NaN,NaN,335,72.9,NaN,763.6,283.5,873.5
199.1,NaN,732.3,885.5,109.9,616.3,340.4,193.9,152.6,443.6,1256,124.1,NaN,823.7,NaN,897.2,NaN,365.7,NaN,186.1,473.7,182.5,214.3,872.2,907.8,283.3,828.3,730.9,219.3,249.5,332.4,1000.3,NaN,NaN,102.5,NaN,NaN,936.2,85,NaN,931.6,229,971.4
173.6,NaN,812.5,924.2,29.8,316,148.5,299,193.1,1043.5,405.1,157.2,NaN,933.1,NaN,979.4,NaN,358,NaN,728.4,1071,999.9,401.7,922.1,902.3,697.5,937.9,933.2,1038.5,337,213.5,902.6,NaN,NaN,129.9,NaN,NaN,164.6,201,NaN,814,762,1029.3
196.3,NaN,867.2,895.7,596.3,302.1,237.2,425.8,634.4,988.5,1114.2,267.7,NaN,960.8,NaN,796.4,NaN,336.9,NaN,377.5,183.3,1013.9,297,917.1,827.9,665.9,998.6,984.6,1083.5,199.8,1015.5,363.5,NaN,NaN,359.7,NaN,NaN,1061.8,279.4,NaN,576.2,174.3,1130.6
381.4,NaN,35.4,852,146.6,637,943.7,809.6,40.8,416.5,990.6,809.2,NaN,1126.5,NaN,876.1,NaN,300.6,NaN,701.8,210.8,295.6,792.3,846.4,741.9,526.3,1000.3,1033.9,528.3,139.3,350.7,1030,NaN,NaN,203.9,NaN,NaN,1108.2,9,NaN,865.3,917.9,980.6
727.7,NaN,768,116.6,101.2,501,522.7,762.6,10.8,127.2,463.2,787.1,NaN,499.6,NaN,302.6,NaN,268.8,NaN,956.3,273.6,182.3,374.4,195.2,594.7,833.1,942.6,787.5,186.2,443.7,509.7,921.8,NaN,NaN,166.8,NaN,NaN,945.2,25.9,NaN,527,917.7,258.9
506.8,NaN,644.2,144.1,153.1,94,382.3,916.4,46.8,280.2,110.7,66.6,NaN,904.6,NaN,201.8,NaN,161.4,NaN,522,240,70,408.5,43.5,169.5,1022.9,835.4,1020.6,327.5,299.3,400,263.3,NaN,NaN,278.6,NaN,NaN,827.6,60.6,NaN,591.8,304.9,568.9
305.1,NaN,490.1,79.9,38.8,177.5,21.8,877.2,40.8,535.1,69.7,113.8,NaN,160.2,NaN,294,NaN,87.4,NaN,187.3,165,300.5,366.7,114.8,69,195.5,664.6,839,33.9,111.7,211.7,186.2,NaN,NaN,446.9,NaN,NaN,550,26.2,NaN,318.8,377.4,395.6
356.6,NaN,322.4,NaN,81.9,153.2,19.1,786.2,27.5,352.6,123.3,37.8,NaN,472.2,NaN,156.5,NaN,24.9,NaN,174,131.1,23.6,457.3,12.7,90.9,288.4,477,623.7,3.9,379.9,21.4,41.9,NaN,NaN,211,NaN,NaN,137.8,26.6,NaN,159.8,297.9,65.1
794.4,NaN,147.2,15.7,0.3,5.8,0,686.6,2.4,113.2,0,3.1,NaN,15,NaN,5.7,NaN,16.4,NaN,21.3,113.3,0,40.2,0,-3.2,26.6,173.5,289.9,10.6,81.2,25.5,0,NaN,NaN,95.4,NaN,NaN,38.6,0.2,NaN,30.7,47.3,0
410.9,NaN,16,0,0,0,0,172.8,0,7.4,0,0,NaN,90,NaN,0,NaN,0,NaN,0,0,0,0,0,0,-1.7,39.7,NaN,0,0,0,0,NaN,NaN,12.2,NaN,NaN,0,0,NaN,0,-2.4,0
136.5,NaN,0,0,0,0,0,197.3,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,0,0,NaN,0,0,0
59.8,NaN,0,0,0,0,0,27.7,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,0.8,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,6.4,14.8,0,33,0,0,0,0,0,NaN,0,NaN,5.8,NaN,0,NaN,0,12.8,0,0,6.1,87.9,0,0,0,34.3,1.7,0,0,NaN,NaN,0,NaN,NaN,0,0,NaN,5.4,0,0
0,NaN,7.5,45,30.2,0,71.3,0,26.6,9.5,72,116.9,NaN,0.6,NaN,117.2,NaN,0,NaN,0,37,33.1,0,67.1,248.4,0,3.6,0,252.6,97.2,0,63.7,NaN,NaN,0,NaN,NaN,0,30.3,NaN,106.9,0,54.3
0,NaN,110.8,69.4,62,25.6,165.6,0,304.2,65.1,272.9,74.9,NaN,109.7,NaN,312.7,NaN,16.7,NaN,13.4,62.9,69.9,39.6,183.6,444.4,0,162.1,0,252.8,277.8,52.3,315.8,NaN,NaN,62.5,NaN,NaN,23.3,305.8,NaN,279,92.3,224.3
12.2,NaN,285,493.2,665.6,54.6,321.6,3,238.3,194.3,551.7,199.2,NaN,286.9,NaN,529.9,NaN,68.9,NaN,49.4,180.3,95.8,222.7,336,601.6,39.4,334.9,6.9,208.3,456.6,221.5,345.8,NaN,NaN,118.9,NaN,NaN,133.6,485.8,NaN,475.5,83.9,543
130.9,NaN,464.4,655.4,536.8,221.5,862.6,132.7,677.7,570.3,789.6,319,NaN,489.1,NaN,690.8,NaN,138,NaN,231.4,209.4,745.3,230.8,601,794.9,177,411.6,29.9,671.6,630.2,710.1,720.1,NaN,NaN,601.6,NaN,NaN,180,674.1,NaN,646.5,264.4,714.9
310,NaN,624.1,801.7,911.7,718.5,222.6,304.7,753.2,749.2,987.2,344.1,NaN,676.9,NaN,842.6,NaN,205.2,NaN,200.2,531.7,822.9,326.4,799.1,952.6,256.1,625.9,158.6,297.2,780.6,367.3,862.8,NaN,NaN,785.7,NaN,NaN,710.5,659.9,NaN,790.7,391.9,870.5
497,NaN,751.4,876.5,960,947.2,177.6,443.3,411.5,889.5,820.6,786.9,NaN,821.1,NaN,936,NaN,299.6,NaN,835,336.4,935.2,820,899,902.4,289.9,802.2,285.3,339.5,1038.1,806.2,994.9,NaN,NaN,664.1,NaN,NaN,866.9,711.3,NaN,871.6,265,1043.9
635.9,NaN,836.5,601.6,1001.4,334.4,192.9,617.7,381.9,984.7,1087.3,547.6,NaN,940.1,NaN,976.8,NaN,586.3,NaN,1261.9,1015.3,1028.7,293.8,996.1,926.4,928.9,847.3,329.5,736.4,1077.6,295.1,485.1,NaN,NaN,475.9,NaN,NaN,1096.6,981.7,NaN,915.3,297.8,876.5
750.6,NaN,221.1,927,972.2,358.2,903.4,790.8,571.7,969.1,1042.2,1073.2,NaN,989.6,NaN,935,NaN,901.9,NaN,468,142.9,964.4,584,93.1,786.8,467.7,788,183,648.8,1068.8,1072.2,612.1,NaN,NaN,367.6,NaN,NaN,1023.5,708.5,NaN,926.6,427.3,1015.1
823.5,NaN,842.8,826.3,807.3,945.6,354.7,248,334.2,908.1,376.2,283.1,NaN,292.7,NaN,864.3,NaN,383.8,NaN,303,242.1,242.2,66.7,7.8,681.6,NaN,521.9,190.3,136.2,965.8,607.3,892.8,NaN,NaN,373.3,NaN,NaN,1004,409.9,NaN,847.9,163,587.6
870.8,NaN,900.5,747.2,640.6,199.1,869.4,944.2,108.3,946.9,845.3,252,NaN,985.3,NaN,706.5,NaN,185.5,NaN,963.9,359.8,151.2,418.5,25.8,536.4,426.9,420.7,164.8,301.6,845.3,391.5,477.4,NaN,NaN,523.9,NaN,NaN,897.2,56.3,NaN,609.5,67.5,603.8
865.8,NaN,49.4,118.2,124.2,180.9,401.3,866.9,22.9,210,489.9,245.7,NaN,188.7,NaN,557.7,NaN,219.9,NaN,884.9,610.5,432.2,550.5,183.2,342.1,641.1,514,203.5,397.8,710.3,383.3,540.5,NaN,NaN,330.8,NaN,NaN,750.3,14.1,NaN,307.1,53.2,363.2
826.2,NaN,289.9,340.2,75.8,592.1,63.4,834,16,500.2,255,114.5,NaN,293.9,NaN,435,NaN,95.1,NaN,NaN,339.9,82.4,455.9,291.4,114.4,115.7,239.9,133.6,289.3,527.8,466.2,403.7,NaN,NaN,163.8,NaN,NaN,550.6,13.6,NaN,356,38.3,210.6
769.1,NaN,103.3,290,55.5,241.1,35.4,781.3,34.9,168.5,63.6,44.5,NaN,128.8,NaN,197,NaN,47.7,NaN,NaN,77.1,35.1,176.4,91.6,33.1,164.4,161.5,112.4,102.5,340.7,176.2,53.2,NaN,NaN,103.2,NaN,NaN,325,28.4,NaN,192.4,34.5,70.5
631.1,NaN,59.2,22.2,-0.8,13.8,0,589.9,11.1,79.9,0,1.4,NaN,315.1,NaN,11.7,NaN,14.2,NaN,NaN,33.7,0,119.9,2.7,-2.4,39.4,78.1,91.1,18.2,150.3,48.1,0,NaN,NaN,34.7,NaN,NaN,102.4,5.1,NaN,29.4,15.1,0
434.8,NaN,26.5,0,0,0,0,307.3,0,2.7,0,0,NaN,36.9,NaN,0,NaN,0,NaN,0,0,0,0,0,0,1.5,16.8,26.2,0,0,0,0,NaN,NaN,3.2,NaN,NaN,0,0,NaN,0,-0.4,0
178.7,NaN,0,0,0,0,0,205.7,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,0,0,NaN,0,0,0
10.8,NaN,0,0,0,0,0,24,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,4.6,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,8,17.2,0,73.9,0,0,0,0,0,NaN,0,NaN,9.6,NaN,0,NaN,0,50.8,0,0,4.1,41,0,0,0,15,-0.3,0,0,NaN,NaN,0,NaN,NaN,0,0,NaN,7.7,0,0
0,NaN,10.1,38.9,132.7,0,160.3,0,58,NaN,51,22,NaN,0.9,NaN,128.6,NaN,0,NaN,0,103.7,28.7,0,96.2,195.9,0,-0.5,0,66.8,45.5,0,48.2,NaN,NaN,0,NaN,NaN,0,50.6,NaN,103,0,61.6
0,NaN,110.5,169.5,188.6,24.5,402.8,0,252.8,NaN,249.6,88.3,NaN,103.3,NaN,249.4,NaN,19.9,NaN,43.8,121.5,80.4,48,136.8,256.3,0,20.4,-0.4,237.6,84.1,35.2,236.5,NaN,NaN,32.9,NaN,NaN,20,216.9,NaN,277,10.4,187.4
10.4,NaN,294.5,107.6,594.2,98,602.4,3.5,455.3,NaN,460,271.2,NaN,136.5,NaN,574.1,NaN,46,NaN,278.8,110.5,108.5,215.7,429.4,370.1,36.2,27,14.6,494.7,293.9,239.2,463.9,NaN,NaN,32.8,NaN,NaN,249.2,264.1,NaN,456.3,31.4,309.7
121.4,NaN,219.4,178.4,731.9,134.6,325,133.2,334.4,274.3,754,302.6,NaN,420.2,NaN,568.3,NaN,131.1,NaN,301.5,160.3,725.5,488.9,617.5,529.1,253.7,71,35.1,589.6,305,426.7,683.1,NaN,NaN,66.8,NaN,NaN,469.2,737.6,NaN,634.7,118.9,577.8
300.1,NaN,339.4,377.5,919.3,316.3,144.3,310.4,791,319.9,891.4,443.4,NaN,505.7,NaN,777.9,NaN,231.5,NaN,601.6,275.8,517.2,823.7,758.4,934.1,603.1,104.2,83.1,668.4,967.5,763.5,841.4,NaN,NaN,96.6,NaN,NaN,687,755.4,NaN,790.7,124.6,932.2
484.1,NaN,721.3,241.4,961.1,522,464.5,483.5,585.4,453.5,326.7,559.6,NaN,795.4,NaN,601.8,NaN,252.4,NaN,1003.1,237.8,1008,541.1,879.3,909.6,599.9,162.9,169,855.3,943.3,905.3,947.9,NaN,NaN,126.1,NaN,NaN,877.1,928.1,NaN,890.5,95.8,993.5
625,NaN,822.1,261.4,754.2,346.1,71.8,620,956.9,252.3,1122.3,776.2,NaN,844.5,NaN,524,NaN,482.3,NaN,1079.9,293.9,1021.2,389.5,916.6,836.2,865.1,90.1,396.3,923.7,952.7,934.8,992.3,NaN,NaN,173,NaN,NaN,920.8,1063.7,NaN,934.7,110,1024.3
743.4,NaN,740.9,306.9,199.8,657.1,79.8,777.4,694.3,480,1093.6,526.8,NaN,620.6,NaN,1007.1,NaN,509.9,NaN,1079,869.2,941.6,1084.9,907,764,1289.2,120,494.7,527.2,963,925.6,970.9,NaN,NaN,119,NaN,NaN,981.8,893.1,NaN,918.3,264.1,1001.7
815.7,NaN,448.4,104,265.6,456,469.2,956.4,1053.4,298.9,975.5,378.9,NaN,718.4,NaN,478.6,NaN,551.2,NaN,1053.7,169.7,865.8,833.7,832.2,628.8,734.4,353.9,533,879.4,917,375.2,875.3,NaN,NaN,111.2,NaN,NaN,940.8,175.3,NaN,812,303.2,888.2
888.1,NaN,599.6,323.8,180.4,301.2,654.1,951,133.5,374.2,720.5,256.4,NaN,337.6,NaN,375.3,NaN,634.9,NaN,822.7,815.7,731.8,628.1,744.4,165.8,809.7,585.5,650.1,740.9,828.1,539.4,731.6,NaN,NaN,134.5,NaN,NaN,789.1,24.4,NaN,675.2,463.7,725.3
790.3,NaN,260.9,198.6,87,228.2,76.8,889.6,72,328.3,586.2,211.1,NaN,70.9,NaN,275,NaN,415.3,NaN,747.6,600.8,551.2,234.4,533.5,61.4,608.8,656.6,833.9,206.5,692.2,759.7,557.6,NaN,NaN,69.6,NaN,NaN,748.9,12.3,NaN,408.7,220.7,561.9
826.8,NaN,431.8,112.3,42.7,575.8,1.8,856.2,14.4,301.8,339.6,206.5,NaN,11.9,NaN,158.3,NaN,22.6,NaN,594.7,375.7,221.8,494.9,337.6,88.3,513.4,322.6,633.9,383.9,513,394.9,303.8,NaN,NaN,124,NaN,NaN,540.8,0.7,NaN,234.4,45.6,300.4
761.3,NaN,147.6,36.4,11.4,66.5,4,778.4,-0.4,-1,47.4,56.3,NaN,25.9,NaN,57,NaN,46.9,NaN,372.7,102.6,62.3,460.6,109.1,44.9,309.1,140.5,397.4,147.9,324.1,492.3,24.6,NaN,NaN,32.8,NaN,NaN,325.9,1,NaN,81.6,473.1,63.2
194,NaN,120.7,10.6,-0.5,29.9,0,583.9,1,-0.8,0,1.2,NaN,20.4,NaN,3.7,NaN,7.1,NaN,64,35.3,0,68.1,9.2,-1.2,527,138.2,147.6,24.2,140.6,68.2,0,NaN,NaN,29.7,NaN,NaN,89.3,2.1,NaN,23.5,53,0
414.2,NaN,18.3,0,0,0,0,321.4,0,-0.9,0,0,NaN,9.7,NaN,0,NaN,0,NaN,0,0,0,0,0,0,85.8,8,NaN,0,0,0,0,NaN,NaN,0.3,NaN,NaN,0,0,NaN,0,-1.7,0
102.4,NaN,0,0,0,0,0,192.4,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,0,0,NaN,0,0,0
29.1,NaN,0,0,0,0,0,25.4,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,0,0,0,1.6,0,0,0,0,0,NaN,NaN,NaN,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,NaN,NaN,0,0,NaN,0,0,0
0,NaN,0,6,25.1,0,41.1,0,0,0,0,0,NaN,NaN,NaN,0.9,NaN,0,NaN,0,21.6,0,0,2.3,22.4,0,0,0,28.1,2.3,0,0,NaN,NaN,0,NaN,NaN,0,0,NaN,3.3,0,0
0,NaN,8.3,39.9,134.5,0,164.3,0,58.6,11.3,55.6,59.5,NaN,NaN,NaN,34.9,NaN,0,NaN,0,87.8,26.1,0,43.5,260.7,0,-0.3,0,129.4,67.4,0,43.3,NaN,NaN,0,NaN,NaN,0,72,NaN,16.6,0,34.6
0,NaN,106.2,90.8,158.4,13,282.8,0,169.5,160.8,278.3,155.1,NaN,NaN,NaN,23.2,NaN,44.4,NaN,35.6,195.4,87.6,45,86.4,419.5,0,48.3,-0.4,265.3,226.1,36.2,292.9,NaN,NaN,5.6,NaN,NaN,21,167,NaN,71.7,64.5,273.4
4.8,NaN,174.9,289.3,501,118.8,350.3,1.5,275.6,360.4,567.6,254.3,NaN,NaN,NaN,41.3,NaN,138.2,NaN,185,285.6,133.9,295.2,96.2,210.2,27.5,128.1,13,414.8,417.7,203.4,409.6,NaN,NaN,19.6,NaN,NaN,256.6,351.6,NaN,219.2,114.8,504.8
16.1,NaN,186.1,438.9,720,428,134.5,61.8,287.7,221.4,802.4,330.4,NaN,NaN,NaN,64.4,NaN,243,NaN,451.3,601.5,602,519.3,310.8,225.6,328,562.4,73.1,511.5,599.9,549.3,631.9,NaN,NaN,27.4,NaN,NaN,478,447.6,NaN,192.1,349.3,625.6
146.5,NaN,69.1,181.2,188.9,253.2,138.8,169.9,379.5,21.6,381.5,425.2,NaN,NaN,NaN,237.5,NaN,404.2,NaN,669.7,714.3,373,724.6,759.3,374,553,265.7,179.1,678.2,763.3,693.2,978.9,NaN,NaN,42.6,NaN,NaN,695.7,523.3,NaN,539.1,664.1,859.3
240.1,NaN,181.4,213.4,305.4,358.2,154.6,297.2,509.8,364.3,1113.7,308.4,NaN,NaN,NaN,170.6,NaN,985.9,NaN,704.9,982.6,998.6,369.1,900.5,415.1,755.7,158.1,365.9,606.7,878.3,670.4,513.5,NaN,NaN,111,NaN,NaN,856.4,477.4,NaN,816.9,466.9,935.4
448,NaN,95.5,166.8,437.2,531.7,191.3,462.5,415,100,1288.4,324.8,NaN,NaN,NaN,111.6,NaN,870.8,NaN,950.2,427,436.3,1027.1,194.3,277.2,943.2,570.4,943.5,800.7,951.9,1025.1,929.7,NaN,NaN,248.9,NaN,NaN,954.8,607.1,NaN,506.8,463.8,696.2
270.4,NaN,215.2,325.5,189,1106.2,946.3,620.7,679.5,7,1121.5,268.1,NaN,NaN,NaN,139.1,NaN,718.9,NaN,1007.1,963.7,1026,1148.5,75.5,0.7,1229,944.6,753.2,798.4,706.2,535.8,565.7,NaN,NaN,221.5,NaN,NaN,1002.2,750.8,NaN,380.6,537.3,989.3
801.5,NaN,265.8,717.7,536,1350.9,960,771.9,352.1,-2.7,725.8,439.1,NaN,NaN,NaN,82,NaN,531.2,NaN,956.6,169.9,544.9,1162.6,451.2,28.4,1210.2,962.9,417.7,771.8,926.2,990.7,463.7,NaN,NaN,235,NaN,NaN,979.6,441.4,NaN,290.7,477.9,922.8
840.3,NaN,235.3,213.9,256.6,994.3,658.4,811,391,-2.1,890.4,348.6,NaN,NaN,NaN,39.1,NaN,291.3,NaN,931.3,400.2,725.5,711.2,430.5,27.5,1161.1,904.6,852,612.7,816.2,528.1,527.6,NaN,NaN,263,NaN,NaN,893.2,433,NaN,293.3,877.3,562.7
878.7,NaN,257.3,94,106.3,732,153.9,820.8,476.2,-3,377.5,338.8,NaN,NaN,NaN,14.1,NaN,972.4,NaN,381.8,160,405.1,751.6,163.2,10.7,1135,800.5,295.6,467.6,686.8,892.2,460.3,NaN,NaN,124.6,NaN,NaN,744.8,461.5,NaN,94.4,316,516
810.8,NaN,141.8,120,45.1,234,97.2,802.6,161.6,-0.6,374.6,245.4,NaN,NaN,NaN,31.7,NaN,177.4,NaN,295.6,197.9,260.5,485.7,123.4,10.2,221.4,651,36.9,310,566,613.4,348.3,NaN,NaN,128.6,NaN,NaN,546.6,370.4,NaN,81.2,557.8,196.9
731.5,NaN,129.1,33.8,-1.5,96.3,52.9,710.2,94.7,NaN,32.4,132.6,NaN,NaN,NaN,NaN,NaN,73.5,NaN,276,98.4,66.1,147.2,74.5,2.1,319.5,465.3,58,125.4,5.5,351.2,59.4,NaN,NaN,61.6,NaN,NaN,316.8,36.5,NaN,4.5,112.1,138.7
590.3,NaN,54.1,1,-0.7,68.5,0,520.6,4.7,NaN,0,3.1,NaN,NaN,NaN,NaN,NaN,44.2,NaN,63,151.5,0,45.6,8.4,0.2,420.7,265.4,41,34.4,74.9,132.6,0,NaN,NaN,19.4,NaN,NaN,71.4,4.4,NaN,-3.7,25.9,0
410.4,NaN,6,0,0,0,0,341.2,0,NaN,0,0,NaN,NaN,NaN,0,NaN,0,NaN,0,0,0,0,0,0,168.2,38.8,34.7,0,0,0,0,NaN,NaN,8.3,NaN,NaN,0,0,NaN,0,-1.2,0
