Time,ghi,Sun_Zen,Sun_Azi,ghi_clear,T_a,RH,C01,C02,C03,C04,C05,C06,Sat_Azi,Sat_Zen,Sun_Azi_sat,Sun_Gli,ele
2021-08-06 07:00:00,581.3,41.64850999345885,247.54656523676402,691.7568545115196,305.66999999999996,37.65,0.1548,0.1228,0.1688,0.028,0.1468,0.0775,197.72,47.8,247.86,79.46000000000001,1.32
2021-08-06 08:00:00,407.5,52.68841300605247,260.1774637841072,533.2600100092872,305.64,37.68,0.1418,0.1073,0.1385,0.0288,0.1193,0.0588,197.72,47.8,260.42,82.34,1.32
2021-08-07 02:00:00,575.1,38.50789578505543,117.57709501694598,731.7934218682486,299.60999999999996,69.76,0.189,0.184,0.2293,0.0418,0.1498,0.0928,197.72,47.8,118.0,63.54,1.32
2021-08-07 03:00:00,724.8,29.38019435128642,137.73303863236856,832.5293697945729,301.17999999999995,64.99,0.172,0.1478,0.195,0.0303,0.1545,0.0873,197.72,47.8,138.36,66.3,1.32
2021-08-07 04:00:00,780.5,24.047054350752035,167.8825015722773,880.0667985212149,302.75,60.22,0.1825,0.1593,0.2165,0.0338,0.1678,0.0978,197.72,47.8,168.74,69.52,1.32
2021-08-07 05:00:00,743.9,25.157925419009132,202.80253835890693,870.888127212658,303.78,56.42,0.1755,0.1488,0.2105,0.03,0.1803,0.1035,197.72,47.8,203.56,72.98,1.32
2021-08-07 06:00:00,664.6,32.03716028000532,229.5794062076621,805.6493333001073,304.82,52.62,0.173,0.1445,0.1983,0.0278,0.1688,0.0953,197.72,47.8,230.06,76.48,1.32
2021-08-07 07:00:00,540.4,41.85751646151074,247.2664004663884,689.1650250799869,305.85999999999996,48.81,0.166,0.1345,0.1708,0.0283,0.1458,0.0785,197.72,47.8,247.58,79.74,1.32
2021-08-07 08:00:00,401.5,52.88280861578515,259.9237997155644,530.3484204886136,305.74,50.58,0.1478,0.111,0.1375,0.028,0.115,0.0623,197.72,47.8,260.18,82.62,1.32
2021-08-09 02:00:00,690.7,38.86757814353396,118.28903093351636,727.6951018997759,298.5,77.79,0.1643,0.1483,0.1833,0.0275,0.1648,0.1103,197.72,47.8,118.72,64.12,1.32
2021-08-10 02:00:00,728.7,39.05105227607539,118.65205077273544,725.5949521853873,299.08,70.09,0.1253,0.092,0.1558,0.0278,0.1233,0.0633,197.72,47.8,119.08,64.4,1.32
2021-08-10 03:00:00,839.0,30.05768893271223,138.81989501024412,826.4832705758485,300.69,64.0,0.1368,0.107,0.1868,0.029,0.1453,0.0785,197.72,47.8,139.44,67.16,1.32
2021-08-10 04:00:00,857.1,24.88013719534922,168.45514804118102,873.8736815121182,302.28999999999996,57.91,0.1493,0.123,0.2038,0.0278,0.1653,0.0908,197.72,47.8,169.3,70.38,1.32
2021-08-10 05:00:00,850.5,26.007776016589958,202.40827331935424,864.2517047244633,303.34,53.89,0.1568,0.13,0.2163,0.0283,0.175,0.0993,197.72,47.8,203.14,73.84,1.32
2021-08-10 06:00:00,774.6,32.78409964259676,228.75699487297942,798.3067657763675,304.4,49.86,0.1498,0.127,0.2,0.031,0.1613,0.087,197.72,47.8,229.24,77.34,1.32
2021-08-10 07:00:00,637.4,42.51693390823377,246.42621785121946,680.9177271610396,305.45,45.84,0.1408,0.1033,0.169,0.0278,0.1345,0.0728,197.72,47.8,246.76,80.62,1.32
2021-08-10 08:00:00,445.8,53.496769929996944,259.1566938881492,521.106164187794,305.38,46.75,0.1263,0.086,0.1188,0.028,0.1123,0.053,197.72,47.8,259.4,83.48,1.32
2021-08-12 06:00:00,604.5,33.30887177369397,228.222525618524,793.0550818806165,301.71999999999997,66.71,0.3473,0.3818,0.405,0.0318,0.3138,0.2035,197.72,47.8,228.7,77.94,1.32
2021-08-17 03:00:00,800.8,31.751624642245268,141.4610161884181,812.3009773015876,299.19,62.72,0.1538,0.125,0.1928,0.0285,0.1625,0.0945,197.72,47.8,142.08,69.32000000000001,1.32
2021-08-17 04:00:00,884.7,26.95879962539305,169.8894024825638,859.0265695557537,300.42999999999995,56.22,0.161,0.1353,0.2158,0.029,0.1838,0.1083,197.72,47.8,170.68,72.54,1.32
2021-08-17 05:00:00,841.3,28.153169916796266,201.66037928641816,848.029136043962,301.2,52.74,0.1633,0.1375,0.225,0.0283,0.1863,0.1093,197.72,47.8,202.36,76.02,1.32
2021-08-17 06:00:00,777.8,34.709543673042816,226.94155724855244,780.1017356914869,301.96999999999997,49.25,0.157,0.1318,0.207,0.0295,0.1755,0.0978,197.72,47.8,227.42,79.5,1.32
2021-08-17 07:00:00,654.1,44.23675441306157,244.48815279383393,660.2977776183853,302.72999999999996,45.77,0.1405,0.1118,0.1743,0.0283,0.1475,0.0815,197.72,47.8,244.82,82.78,1.32
2021-08-21 03:00:00,829.2,32.787913657689245,143.009907343012,806.237746889405,300.12,61.88,0.1305,0.101,0.1843,0.029,0.1465,0.0818,197.72,47.8,143.62,70.64,1.32
2021-08-21 04:00:00,863.7,28.224182994771958,170.74780234759191,852.4005546098947,301.53,54.77,0.1405,0.1183,0.2105,0.0283,0.1703,0.0948,197.72,47.8,171.5,73.86,1.32
2021-08-21 05:00:00,827.8,29.470622811895716,201.33151390857773,840.4079822964661,302.44,51.85,0.1478,0.129,0.2288,0.0285,0.1835,0.1055,197.72,47.8,202.02,77.34,1.32
2021-08-21 06:00:00,750.0,35.91449466069098,225.97744975459852,771.1263757987716,303.35999999999996,48.93,0.154,0.1295,0.213,0.0285,0.1693,0.1003,197.72,47.8,226.46,80.82000000000001,1.32
2021-08-23 03:00:00,726.3,33.324152371690836,143.78835070108676,802.9175783468912,300.89,64.34,0.1575,0.136,0.1885,0.0345,0.1575,0.0878,197.72,47.8,144.38,71.32000000000001,1.32
2021-08-23 04:00:00,681.1,28.876301288972947,171.18150761323943,848.7443137066284,302.27,53.63,0.2928,0.301,0.3355,0.0773,0.1778,0.1388,197.72,47.8,171.92000000000002,74.54,1.32
2021-08-24 03:00:00,818.2,33.596739631017634,144.17768969241075,801.1830276797681,296.31,68.65,0.141,0.1138,0.1853,0.0293,0.1485,0.085,197.72,47.8,144.78,71.68,1.32
2021-08-24 07:00:00,623.9,46.18664160699474,242.61278369917395,640.9634686978158,300.12,54.3,0.1345,0.1035,0.1708,0.0288,0.135,0.0788,197.72,47.8,242.94,85.14,1.32
2021-08-24 08:00:00,461.4,56.927914243465054,255.5412575849067,475.57299864422276,300.2,50.7,0.1085,0.0773,0.1105,0.0263,0.102,0.0555,197.72,47.8,255.8,88.02,1.32
2021-08-26 03:00:00,849.6,34.15075412978446,144.9554208358868,797.5618289963223,299.9,41.64,0.1333,0.1045,0.1885,0.0293,0.149,0.086,197.72,47.8,145.54,72.38,1.32
2021-08-26 04:00:00,891.2,29.877376014737905,171.8327082214787,842.8201669550242,300.78999999999996,38.53,0.1463,0.1268,0.2205,0.03,0.1765,0.1018,197.72,47.8,172.56,75.60000000000001,1.32
2021-08-26 05:00:00,859.3,31.198385626977966,201.00280240493774,829.401358190394,301.2,37.55,0.1558,0.1395,0.2388,0.0288,0.1885,0.115,197.72,47.8,201.66,79.06,1.32
2021-08-26 06:00:00,802.4,37.5141887254207,224.8476383954384,758.2772642364478,301.60999999999996,36.58,0.176,0.1418,0.2338,0.0305,0.1933,0.1358,197.72,47.8,225.32,82.56,1.32
2021-08-27 03:00:00,840.9,34.43213225635082,145.3433643983255,795.6740365434697,298.38,47.39,0.133,0.106,0.1875,0.0293,0.1508,0.0838,197.72,47.8,145.94,72.74,1.32
2021-08-27 04:00:00,877.7,30.21691784037425,172.0491517328701,840.726551038805,299.91999999999996,39.65,0.1453,0.1238,0.2195,0.0275,0.173,0.098,197.72,47.8,172.76,75.96000000000001,1.32
2021-08-27 05:00:00,850.7,31.553712531708165,200.94632999946165,827.0009887385203,300.78999999999996,37.75,0.1488,0.1338,0.2375,0.0308,0.1883,0.1093,197.72,47.8,201.6,79.42,1.32
2021-08-27 06:00:00,777.6,37.84543310827843,224.6312993988633,755.4919696028038,301.65,35.86,0.1433,0.123,0.2158,0.0313,0.171,0.0965,197.72,47.8,225.1,82.92,1.32
2021-08-27 07:00:00,636.8,47.083822475880034,241.83303835809312,631.5333155308286,302.52,33.96,0.1298,0.104,0.173,0.0283,0.1428,0.0775,197.72,47.8,242.16,86.2,1.32
2021-08-28 07:00:00,539.7,47.390265008508536,241.57649242529334,628.2420765395651,300.23999999999995,44.97,0.1443,0.113,0.1658,0.0308,0.1343,0.0743,197.72,47.8,241.9,86.56,1.32
2021-08-28 08:00:00,410.5,58.05713726973687,254.51749892732124,461.1092043792484,300.17999999999995,45.79,0.1085,0.0768,0.1048,0.0278,0.1043,0.0513,197.72,47.8,254.78,89.44,1.32
2021-08-29 03:00:00,770.5,35.00347703448051,146.1163472507917,791.7415711215883,298.12,61.14,0.1605,0.1333,0.1733,0.0313,0.1545,0.0915,197.72,47.8,146.70000000000002,73.46000000000001,1.32
2021-08-29 04:00:00,792.1,30.9043643778613,172.48003953136742,836.359094191361,299.39,56.71,0.175,0.1478,0.2218,0.031,0.1933,0.1075,197.72,47.8,173.18,76.68,1.32
2021-08-31 08:00:00,393.9,58.93978546909605,253.75559135687266,449.5074823131442,299.51,62.84,0.1183,0.0775,0.0998,0.0278,0.101,0.0478,197.72,47.8,254.02,90.54,1.32
2021-09-01 03:00:00,718.6,35.881392697020374,147.2656118032653,785.4446742521166,297.59999999999997,66.56,0.1435,0.113,0.18,0.0275,0.1513,0.0825,197.72,47.8,147.84,74.56,1.32
2021-09-01 04:00:00,784.4,31.95532982066606,173.11903618276006,829.3543806985411,299.04999999999995,58.82,0.1535,0.1268,0.2043,0.0275,0.174,0.0955,197.72,47.8,173.8,77.78,1.32
2021-09-01 05:00:00,752.8,33.373556213112956,200.70182213086974,814.0033328389123,299.98999999999995,55.91,0.1578,0.135,0.2205,0.0293,0.1903,0.1063,197.72,47.8,201.32,81.24,1.32
2021-09-01 06:00:00,690.3,39.55171056183516,223.59492149876561,740.5071073321284,300.92999999999995,53.01,0.1508,0.123,0.1963,0.0293,0.1668,0.0923,197.72,47.8,224.04,84.74,1.32
2021-09-01 07:00:00,554.4,48.64987869944445,240.56754269088836,614.3592522453642,301.87,50.11,0.1355,0.098,0.157,0.0263,0.135,0.0705,197.72,47.8,240.9,88.02,1.32
2021-09-01 08:00:00,385.1,59.24021458743076,253.5029130996927,445.50346882274584,301.84999999999997,50.25,0.11,0.0728,0.0948,0.027,0.1008,0.047,197.72,47.8,253.76,90.9,1.32
2021-09-02 03:00:00,704.2,36.17942736999528,147.64524162219283,783.2382690983414,298.52,67.63,0.148,0.1198,0.181,0.0298,0.1568,0.0858,197.72,47.8,148.22,74.94,1.32
2021-09-02 04:00:00,800.6,32.310619090638866,173.32951389467416,826.8981114621802,300.2,60.62,0.1643,0.139,0.208,0.028,0.1785,0.1028,197.72,47.8,174.0,78.16,1.32
2021-09-02 05:00:00,753.3,33.745429777382554,200.65951914567378,811.2056461735264,301.0,58.14,0.1635,0.142,0.2253,0.0315,0.1945,0.1105,197.72,47.8,201.28,81.62,1.32
2021-09-02 06:00:00,672.0,39.90213999140761,223.39633418704983,737.3019323045039,301.78999999999996,55.67,0.1563,0.1295,0.2,0.032,0.1743,0.0973,197.72,47.8,223.84,85.12,1.32
2021-09-06 06:00:00,733.1,41.33039379848708,222.6291072995636,723.8087977873752,294.85999999999996,68.82,0.1478,0.1255,0.2065,0.031,0.1605,0.088,197.72,47.8,223.08,86.62,1.32
2021-09-07 03:00:00,780.6,37.707658078181275,149.51007790139766,771.3930695319116,295.38,69.58,0.13,0.1025,0.1768,0.0288,0.1448,0.0823,197.72,47.8,150.08,76.82000000000001,1.32
2021-09-07 07:00:00,523.6,50.62781333345695,239.10669539840887,591.4892679673999,299.71,55.8,0.1335,0.0935,0.1518,0.0288,0.129,0.0673,197.72,47.8,239.44,90.3,1.32
2021-09-08 03:00:00,726.4,38.02048180223868,149.8753696437285,768.8612668516906,296.42999999999995,74.66,0.144,0.1088,0.1703,0.0308,0.1415,0.0818,197.72,47.8,150.44,77.2,1.32
2021-09-08 04:00:00,798.4,34.48862372271933,174.5576742739613,810.8906810373362,298.15,67.79,0.1578,0.1355,0.2075,0.0305,0.1765,0.1,197.72,47.8,175.20000000000002,80.44,1.32
2021-09-08 05:00:00,703.8,36.022949789300355,200.44152264900848,793.0598669594207,299.14,63.97,0.158,0.1355,0.2133,0.0293,0.1863,0.1085,197.72,47.8,201.02,83.9,1.32
2021-09-10 03:00:00,734.7,38.65276450179267,150.59724485408645,763.635719968544,297.28,73.7,0.1313,0.1053,0.1743,0.0298,0.1505,0.084,197.72,47.8,151.14,77.98,1.32
2021-09-10 04:00:00,779.4,35.23010396173271,174.95155284863858,805.0768738981948,298.92999999999995,67.81,0.1465,0.123,0.2055,0.0275,0.1753,0.0988,197.72,47.8,175.58,81.2,1.32
2021-09-10 05:00:00,709.0,36.79711964808589,200.37994236861348,786.5059410210321,299.71,65.45,0.155,0.133,0.2193,0.0303,0.192,0.1108,197.72,47.8,200.96,84.68,1.32
2021-09-10 06:00:00,632.1,42.79523074549571,221.9026613829478,709.2799254719578,300.48999999999995,63.09,0.156,0.1235,0.189,0.028,0.1695,0.0953,197.72,47.8,222.34,88.16,1.32
2021-09-11 03:00:00,573.4,38.9720794559289,150.9535900620525,760.9423984307533,298.92999999999995,77.62,0.1553,0.125,0.173,0.0265,0.155,0.0888,197.72,47.8,151.5,78.38,1.32
2021-09-11 04:00:00,687.8,35.603329407654925,175.14521224308828,802.0820555555975,300.2,70.71,0.1633,0.1385,0.1963,0.0273,0.175,0.1018,197.72,47.8,175.76,81.60000000000001,1.32
2021-09-11 05:00:00,682.7,37.18651750472139,200.35078173572361,783.1372571252998,301.14,66.47,0.1635,0.1405,0.206,0.028,0.184,0.1108,197.72,47.8,200.92,85.06,1.32
2021-09-11 06:00:00,634.1,43.16623264115179,221.7270005618114,705.4932083462476,302.07,62.22,0.1543,0.1255,0.1855,0.0273,0.1643,0.0935,197.72,47.8,222.16,88.56,1.32
2021-09-11 07:00:00,480.3,51.99418113833913,238.16809077049706,574.9878708408552,303.01,57.97,0.1388,0.099,0.1455,0.0283,0.13,0.0708,197.72,47.8,238.5,91.84,1.32
2021-09-13 03:00:00,677.5,39.61668724132758,151.65650495685594,755.3960395884993,296.12,83.15,0.1658,0.1403,0.1778,0.031,0.1613,0.0903,197.72,47.8,152.20000000000002,79.16,1.32
2021-09-13 04:00:00,662.7,36.35427097875631,175.52556969841044,795.9192937497595,297.47999999999996,77.2,0.1723,0.1453,0.1945,0.0288,0.176,0.0995,197.72,47.8,176.14,82.38,1.32
2021-09-17 03:00:00,776.7,40.9277579188534,153.01985129377294,743.1734125782713,296.08,50.77,0.141,0.1093,0.1738,0.031,0.148,0.0883,197.72,47.8,153.56,80.74,1.32
2021-09-17 04:00:00,805.3,37.871415000369986,176.25597301817288,782.4151830004104,297.41999999999996,45.2,0.1455,0.1205,0.1845,0.0303,0.163,0.1013,197.72,47.8,176.84,83.96000000000001,1.32
2021-09-17 07:00:00,419.2,54.09509350275389,236.8113963417549,548.1158576397786,299.65,36.15,0.1258,0.095,0.1518,0.0293,0.1258,0.0718,197.72,47.8,237.14,94.2,1.32
2021-09-21 06:00:00,674.1,46.94592041946667,220.0803290852931,663.1123812250246,299.33,37.32,0.2625,0.2563,0.312,0.0305,0.259,0.2395,197.72,47.8,220.5,92.52,1.32
2021-09-21 07:00:00,504.6,55.51711954212633,235.93738389280992,528.6485394640999,300.08,35.55,0.1333,0.1103,0.146,0.028,0.1393,0.0863,197.72,47.8,236.26,95.8,1.32
2021-09-22 03:00:00,750.7,42.60194386659567,154.63435724787496,726.1121161710558,296.58,52.52,0.1233,0.0998,0.1698,0.027,0.1518,0.089,197.72,47.8,155.16,82.72,1.32
2021-09-22 04:00:00,775.6,39.78885844873804,177.10417298216169,763.6951476072176,298.53999999999996,46.51,0.1395,0.121,0.2075,0.029,0.1773,0.1048,197.72,47.8,177.68,85.94,1.32
2021-09-22 05:00:00,723.6,41.536268847689115,200.06729892956622,740.5917725913787,299.59,42.62,0.1455,0.135,0.2338,0.0295,0.1985,0.1215,197.72,47.8,200.58,89.42,1.32
2021-09-22 06:00:00,634.4,47.327941095600835,219.9244662816619,658.5070908040824,300.63,38.74,0.133,0.11,0.1863,0.0278,0.1598,0.094,197.72,47.8,220.34,92.92,1.32
2021-09-22 07:00:00,480.6,55.874020498942855,235.7221233358899,523.686400601153,301.66999999999996,34.85,0.112,0.0848,0.1328,0.027,0.1233,0.0665,197.72,47.8,236.04,96.2,1.32
2021-09-23 04:00:00,618.4,40.17426509868735,177.26422208636586,759.7979360712559,298.5,58.59,0.167,0.1465,0.2165,0.0275,0.1998,0.1215,197.72,47.8,177.82,86.34,1.32
2021-09-23 05:00:00,605.2,41.93479953467164,200.04168984915555,736.323427006488,299.22999999999996,56.46,0.1593,0.1393,0.2285,0.0263,0.206,0.1235,197.72,47.8,200.54,89.82000000000001,1.32
2021-09-23 06:00:00,549.6,47.71017744794386,219.7697738159796,653.8600256663918,299.96,54.33,0.1473,0.1233,0.1925,0.0273,0.174,0.0978,197.72,47.8,220.18,93.3,1.32
2021-09-27 03:00:00,701.9,44.30758110703735,156.1364727011155,707.8159239785298,294.98999999999995,74.3,0.1283,0.0998,0.1718,0.0268,0.1448,0.0843,197.72,47.8,156.64,84.72,1.32
2021-09-27 04:00:00,742.4,41.719248058851754,177.86982200861712,743.7324663160498,296.57,64.25,0.141,0.1165,0.209,0.0263,0.169,0.0998,197.72,47.8,178.4,87.94,1.32
2021-09-29 03:00:00,674.0,44.99650849383046,156.70338438942758,700.1714471507129,295.53999999999996,61.87,0.1263,0.1008,0.1585,0.028,0.148,0.0883,197.72,47.8,157.20000000000002,85.52,1.32
2021-09-29 04:00:00,711.9,42.492392152594874,178.15100429564563,735.4311394671839,297.53,46.17,0.1395,0.1193,0.1923,0.0275,0.171,0.1055,197.72,47.8,178.68,88.74,1.32
2021-09-29 05:00:00,669.5,44.32290562959445,199.87414241614138,709.8097849829219,298.57,40.51,0.1435,0.1338,0.219,0.0283,0.1988,0.1265,197.72,47.8,200.36,92.2,1.32
2021-09-29 06:00:00,560.6,50.000933159307856,218.86088769599783,625.2123109893241,299.59999999999997,34.85,0.13,0.105,0.166,0.0285,0.1533,0.091,197.72,47.8,219.26,95.7,1.32
2021-09-29 07:00:00,411.5,58.372528877189815,234.24457492724397,488.14442090610027,300.63,29.19,0.1118,0.0825,0.107,0.0265,0.1173,0.0635,197.72,47.8,234.56,98.98,1.32
2021-10-01 03:00:00,684.6,45.688201856111256,157.25007408530428,692.3524956663691,292.90999999999997,33.14,0.1275,0.101,0.1598,0.0275,0.1508,0.0918,197.72,47.8,157.74,86.3,1.32
2021-10-01 04:00:00,703.2,43.26488526642578,178.4172404667637,726.9658128271961,293.95,29.4,0.1385,0.1205,0.192,0.0275,0.1765,0.1113,197.72,47.8,178.94,89.54,1.32
2021-10-01 05:00:00,682.2,45.115047072808196,199.81089353651907,700.6694183514238,294.56,27.69,0.1445,0.1365,0.2283,0.0298,0.2035,0.1345,197.72,47.8,200.28,93.0,1.32
2021-10-01 06:00:00,579.2,50.76041492806589,218.56325932308783,615.4228261649089,295.17999999999995,25.97,0.1318,0.105,0.168,0.0275,0.1558,0.0943,197.72,47.8,218.96,96.5,1.32
2021-10-01 07:00:00,404.3,59.08235664638525,233.83022724999722,477.8042531345453,295.78999999999996,24.26,0.1133,0.0798,0.1055,0.0263,0.1165,0.0655,197.72,47.8,234.14,99.78,1.32
2021-10-07 05:00:00,661.2,47.46669317660903,199.5914959503834,672.5634186811008,290.13,57.5,0.153,0.1428,0.2323,0.031,0.2088,0.1335,197.72,47.8,200.06,95.36,1.32
2021-10-07 06:00:00,532.8,53.01209907485206,217.67895350940864,585.5950890346347,291.13,52.22,0.1358,0.1065,0.161,0.028,0.1483,0.0885,197.72,47.8,218.06,98.84,1.32
2021-10-07 07:00:00,395.4,61.184856947878586,232.60315474433145,446.60361040412977,292.12,46.95,0.1105,0.0815,0.1003,0.0283,0.1138,0.0598,197.72,47.8,232.9,102.14,1.32
2021-10-08 05:00:00,574.2,47.8537707393469,199.55014079993222,667.8024093653505,291.69,54.58,0.1593,0.1535,0.2235,0.0328,0.1983,0.1333,197.72,47.8,200.0,95.74,1.32
2021-10-08 06:00:00,449.2,53.382137266344216,217.53232360899625,580.5829845591649,292.33,51.26,0.1705,0.1598,0.19,0.0468,0.1278,0.093,197.72,47.8,217.9,99.24,1.32
2021-10-11 05:00:00,679.5,49.00427070678132,199.4172433077103,653.4352578625826,290.71,23.29,0.146,0.1453,0.2433,0.0288,0.2148,0.15,197.72,47.8,199.86,96.9,1.32
2021-10-11 06:00:00,570.5,54.48073980506896,217.09301187763606,565.5287087863352,291.37,21.78,0.1248,0.1043,0.1648,0.0275,0.15,0.0958,197.72,47.8,217.46,100.38,1.32
2021-10-11 07:00:00,416.6,62.55354596596524,231.79656321395083,425.87095153543873,292.03,20.27,0.1013,0.0763,0.101,0.0273,0.112,0.0642,197.72,47.8,232.1,103.68,1.32
2021-10-12 05:00:00,659.5,49.383784511039224,199.36990661176597,648.6266177273861,290.95,32.88,0.1445,0.1435,0.237,0.0318,0.2133,0.1488,197.72,47.8,199.82,97.28,1.32
2021-10-12 06:00:00,551.8,54.84267479447838,216.9466596414448,560.5137929272161,292.06,28.08,0.127,0.1058,0.1633,0.029,0.1498,0.096,197.72,47.8,217.32,100.76,1.32
2021-10-12 07:00:00,386.6,62.89040438259979,231.59620474808906,420.72198906403,293.15999999999997,23.28,0.1053,0.0783,0.1,0.0278,0.111,0.064,197.72,47.8,231.9,104.06,1.32
2021-10-13 06:00:00,438.3,55.20225982530198,216.80029025828856,555.5051877698019,291.96999999999997,43.36,0.141,0.109,0.1465,0.0258,0.1483,0.0853,197.72,47.8,217.16,101.14,1.32
2021-10-13 07:00:00,300.3,63.22487100051465,231.39632885785167,415.5926034904735,293.02,40.92,0.13,0.1003,0.1035,0.0328,0.1133,0.0673,197.72,47.8,231.7,104.44,1.32
2021-10-16 05:00:00,668.7,50.87863201063577,199.1644231480276,629.3644322269696,283.08,15.15,0.144,0.1428,0.2323,0.0318,0.2045,0.146,197.72,47.8,199.6,98.78,1.32
2021-10-16 06:00:00,556.5,56.26561701048654,216.3606382708275,540.5462201855278,283.84,14.78,0.1285,0.107,0.1633,0.0318,0.15,0.0993,197.72,47.8,216.72,102.26,1.32
2021-10-16 07:00:00,400.6,64.21257688150727,230.79934472767565,400.3521600642601,284.59,14.41,0.1015,0.0758,0.098,0.0285,0.1083,0.0645,197.72,47.8,231.1,105.56,1.32
2021-10-17 05:00:00,619.6,51.245942960294705,199.10879364962503,624.5553742335188,285.96999999999997,24.99,0.142,0.1358,0.2165,0.031,0.2005,0.1403,197.72,47.8,199.54,99.14,1.32
2021-10-17 06:00:00,521.8,56.61451012652202,216.2137406238022,535.591903282424,287.0,24.66,0.125,0.1013,0.1548,0.0295,0.147,0.0975,197.72,47.8,216.58,102.64,1.32
2021-10-17 07:00:00,372.0,64.53613623748865,230.601128301844,395.33138746931945,288.03999999999996,24.33,0.105,0.0738,0.092,0.0265,0.1098,0.064,197.72,47.8,230.9,105.92,1.32
2021-10-18 05:00:00,554.5,51.61046054044731,199.05136239302539,619.7542913560167,285.76,44.23,0.142,0.1325,0.1988,0.029,0.1898,0.1325,197.72,47.8,199.48,99.5,1.32
2021-10-18 06:00:00,460.4,56.960414054473276,216.0665817506076,530.6584622690314,286.84999999999997,41.41,0.1305,0.1033,0.1488,0.0275,0.1458,0.094,197.72,47.8,216.42,103.0,1.32
2021-10-18 07:00:00,310.4,64.85663818408409,230.4032441501525,390.345368203114,288.46999999999997,36.8,0.1078,0.0778,0.0858,0.026,0.1053,0.0618,197.72,47.8,230.7,106.3,1.32
2021-10-19 03:00:00,662.6,51.89917388451572,161.21218720463798,616.1447179931095,283.0,27.68,0.1225,0.0998,0.1515,0.028,0.1435,0.0968,197.72,47.8,161.64,93.2,1.32
2021-10-19 04:00:00,679.8,50.039674276058946,180.11350693008174,645.8820221159457,283.85999999999996,23.36,0.1403,0.1243,0.1905,0.0288,0.174,0.117,197.72,47.8,180.58,96.4,1.32
2021-10-19 05:00:00,637.7,51.972070966048584,198.99208039683708,614.9638876908035,284.46999999999997,22.27,0.146,0.14,0.2218,0.032,0.2005,0.1413,197.72,47.8,199.42,99.86,1.32
2021-10-19 07:00:00,295.3,65.17395326145058,230.20565806915593,385.3971272666014,285.69,20.09,0.1005,0.0748,0.093,0.027,0.1098,0.063,197.72,47.8,230.5,106.66,1.32
2021-10-20 03:00:00,498.9,52.236130269163894,161.3801517454541,611.7261829382137,282.65,49.03,0.1368,0.1053,0.1498,0.0288,0.1418,0.0928,197.72,47.8,161.82,93.56,1.32
2021-10-20 04:00:00,610.3,50.399012632024366,180.16995556468174,641.2650351971945,284.96,39.32,0.143,0.1275,0.177,0.0298,0.1685,0.1135,197.72,47.8,180.62,96.76,1.32
2021-10-20 05:00:00,556.1,52.33066133788423,198.93090131176027,610.1868830200671,285.64,38.45,0.1453,0.1335,0.1955,0.0288,0.19,0.1308,197.72,47.8,199.36,100.22,1.32
2021-10-20 06:00:00,442.6,57.642761870323845,215.77127424285263,520.8659154034206,286.31,37.58,0.1328,0.1045,0.1475,0.0278,0.143,0.0928,197.72,47.8,216.12,103.72,1.32
2021-10-20 07:00:00,309.9,65.48795356645259,230.00833790367494,380.48967586898783,286.98999999999995,36.71,0.1065,0.0773,0.0848,0.027,0.1055,0.061,197.72,47.8,230.3,107.02,1.32
2021-10-21 05:00:00,615.9,52.6861191638766,198.86778258824273,605.4260189130632,289.9,18.94,0.1395,0.1333,0.2068,0.0313,0.196,0.1348,197.72,47.8,199.28,100.58,1.32
2021-10-21 06:00:00,497.6,57.97896251003873,215.62303013506573,516.0126725820784,290.69,17.51,0.129,0.1,0.1503,0.0275,0.1443,0.0938,197.72,47.8,215.98,104.08,1.32
2021-10-21 07:00:00,349.9,65.79851267194476,229.81125474051512,375.6260110987645,291.88,15.26,0.095,0.071,0.0848,0.0275,0.1068,0.0613,197.72,47.8,230.1,107.38,1.32
2021-10-22 05:00:00,603.7,53.03833198801603,198.80268619900437,600.6840633053555,289.10999999999996,22.46,0.1363,0.131,0.2035,0.0275,0.1933,0.1335,197.72,47.8,199.22,100.94,1.32
2021-10-22 06:00:00,494.1,58.31168697288396,215.47433585293237,511.19203663856604,289.78999999999996,21.68,0.1185,0.0993,0.1493,0.0295,0.1445,0.0943,197.72,47.8,215.82,104.44,1.32
2021-10-22 07:00:00,347.7,66.10550552255995,229.61438369422237,370.8091160875245,290.59999999999997,20.24,0.0985,0.071,0.0848,0.0268,0.1058,0.0613,197.72,47.8,229.9,107.72,1.32
2021-10-23 04:00:00,580.6,51.46140913799954,180.31456850464366,627.4476416282498,286.47999999999996,42.46,0.1353,0.1195,0.1678,0.0295,0.1678,0.1118,197.72,47.8,180.76,97.82,1.32
2021-10-23 05:00:00,529.3,53.38718718236357,198.7355789269524,595.9638125651268,287.81,37.96,0.1383,0.1248,0.1828,0.0293,0.1825,0.127,197.72,47.8,199.16,101.28,1.32
2021-10-23 06:00:00,422.3,58.640815627824395,215.32515495657017,506.4069577248085,289.15,33.47,0.1255,0.099,0.1398,0.028,0.1423,0.0905,197.72,47.8,215.68,104.78,1.32
2021-10-24 04:00:00,481.4,51.80997527930353,180.35448416830855,622.8614982611645,286.12,49.78,0.148,0.1218,0.1535,0.027,0.163,0.108,197.72,47.8,180.8,98.18,1.32
2021-10-24 05:00:00,442.3,53.732571854855216,198.6664323196705,591.2680917309001,287.51,46.71,0.15,0.1243,0.1575,0.0283,0.1735,0.1203,197.72,47.8,199.08,101.64,1.32
