time,C01,C02,C03,C04,C05,C06,C08,C09,C10,C11,C12,C13,C14,Sat_Azi,Sat_Zen,Sun_Azi,Sun_Gli,Sun_Zen,ele,C08_rad,C09_rad,C10_rad,C11_rad,C12_rad,C13_rad,C14_rad,T_a,RH,ghi
2021/1/1 1:00,0.0103,0.0005,0,0.025,0.0353,0,275.2,239.11,258.21,274.695,276.4,276.6,257.155,137.82,43.06,109.44,138.25,102.7,22.48,0.000199081,2.43E-05,0.006552754,0.018933198,0.026203182,0.043535927,0.053497794,260.45,88,0
2021/1/1 4:00,0.0851,0.06125,0.0944,0.027475,0.114825,0.06315,286.02,239.1025,257.655,279.8975,282.22,282.195,258.1275,137.82,43.06,132.625,113.26,70.41,22.48,0.000338565,2.43E-05,0.006428309,0.021787009,0.030295821,0.049141466,0.054546498,262.25,87,47.4
2021/1/1 7:00,0.10945,0.092025,0.1802,0.030975,0.177275,0.10465,297.97,238.705,257.88,289.945,293.15,292.7225,260.7,137.82,43.06,175.46,89.105,52.585,22.48,0.000577763,2.36E-05,0.006478696,0.02815065,0.039141374,0.060921322,0.057418252,266.05,78,171.1
2021/1/1 10:00,0.066025,0.047525,0.0717,0.025975,0.091475,0.04145,292.795,238.225,256.13,288.05,291.2925,290.8925,259.975,137.82,43.06,221.535,76.46,65.615,22.48,0.000460333,2.29E-05,0.006095313,0.026858167,0.037523043,0.058751702,0.056597619,267.85,68,165.9
2021/1/1 13:00,0.008825,0.00015,0,0.02555,0.03535,0,282.6225,238.73,255.555,281.02,283.45,283.37,257.5075,137.82,43.06,247.965,82.35,97.82,22.48,0.000287135,2.37E-05,0.005973152,0.022435219,0.031203934,0.050364827,0.053867429,265.05,73,0
2021/1/1 19:00,0.006725,7.50E-05,0,0.025225,0.0353,0.000125,278.095,238.3075,254.83,276.545,278.695,278.72,257.0275,137.82,43.06,244.79,129.705,171.96,22.48,0.000230207,2.30E-05,0.005822132,0.019912668,0.027762909,0.045603093,0.053345392,263.45,61,0
2021/1/1 22:00,0.00725,0,0,0.025275,0.0353,0,276.395,236.4325,251.575,275.195,277.35,277.22,256.2325,137.82,43.06,89.81,148.99,142.81,22.48,0.000211453,2.02E-05,0.005179821,0.019194291,0.026841062,0.044133765,0.05249045,261.75,78,0
2021/1/2 1:00,0.0089,0.000325,0,0.0249,0.0353,7.50E-05,274.95,234.5,250.6825,273.325,275.2675,275.175,255.005,137.82,43.06,108.53,139.175,104.305,22.48,0.000196583,1.77E-05,0.005014425,0.018231802,0.025458474,0.042185125,0.051187729,260.65,83,0
2021/1/2 4:00,0.1219,0.1052,0.11765,0.0489,0.102225,0.071025,272.425,229.5525,239.585,256.5525,255.3775,253.5,238.6275,137.82,43.06,132.48,113.265,70.42,22.48,0.000173452,1.25E-05,0.003282395,0.011141904,0.014765479,0.025067574,0.035767432,263.15,82,182.5
2021/1/2 7:00,0.117525,0.094675,0.175525,0.027775,0.17635,0.103225,296.9225,235.1775,248.98,287.545,291.72,290.645,259.0775,137.82,43.06,175.32,89.08,52.51,22.48,0.000552116,1.86E-05,0.004708786,0.026520681,0.037891129,0.058461166,0.055593014,275.55,32,479.4
2021/1/2 10:00,0.088225,0.062275,0.079075,0.0279,0.09635,0.0578,294.1475,235.255,247.3275,284.0225,287.0225,284.245,256.1025,137.82,43.06,221.5,76.38,65.475,22.48,0.000489334,1.87E-05,0.004427472,0.024288621,0.0340857,0.051505115,0.052383323,278.25,22,207.1
2021/1/2 13:00,0.0086,0.00035,0,0.02495,0.0353,0.00015,279.595,234.025,246.1825,274.225,276.245,272.85,250.725,137.82,43.06,247.99,82.23,97.68,22.48,0.000249462,1.71E-05,0.004239603,0.018696843,0.026113838,0.04006183,0.046801887,275.05,29,0
2021/1/2 19:00,0.006775,0.00025,0,0.0254,0.0353,0.000125,279.57,235,248.78,277.1975,279.9925,279.5725,256.13,137.82,43.06,244.315,129.57,171.845,22.48,0.000247568,1.83E-05,0.004673643,0.020266811,0.028673595,0.046452585,0.05238104,271.25,81,0
2021/1/2 22:00,0.00755,0,0,0.025025,0.0353,0,276.82,236.305,248.9275,275.52,278.1225,277.0175,255.2825,137.82,43.06,89.6,148.885,142.885,22.48,0.000216943,2.01E-05,0.004699408,0.019367776,0.027375679,0.043954314,0.051482974,272.15,72,0
2021/1/3 1:00,0.008425,0.000425,0,0.025525,0.0353,0,262.7525,234.905,244.9525,259.6525,261.225,259.23,246.2,137.82,43.06,108.395,139.15,104.36,22.48,0.000112998,1.83E-05,0.00405492,0.012633866,0.017894449,0.029485495,0.0426455,271.15,80,0
2021/1/3 4:00,0.1983,0.206525,0.218,0.041275,0.121075,0.10815,272.275,233.2525,241.91,249.3825,250.705,249.2325,240.3775,137.82,43.06,132.325,113.26,70.435,22.48,0.00017431,1.62E-05,0.003594158,0.008812571,0.012765728,0.022302967,0.037207529,273.55,67,75.6
2021/1/3 7:00,0.447875,0.48095,0.51705,0.046725,0.3375,0.276375,291.5,234.4325,245.9275,257.1025,259.0275,258.05,246.5575,137.82,43.06,175.175,89.045,52.425,22.48,0.000434722,1.76E-05,0.004198127,0.011328628,0.016394208,0.02811835,0.042776607,278.85,43,465.2
2021/1/3 10:00,0.217025,0.22865,0.2432,0.050075,0.135275,0.117125,263,232.605,240.63,248.1825,249.4525,248.2025,239.675,137.82,43.06,221.48,76.295,65.335,22.48,0.000106528,1.55E-05,0.003429754,0.008532961,0.012372501,0.021812823,0.036627704,280.85,36,133.3
2021/1/3 13:00,0.008975,0.000425,0,0.02505,0.0353,7.50E-05,237.405,229.075,234.5525,236.105,236.7825,235.775,232.1775,137.82,43.06,248.025,82.095,97.54,22.48,2.17E-05,1.20E-05,0.002667733,0.005528845,0.008101968,0.015168196,0.030565314,280.25,40,0
2021/1/3 19:00,0.0074,0.00015,0,0.025325,0.0353,0.00025,237.2275,230.405,235,236.605,237.2775,236.6025,232.8075,137.82,43.06,243.885,129.425,171.725,22.48,2.14E-05,1.32E-05,0.002716972,0.005626718,0.008237284,0.015545144,0.031048483,279.05,71,0
2021/1/3 22:00,0.007525,7.50E-05,0,0.024975,0.0353,0,242.055,231.0025,237.5575,239.9525,240.4025,239.7,234.6275,137.82,43.06,89.385,148.77,142.95,22.48,3.03E-05,1.38E-05,0.003023477,0.006369932,0.009184966,0.017073639,0.03246505,277.95,86,0
2021/1/4 1:00,0.00815,0.0004,0,0.02535,0.0353,7.50E-05,242.4025,233.63,238.955,241.8025,241.8775,241.1825,236.385,137.82,43.06,108.255,139.125,104.405,22.48,3.05E-05,1.67E-05,0.003199501,0.006813795,0.009649387,0.017834857,0.033880416,277.45,89,0
2021/1/4 4:00,0.1832,0.1877,0.195325,0.052825,0.094525,0.08535,256.9,233.1275,239.0025,242.6025,242.9825,242.2525,236.2075,137.82,43.06,132.17,113.25,70.43,22.48,7.38E-05,1.61E-05,0.003201698,0.006989962,0.009988751,0.018362132,0.033713277,276.85,90,67.1
2021/1/4 7:00,0.303525,0.321725,0.332275,0.061325,0.1709,0.150775,275.2275,234.825,241.4325,247.455,247.905,246.2025,237.775,137.82,43.06,175.035,89.01,52.33,22.48,0.0002186,1.81E-05,0.00352671,0.008266868,0.011703014,0.020520383,0.035012112,280.25,72,217.9
2021/1/4 10:00,0.150266667,0.1561,0.1647,0.048866667,0.130533333,0.1216,277.7966667,236.4766667,245.2366667,257.44,257.27,254.5,243.8,137.82,43.06,220.04,76.34666667,64.11333333,22.48,0.000230806,2.03E-05,0.004094907,0.011441559,0.015579401,0.025683415,0.04023503,280.95,62,167.7
2021/1/4 13:00,0.00845,0.0002,0,0.02485,0.03535,7.50E-05,280.2425,238.6075,249.205,275.35,277.72,276.6725,253.6025,137.82,43.06,248.07,81.96,97.395,22.48,0.000256367,2.35E-05,0.004748174,0.019297732,0.027121481,0.043636177,0.049727386,279.95,76,0
2021/1/4 19:00,0.006775,0.00015,0,0.0256,0.0353,0.000125,276.27,237.56,246.7275,269.18,271.075,270.225,251.25,137.82,43.06,243.495,129.28,171.59,22.48,0.000211859,2.19E-05,0.004331786,0.016265768,0.02288246,0.037788843,0.047380411,287.95,42,0
2021/1/4 22:00,0.006875,0,0,0.025475,0.0353,0.00015,273.75,241.48,250.6325,269.5825,270.805,268.8775,252.3575,137.82,43.06,89.155,148.64,143.01,22.48,0.000185617,2.84E-05,0.00500479,0.016427402,0.022680776,0.036566891,0.048448605,286.25,38,0
2021/1/5 1:00,0.007825,0.000525,0,0.02525,0.0353,0.00015,278.745,241.8025,251.88,276.3975,279.35,278.5725,255.505,137.82,43.06,108.105,139.08,104.45,22.48,0.000237706,2.90E-05,0.005237488,0.01983363,0.028221533,0.045457843,0.051717709,283.55,50,0
2021/1/5 4:00,0.13465,0.106475,0.135275,0.028425,0.142525,0.11315,291.1975,244.83,253.9825,272.725,273.995,271.975,254.7325,137.82,43.06,132.01,113.235,70.425,22.48,0.000431306,3.53E-05,0.005649209,0.017951778,0.024702225,0.039332658,0.050899986,296.75,24,95.8
2021/1/5 7:00,0.2856,0.315075,0.353525,0.0417,0.30645,0.2654,301.9,244.78,253.1575,266.75,268.925,266.98,251.33,137.82,43.06,174.895,88.965,52.225,22.48,0.00069065,3.52E-05,0.005484663,0.015304108,0.021712599,0.035068514,0.047430487,304.85,7,505.4
2021/1/5 10:00,0.0724,0.050775,0.0741,0.02585,0.092875,0.044025,292.1225,245.655,254.305,284.9175,288.9175,286.8925,257.9025,137.82,43.06,221.45,76.1,65.035,22.48,0.000446599,3.72E-05,0.00571456,0.024821506,0.035529776,0.054195069,0.054299745,306.05,8,261
2021/1/5 13:00,0.007625,0.00025,0,0.024825,0.0353,0,283.845,246.23,255.58,281.295,284.6975,283.6675,257.9525,137.82,43.06,248.12,81.82,97.255,22.48,0.000304422,3.86E-05,0.005978768,0.022597491,0.032154395,0.050680503,0.054360668,305.25,9,0
2021/1/5 19:00,0.00715,0.000275,0,0.02665,0.03535,0.000125,266.1575,243.4,251.655,264.2975,265.7275,264.8525,251.68,137.82,43.06,243.135,129.125,171.455,22.48,0.000127906,3.22E-05,0.005199191,0.014312352,0.020063466,0.03351906,0.047807307,296.85,50,0
2021/1/5 22:00,0.007775,0,0,0.0249,0.0353,0,263.28,241.83,247.9525,256.88,257.8275,254.5025,244.9325,137.82,43.06,88.915,148.51,143.07,22.48,0.000107491,2.91E-05,0.004535681,0.011346825,0.01595455,0.025829593,0.041307703,295.85,43,0
2021/1/6 1:00,0.0091,0.000475,0,0.02545,0.0353,7.50E-05,261.8575,241.38,247.5575,259.825,260.555,257.955,245.7325,137.82,43.06,107.955,139.04,104.49,22.48,0.0001015,2.82E-05,0.004465478,0.012360309,0.017172073,0.028109182,0.042015564,294.55,46,0
2021/1/6 4:00,0.1546,0.145725,0.145325,0.0334,0.106775,0.07635,282.745,244.0275,251.7025,265.9775,268.455,266.8225,251.4075,137.82,43.06,131.85,113.21,70.41,22.48,0.00029203,3.36E-05,0.005205941,0.015073537,0.021626327,0.035182918,0.047625717,299.85,36,108.8
2021/1/6 7:00,0.16205,0.155375,0.220025,0.03295,0.19915,0.122575,295.92,243.6825,251.505,276.925,280.525,277.695,255.1575,137.82,43.06,174.75,88.905,52.12,22.48,0.000529041,3.28E-05,0.005166574,0.020218358,0.029178396,0.04468459,0.051361416,304.75,20,197.6
2021/1/6 10:00,0.264525,0.29315,0.2981,0.039975,0.123275,0.110825,267.6525,242.955,249.8525,256.105,257.2275,256.2275,246.525,137.82,43.06,221.445,75.99,64.88,22.48,0.000138573,3.13E-05,0.00486337,0.010997831,0.015568327,0.02685475,0.042739365,305.35,20,141.4
2021/1/6 13:00,0.0084,0.00015,0,0.025275,0.0353,7.50E-05,261.805,245.03,251.975,256.9025,258.2025,257.0025,246.93,137.82,43.06,248.175,81.67,97.115,22.48,9.82E-05,3.58E-05,0.005255958,0.011232385,0.015979731,0.027358585,0.043113045,304.95,20,0
2021/1/6 19:00,0.00665,0.000225,0,0.025525,0.0353,0.000125,279.925,249.53,261.975,278.35,280.7475,280.6225,257.155,137.82,43.06,242.815,128.965,171.31,22.48,0.000251923,4.74E-05,0.007449255,0.020903825,0.0292132,0.04751297,0.05348435,293.75,70,0
2021/1/6 22:00,0.0074,0,0,0.025425,0.0353,7.50E-05,278.5475,249.53,262.6075,277.6425,279.8,279.895,257.3525,137.82,43.06,88.665,148.37,143.13,22.48,0.0002354,4.74E-05,0.007608106,0.020511075,0.02853723,0.046776482,0.053701517,295.05,44,0
2021/1/7 1:00,0.009075,0.0005,0,0.02515,0.0353,0.000225,277.57,248.6575,262.325,276.8725,278.7975,278.9225,257.255,137.82,43.06,107.79,138.985,104.53,22.48,0.000224257,4.50E-05,0.007536514,0.020089836,0.027834091,0.045803973,0.053593027,294.15,37,0
2021/1/7 4:00,0.08465,0.0599,0.097075,0.026725,0.10835,0.0564,286.645,249.06,263.53,280.8,283.195,283.2675,258.5775,137.82,43.06,131.675,113.175,70.39,22.48,0.000348646,4.61E-05,0.007845233,0.022310217,0.031018596,0.050265265,0.055048494,298.95,36,207.7
2021/1/7 7:00,0.1095,0.093975,0.183025,0.02865,0.17565,0.101025,297.4975,246.8525,261.78,289.695,293.1725,292.595,260.9775,137.82,43.06,174.61,88.845,52,22.48,0.000566143,4.02E-05,0.007400113,0.027978347,0.039161512,0.06076986,0.057729079,304.75,25,460.9
2021/1/7 10:00,0.063975,0.04645,0.0714,0.026475,0.0924,0.0422,293.845,244.2775,258.155,288.7725,292.175,291.775,261.2575,137.82,43.06,221.44,75.88,64.715,22.48,0.000482344,3.41E-05,0.006540356,0.027345265,0.038285752,0.059791279,0.058050638,306.95,23,223.2
2021/1/7 13:00,0.0082,0.000225,0,0.025525,0.0353,0.000225,284.195,243.5325,257.105,282.52,285.17,285.1475,259.1325,137.82,43.06,248.24,81.52,96.96,22.48,0.000309547,3.25E-05,0.006306679,0.023330778,0.032519614,0.052269668,0.055656633,307.35,16,0
2021/1/7 19:00,0.006625,0.0002,0,0.026,0.0353,0.00025,280.0225,242.83,255.735,278.445,280.7675,280.62,258.0775,137.82,43.06,242.53,128.805,171.165,22.48,0.00025312,3.10E-05,0.006011309,0.020956751,0.029227337,0.047510456,0.054489418,295.55,48,0
2021/1/7 22:00,0.007975,0.00015,0,0.025075,0.0353,0,278.245,243.9325,256.6275,277.245,279.32,279.47,257.425,137.82,43.06,88.405,148.22,143.17,22.48,0.000231911,3.33E-05,0.006202365,0.02029276,0.028198986,0.046349519,0.053779352,293.45,48,0
2021/1/8 1:00,0.00865,0.000275,0,0.02485,0.0353,0.00015,277.22,244.0775,257.53,276.145,278.1725,278.2925,257.48,137.82,43.06,107.62,138.935,104.555,22.48,0.000220382,3.37E-05,0.006400632,0.019697778,0.027401999,0.045180787,0.053839496,289.25,66,0
2021/1/8 4:00,0.085275,0.061025,0.0979,0.0271,0.116325,0.06195,287.02,243.405,255.78,280.6425,283.3225,283.2475,258.3525,137.82,43.06,131.505,113.14,70.365,22.48,0.000354745,3.22E-05,0.006020771,0.022217919,0.031114666,0.050242321,0.054795555,297.35,41,38.4
2021/1/8 7:00,0.1099,0.094775,0.183475,0.030475,0.1799,0.10635,298.7975,243.255,256.5575,290.3225,293.7475,293.195,260.9775,137.82,43.06,174.47,88.775,51.875,22.48,0.000598778,3.19E-05,0.006187154,0.02841375,0.039672815,0.061491414,0.05772839,301.95,19,177.6
2021/1/8 10:00,0.06615,0.0471,0.072825,0.0272,0.094275,0.04365,294.5,243.63,257.33,289.3,292.6975,292.42,261.025,137.82,43.06,221.45,75.755,64.55,22.48,0.000496525,3.27E-05,0.006356132,0.02770536,0.038742383,0.060559377,0.05778479,303.25,21,182.1
2021/1/8 13:00,0.00915,0.00015,0,0.025225,0.0353,0,284.29,243.53,256.8525,282.4975,285.19,285.0975,259.23,137.82,43.06,248.31,81.36,96.805,22.48,0.000310944,3.25E-05,0.006251306,0.023317056,0.032535304,0.052216124,0.055763619,301.25,30,0
2021/1/8 19:00,0.007325,0.000525,0,0.0257,0.0353,0.000275,266.575,241.9275,250.4075,263.5825,264.5825,262.8075,249.88,137.82,43.06,242.29,128.635,171.01,22.48,0.000133957,2.93E-05,0.004966288,0.013891097,0.019312563,0.031794996,0.045984428,293.55,47,0
2021/1/8 22:00,0.007625,0,0,0.02555,0.0353,7.50E-05,279.4175,242.7525,254.1575,277.6425,280.0425,279.82,257.8,137.82,43.06,88.135,148.07,143.215,22.48,0.000245716,3.09E-05,0.005684719,0.020511075,0.028709158,0.04670088,0.054189763,291.85,62,0
2021/1/9 1:00,0.008775,0.00065,0,0.025025,0.0353,7.50E-05,278.445,244.885,256.93,276.9175,279.1425,279.0475,257.7025,137.82,43.06,107.455,138.87,104.59,22.48,0.000234207,3.54E-05,0.006268373,0.020114251,0.028074722,0.045928019,0.054081834,292.25,61,0
2021/1/9 4:00,0.084525,0.060925,0.0939,0.0267,0.116375,0.062275,287.97,245.955,258.0775,281.77,284.4925,284.3475,259.2025,137.82,43.06,131.33,113.095,70.335,22.48,0.000370576,3.79E-05,0.006522967,0.022886133,0.032007496,0.051417105,0.05573628,292.75,63,85.9
2021/1/9 7:00,0.112725,0.09345,0.177825,0.027575,0.179575,0.104725,299.545,246.3275,258.6525,290.7225,294.62,293.4225,261.5775,137.82,43.06,174.335,88.7,51.75,22.48,0.000618252,3.88E-05,0.006653563,0.028693994,0.040457195,0.061766572,0.058414626,292.55,70,485
2021/1/9 10:00,0.068,0.048225,0.072775,0.025675,0.093275,0.042575,295.8975,246.9275,259.2575,290.3975,294.1975,293.37,261.98,137.82,43.06,221.47,75.62,64.38,22.48,0.000527995,4.04E-05,0.006793361,0.028465523,0.040075167,0.061701702,0.058873999,289.55,90,253.3
2021/1/9 13:00,0.008475,0.00045,0,0.025,0.0353,7.50E-05,286.5725,247.63,261.3325,284.7,287.5,287.3225,260.805,137.82,43.06,248.385,81.19,96.66,22.48,0.000346235,4.22E-05,0.007289518,0.024678198,0.034364162,0.054664464,0.057531107,291.25,80,0
2021/1/9 19:00,0.006825,0.000275,0,0.026025,0.0353,0.00045,281.825,248.0525,262.825,280.4225,282.5225,282.475,259.7025,137.82,43.06,242.085,128.46,170.85,22.48,0.000276304,4.33E-05,0.00766341,0.022085709,0.030509986,0.049423757,0.056290253,288.05,51,0
2021/1/9 22:00,0.0074,0.00015,0,0.025075,0.0353,7.50E-05,280.02,247.3525,262.1275,279.2225,281.0225,281.095,259.38,137.82,43.06,87.845,147.915,143.255,22.48,0.000253091,4.14E-05,0.007486969,0.021395658,0.029411694,0.04799565,0.055928357,284.05,64,0
2021/1/10 1:00,0.008225,0.00045,0,0.025075,0.03535,0,278.745,249.08,263.305,277.945,279.895,280.065,259.005,137.82,43.06,107.275,138.79,104.61,22.48,0.000237706,4.62E-05,0.007787104,0.020678223,0.028604441,0.046948041,0.05551194,282.05,69,0
2021/1/10 4:00,0.085025,0.061275,0.09645,0.026825,0.11795,0.063025,288.62,250.5025,264.9,282.77,285.27,285.22,260.325,137.82,43.06,131.145,113.045,70.3,22.48,0.00038215,5.04E-05,0.008207752,0.02348858,0.032607146,0.052358802,0.056991196,289.35,48,193
2021/1/10 7:00,0.11215,0.095025,0.183225,0.028025,0.1834,0.10775,300.575,250.4575,264.905,292.4975,295.9975,295.4175,262.955,137.82,43.06,174.195,88.62,51.61,22.48,0.000646044,5.02E-05,0.008209235,0.029962363,0.041716938,0.064213874,0.060004399,298.45,20,529.1
2021/1/10 10:00,0.064275,0.0476,0.073475,0.02585,0.0952,0.04515,296.47,250.605,265.43,291.275,294.695,294.22,263.18,137.82,43.06,221.485,75.48,64.205,22.48,0.000541395,5.07E-05,0.00835175,0.029084139,0.040524329,0.062736228,0.060261819,303.25,13,258.6
2021/1/10 13:00,0.00915,0.0004,0,0.0251,0.0353,0.000225,286.2725,250.88,265.7025,284.57,287.0425,287.07,261.1775,137.82,43.06,248.475,81.02,96.5,22.48,0.000341396,5.15E-05,0.008426107,0.024596307,0.033996362,0.054382819,0.057957598,299.75,22,0
2021/1/10 19:00,0.0068,0.000325,0,0.025775,0.03535,0.000375,281.32,250.855,265.9575,279.825,281.72,281.9225,259.98,137.82,43.06,241.915,128.285,170.68,22.48,0.000269645,5.15E-05,0.008496451,0.021740052,0.029918663,0.048848739,0.056603892,274.45,67,0
2021/1/10 22:00,0.006975,0,0,0.024825,0.0353,0,279.245,250.8,265.8775,278.445,280.1425,280.3225,260.2275,137.82,43.06,87.55,147.755,143.29,22.48,0.000243634,5.13E-05,0.008474339,0.020956808,0.028780174,0.047208452,0.056878537,272.65,80,0
2021/1/11 1:00,0.00835,0.00045,0,0.0249,0.0353,0,277.92,250.5525,266.105,277.2425,278.7725,279.07,259.6025,137.82,43.06,107.09,138.71,104.625,22.48,0.000228194,5.05E-05,0.008537293,0.020291368,0.027816702,0.045950462,0.056176554,270.85,78,0
2021/1/11 4:00,0.0832,0.062275,0.09845,0.02795,0.119025,0.065225,288.4675,250.55,266.205,282.2425,284.57,284.62,261.5825,137.82,43.06,130.96,112.985,70.255,22.48,0.000379574,5.05E-05,0.008565087,0.023170266,0.032067238,0.051711544,0.05841878,277.75,67,234.4
2021/1/11 7:00,0.1159,0.097875,0.187075,0.0309,0.18585,0.11215,300.67,250.6775,267.405,292.5175,295.7975,295.5475,264.025,137.82,43.06,174.06,88.535,51.46,22.48,0.000648598,5.09E-05,0.008904067,0.029976945,0.041532426,0.064375946,0.061256124,287.65,30,508.3
2021/1/11 10:00,0.06765,0.0484,0.07425,0.02645,0.09545,0.046625,296.2975,250.1275,267.65,291.2475,294.2925,294.1,264.1025,137.82,43.06,221.515,75.335,64.025,22.48,0.000537404,4.92E-05,0.008974604,0.029064459,0.040161418,0.062589956,0.061348125,288.65,24,275.2
2021/1/11 13:00,0.0096,0.000525,0,0.024925,0.0353,0.000225,285.2925,250.755,266.8775,283.85,286.17,286.2975,260.68,137.82,43.06,248.57,80.84,96.345,22.48,0.000326046,5.11E-05,0.008753971,0.024146328,0.033302454,0.053526856,0.057394841,283.65,35,0
2021/1/11 19:00,0.0074,0.000475,0,0.025575,0.035425,0.000325,280.4975,250.53,266.5025,279.27,280.995,281.22,259.255,137.82,43.06,241.775,128.105,170.51,22.48,0.000259074,5.04E-05,0.008648188,0.021422476,0.029391542,0.04812421,0.055794307,264.75,81,0
2021/1/11 22:00,0.0077,7.50E-05,0,0.024975,0.0353,7.50E-05,278.6475,249.68,265.8825,277.87,279.5425,279.7725,259.4025,137.82,43.06,87.245,147.575,143.33,22.48,0.000236564,4.79E-05,0.008475776,0.02063666,0.028355354,0.046653469,0.055953957,263.45,88,0
2021/1/12 1:00,0.00915,0.00035,0,0.025225,0.0353,0.00015,277.3925,250.9025,266.1,276.625,278.195,278.55,259.5025,137.82,43.06,106.895,138.625,104.635,22.48,0.000222275,5.16E-05,0.008535992,0.01995573,0.027417515,0.045434638,0.056066348,262.65,86,0
2021/1/12 4:00,0.08615,0.063175,0.098775,0.0272,0.119375,0.06645,287.845,252.8,267.0775,281.6725,283.945,284.0475,260.68,137.82,43.06,130.77,112.92,70.21,22.48,0.000368727,5.79E-05,0.008810556,0.022828249,0.031589944,0.051097293,0.057391205,266.05,90,218.2
2021/1/12 7:00,0.11485,0.0974,0.185475,0.03085,0.184775,0.111575,300.07,252.6025,268.28,291.7725,295.0225,294.67,262.475,137.82,43.06,173.925,88.435,51.31,22.48,0.000632283,5.72E-05,0.009157667,0.029439176,0.040821711,0.063288688,0.059443201,274.85,43,526
2021/1/12 10:00,0.0694,0.0497,0.07565,0.027475,0.09795,0.0472,295.3475,250.3525,266.4275,289.995,293.0975,292.8425,262.6275,137.82,43.06,221.55,75.19,63.84,22.48,0.000515515,4.99E-05,0.008627152,0.028185243,0.039095727,0.061066204,0.059619288,277.45,32,287
2021/1/12 13:00,0.008825,0.000475,0,0.025025,0.0353,0.000275,284.1975,249.9025,265.555,282.72,284.9475,285.1225,261.305,137.82,43.06,248.67,80.655,96.19,22.48,0.000309578,4.85E-05,0.008385643,0.023452307,0.032347304,0.052243019,0.058098759,271.95,53,0
2021/1/12 19:00,0.00645,0.00075,0,0.02565,0.0353,0.0005,278.4425,247.7525,263.93,277.2975,279.17,279.32,259.255,137.82,43.06,241.665,127.92,170.33,22.48,0.000234229,4.25E-05,0.007949991,0.020321555,0.028093885,0.04619973,0.055789963,259.85,75,0
2021/1/12 22:00,0.007525,0,0,0.025975,0.0353,0.00015,276.8975,246.875,263.43,276.3225,277.97,278.17,259.3775,137.82,43.06,86.93,147.395,143.35,22.48,0.000216853,4.02E-05,0.007819392,0.019792893,0.02726308,0.045060432,0.05593147,258.25,81,0
2021/1/13 1:00,0.008225,0.00045,0,0.024825,0.0353,0,275.945,245.255,261.75,275.2675,276.945,277.1975,258.58,137.82,43.06,106.7,138.52,104.64,22.48,0.000206721,3.63E-05,0.007392824,0.019232263,0.026567611,0.044112181,0.055047043,256.65,81,0
2021/1/13 4:00,0.089575,0.0652,0.09895,0.0274,0.1152,0.064025,285.825,245.4825,262.63,279.9975,282.1975,282.0225,259.5825,137.82,43.06,130.58,112.85,70.155,22.48,0.000335457,3.68E-05,0.007614046,0.021845452,0.030277665,0.048961323,0.056157383,258.45,84,227.4
2021/1/13 7:00,0.117775,0.0971,0.181725,0.029325,0.18295,0.110775,297.35,245.025,262.505,289.0475,292.2425,291.67,262.375,137.82,43.06,173.795,88.325,51.155,22.48,0.000562463,3.58E-05,0.007582038,0.027532706,0.038344366,0.059666889,0.059328605,269.25,50,504.9
2021/1/13 10:00,0.0726,0.05135,0.075175,0.0269,0.0967,0.046475,292.7925,243.525,261.905,287.6475,290.7975,290.3925,262.505,137.82,43.06,221.585,75.025,63.66,22.48,0.00046026,3.25E-05,0.007431489,0.026588813,0.037099784,0.058167661,0.059480603,273.45,37,287
2021/1/13 13:00,0.0104,0.0006,0,0.025025,0.03535,0.000125,282.8725,243.0525,260.6075,281.565,283.8975,283.7675,259.9275,137.82,43.06,248.77,80.46,96.03,22.48,0.000290594,3.15E-05,0.007112992,0.022757813,0.031542356,0.050787231,0.056542444,268.55,47,0
2021/1/13 19:00,0.006825,0.000775,0,0.02595,0.0353,0.000575,278.65,241.4275,258.91,277.17,279.1725,279.0975,259.6025,137.82,43.06,241.595,127.735,170.15,22.48,0.000236615,2.83E-05,0.006712843,0.020251799,0.028095517,0.045977966,0.056182997,261.85,70,0
2021/1/13 22:00,0.0072,0.00015,0,0.025125,0.0353,0,276.62,241.73,258.4575,275.97,277.9975,277.895,258.68,137.82,43.06,86.605,147.215,143.37,22.48,0.00021386,2.89E-05,0.006609106,0.019604237,0.027281904,0.044790819,0.055157715,262.15,69,0
2021/1/14 1:00,0.008675,0.000525,0,0.025125,0.0353,7.50E-05,275.8425,242.5075,259.175,275.245,277.1225,277.195,257.8025,137.82,43.06,106.5,138.42,104.645,22.48,0.000205654,3.04E-05,0.006774132,0.019220489,0.026687148,0.044109911,0.054196738,261.35,73,0
2021/1/14 4:00,0.093525,0.06515,0.08665,0.0262,0.111325,0.0612,285.1725,243.03,259.4275,279.09,281.5975,281.195,260.0775,137.82,43.06,130.38,112.77,70.095,22.48,0.00032519,3.14E-05,0.006832819,0.02132437,0.029835397,0.048102425,0.056713233,260.65,74,203
2021/1/14 7:00,0.1221,0.098525,0.176175,0.0282,0.1804,0.107975,296.445,240.9275,256.0525,287.7975,291.425,290.5475,261.2825,137.82,43.06,173.655,88.22,50.99,22.48,0.000540752,2.74E-05,0.006078922,0.026688722,0.037636321,0.05834745,0.058076184,269.75,43,497.7
