0.00E+00,2.26E+02,3.36E+02,0.00E+00,3.36E+02
1.00E-01,2.26E+02,3.36E+02,1.60E-02,3.36E+02
1.40E-01,2.33E+02,3.36E+02,2.00E-02,3.36E+02
1.97E-01,2.41E+02,3.36E+02,2.63E-02,3.36E+02
2.76E-01,2.48E+02,3.36E+02,3.51E-02,3.36E+02
3.87E-01,2.56E+02,3.36E+02,4.82E-02,3.36E+02
5.43E-01,2.64E+02,3.36E+02,6.71E-02,3.36E+02
7.62E-01,2.72E+02,3.36E+02,9.53E-02,3.36E+02
1.07E+00,2.76E+02,3.36E+02,1.35E-01,3.36E+02
1.50E+00,2.73E+02,3.36E+02,1.79E-01,3.35E+02
2.10E+00,2.66E+02,3.36E+02,2.27E-01,3.35E+02
2.95E+00,2.60E+02,3.36E+02,2.82E-01,3.35E+02
4.14E+00,2.53E+02,3.36E+02,3.52E-01,3.35E+02
5.80E+00,2.47E+02,3.36E+02,4.42E-01,3.35E+02
8.14E+00,2.42E+02,3.36E+02,5.61E-01,3.35E+02
1.14E+01,2.36E+02,3.36E+02,7.23E-01,3.35E+02
1.60E+01,2.31E+02,3.35E+02,9.35E-01,3.35E+02
2.25E+01,2.26E+02,3.35E+02,1.21E+00,3.34E+02
3.15E+01,2.23E+02,3.35E+02,1.59E+00,3.34E+02
4.42E+01,2.20E+02,3.35E+02,2.09E+00,3.33E+02
6.20E+01,2.18E+02,3.35E+02,2.76E+00,3.33E+02
8.58E+01,2.16E+02,3.35E+02,3.60E+00,3.32E+02
1.10E+02,2.16E+02,3.35E+02,4.44E+00,3.31E+02
1.33E+02,2.16E+02,3.36E+02,5.25E+00,3.30E+02
1.57E+02,2.16E+02,3.36E+02,6.03E+00,3.30E+02
1.81E+02,2.17E+02,3.36E+02,6.96E+00,3.29E+02
2.05E+02,2.21E+02,3.36E+02,9.01E+00,3.27E+02
2.28E+02,2.26E+02,3.37E+02,1.30E+01,3.24E+02
2.52E+02,2.30E+02,3.38E+02,1.87E+01,3.19E+02
2.76E+02,2.34E+02,3.39E+02,2.56E+01,3.13E+02
3.00E+02,2.38E+02,3.41E+02,3.30E+01,3.08E+02
3.24E+02,2.42E+02,3.43E+02,3.98E+01,3.03E+02
3.47E+02,2.45E+02,3.45E+02,4.67E+01,2.98E+02
3.71E+02,2.48E+02,3.47E+02,5.37E+01,2.93E+02
3.95E+02,2.51E+02,3.49E+02,6.08E+01,2.88E+02
4.19E+02,2.54E+02,3.51E+02,6.80E+01,2.83E+02
4.42E+02,2.56E+02,3.54E+02,7.53E+01,2.79E+02
4.66E+02,2.59E+02,3.56E+02,8.26E+01,2.74E+02
4.90E+02,2.61E+02,3.59E+02,9.00E+01,2.69E+02
5.14E+02,2.64E+02,3.62E+02,9.74E+01,2.64E+02
5.38E+02,2.66E+02,3.65E+02,1.05E+02,2.60E+02
5.61E+02,2.68E+02,3.67E+02,1.12E+02,2.55E+02
5.85E+02,2.70E+02,3.70E+02,1.20E+02,2.50E+02
6.09E+02,2.72E+02,3.73E+02,1.29E+02,2.45E+02
6.33E+02,2.73E+02,3.77E+02,1.37E+02,2.39E+02
6.56E+02,2.75E+02,3.80E+02,1.46E+02,2.34E+02
6.80E+02,2.77E+02,3.83E+02,1.55E+02,2.28E+02
7.04E+02,2.79E+02,3.87E+02,1.64E+02,2.23E+02
7.28E+02,2.80E+02,3.90E+02,1.73E+02,2.17E+02
7.51E+02,2.82E+02,3.94E+02,1.82E+02,2.12E+02
7.75E+02,2.83E+02,3.97E+02,1.91E+02,2.06E+02
7.99E+02,2.85E+02,4.00E+02,2.00E+02,2.01E+02
8.23E+02,2.86E+02,4.04E+02,2.09E+02,1.95E+02
8.47E+02,2.87E+02,4.07E+02,2.17E+02,1.90E+02
8.70E+02,2.89E+02,4.10E+02,2.26E+02,1.84E+02
8.94E+02,2.90E+02,4.13E+02,2.34E+02,1.79E+02
9.18E+02,2.91E+02,4.15E+02,2.41E+02,1.74E+02
9.42E+02,2.91E+02,4.17E+02,2.49E+02,1.69E+02
9.65E+02,2.92E+02,4.20E+02,2.56E+02,1.64E+02
9.89E+02,2.93E+02,4.22E+02,2.62E+02,1.60E+02
1.01E+03,2.94E+02,4.23E+02,2.69E+02,1.54E+02
