10,0.0058498,0.0058143,0.0051997,6.1373e-05,0.005196
15,0.011266,0.011274,0.0091243,0.00092103,0.0091086
20,0.018354,0.018364,0.015366,0.00027013,0.015348
25,0.027049,0.02706,0.022808,0.00054469,0.022794
30,0.037287,0.037317,0.029713,0.0024782,0.029649
35,0.049003,0.049052,0.0365,0.014367,0.036472
40,0.062136,0.062192,0.048247,0.0064144,0.048131
45,0.076626,0.076694,0.059607,0.0064623,0.059487
50,0.092411,0.092495,0.070692,0.0098401,0.070424
55,0.10943,0.10954,0.079339,0.039091,0.079546
60,0.12764,0.12776,0.094541,0.022691,0.09427
65,0.14696,0.14705,0.11023,0.019173,0.1099
70,0.16735,0.16744,0.12048,0.05389,0.12043
75,0.18876,0.18887,0.13619,0.048584,0.13602
80,0.21113,0.21125,0.15449,0.032816,0.15384
85,0.2344,0.23455,0.1662,0.075355,0.16648
90,0.25853,0.2587,0.18328,0.069785,0.18278
95,0.28347,0.28366,0.19973,0.081627,0.20014
100,0.30917,0.30938,0.21622,0.097603,0.21661
105,0.33558,0.33581,0.23831,0.068162,0.23808
110,0.36266,0.36289,0.26295,0.052293,0.26249
115,0.39035,0.39062,0.28102,0.043581,0.2799
120,0.41862,0.41887,0.2877,0.12253,0.28788
125,0.44741,0.44764,0.30687,0.12229,0.30711
130,0.4767,0.47696,0.32395,0.14982,0.32529
135,0.50643,0.50671,0.35188,0.096319,0.3519
140,0.53657,0.53686,0.37736,0.075906,0.3766
145,0.56708,0.5674,0.38852,0.12292,0.3882
150,0.59792,0.59829,0.39321,0.2257,0.3963
155,0.62905,0.62944,0.42631,0.12189,0.42607
160,0.66043,0.66077,0.47884,0.025122,0.47762
165,0.69204,0.69245,0.46628,0.11113,0.46321
170,0.72383,0.72419,0.47451,0.19106,0.47426
175,0.75577,0.75617,0.49525,0.18405,0.49505
180,0.78784,0.78822,0.5383,0.083966,0.53668
185,0.81999,0.8204,0.55599,0.10115,0.55434
190,0.8522,0.85261,0.59313,0.070087,0.59236
195,0.88444,0.88493,0.59926,0.063016,0.5969
200,0.91668,0.91723,0.57694,0.27613,0.58272
205,0.94889,0.94938,0.60718,0.19407,0.60555
210,0.98104,0.98153,0.63729,0.1334,0.63523
215,1.0131,1.0135,0.71113,0.02227,0.70919
220,1.0451,1.0456,0.66126,0.19506,0.65968
225,1.0769,1.0775,0.66271,0.30314,0.66406
230,1.1086,1.1092,0.7445,0.063182,0.74238
235,1.1401,1.14,0.86276,0.003131,0.862
240,1.1714,1.1717,0.81426,0.03978,0.81192
245,1.2025,1.2031,0.73093,0.27682,0.73088
250,1.2334,1.234,0.76443,0.21213,0.76669
255,1.264,1.2645,0.8514,0.036275,0.84821
260,1.2943,1.2945,0.92969,0.012484,0.9283
265,1.3243,1.3247,0.89532,0.072788,0.89388
270,1.354,1.3542,0.95885,0.010243,0.95745
275,1.3834,1.3841,0.82378,0.25427,0.82374
280,1.4124,1.4131,0.85807,0.20191,0.85672
285,1.4411,1.4417,0.92924,0.093201,0.92797
290,1.4694,1.4696,1.0172,0.027658,1.0154
295,1.4973,1.4976,1.0234,0.0289,1.0216
300,1.5248,1.5256,0.90582,0.21274,0.90693
305,1.5519,1.5522,1.0696,0.016605,1.0677
310,1.5786,1.5786,1.114,0.022023,1.1123
315,1.6048,1.6046,1.1452,0.019294,1.1444
320,1.6306,1.6312,1.0141,0.13775,1.0133
325,1.656,1.6567,1.0091,0.12026,1.008
330,1.6808,1.6811,1.1346,0.025564,1.132
335,1.7052,1.7053,1.148,0.043045,1.1463
340,1.7292,1.7295,1.1319,0.057118,1.1301
345,1.7526,1.7529,1.1661,0.042218,1.1642
350,1.7755,1.7764,1.0444,0.13092,1.0422
355,1.798,1.7986,1.1126,0.078135,1.1097
360,1.8199,1.818,1.3825,0.0036075,1.3819
365,1.8413,1.8391,1.3702,0.015697,1.3692
370,1.8622,1.8623,1.2318,0.037931,1.2303
375,1.8826,1.8826,1.2593,0.038134,1.258
380,1.9025,1.9015,1.3335,0.026077,1.3323
385,1.9218,1.9194,1.3974,0.02364,1.3961
390,1.9406,1.9394,1.3906,0.020984,1.3897
395,1.9589,1.9596,1.149,0.098222,1.1466
400,1.9766,1.9738,1.4915,0.0088181,1.491
405,1.9938,1.9606,1.7092,0.00088042,1.7087
410,2.0104,1.993,1.6632,0.00057116,1.663
415,2.0265,2.0266,1.2517,0.079282,1.2494
420,2.0421,2.0418,1.3601,0.015798,1.3587
425,2.0571,2.0524,1.5386,0.0099939,1.5371
430,2.0716,2.0646,1.5562,0.015587,1.5551
